"Input_Type","TF_Analysis_Name","Intersection_Name","ATF3_Found_In_Top_Candidates","Consensus_Rank","Required_Methods","Number_Of_Methods","Source_Method_Count","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Integrated_TopRank","Result_File"
"INTERSECT","HT55_SW948","ACTIVITY_METHODS_VIPER_COLLECTRI",FALSE,NA,NA,NA,NA,NA,NA,NA,"results/ngs/GSE114012/TF_summary/intersect/HT55_SW948/intersections/ACTIVITY_METHODS_VIPER_COLLECTRI/candidates/top10_tf_candidates.csv"
"INTERSECT","HT55_SW948","ALL_6_METHODS",TRUE,3,"DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI",6,6,42.6666666666667,2,5,"results/ngs/GSE114012/TF_summary/intersect/HT55_SW948/intersections/ALL_6_METHODS/candidates/top10_tf_candidates.csv"
"INTERSECT","HT55_SW948","API_METHODS_CHEA3_ENRICHR",TRUE,4,"ChEA3;ENRICHR",2,6,19,5,5,"results/ngs/GSE114012/TF_summary/intersect/HT55_SW948/intersections/API_METHODS_CHEA3_ENRICHR/candidates/top10_tf_candidates.csv"
"INTERSECT","HT55_SW948","BROAD_DATABASE_EVIDENCE_CHEA3_ENRICHR_COLLECTRI",TRUE,1,"ChEA3;ENRICHR;CollecTRI",3,6,13.6666666666667,3,5,"results/ngs/GSE114012/TF_summary/intersect/HT55_SW948/intersections/BROAD_DATABASE_EVIDENCE_CHEA3_ENRICHR_COLLECTRI/candidates/top10_tf_candidates.csv"
"INTERSECT","HT55_SW948","CHIP_LITERATURE_EVIDENCE_CHEA3_ENRICHR_TRRUST",TRUE,2,"ChEA3;ENRICHR;TRRUST",3,6,19.6666666666667,5,5,"results/ngs/GSE114012/TF_summary/intersect/HT55_SW948/intersections/CHIP_LITERATURE_EVIDENCE_CHEA3_ENRICHR_TRRUST/candidates/top10_tf_candidates.csv"
"INTERSECT","HT55_SW948","CURATED_REGULON_NETWORK_DOROTHEA_TRRUST_COLLECTRI",TRUE,1,"DoRothEA;TRRUST;CollecTRI",3,6,8.66666666666667,2,5,"results/ngs/GSE114012/TF_summary/intersect/HT55_SW948/intersections/CURATED_REGULON_NETWORK_DOROTHEA_TRRUST_COLLECTRI/candidates/top10_tf_candidates.csv"
"INTERSECT","HT55_SW948","DOROTHEA_CHEA3_VIPER",FALSE,NA,NA,NA,NA,NA,NA,NA,"results/ngs/GSE114012/TF_summary/intersect/HT55_SW948/intersections/DOROTHEA_CHEA3_VIPER/candidates/top10_tf_candidates.csv"
"INTERSECT","HT55_SW948","ENRICHR_TRRUST_COLLECTRI",TRUE,3,"ENRICHR;TRRUST;CollecTRI",3,6,19,3,5,"results/ngs/GSE114012/TF_summary/intersect/HT55_SW948/intersections/ENRICHR_TRRUST_COLLECTRI/candidates/top10_tf_candidates.csv"
"INTERSECT","HT55_SW948","LIST_BASED_ORA_API_DOROTHEA_CHEA3_ENRICHR_TRRUST",TRUE,2,"DoRothEA;ChEA3;ENRICHR;TRRUST",4,6,15.25,2,5,"results/ngs/GSE114012/TF_summary/intersect/HT55_SW948/intersections/LIST_BASED_ORA_API_DOROTHEA_CHEA3_ENRICHR_TRRUST/candidates/top10_tf_candidates.csv"
"INTERSECT","HT55_SW948","ORA_METHODS_DOROTHEA_TRRUST",TRUE,6,"DoRothEA;TRRUST",2,6,11.5,2,5,"results/ngs/GSE114012/TF_summary/intersect/HT55_SW948/intersections/ORA_METHODS_DOROTHEA_TRRUST/candidates/top10_tf_candidates.csv"
"INTERSECT","HT55_SW948","SIGNED_NETWORK_DOROTHEA_VIPER_COLLECTRI",FALSE,NA,NA,NA,NA,NA,NA,NA,"results/ngs/GSE114012/TF_summary/intersect/HT55_SW948/intersections/SIGNED_NETWORK_DOROTHEA_VIPER_COLLECTRI/candidates/top10_tf_candidates.csv"
"INTERSECT","HT55_SW948","WITHOUT_CHEA3",FALSE,NA,NA,NA,NA,NA,NA,NA,"results/ngs/GSE114012/TF_summary/intersect/HT55_SW948/intersections/WITHOUT_CHEA3/candidates/top10_tf_candidates.csv"
"INTERSECT","SW948_RKO","ACTIVITY_METHODS_VIPER_COLLECTRI",FALSE,NA,NA,NA,NA,NA,NA,NA,"results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/ACTIVITY_METHODS_VIPER_COLLECTRI/candidates/top10_tf_candidates.csv"
"INTERSECT","SW948_RKO","ALL_6_METHODS",FALSE,NA,NA,NA,NA,NA,NA,NA,"results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/ALL_6_METHODS/candidates/top10_tf_candidates.csv"
"INTERSECT","SW948_RKO","API_METHODS_CHEA3_ENRICHR",FALSE,NA,NA,NA,NA,NA,NA,NA,"results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/API_METHODS_CHEA3_ENRICHR/candidates/top10_tf_candidates.csv"
"INTERSECT","SW948_RKO","BROAD_DATABASE_EVIDENCE_CHEA3_ENRICHR_COLLECTRI",TRUE,3,"ChEA3;ENRICHR;CollecTRI",3,6,49,3,119,"results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/BROAD_DATABASE_EVIDENCE_CHEA3_ENRICHR_COLLECTRI/candidates/top10_tf_candidates.csv"
"INTERSECT","SW948_RKO","CHIP_LITERATURE_EVIDENCE_CHEA3_ENRICHR_TRRUST",FALSE,NA,NA,NA,NA,NA,NA,NA,"results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/CHIP_LITERATURE_EVIDENCE_CHEA3_ENRICHR_TRRUST/candidates/top10_tf_candidates.csv"
"INTERSECT","SW948_RKO","CURATED_REGULON_NETWORK_DOROTHEA_TRRUST_COLLECTRI",FALSE,NA,NA,NA,NA,NA,NA,NA,"results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/CURATED_REGULON_NETWORK_DOROTHEA_TRRUST_COLLECTRI/candidates/top10_tf_candidates.csv"
"INTERSECT","SW948_RKO","DOROTHEA_CHEA3_VIPER",FALSE,NA,NA,NA,NA,NA,NA,NA,"results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/DOROTHEA_CHEA3_VIPER/candidates/top10_tf_candidates.csv"
"INTERSECT","SW948_RKO","ENRICHR_TRRUST_COLLECTRI",FALSE,NA,NA,NA,NA,NA,NA,NA,"results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/ENRICHR_TRRUST_COLLECTRI/candidates/top10_tf_candidates.csv"
"INTERSECT","SW948_RKO","LIST_BASED_ORA_API_DOROTHEA_CHEA3_ENRICHR_TRRUST",FALSE,NA,NA,NA,NA,NA,NA,NA,"results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/LIST_BASED_ORA_API_DOROTHEA_CHEA3_ENRICHR_TRRUST/candidates/top10_tf_candidates.csv"
"INTERSECT","SW948_RKO","ORA_METHODS_DOROTHEA_TRRUST",FALSE,NA,NA,NA,NA,NA,NA,NA,"results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/ORA_METHODS_DOROTHEA_TRRUST/candidates/top10_tf_candidates.csv"
"INTERSECT","SW948_RKO","SIGNED_NETWORK_DOROTHEA_VIPER_COLLECTRI",FALSE,NA,NA,NA,NA,NA,NA,NA,"results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/SIGNED_NETWORK_DOROTHEA_VIPER_COLLECTRI/candidates/top10_tf_candidates.csv"
"INTERSECT","SW948_RKO","WITHOUT_CHEA3",FALSE,NA,NA,NA,NA,NA,NA,NA,"results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/WITHOUT_CHEA3/candidates/top10_tf_candidates.csv"
