"Analysis_Name","Dataset","Analysis_Order","Design_Column","Experiment_Group","Control_Group","Contrast","Samples_Used","Experiment_N","Control_N","ATF3_Found_In_DEG_Table","GeneID","Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","ATF3_Direction","Significant_By_Primary_Cutoff","Significant_By_FDR_Cutoff","ATF3_In_Significant_Genes_Table","DEG_Total_Significant_Genes","DEG_Up","DEG_Down","DEG_Result_File","Input_Type_Method","Methods_Checked","ATF3_Method_Found_Count","ATF3_Method_Supported_Count","ATF3_Method_TopN_Count","ATF3_Method_Rank1_Count","ATF3_Method_P_Significant_Count","ATF3_Supported_Methods","ATF3_Rank1_Methods","Input_Type_Intersection","Intersections_Checked","ATF3_Intersection_TopN_Count","ATF3_Intersection_Rank1_Count","ATF3_Best_Consensus_Rank","ATF3_Max_Required_Methods","ATF3_TopN_Intersections","ATF3_Rank1_Intersections","Meets_Primary_DEG_Criterion","Meets_Strict_FDR_DEG_Criterion","Meets_TF_Multi_Method_Criterion","Meets_TF_Intersection_Criterion","Meets_User_Primary_Criterion","Meets_User_Strict_Criterion"
"DLD1","GSE114012",4,"analysis_DLD1","DLD1","BULK","DLD1_vs_BULK",8,4,4,TRUE,"ENSG00000162772","ATF3",1.81464980017736,2.62620060872411,7.21651958865385,1.88534188536595e-05,0.00176690680642426,3.13963845879164,"Up",TRUE,TRUE,TRUE,754,541,213,"results/ngs/GSE114012/tables/DLD1/DEG/all_genes.csv","DEG",6,6,4,0,0,4,"collectri(rank=35,P=0.00577);dorothea(rank=42,P=0.0391);trrust(rank=43,P=0.0206);enrichr(rank=129,adjP=0.0312)","","DEG",12,1,0,10,6,"ALL_6_METHODS(rank=10,methods=DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI)","",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"HCT15","GSE114012",5,"analysis_HCT15","HCT15","BULK","HCT15_vs_BULK",8,4,4,TRUE,"ENSG00000162772","ATF3",1.24338585742293,4.2450824266744,6.51804111509626,5.72245266635181e-05,0.0347154177656026,2.26133374160009,"Up",TRUE,TRUE,TRUE,523,362,161,"results/ngs/GSE114012/tables/HCT15/DEG/all_genes.csv","DEG",6,6,4,3,1,3,"chea3(rank=1);collectri(rank=2,P=4.63e-07);enrichr(rank=5,adjP=4.52e-16);dorothea(rank=30,P=0.00958)","chea3","DEG",12,6,2,1,6,"API_METHODS_CHEA3_ENRICHR(rank=1,methods=ChEA3;ENRICHR);BROAD_DATABASE_EVIDENCE_CHEA3_ENRICHR_COLLECTRI(rank=1,methods=ChEA3;ENRICHR;CollecTRI);LIST_BASED_ORA_API_DOROTHEA_CHEA3_ENRICHR_TRRUST(rank=6,methods=DoRothEA;ChEA3;ENRICHR;TRRUST);CHIP_LITERATURE_EVIDENCE_CHEA3_ENRICHR_TRRUST(rank=7,methods=ChEA3;ENRICHR;TRRUST);ALL_6_METHODS(rank=8,methods=DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI);ENRICHR_TRRUST_COLLECTRI(rank=9,methods=ENRICHR;TRRUST;CollecTRI)","API_METHODS_CHEA3_ENRICHR;BROAD_DATABASE_EVIDENCE_CHEA3_ENRICHR_COLLECTRI",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"DLD1_HCT15","GSE114012",3,"analysis_DLD1_HCT15","DLD1_HCT15","BULK","DLD1_HCT15_vs_BULK",16,8,8,TRUE,"ENSG00000162772","ATF3",1.517069352514,3.43575106747675,3.6588027743366,0.00205248127004087,0.118835953005053,-1.23440914786455,"Up",TRUE,FALSE,TRUE,193,176,17,"results/ngs/GSE114012/tables/DLD1_HCT15/DEG/all_genes.csv","DEG",6,6,5,4,1,4,"chea3(rank=1);enrichr(rank=4,adjP=9.99e-05);collectri(rank=8,P=0.00101);dorothea(rank=9,P=0.00137);trrust(rank=13,P=0.0102)","chea3","DEG",12,11,4,1,6,"ALL_6_METHODS(rank=1,methods=DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI);API_METHODS_CHEA3_ENRICHR(rank=1,methods=ChEA3;ENRICHR);BROAD_DATABASE_EVIDENCE_CHEA3_ENRICHR_COLLECTRI(rank=1,methods=ChEA3;ENRICHR;CollecTRI);CHIP_LITERATURE_EVIDENCE_CHEA3_ENRICHR_TRRUST(rank=1,methods=ChEA3;ENRICHR;TRRUST);CURATED_REGULON_NETWORK_DOROTHEA_TRRUST_COLLECTRI(rank=2,methods=DoRothEA;TRRUST;CollecTRI);ENRICHR_TRRUST_COLLECTRI(rank=2,methods=ENRICHR;TRRUST;CollecTRI);LIST_BASED_ORA_API_DOROTHEA_CHEA3_ENRICHR_TRRUST(rank=2,methods=DoRothEA;ChEA3;ENRICHR;TRRUST);WITHOUT_CHEA3(rank=4,methods=DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI);DOROTHEA_CHEA3_VIPER(rank=5,methods=DoRothEA;ChEA3;VIPER);SIGNED_NETWORK_DOROTHEA_VIPER_COLLECTRI(rank=7,methods=DoRothEA;VIPER;CollecTRI);ORA_METHODS_DOROTHEA_TRRUST(rank=8,methods=DoRothEA;TRRUST)","ALL_6_METHODS;API_METHODS_CHEA3_ENRICHR;BROAD_DATABASE_EVIDENCE_CHEA3_ENRICHR_COLLECTRI;CHIP_LITERATURE_EVIDENCE_CHEA3_ENRICHR_TRRUST",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"DLD1_HCT15_SW48","GSE114012",2,"analysis_DLD1_HCT15_SW48","DLD1_HCT15_SW48","BULK","DLD1_HCT15_SW48_vs_BULK",24,12,12,TRUE,"ENSG00000162772","ATF3",1.47929162089823,3.30987044307823,4.416204079105,0.00018207513501573,0.11175945192156,0.720762300669653,"Up",TRUE,FALSE,TRUE,102,94,8,"results/ngs/GSE114012/tables/DLD1_HCT15_SW48/DEG/all_genes.csv","DEG",6,6,4,2,1,3,"chea3(rank=1);collectri(rank=5,P=1.4e-05);enrichr(rank=12,adjP=0.000136);dorothea(rank=22,P=0.0269)","chea3","DEG",12,10,4,1,6,"ALL_6_METHODS(rank=1,methods=DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI);API_METHODS_CHEA3_ENRICHR(rank=1,methods=ChEA3;ENRICHR);BROAD_DATABASE_EVIDENCE_CHEA3_ENRICHR_COLLECTRI(rank=1,methods=ChEA3;ENRICHR;CollecTRI);ENRICHR_TRRUST_COLLECTRI(rank=1,methods=ENRICHR;TRRUST;CollecTRI);LIST_BASED_ORA_API_DOROTHEA_CHEA3_ENRICHR_TRRUST(rank=3,methods=DoRothEA;ChEA3;ENRICHR;TRRUST);CHIP_LITERATURE_EVIDENCE_CHEA3_ENRICHR_TRRUST(rank=4,methods=ChEA3;ENRICHR;TRRUST);CURATED_REGULON_NETWORK_DOROTHEA_TRRUST_COLLECTRI(rank=5,methods=DoRothEA;TRRUST;CollecTRI);WITHOUT_CHEA3(rank=5,methods=DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI);DOROTHEA_CHEA3_VIPER(rank=8,methods=DoRothEA;ChEA3;VIPER);SIGNED_NETWORK_DOROTHEA_VIPER_COLLECTRI(rank=9,methods=DoRothEA;VIPER;CollecTRI)","ALL_6_METHODS;API_METHODS_CHEA3_ENRICHR;BROAD_DATABASE_EVIDENCE_CHEA3_ENRICHR_COLLECTRI;ENRICHR_TRRUST_COLLECTRI",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"ALL","GSE114012",1,"analysis_ALL","ALL","BULK","ALL_vs_BULK",48,24,24,TRUE,"ENSG00000162772","ATF3",1.22685931850981,3.65107520268085,3.63517016802484,0.000673539249217337,0.257807052626895,-0.575905809763909,"Up",TRUE,FALSE,TRUE,65,65,0,"results/ngs/GSE114012/tables/ALL/DEG/all_genes.csv","DEG",6,6,4,3,1,3,"chea3(rank=1);collectri(rank=5,P=5e-06);trrust(rank=10,P=0.00121);enrichr(rank=24,adjP=0.00482)","chea3","DEG",12,8,1,1,6,"BROAD_DATABASE_EVIDENCE_CHEA3_ENRICHR_COLLECTRI(rank=1,methods=ChEA3;ENRICHR;CollecTRI);API_METHODS_CHEA3_ENRICHR(rank=3,methods=ChEA3;ENRICHR);CHIP_LITERATURE_EVIDENCE_CHEA3_ENRICHR_TRRUST(rank=3,methods=ChEA3;ENRICHR;TRRUST);CURATED_REGULON_NETWORK_DOROTHEA_TRRUST_COLLECTRI(rank=3,methods=DoRothEA;TRRUST;CollecTRI);ENRICHR_TRRUST_COLLECTRI(rank=3,methods=ENRICHR;TRRUST;CollecTRI);ALL_6_METHODS(rank=4,methods=DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI);LIST_BASED_ORA_API_DOROTHEA_CHEA3_ENRICHR_TRRUST(rank=4,methods=DoRothEA;ChEA3;ENRICHR;TRRUST);WITHOUT_CHEA3(rank=6,methods=DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI)","BROAD_DATABASE_EVIDENCE_CHEA3_ENRICHR_COLLECTRI",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"SW948","GSE114012",9,"analysis_SW948","SW948","BULK","SW948_vs_BULK",8,4,4,TRUE,"ENSG00000162772","ATF3",0.90057132883377,4.48386353975869,3.25959195725106,0.00648614519877697,0.241003896378655,-2.14272305742063,"Up",TRUE,FALSE,TRUE,362,305,57,"results/ngs/GSE114012/tables/SW948/DEG/all_genes.csv","DEG",6,6,4,2,0,3,"chea3(rank=2);collectri(rank=2,P=1.6e-08);enrichr(rank=35,adjP=0.000155);dorothea(rank=41,P=0.0126)","","DEG",12,4,0,2,6,"BROAD_DATABASE_EVIDENCE_CHEA3_ENRICHR_COLLECTRI(rank=2,methods=ChEA3;ENRICHR;CollecTRI);API_METHODS_CHEA3_ENRICHR(rank=3,methods=ChEA3;ENRICHR);ALL_6_METHODS(rank=8,methods=DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI);LIST_BASED_ORA_API_DOROTHEA_CHEA3_ENRICHR_TRRUST(rank=10,methods=DoRothEA;ChEA3;ENRICHR;TRRUST)","",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"SW48","GSE114012",8,"analysis_SW48","SW48","BULK","SW48_vs_BULK",8,4,4,TRUE,"ENSG00000162772","ATF3",1.37095467194176,3.04753470366309,2.90842432378457,0.0154022092306372,0.242740373253553,-3.17942942126081,"Up",TRUE,FALSE,TRUE,449,353,96,"results/ngs/GSE114012/tables/SW48/DEG/all_genes.csv","DEG",6,6,2,0,0,2,"enrichr(rank=37,adjP=6.51e-07);collectri(rank=47,P=0.0107)","","DEG",12,1,0,7,3,"BROAD_DATABASE_EVIDENCE_CHEA3_ENRICHR_COLLECTRI(rank=7,methods=ChEA3;ENRICHR;CollecTRI)","",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"RKO","GSE114012",7,"analysis_RKO","RKO","BULK","RKO_vs_BULK",8,4,4,TRUE,"ENSG00000162772","ATF3",1.25750561963863,2.40053924625235,3.82570402876924,0.00156624979608158,0.0062099799038993,-1.48989773363037,"Up",TRUE,TRUE,TRUE,1879,1252,627,"results/ngs/GSE114012/tables/RKO/DEG/all_genes.csv","DEG",6,6,1,1,0,1,"enrichr(rank=9,adjP=2.08e-14)","","DEG",12,0,0,NA,NA,"","",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"HT55","GSE114012",6,"analysis_HT55","HT55","BULK","HT55_vs_BULK",8,4,4,TRUE,"ENSG00000162772","ATF3",0.628113405684813,5.07002394576636,1.61862359236575,0.133405633927437,0.726500710652649,-4.79533926198227,"Up",FALSE,FALSE,FALSE,367,307,60,"results/ngs/GSE114012/tables/HT55/DEG/all_genes.csv","DEG",6,6,5,1,0,4,"chea3(rank=4);dorothea(rank=28,P=0.0132);trrust(rank=57,P=0.034);collectri(rank=69,P=0.00385);enrichr(rank=99,adjP=0.00249)","","DEG",12,4,0,6,4,"LIST_BASED_ORA_API_DOROTHEA_CHEA3_ENRICHR_TRRUST(rank=6,methods=DoRothEA;ChEA3;ENRICHR;TRRUST);CHIP_LITERATURE_EVIDENCE_CHEA3_ENRICHR_TRRUST(rank=9,methods=ChEA3;ENRICHR;TRRUST);API_METHODS_CHEA3_ENRICHR(rank=10,methods=ChEA3;ENRICHR);BROAD_DATABASE_EVIDENCE_CHEA3_ENRICHR_COLLECTRI(rank=10,methods=ChEA3;ENRICHR;CollecTRI)","",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
