"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER"
"1","JUN","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","26.00000000000000","19","6","ENCODE--ChIP-seq(rank=1); GTEx--Coexpression(rank=7); ReMap--ChIP-seq(rank=18); Literature--ChIP-seq(rank=59); ARCHS4--Coexpression(rank=76); Enrichr--Queries(rank=338)","19","rank=30; score=0.96279; p=0.10895","rank=19; score=0.004356","rank=29; score=2.5611; direction=Activated"
"2","ESR1","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","27.00000000000000","23","6","Literature--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=7); Enrichr--Queries(rank=25); ReMap--ChIP-seq(rank=37); ARCHS4--Coexpression(rank=96); GTEx--Coexpression(rank=1594)","26","rank=32; score=0.85918; p=0.1383","rank=26; score=0.006098","rank=23; score=2.7352; direction=Activated"
"3","FOSL1","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","40.00000000000000","4","5","ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=11); Enrichr--Queries(rank=404); ARCHS4--Coexpression(rank=1082); GTEx--Coexpression(rank=1124)","14","rank=4; score=1.9828; p=0.010403","rank=14; score=0.003367","rank=102; score=1.6943; direction=Activated"
"4","FOS","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","58.66666666666667","2","5","GTEx--Coexpression(rank=11); ENCODE--ChIP-seq(rank=13); ARCHS4--Coexpression(rank=48); ReMap--ChIP-seq(rank=48); Enrichr--Queries(rank=173)","32","rank=2; score=2.487; p=0.003258","rank=32; score=0.006845","rank=142; score=1.3683; direction=Activated"
"5","EHF","DoRothEA;ChEA3;VIPER","4","DoRothEA;ChEA3;VIPER;CollecTRI","63.00000000000000","16","4","ARCHS4--Coexpression(rank=6); GTEx--Coexpression(rank=6); Enrichr--Queries(rank=54); ReMap--ChIP-seq(rank=293)","16","rank=72; score=0; p=1","rank=16; score=0.003686","rank=101; score=1.7039; direction=Activated"
"6","MAFB","DoRothEA;ChEA3;VIPER","4","DoRothEA;ChEA3;VIPER;CollecTRI","64.66666666666667","21","4","Enrichr--Queries(rank=43); ReMap--ChIP-seq(rank=55); GTEx--Coexpression(rank=173); ARCHS4--Coexpression(rank=234)","139","rank=21; score=1.3081; p=0.049189","rank=139; score=0.03063","rank=34; score=2.4884; direction=Activated"
"7","AHR","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","65.33333333333333","35","5","Literature--ChIP-seq(rank=5); Enrichr--Queries(rank=36); ReMap--ChIP-seq(rank=120); ARCHS4--Coexpression(rank=200); GTEx--Coexpression(rank=796)","120","rank=35; score=0; p=1","rank=120; score=0.02564","rank=41; score=2.3723; direction=Activated"
"8","ELF3","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","68.00000000000000","7","4","ARCHS4--Coexpression(rank=3); GTEx--Coexpression(rank=3); ReMap--ChIP-seq(rank=109); Enrichr--Queries(rank=166)","7","rank=74; score=0; p=1","rank=7; score=0.001843","rank=123; score=1.4961; direction=Activated"
"9","KLF9","DoRothEA;ChEA3;VIPER","4","DoRothEA;ChEA3;VIPER;CollecTRI","72.66666666666667","27","4","ARCHS4--Coexpression(rank=10); Enrichr--Queries(rank=153); ReMap--ChIP-seq(rank=183); GTEx--Coexpression(rank=719)","27","rank=124; score=0; p=1","rank=27; score=0.006143","rank=67; score=2.0481; direction=Activated"
"10","ARNT","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","74.66666666666667","39","5","Literature--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=205); ARCHS4--Coexpression(rank=316); GTEx--Coexpression(rank=559); Enrichr--Queries(rank=983)","115","rank=39; score=0; p=1","rank=115; score=0.02439","rank=70; score=2.034; direction=Activated"
