"TF","RKO","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"CDX2","1.33257951003718134","1.33257951003718134","1.33257951003718134","Activated","160","viper","160","1.33257951003718134",NA,NA,"5","Literature--ChIP-seq(rank=110); ReMap--ChIP-seq(rank=171); GTEx--Coexpression(rank=633); ARCHS4--Coexpression(rank=698); Enrichr--Queries(rank=836)","1196","0.39389999999999997","GTEx Coexpression,0.3939"
"BACH1","1.32326671389468808","1.32326671389468808","1.32326671389468808","Activated","161","viper","161","1.32326671389468808",NA,NA,"6","Literature--ChIP-seq(rank=2); ENCODE--ChIP-seq(rank=50); ReMap--ChIP-seq(rank=60); Enrichr--Queries(rank=272); ARCHS4--Coexpression(rank=381); GTEx--Coexpression(rank=585)","44","0.01220000000000000","Literature ChIP-seq,0.0122"
"FOXA1","1.29990939858293886","1.29990939858293886","1.29990939858293886","Activated","162","viper","162","1.29990939858293886",NA,NA,"6","ENCODE--ChIP-seq(rank=45); Literature--ChIP-seq(rank=103); ReMap--ChIP-seq(rank=150); Enrichr--Queries(rank=581); ARCHS4--Coexpression(rank=645); GTEx--Coexpression(rank=1009)","1173","0.38140000000000002","ENCODE ChIP-seq,0.3814"
"LYL1","1.29083768947739497","1.29083768947739497","1.29083768947739497","Activated","163","viper","163","1.29083768947739497",NA,NA,"5","Literature--ChIP-seq(rank=147); ReMap--ChIP-seq(rank=288); ARCHS4--Coexpression(rank=1054); Enrichr--Queries(rank=1226); GTEx--Coexpression(rank=1566)","1484","0.64739999999999998","ARCHS4 Coexpression,0.6474"
"IRF2","1.25883407263805247","1.25883407263805247","1.25883407263805247","Activated","164","viper","164","1.25883407263805247",NA,NA,"4","ReMap--ChIP-seq(rank=152); ARCHS4--Coexpression(rank=362); Enrichr--Queries(rank=454); GTEx--Coexpression(rank=1176)","819","0.22239999999999999","ARCHS4 Coexpression,0.2224"
"PPARG","1.24445513630758997","1.24445513630758997","1.24445513630758997","Activated","165","viper","165","1.24445513630758997",NA,NA,"5","Literature--ChIP-seq(rank=43); ReMap--ChIP-seq(rank=83); GTEx--Coexpression(rank=213); ARCHS4--Coexpression(rank=287); Enrichr--Queries(rank=336)","532","0.13250000000000001","GTEx Coexpression,0.1325"
"MAF","1.20328125511352568","1.20328125511352568","1.20328125511352568","Activated","166","viper","166","1.20328125511352568",NA,NA,"4","ReMap--ChIP-seq(rank=209); Enrichr--Queries(rank=516); ARCHS4--Coexpression(rank=833); GTEx--Coexpression(rank=1080)","1146","0.36749999999999999","Enrichr Queries,0.3675"
"STAT3","1.19986643888486721","1.19986643888486721","1.19986643888486721","Activated","167","viper","167","1.19986643888486721",NA,NA,"6","ReMap--ChIP-seq(rank=11); ENCODE--ChIP-seq(rank=30); Literature--ChIP-seq(rank=44); ARCHS4--Coexpression(rank=170); GTEx--Coexpression(rank=662); Enrichr--Queries(rank=947)","144","0.03704000000000000","ReMap ChIP-seq,0.03704"
"KLF13","1.19311905486538028","1.19311905486538028","1.19311905486538028","Activated","168","viper","168","1.19311905486538028",NA,NA,"4","ReMap--ChIP-seq(rank=194); ARCHS4--Coexpression(rank=785); Enrichr--Queries(rank=798); GTEx--Coexpression(rank=806)","1320","0.48220000000000002","ARCHS4 Coexpression,0.4822"
"TCF7","1.19284932042247682","1.19284932042247682","1.19284932042247682","Activated","169","viper","169","1.19284932042247682",NA,NA,"5","Literature--ChIP-seq(rank=61); ReMap--ChIP-seq(rank=233); Enrichr--Queries(rank=742); ARCHS4--Coexpression(rank=845); GTEx--Coexpression(rank=1516)","1156","0.37200000000000000","Literature ChIP-seq,0.372"
"PAX5","1.16885800707180532","1.16885800707180532","1.16885800707180532","Activated","170","viper","170","1.16885800707180532",NA,NA,"5","GTEx--Coexpression(rank=51); ENCODE--ChIP-seq(rank=75); ReMap--ChIP-seq(rank=103); ARCHS4--Coexpression(rank=817); Enrichr--Queries(rank=1047)","121","0.03174000000000000","GTEx Coexpression,0.03174"
"ARNTL","1.16512928806764138","1.16512928806764138","1.16512928806764138","Activated","171","viper","171","1.16512928806764138",NA,NA,"4","ReMap--ChIP-seq(rank=248); Enrichr--Queries(rank=266); ARCHS4--Coexpression(rank=416); GTEx--Coexpression(rank=1055)","726","0.18950000000000000","Enrichr Queries,0.1895"
"ZBTB33","-1.15839036893880287","-1.15839036893880287","1.15839036893880287","Repressed","172","viper","172","1.15839036893880287",NA,NA,"5","ENCODE--ChIP-seq(rank=98); ReMap--ChIP-seq(rank=242); GTEx--Coexpression(rank=618); Enrichr--Queries(rank=1179); ARCHS4--Coexpression(rank=1509)","1181","0.38460000000000000","GTEx Coexpression,0.3846"
"SNAI2","-1.14757169002946058","-1.14757169002946058","1.14757169002946058","Repressed","173","viper","173","1.14757169002946058",NA,NA,"4","ReMap--ChIP-seq(rank=84); ARCHS4--Coexpression(rank=137); GTEx--Coexpression(rank=216); Enrichr--Queries(rank=400)","347","0.08415000000000000","ARCHS4 Coexpression,0.08415"
"MAZ","-1.14723430394437509","-1.14723430394437509","1.14723430394437509","Repressed","174","viper","174","1.14723430394437509",NA,NA,"5","ReMap--ChIP-seq(rank=41); ENCODE--ChIP-seq(rank=42); Enrichr--Queries(rank=555); ARCHS4--Coexpression(rank=932); GTEx--Coexpression(rank=1342)","555","0.13800000000000001","ReMap ChIP-seq,0.138"
"ZFX","-1.14212773979732884","-1.14212773979732884","1.14212773979732884","Repressed","175","viper","175","1.14212773979732884",NA,NA,"5","Literature--ChIP-seq(rank=160); ReMap--ChIP-seq(rank=285); Enrichr--Queries(rank=1224); GTEx--Coexpression(rank=1413); ARCHS4--Coexpression(rank=1466)","1600","0.87180000000000002","Enrichr Queries,0.8718"
"ZNF592","1.13959843040602360","1.13959843040602360","1.13959843040602360","Activated","176","viper","176","1.13959843040602360",NA,NA,"4","ReMap--ChIP-seq(rank=77); GTEx--Coexpression(rank=708); Enrichr--Queries(rank=1341); ARCHS4--Coexpression(rank=1512)","915","0.25929999999999997","ReMap ChIP-seq,0.2593"
"BATF","1.13685216814727230","1.13685216814727230","1.13685216814727230","Activated","177","viper","177","1.13685216814727230",NA,NA,"5","ENCODE--ChIP-seq(rank=117); ReMap--ChIP-seq(rank=213); ARCHS4--Coexpression(rank=358); GTEx--Coexpression(rank=948); Enrichr--Queries(rank=1057)","812","0.21990000000000001","ARCHS4 Coexpression,0.2199"
"FLI1","1.13130797429482666","1.13130797429482666","1.13130797429482666","Activated","178","viper","178","1.13130797429482666",NA,NA,"6","ENCODE--ChIP-seq(rank=28); Literature--ChIP-seq(rank=121); ReMap--ChIP-seq(rank=153); GTEx--Coexpression(rank=392); Enrichr--Queries(rank=885); ARCHS4--Coexpression(rank=921)","864","0.23730000000000001","ENCODE ChIP-seq,0.2373"
"E2F7","-1.12264037488658164","-1.12264037488658164","1.12264037488658164","Repressed","179","viper","179","1.12264037488658164",NA,NA,"5","ARCHS4--Coexpression(rank=4); Enrichr--Queries(rank=7); GTEx--Coexpression(rank=8); Literature--ChIP-seq(rank=11); ReMap--ChIP-seq(rank=45)","7","0.00245700000000000","ARCHS4 Coexpression,0.002457"
"PPARA","-1.10810935323363946","-1.10810935323363946","1.10810935323363946","Repressed","180","viper","180","1.10810935323363946",NA,NA,"3","Enrichr--Queries(rank=484); ARCHS4--Coexpression(rank=623); GTEx--Coexpression(rank=1335)","1097","0.34470000000000001","Enrichr Queries,0.3447"
"MNT","-1.10754286625031062","-1.10754286625031062","1.10754286625031062","Repressed","181","viper","181","1.10754286625031062",NA,NA,"4","ReMap--ChIP-seq(rank=158); Enrichr--Queries(rank=771); ARCHS4--Coexpression(rank=1141); GTEx--Coexpression(rank=1292)","1385","0.53200000000000003","ReMap ChIP-seq,0.532"
"ETS1","1.10052406406415515","1.10052406406415515","1.10052406406415515","Activated","182","viper","182","1.10052406406415515",NA,NA,"6","ENCODE--ChIP-seq(rank=21); Literature--ChIP-seq(rank=154); ReMap--ChIP-seq(rank=161); GTEx--Coexpression(rank=312); Enrichr--Queries(rank=493); ARCHS4--Coexpression(rank=686)","692","0.17799999999999999","ENCODE ChIP-seq,0.178"
"IRF1","1.04194132461950839","1.04194132461950839","1.04194132461950839","Activated","183","viper","183","1.04194132461950839",NA,NA,"6","ReMap--ChIP-seq(rank=46); ENCODE--ChIP-seq(rank=48); Literature--ChIP-seq(rank=139); GTEx--Coexpression(rank=479); ARCHS4--Coexpression(rank=483); Enrichr--Queries(rank=610)","617","0.15490000000000001","ReMap ChIP-seq,0.1549"
"HHEX","-1.02785470234319098","-1.02785470234319098","1.02785470234319098","Repressed","184","viper","184","1.02785470234319098",NA,NA,"4","ReMap--ChIP-seq(rank=214); ARCHS4--Coexpression(rank=343); GTEx--Coexpression(rank=629); Enrichr--Queries(rank=764)","787","0.21070000000000000","ARCHS4 Coexpression,0.2107"
"ZNF639","1.02264637702598393","1.02264637702598393","1.02264637702598393","Activated","185","viper","185","1.02264637702598393",NA,NA,"4","ReMap--ChIP-seq(rank=226); Enrichr--Queries(rank=364); ARCHS4--Coexpression(rank=675); GTEx--Coexpression(rank=1185)","914","0.25929999999999997","Enrichr Queries,0.2593"
"GABPA","1.01744245181736348","1.01744245181736348","1.01744245181736348","Activated","186","viper","186","1.01744245181736348",NA,NA,"6","Literature--ChIP-seq(rank=92); ENCODE--ChIP-seq(rank=99); ReMap--ChIP-seq(rank=147); GTEx--Coexpression(rank=1183); Enrichr--Queries(rank=1284); ARCHS4--Coexpression(rank=1362)","1331","0.49490000000000001","ReMap ChIP-seq,0.4949"
"NEUROD1","1.01216247268369575","1.01216247268369575","1.01216247268369575","Activated","187","viper","187","1.01216247268369575",NA,NA,"4","ReMap--ChIP-seq(rank=75); GTEx--Coexpression(rank=338); ARCHS4--Coexpression(rank=490); Enrichr--Queries(rank=1293)","786","0.21029999999999999","GTEx Coexpression,0.2103"
"ZBED1","-0.99665396125124961","-0.99665396125124961","0.99665396125124961","Repressed","188","viper","188","0.99665396125124961",NA,NA,"4","ReMap--ChIP-seq(rank=196); Enrichr--Queries(rank=815); GTEx--Coexpression(rank=1268); ARCHS4--Coexpression(rank=1511)","1429","0.58050000000000002","Enrichr Queries,0.5805"
"ASCL1","0.98293552179810562","0.98293552179810562","0.98293552179810562","Activated","189","viper","189","0.98293552179810562",NA,NA,"4","ReMap--ChIP-seq(rank=34); GTEx--Coexpression(rank=263); Enrichr--Queries(rank=1208); ARCHS4--Coexpression(rank=1493)","466","0.11450000000000000","ReMap ChIP-seq,0.1145"
"RARA","0.97955422625360677","0.97955422625360677","0.97955422625360677","Activated","190","viper","190","0.97955422625360677",NA,NA,"5","Literature--ChIP-seq(rank=89); ReMap--ChIP-seq(rank=127); Enrichr--Queries(rank=441); GTEx--Coexpression(rank=946); ARCHS4--Coexpression(rank=999)","1036","0.31409999999999999","Enrichr Queries,0.3141"
"FOSL2","-0.95891647164873373","-0.95891647164873373","0.95891647164873373","Repressed","191","viper","191","0.95891647164873373",NA,NA,"5","ENCODE--ChIP-seq(rank=27); ReMap--ChIP-seq(rank=27); Enrichr--Queries(rank=305); ARCHS4--Coexpression(rank=747); GTEx--Coexpression(rank=1013)","374","0.09091000000000000","ReMap ChIP-seq,0.09091"
"RELB","0.94811854793716588","0.94811854793716588","0.94811854793716588","Activated","192","viper","192","0.94811854793716588",NA,NA,"4","ReMap--ChIP-seq(rank=67); GTEx--Coexpression(rank=209); ARCHS4--Coexpression(rank=431); Enrichr--Queries(rank=565)","524","0.13009999999999999","GTEx Coexpression,0.1301"
"VDR","0.93739211130171285","0.93739211130171285","0.93739211130171285","Activated","193","viper","193","0.93739211130171285",NA,NA,"5","Literature--ChIP-seq(rank=50); ReMap--ChIP-seq(rank=89); Enrichr--Queries(rank=166); ARCHS4--Coexpression(rank=643); GTEx--Coexpression(rank=808)","481","0.11820000000000000","Enrichr Queries,0.1182"
"STAT6","0.91810033627639709","0.91810033627639709","0.91810033627639709","Activated","194","viper","194","0.91810033627639709",NA,NA,"4","Literature--ChIP-seq(rank=97); Enrichr--Queries(rank=640); ARCHS4--Coexpression(rank=744); GTEx--Coexpression(rank=860)","1286","0.45579999999999998","Enrichr Queries,0.4558"
"DUX4","0.90959021819863084","0.90959021819863084","0.90959021819863084","Activated","195","viper","195","0.90959021819863084",NA,NA,"2","ReMap--ChIP-seq(rank=295); ARCHS4--Coexpression(rank=1489)","1614","0.91459999999999997","ARCHS4 Coexpression,0.9146"
"ZNF24","-0.90078477999541973","-0.90078477999541973","0.90078477999541973","Repressed","196","viper","196","0.90078477999541973",NA,NA,"4","ReMap--ChIP-seq(rank=240); Enrichr--Queries(rank=1220); ARCHS4--Coexpression(rank=1369); GTEx--Coexpression(rank=1486)","1579","0.80810000000000004","ReMap ChIP-seq,0.8081"
"STAT5A","0.88685878715934341","0.88685878715934341","0.88685878715934341","Activated","197","viper","197","0.88685878715934341",NA,NA,"6","ENCODE--ChIP-seq(rank=105); Literature--ChIP-seq(rank=133); ReMap--ChIP-seq(rank=191); Enrichr--Queries(rank=381); GTEx--Coexpression(rank=563); ARCHS4--Coexpression(rank=818)","948","0.27139999999999997","Enrichr Queries,0.2714"
"GATA4","0.88232482925931099","0.88232482925931099","0.88232482925931099","Activated","198","viper","198","0.88232482925931099",NA,NA,"5","ReMap--ChIP-seq(rank=25); Literature--ChIP-seq(rank=42); GTEx--Coexpression(rank=104); Enrichr--Queries(rank=884); ARCHS4--Coexpression(rank=946)","263","0.06472000000000000","GTEx Coexpression,0.06472"
"RUNX3","0.88046747023302319","0.88046747023302319","0.88046747023302319","Activated","199","viper","199","0.88046747023302319",NA,NA,"5","ENCODE--ChIP-seq(rank=92); ReMap--ChIP-seq(rank=246); Enrichr--Queries(rank=830); ARCHS4--Coexpression(rank=1010); GTEx--Coexpression(rank=1308)","1437","0.59119999999999984","Enrichr Queries,0.5912"
"TFAP2C","0.87688515018523183","0.87688515018523183","0.87688515018523183","Activated","200","viper","200","0.87688515018523183",NA,NA,"6","ReMap--ChIP-seq(rank=31); ENCODE--ChIP-seq(rank=52); Literature--ChIP-seq(rank=54); Enrichr--Queries(rank=291); ARCHS4--Coexpression(rank=805); GTEx--Coexpression(rank=1016)","431","0.10440000000000001","ReMap ChIP-seq,0.1044"
"NR3C1","0.87148588449206321","0.87148588449206321","0.87148588449206321","Activated","201","viper","201","0.87148588449206321",NA,NA,"6","ENCODE--ChIP-seq(rank=71); ReMap--ChIP-seq(rank=76); Literature--ChIP-seq(rank=107); ARCHS4--Coexpression(rank=194); Enrichr--Queries(rank=328); GTEx--Coexpression(rank=1382)","486","0.11920000000000000","ARCHS4 Coexpression,0.1192"
"CEBPD","0.86898685006018239","0.86898685006018239","0.86898685006018239","Activated","202","viper","202","0.86898685006018239",NA,NA,"5","ReMap--ChIP-seq(rank=42); ENCODE--ChIP-seq(rank=78); Literature--ChIP-seq(rank=120); GTEx--Coexpression(rank=645); ARCHS4--Coexpression(rank=1291)","568","0.14140000000000000","ReMap ChIP-seq,0.1414"
"CUX1","0.84412169167017925","0.84412169167017925","0.84412169167017925","Activated","203","viper","203","0.84412169167017925",NA,NA,"6","ENCODE--ChIP-seq(rank=23); GTEx--Coexpression(rank=62); Literature--ChIP-seq(rank=76); ReMap--ChIP-seq(rank=117); Enrichr--Queries(rank=692); ARCHS4--Coexpression(rank=1234)","152","0.03858000000000000","GTEx Coexpression,0.03858"
"ETV4","-0.84115904777219874","-0.84115904777219874","0.84115904777219874","Repressed","204","viper","204","0.84115904777219874",NA,NA,"4","Enrichr--Queries(rank=30); GTEx--Coexpression(rank=31); ReMap--ChIP-seq(rank=101); ARCHS4--Coexpression(rank=120)","70","0.01929000000000000","GTEx Coexpression,0.01929"
"MXI1","-0.82930720269514047","-0.82930720269514047","0.82930720269514047","Repressed","205","viper","205","0.82930720269514047",NA,NA,"5","ENCODE--ChIP-seq(rank=14); ReMap--ChIP-seq(rank=133); Enrichr--Queries(rank=176); ARCHS4--Coexpression(rank=261); GTEx--Coexpression(rank=753)","483","0.11860000000000000","ENCODE ChIP-seq,0.1186"
"PKNOX1","0.82198726066839856","0.82198726066839856","0.82198726066839856","Activated","206","viper","206","0.82198726066839856",NA,NA,"4","ReMap--ChIP-seq(rank=154); Enrichr--Queries(rank=794); GTEx--Coexpression(rank=889); ARCHS4--Coexpression(rank=1017)","1367","0.51849999999999996","ReMap ChIP-seq,0.5185"
"YY1","-0.80867204808852677","-0.80867204808852677","0.80867204808852677","Repressed","207","viper","207","0.80867204808852677",NA,NA,"6","ENCODE--ChIP-seq(rank=100); ReMap--ChIP-seq(rank=110); Literature--ChIP-seq(rank=135); ARCHS4--Coexpression(rank=702); Enrichr--Queries(rank=1225); GTEx--Coexpression(rank=1391)","1153","0.37040000000000001","ReMap ChIP-seq,0.3704"
"NR2F6","-0.79573248232365423","-0.79573248232365423","0.79573248232365423","Repressed","208","viper","208","0.79573248232365423",NA,NA,"4","ReMap--ChIP-seq(rank=186); GTEx--Coexpression(rank=658); Enrichr--Queries(rank=724); ARCHS4--Coexpression(rank=1003)","1219","0.40949999999999998","GTEx Coexpression,0.4095"
"ETS2","0.75620599812547729","0.75620599812547729","0.75620599812547729","Activated","209","viper","209","0.75620599812547729",NA,NA,"4","Literature--ChIP-seq(rank=128); Enrichr--Queries(rank=218); ARCHS4--Coexpression(rank=407); GTEx--Coexpression(rank=419)","618","0.15529999999999999","Enrichr Queries,0.1553"
"NRF1","-0.73312625203614479","-0.73312625203614479","0.73312625203614479","Repressed","210","viper","210","0.73312625203614479",NA,NA,"5","ENCODE--ChIP-seq(rank=47); ReMap--ChIP-seq(rank=62); Enrichr--Queries(rank=198); ARCHS4--Coexpression(rank=900); GTEx--Coexpression(rank=1177)","566","0.14099999999999999","Enrichr Queries,0.141"
"ATF3","-0.71499997004896487","-0.71499997004896487","0.71499997004896487","Repressed","211","viper","211","0.71499997004896487",NA,NA,"6","Literature--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=32); ENCODE--ChIP-seq(rank=77); ARCHS4--Coexpression(rank=289); Enrichr--Queries(rank=383); GTEx--Coexpression(rank=603)","171","0.04268000000000000","Literature ChIP-seq,0.04268"
"FOXK2","0.70783003772390440","0.70783003772390440","0.70783003772390440","Activated","212","viper","212","0.70783003772390440",NA,NA,"4","ReMap--ChIP-seq(rank=223); Enrichr--Queries(rank=1165); ARCHS4--Coexpression(rank=1396); GTEx--Coexpression(rank=1530)","1555","0.75080000000000002","ReMap ChIP-seq,0.7508"
"EGR1","0.70553526528610799","0.70553526528610799","0.70553526528610799","Activated","213","viper","213","0.70553526528610799",NA,NA,"6","Literature--ChIP-seq(rank=26); ENCODE--ChIP-seq(rank=68); ReMap--ChIP-seq(rank=81); GTEx--Coexpression(rank=150); ARCHS4--Coexpression(rank=189); Enrichr--Queries(rank=408)","387","0.09334000000000001","GTEx Coexpression,0.09334"
"CEBPA","0.69496925417751121","0.69496925417751121","0.69496925417751121","Activated","214","viper","214","0.69496925417751121",NA,NA,"5","Literature--ChIP-seq(rank=116); ReMap--ChIP-seq(rank=218); GTEx--Coexpression(rank=655); Enrichr--Queries(rank=857); ARCHS4--Coexpression(rank=904)","1215","0.40760000000000002","GTEx Coexpression,0.4076"
"SMAD4","0.68123332499556644","0.68123332499556644","0.68123332499556644","Activated","215","viper","215","0.68123332499556644",NA,NA,"5","Literature--ChIP-seq(rank=78); ReMap--ChIP-seq(rank=245); ARCHS4--Coexpression(rank=322); GTEx--Coexpression(rank=953); Enrichr--Queries(rank=1258)","750","0.19780000000000000","ARCHS4 Coexpression,0.1978"
"NFKB2","-0.67977856842879814","-0.67977856842879814","0.67977856842879814","Repressed","216","viper","216","0.67977856842879814",NA,NA,"4","GTEx--Coexpression(rank=94); ReMap--ChIP-seq(rank=138); Enrichr--Queries(rank=413); ARCHS4--Coexpression(rank=648)","239","0.05849000000000000","GTEx Coexpression,0.05849"
"ERG","0.67308437912277641","0.67308437912277641","0.67308437912277641","Activated","217","viper","217","0.67308437912277641",NA,NA,"5","ReMap--ChIP-seq(rank=79); GTEx--Coexpression(rank=113); Literature--ChIP-seq(rank=118); Enrichr--Queries(rank=611); ARCHS4--Coexpression(rank=710)","287","0.07031999999999999","GTEx Coexpression,0.07032"
"MYBL2","0.66633973746868824","0.66633973746868824","0.66633973746868824","Activated","218","viper","218","0.66633973746868824",NA,NA,"6","Enrichr--Queries(rank=1); ARCHS4--Coexpression(rank=6); GTEx--Coexpression(rank=11); Literature--ChIP-seq(rank=14); ENCODE--ChIP-seq(rank=89); ReMap--ChIP-seq(rank=170)","3","0.00071230000000000","Enrichr Queries,7.123E-4"
"NR4A1","0.63097454435091360","0.63097454435091360","0.63097454435091360","Activated","219","viper","219","0.63097454435091360",NA,NA,"4","GTEx--Coexpression(rank=126); ARCHS4--Coexpression(rank=141); ReMap--ChIP-seq(rank=286); Enrichr--Queries(rank=492)","320","0.07840999999999999","GTEx Coexpression,0.07841"
"REL","0.62701416928413634","0.62701416928413634","0.62701416928413634","Activated","220","viper","220","0.62701416928413634",NA,NA,"3","GTEx--Coexpression(rank=192); ARCHS4--Coexpression(rank=235); Enrichr--Queries(rank=317)","487","0.11950000000000000","GTEx Coexpression,0.1195"
"TBP","0.57729537531693853","0.57729537531693853","0.57729537531693853","Activated","221","viper","221","0.57729537531693853",NA,NA,"5","ENCODE--ChIP-seq(rank=15); Literature--ChIP-seq(rank=143); ReMap--ChIP-seq(rank=215); ARCHS4--Coexpression(rank=554); GTEx--Coexpression(rank=1171)","516","0.12709999999999999","ENCODE ChIP-seq,0.1271"
"GATA2","0.57446704514944935","0.57446704514944935","0.57446704514944935","Activated","222","viper","222","0.57446704514944935",NA,NA,"6","ENCODE--ChIP-seq(rank=29); Literature--ChIP-seq(rank=56); ReMap--ChIP-seq(rank=98); ARCHS4--Coexpression(rank=144); Enrichr--Queries(rank=253); GTEx--Coexpression(rank=584)","365","0.08845000000000000","ARCHS4 Coexpression,0.08845"
"STAT4","0.57034252368033411","0.57034252368033411","0.57034252368033411","Activated","223","viper","223","0.57034252368033411",NA,NA,"4","Literature--ChIP-seq(rank=112); Enrichr--Queries(rank=689); ARCHS4--Coexpression(rank=1077); GTEx--Coexpression(rank=1358)","1328","0.49070000000000003","Enrichr Queries,0.4907"
"NR1H2","0.51510046509565832","0.51510046509565832","0.51510046509565832","Activated","224","viper","224","0.51510046509565832",NA,NA,"4","ReMap--ChIP-seq(rank=111); ARCHS4--Coexpression(rank=1035); Enrichr--Queries(rank=1105); GTEx--Coexpression(rank=1133)","1160","0.37369999999999998","ReMap ChIP-seq,0.3737"
"WT1","0.50513673678405602","0.50513673678405602","0.50513673678405602","Activated","225","viper","225","0.50513673678405602",NA,NA,"4","Literature--ChIP-seq(rank=10); Enrichr--Queries(rank=676); ARCHS4--Coexpression(rank=854); GTEx--Coexpression(rank=1131)","248","0.06098000000000000","Literature ChIP-seq,0.06098"
"ZKSCAN1","0.50285381484160918","0.50285381484160918","0.50285381484160918","Activated","226","viper","226","0.50285381484160918",NA,NA,"5","ENCODE--ChIP-seq(rank=72); ARCHS4--Coexpression(rank=93); ReMap--ChIP-seq(rank=157); Enrichr--Queries(rank=600); GTEx--Coexpression(rank=949)","231","0.05713000000000000","ARCHS4 Coexpression,0.05713"
"EPAS1","-0.46100675975803979","-0.46100675975803979","0.46100675975803979","Repressed","227","viper","227","0.46100675975803979",NA,NA,"4","ReMap--ChIP-seq(rank=136); ARCHS4--Coexpression(rank=143); GTEx--Coexpression(rank=342); Enrichr--Queries(rank=438)","362","0.08784000000000000","ARCHS4 Coexpression,0.08784"
"LEF1","-0.43606143172071354","-0.43606143172071354","0.43606143172071354","Repressed","228","viper","228","0.43606143172071354",NA,NA,"4","ReMap--ChIP-seq(rank=289); Enrichr--Queries(rank=546); ARCHS4--Coexpression(rank=980); GTEx--Coexpression(rank=1277)","1187","0.38890000000000002","Enrichr Queries,0.3889"
"E2F6","0.42498397063049953","0.42498397063049953","0.42498397063049953","Activated","229","viper","229","0.42498397063049953",NA,NA,"5","ENCODE--ChIP-seq(rank=12); ARCHS4--Coexpression(rank=33); ReMap--ChIP-seq(rank=121); Enrichr--Queries(rank=181); GTEx--Coexpression(rank=1267)","74","0.02027000000000000","ARCHS4 Coexpression,0.02027"
"USF2","0.41612604284426569","0.41612604284426569","0.41612604284426569","Activated","230","viper","230","0.41612604284426569",NA,NA,"5","ENCODE--ChIP-seq(rank=25); ReMap--ChIP-seq(rank=38); GTEx--Coexpression(rank=826); Enrichr--Queries(rank=1283); ARCHS4--Coexpression(rank=1587)","518","0.12790000000000001","ReMap ChIP-seq,0.1279"
"ELK4","-0.38385862631238338","-0.38385862631238338","0.38385862631238338","Repressed","231","viper","231","0.38385862631238338",NA,NA,"5","ENCODE--ChIP-seq(rank=102); ReMap--ChIP-seq(rank=271); Enrichr--Queries(rank=642); ARCHS4--Coexpression(rank=729); GTEx--Coexpression(rank=885)","1273","0.44779999999999998","ARCHS4 Coexpression,0.4478"
"FOXL2","0.37320592587901008","0.37320592587901008","0.37320592587901008","Activated","232","viper","232","0.37320592587901008",NA,NA,"3","ARCHS4--Coexpression(rank=807); Enrichr--Queries(rank=833); GTEx--Coexpression(rank=1558)","1334","0.49569999999999997","ARCHS4 Coexpression,0.4957"
"SP4","-0.37254778408757322","-0.37254778408757322","0.37254778408757322","Repressed","233","viper","233","0.37254778408757322",NA,NA,"5","ENCODE--ChIP-seq(rank=91); ReMap--ChIP-seq(rank=113); Enrichr--Queries(rank=167); GTEx--Coexpression(rank=1311); ARCHS4--Coexpression(rank=1426)","485","0.11890000000000001","Enrichr Queries,0.1189"
"ZEB1","0.36936821709688850","0.36936821709688850","0.36936821709688850","Activated","234","viper","234","0.36936821709688850",NA,NA,"5","ReMap--ChIP-seq(rank=51); ENCODE--ChIP-seq(rank=93); GTEx--Coexpression(rank=210); Enrichr--Queries(rank=250); ARCHS4--Coexpression(rank=276)","526","0.13070000000000001","GTEx Coexpression,0.1307"
"TCF7L2","0.35926622652596624","0.35926622652596624","0.35926622652596624","Activated","235","viper","235","0.35926622652596624",NA,NA,"6","ReMap--ChIP-seq(rank=8); ENCODE--ChIP-seq(rank=32); Literature--ChIP-seq(rank=123); GTEx--Coexpression(rank=372); Enrichr--Queries(rank=624); ARCHS4--Coexpression(rank=835)","102","0.02694000000000000","ReMap ChIP-seq,0.02694"
"SP1","-0.34945157119374276","-0.34945157119374276","0.34945157119374276","Repressed","236","viper","236","0.34945157119374276",NA,NA,"5","ENCODE--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=132); GTEx--Coexpression(rank=551); Enrichr--Queries(rank=1180); ARCHS4--Coexpression(rank=1514)","276","0.06780000000000000","ENCODE ChIP-seq,0.0678"
"ATF1","-0.33457971537975334","-0.33457971537975334","0.33457971537975334","Repressed","237","viper","237","0.33457971537975334",NA,NA,"5","ARCHS4--Coexpression(rank=85); ENCODE--ChIP-seq(rank=118); ReMap--ChIP-seq(rank=166); Enrichr--Queries(rank=700); GTEx--Coexpression(rank=1359)","208","0.05221000000000000","ARCHS4 Coexpression,0.05221"
"TGIF2","0.31544854803745259","0.31544854803745259","0.31544854803745259","Activated","238","viper","238","0.31544854803745259",NA,NA,"4","ARCHS4--Coexpression(rank=12); Enrichr--Queries(rank=33); ReMap--ChIP-seq(rank=184); GTEx--Coexpression(rank=208)","23","0.00737100000000000","ARCHS4 Coexpression,0.007371"
