"Data_Type","Dataset_ID","Plot_Type","PDF_File","PNG_File","Plot_Category","Analysis_Name","GeneSet_Name","Terms_Plotted"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Liver_metastasis/GO_MF/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Liver_metastasis/GO_MF/png/top_hitchhiker_terms.png","ATF3_correlation","Liver_metastasis","GO_MF","8"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Liver_metastasis/HPO/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Liver_metastasis/HPO/png/top_hitchhiker_terms.png","ATF3_correlation","Liver_metastasis","HPO","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Liver_metastasis/IMMUNESIGDB/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Liver_metastasis/IMMUNESIGDB/png/top_hitchhiker_terms.png","ATF3_correlation","Liver_metastasis","IMMUNESIGDB","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Liver_metastasis/TFT_GTRD/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Liver_metastasis/TFT_GTRD/png/top_hitchhiker_terms.png","ATF3_correlation","Liver_metastasis","TFT_GTRD","0"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Liver_metastasis/TFT_TFT_LEGACY/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Liver_metastasis/TFT_TFT_LEGACY/png/top_hitchhiker_terms.png","ATF3_correlation","Liver_metastasis","TFT_TFT_LEGACY","10"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Liver_metastasis/hallmark/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Liver_metastasis/hallmark/png/top_hitchhiker_terms.png","ATF3_correlation","Liver_metastasis","hallmark","0"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/C6/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/C6/png/top_hitchhiker_terms.png","ATF3_correlation","Normal_colon","C6","1"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/CP_BIOCARTA/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/CP_BIOCARTA/png/top_hitchhiker_terms.png","ATF3_correlation","Normal_colon","CP_BIOCARTA","6"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/CP_KEGG_LEGACY/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/CP_KEGG_LEGACY/png/top_hitchhiker_terms.png","ATF3_correlation","Normal_colon","CP_KEGG_LEGACY","10"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/CP_KEGG_MEDICUS/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/CP_KEGG_MEDICUS/png/top_hitchhiker_terms.png","ATF3_correlation","Normal_colon","CP_KEGG_MEDICUS","7"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/CP_REACTOME/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/CP_REACTOME/png/top_hitchhiker_terms.png","ATF3_correlation","Normal_colon","CP_REACTOME","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/CP_WIKIPATHWAYS/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/CP_WIKIPATHWAYS/png/top_hitchhiker_terms.png","ATF3_correlation","Normal_colon","CP_WIKIPATHWAYS","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/GO_BP/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/GO_BP/png/top_hitchhiker_terms.png","ATF3_correlation","Normal_colon","GO_BP","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/GO_CC/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/GO_CC/png/top_hitchhiker_terms.png","ATF3_correlation","Normal_colon","GO_CC","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/GO_MF/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/GO_MF/png/top_hitchhiker_terms.png","ATF3_correlation","Normal_colon","GO_MF","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/HPO/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/HPO/png/top_hitchhiker_terms.png","ATF3_correlation","Normal_colon","HPO","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/IMMUNESIGDB/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/IMMUNESIGDB/png/top_hitchhiker_terms.png","ATF3_correlation","Normal_colon","IMMUNESIGDB","3"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/TFT_GTRD/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/TFT_GTRD/png/top_hitchhiker_terms.png","ATF3_correlation","Normal_colon","TFT_GTRD","1"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/TFT_TFT_LEGACY/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/TFT_TFT_LEGACY/png/top_hitchhiker_terms.png","ATF3_correlation","Normal_colon","TFT_TFT_LEGACY","5"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/hallmark/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/hallmark/png/top_hitchhiker_terms.png","ATF3_correlation","Normal_colon","hallmark","0"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/C6/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/C6/png/top_hitchhiker_terms.png","ATF3_correlation","Primary_tumor","C6","0"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/CP_BIOCARTA/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/CP_BIOCARTA/png/top_hitchhiker_terms.png","ATF3_correlation","Primary_tumor","CP_BIOCARTA","13"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/CP_KEGG_LEGACY/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/CP_KEGG_LEGACY/png/top_hitchhiker_terms.png","ATF3_correlation","Primary_tumor","CP_KEGG_LEGACY","2"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/CP_KEGG_MEDICUS/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/CP_KEGG_MEDICUS/png/top_hitchhiker_terms.png","ATF3_correlation","Primary_tumor","CP_KEGG_MEDICUS","10"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/CP_REACTOME/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/CP_REACTOME/png/top_hitchhiker_terms.png","ATF3_correlation","Primary_tumor","CP_REACTOME","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/CP_WIKIPATHWAYS/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/CP_WIKIPATHWAYS/png/top_hitchhiker_terms.png","ATF3_correlation","Primary_tumor","CP_WIKIPATHWAYS","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/GO_BP/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/GO_BP/png/top_hitchhiker_terms.png","ATF3_correlation","Primary_tumor","GO_BP","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/GO_CC/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/GO_CC/png/top_hitchhiker_terms.png","ATF3_correlation","Primary_tumor","GO_CC","14"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/GO_MF/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/GO_MF/png/top_hitchhiker_terms.png","ATF3_correlation","Primary_tumor","GO_MF","12"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/HPO/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/HPO/png/top_hitchhiker_terms.png","ATF3_correlation","Primary_tumor","HPO","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/IMMUNESIGDB/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/IMMUNESIGDB/png/top_hitchhiker_terms.png","ATF3_correlation","Primary_tumor","IMMUNESIGDB","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/TFT_GTRD/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/TFT_GTRD/png/top_hitchhiker_terms.png","ATF3_correlation","Primary_tumor","TFT_GTRD","7"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/TFT_TFT_LEGACY/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/TFT_TFT_LEGACY/png/top_hitchhiker_terms.png","ATF3_correlation","Primary_tumor","TFT_TFT_LEGACY","17"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/hallmark/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Primary_tumor/hallmark/png/top_hitchhiker_terms.png","ATF3_correlation","Primary_tumor","hallmark","0"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/C6/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/C6/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Liver_metastasis","C6","2"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/CP_BIOCARTA/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/CP_BIOCARTA/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Liver_metastasis","CP_BIOCARTA","6"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/CP_KEGG_LEGACY/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/CP_KEGG_LEGACY/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Liver_metastasis","CP_KEGG_LEGACY","3"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/CP_KEGG_MEDICUS/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/CP_KEGG_MEDICUS/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Liver_metastasis","CP_KEGG_MEDICUS","1"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/CP_REACTOME/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/CP_REACTOME/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Liver_metastasis","CP_REACTOME","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/CP_WIKIPATHWAYS/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/CP_WIKIPATHWAYS/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Liver_metastasis","CP_WIKIPATHWAYS","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/GO_BP/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/GO_BP/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Liver_metastasis","GO_BP","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/GO_CC/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/GO_CC/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Liver_metastasis","GO_CC","15"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/GO_MF/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/GO_MF/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Liver_metastasis","GO_MF","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/HPO/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/HPO/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Liver_metastasis","HPO","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/IMMUNESIGDB/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/IMMUNESIGDB/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Liver_metastasis","IMMUNESIGDB","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/TFT_GTRD/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/TFT_GTRD/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Liver_metastasis","TFT_GTRD","0"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/TFT_TFT_LEGACY/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/TFT_TFT_LEGACY/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Liver_metastasis","TFT_TFT_LEGACY","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/hallmark/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Liver_metastasis/hallmark/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Liver_metastasis","hallmark","0"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/C6/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/C6/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Normal_colon","C6","0"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/CP_BIOCARTA/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/CP_BIOCARTA/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Normal_colon","CP_BIOCARTA","7"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/CP_KEGG_LEGACY/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/CP_KEGG_LEGACY/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Normal_colon","CP_KEGG_LEGACY","19"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/CP_KEGG_MEDICUS/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/CP_KEGG_MEDICUS/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Normal_colon","CP_KEGG_MEDICUS","7"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/CP_REACTOME/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/CP_REACTOME/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Normal_colon","CP_REACTOME","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/CP_WIKIPATHWAYS/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/CP_WIKIPATHWAYS/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Normal_colon","CP_WIKIPATHWAYS","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/GO_BP/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/GO_BP/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Normal_colon","GO_BP","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/GO_CC/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/GO_CC/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Normal_colon","GO_CC","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/GO_MF/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/GO_MF/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Normal_colon","GO_MF","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/HPO/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/HPO/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Normal_colon","HPO","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/IMMUNESIGDB/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/IMMUNESIGDB/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Normal_colon","IMMUNESIGDB","20"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/TFT_GTRD/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/TFT_GTRD/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Normal_colon","TFT_GTRD","0"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/TFT_TFT_LEGACY/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/TFT_TFT_LEGACY/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Normal_colon","TFT_TFT_LEGACY","18"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/hallmark/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Normal_colon/hallmark/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Normal_colon","hallmark","0"
"ngs","GSE50760","top_hitchhiker_terms","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Primary_tumor/C6/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE50760/plots/PathwayDenester/ATF3_high_low_DE/Primary_tumor/C6/png/top_hitchhiker_terms.png","ATF3_high_low_DE","Primary_tumor","C6","3"
