"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","TRRUST"
"1","SP3","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","1.0","1","3","GTEx--Coexpression(rank=585); ARCHS4--Coexpression(rank=926); Enrichr--Queries(rank=1198)","1086","rank=1; score=4.5065; p=3.1151e-05","rank=1; score=4.282; p=5.2239e-05"
"2","SP1","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6.0","5","5","ReMap--ChIP-seq(rank=4); ENCODE--ChIP-seq(rank=48); ARCHS4--Coexpression(rank=792); GTEx--Coexpression(rank=1046); Enrichr--Queries(rank=1222)","55","rank=5; score=1.8882; p=0.012936","rank=7; score=1.6506; p=0.022356"
"3","CDX2","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","9.0","6","5","Literature--ChIP-seq(rank=4); ARCHS4--Coexpression(rank=121); Enrichr--Queries(rank=182); ReMap--ChIP-seq(rank=183); GTEx--Coexpression(rank=377)","104","rank=6; score=1.7892; p=0.016248","rank=12; score=1.2764; p=0.052922"
"4","FOXA1","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","9.0","8","6","ENCODE--ChIP-seq(rank=13); Literature--ChIP-seq(rank=98); ReMap--ChIP-seq(rank=210); Enrichr--Queries(rank=682); GTEx--Coexpression(rank=965); ARCHS4--Coexpression(rank=1327)","444","rank=10; score=1.3011; p=0.049987","rank=8; score=1.6137; p=0.024339"
"5","ATF2","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","10.0","9","5","ENCODE--ChIP-seq(rank=114); ReMap--ChIP-seq(rank=235); ARCHS4--Coexpression(rank=1198); Enrichr--Queries(rank=1266); GTEx--Coexpression(rank=1341)","1556","rank=9; score=1.5048; p=0.031272","rank=11; score=1.2764; p=0.052922"
"6","FOXO1","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","12.5","10","5","Literature--ChIP-seq(rank=62); ReMap--ChIP-seq(rank=110); Enrichr--Queries(rank=539); GTEx--Coexpression(rank=1034); ARCHS4--Coexpression(rank=1196)","1095","rank=15; score=1.0517; p=0.088779","rank=10; score=1.5048; p=0.031272"
"7","EPAS1","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","16.0","3","4","GTEx--Coexpression(rank=86); Enrichr--Queries(rank=133); ReMap--ChIP-seq(rank=159); ARCHS4--Coexpression(rank=177)","228","rank=3; score=2.0174; p=0.0096063","rank=29; score=0.95801; p=0.11015"
"8","NR1H3","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","18.0","16","5","Literature--ChIP-seq(rank=127); ReMap--ChIP-seq(rank=195); Enrichr--Queries(rank=277); GTEx--Coexpression(rank=297); ARCHS4--Coexpression(rank=781)","692","rank=20; score=0.88377; p=0.13069","rank=16; score=1.2466; p=0.056675"
"9","PPARG","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","26.0","4","5","Literature--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=48); GTEx--Coexpression(rank=112); Enrichr--Queries(rank=152); ARCHS4--Coexpression(rank=257)","206","rank=4; score=1.9253; p=0.011876","rank=48; score=0.74895; p=0.17826"
"10","JUN","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","29.0","27","6","ENCODE--ChIP-seq(rank=27); ReMap--ChIP-seq(rank=54); Literature--ChIP-seq(rank=58); ARCHS4--Coexpression(rank=264); GTEx--Coexpression(rank=270); Enrichr--Queries(rank=854)","621","rank=31; score=0.77969; p=0.16608","rank=27; score=1.0195; p=0.095614"
