Pathway ID	Name	pvalue	DEG number	DEG Density	Intersecton size	DEGs in Intersection	Result	Reciprocal pvalue	Filtered	Versus	Versus Name	Is Reciprocal	Top Genes
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	1.00e-10	45	0.4167	0	0	1	0	keep	itself		True	FOS,JUN,CD8A,CD3E,ICOS,CHP2,CD8B,PPP3CA,CHP1,PDPK1,CARD11,CD3D,CD3G,PRKCQ,BCL10,PDCD1,GSK3B,NRAS,PIK3CB,ITK
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	1.33e-10	40	0.5333	52	22	0.9993	0.5258	keep	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	False	FOS,JUN,CD72,SYK,CHP2,PPP3CA,CR2,CHP1,CD19,CARD11,BCL10,INPP5D,GSK3B,RAC1,NRAS,PIK3CB,SOS2,CD22,RAC2,IFITM1
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	8.51e-10	40	0.4545	0	0	1	0	keep	itself		True	HLA-DRB1,HLA-DQA1,CD8A,KLRD1,CD8B,HLA-DQB1,B2M,PSME1,KLRC4,KLRC2,IFI30,HSP90AA1,TAP1,CD74,HLA-DMB,CD4,HLA-DOB,HLA-DRA,NFYA,HLA-C
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	2.33e-09	65	0.4745	41	25	0.0295	0.1103	exclude	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	False	FCGR3A,SYK,CHP2,KLRK1,KLRD1,PPP3CA,CHP1,PTK2B,CD48,KLRC2,RAC1,NRAS,PIK3CB,SH2D1A,LCK,IFNGR2,SOS2,RAC2,CD247,PAK1
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	7.69e-09	13	0.52	0	0	1	0	keep	itself		True	UGT1A3,UGT1A7,UGT1A6,UGT1A4,UGT1A5,UGT1A9,UGT1A1,UGT1A8,UGT1A10,ALDH7A1,UGT2A3,UGT2B7,UGDH
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	1.29e-08	49	0.3525	0	0	1	0	keep	itself		True	HLA-DRB1,HLA-DQA1,FCGR3A,H2AC11,H2AC6,H3-3B,HLA-DQB1,H2BC5,H2AC13,C2,H3C10,H3-5,H2BC9,H2BC12,HLA-DMB,MACROH2A1,HLA-DOB,H2AC19,HLA-DRA,H2AC20
KEGG_RETINOL_METABOLISM	KEGG_RETINOL_METABOLISM	1.32e-08	22	0.3438	18	11	0.0064	0.1551	exclude	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	False	UGT1A3,UGT1A7,UGT1A6,UGT1A4,UGT1A5,UGT1A9,UGT1A1,BCO1,UGT1A8,ADH4,UGT1A10,ADH1C,CYP2C8,CYP2B6,CYP2C9,UGT2A3,ADH6,RETSAT,UGT2B7,CYP2C19
KEGG_LEISHMANIA_INFECTION	KEGG_LEISHMANIA_INFECTION	8.64e-08	37	0.5139	0	0	1	0	keep	itself		True	FOS,JUN,HLA-DRB1,HLA-DQA1,PTGS2,FCGR3A,NCF4,HLA-DQB1,NCF1,IFNGR2,MAPK13,NFKBIA,MYD88,TLR4,CR1,HLA-DMB,HLA-DOB,PTPN6,HLA-DRA,STAT1
KEGG_PRIMARY_IMMUNODEFICIENCY	KEGG_PRIMARY_IMMUNODEFICIENCY	1.67e-07	24	0.6857	0	0	1	0	keep	itself		True	CD8A,CD3E,ICOS,CD8B,CD19,CD3D,DCLRE1C,LCK,TNFRSF13C,IL7R,PTPRC,TAP1,JAK3,ADA,CD4,ZAP70,CD79A,UNG,BLNK,BTK
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	6.39e-07	13	0.4643	19	12	0.0128	0.0634	exclude	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	False	UGT1A3,UGT1A7,UGT1A6,UGT1A4,UGT1A5,UGT1A9,UGT1A1,UGT1A8,UGT1A10,CRYL1,UGT2A3,UGT2B7,UGDH
KEGG_CELL_CYCLE	KEGG_CELL_CYCLE	6.45e-07	49	0.392	0	0	1	0	keep	itself		True	CDKN1A,WEE1,E2F2,YWHAB,MYC,SFN,CCNE2,PCNA,CDC14B,CDC14A,GSK3B,E2F5,ESPL1,CDC6,ANAPC5,MCM5,GADD45A,YWHAH,PLK1,CDKN2B
KEGG_FATTY_ACID_METABOLISM	KEGG_FATTY_ACID_METABOLISM	1.86e-06	18	0.4286	0	0	1	0	keep	itself		True	ACAA2,ACOX1,ADH4,ADH1C,HADH,HADHA,ACADM,ALDH7A1,CPT1A,ACSL6,ACAT1,EHHADH,ADH6,ACAT2,ACSL5,ECHS1,CPT2,ACADS
KEGG_ECM_RECEPTOR_INTERACTION	KEGG_ECM_RECEPTOR_INTERACTION	2.23e-06	38	0.4524	0	0	1	0	keep	itself		True	ITGA1,COL5A1,COL3A1,SDC3,ITGB5,ITGB8,COL4A1,COL2A1,ITGB3,DAG1,THBS2,ITGA9,COL4A2,THBS4,COL5A2,LAMA5,ITGA7,LAMA4,RELN,SDC2
