Pathway ID	Name	pvalue	DEG number	DEG Density	Intersecton size	DEGs in Intersection	Result	Reciprocal pvalue	Filtered	Versus	Versus Name	Is Reciprocal	Top Genes
WP_1P36_COPY_NUMBER_VARIATION_SYNDROME	WP_1P36_COPY_NUMBER_VARIATION_SYNDROME	1.00e-10	41	0.3661	0	0	1	0	keep	itself		True	C1orf159,RER1,SDF4,TRAF5,TNFRSF18,TRAF2,ESR1,INTS11,AURKAIP1,MCM2,MORN1,BTLA,UBE2J2,FNDC10,TAS1R3,PANK4,FAAP20,MIB2,MRPL20,SCNN1D
WP_RETINOBLASTOMA_GENE_IN_CANCER	WP_RETINOBLASTOMA_GENE_IN_CANCER	3.84e-08	56	0.6222	0	0	1	0	keep	itself		True	RPA3,RAF1,BARD1,TYMS,FANCG,DHFR,RFC3,HMGB1,TTK,PRIM1,RPA2,H2AZ1,CCNA2,SMC1A,SKP2,CCND3,TFDP2,POLE2,CCNE1,HMGB2
WP_GLUCOCORTICOID_RECEPTOR_PATHWAY	WP_GLUCOCORTICOID_RECEPTOR_PATHWAY	9.65e-08	27	0.3857	0	0	1	0	keep	itself		True	ACKR3,SPRY1,EDN2,CCL20,RGS2,JUN,CDC42EP3,MFGE8,PLK2,FGFBP1,AMIGO2,BHLHE40,BIRC2,GADD45B,MGAM,ALOX5AP,TNFAIP3,NAV3,LRRC8A,CDKN1C
WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II	WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II	1.03e-07	68	0.3716	0	0	1	0	keep	itself		True	CYP7B1,CYP3A7,GSTT2,CYP2D6,CYP4F12,CYP2J2,NDST2,NAA40,FMO3,NAT10,GSTM4,CYP2S1,CHST13,HS2ST1,CYP4F22,CYP8B1,EPHX2,EPHX1,GSTP1,CYP2E1
WP_OREXIN_RECEPTOR_PATHWAY	WP_OREXIN_RECEPTOR_PATHWAY	3.03e-07	53	0.265	0	0	1	0	keep	itself		True	CDKN1A,ID1,FOS,JUNB,HBEGF,LDLR,PLD1,MAPK14,MAFF,EGR1,SGK1,ID3,FOSL2,FOSB,HES1,TRIM9,PRKAA1,NFE2L2,BHLHE40,IL6
WP_FANCONI_ANEMIA	WP_FANCONI_ANEMIA	3.94e-07	30	0.6383	0	0	1	0	keep	itself		True	FAAP24,FANCG,SMARCA4,RFWD3,FANCD2,FAN1,MAD2L2,RAD50,FAAP100,CENPX,RAD51,BRCA2,FANCB,RAD51C,UBE2T,MCM2,ATR,BRIP1,FANCI,CENPS
WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR	WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR	7.96e-07	41	0.5	0	0	1	0	keep	itself		True	RFWD3,ATRIP,MDC1,FANCD2,UPF1,RPA2,RAD50,SMC1A,RAD51,TOP3A,BRCA2,CEP164,PCNA,TDP1,CLK2,PML,MCM2,ATR,BRIP1,CDK2
WP_PHOTODYNAMIC_THERAPYINDUCED_AP1_SURVIVAL_SIGNALING	WP_PHOTODYNAMIC_THERAPYINDUCED_AP1_SURVIVAL_SIGNALING	3.60e-06	15	0.2941	0	0	1	0	keep	itself		True	CDKN1A,FOS,JUNB,HBEGF,MAPK14,JUN,TRAF6,MCL1,MAP2K3,NFE2L2,BCL2L1,MAP3K5,IL6,TNFRSF1A,MAP2K4
WP_VEGFAVEGFR2_SIGNALING	WP_VEGFAVEGFR2_SIGNALING	7.60e-06	108	0.2506	18	9	0.0175	0.0206	keep	WP_PHOTODYNAMIC_THERAPYINDUCED_AP1_SURVIVAL_SIGNALING	WP_PHOTODYNAMIC_THERAPYINDUCED_AP1_SURVIVAL_SIGNALING	True	HBEGF,SPIRE1,ACKR3,SLC2A14,DHX29,TRAF3IP2,GPC1,PPP3CA,JAG1,MAPK14,JUN,EGR1,AFDN,HDAC9,CSRP1,INPP4B,EZR,CCN1,F3,PRKAA2
WP_NONALCOHOLIC_FATTY_LIVER_DISEASE	WP_NONALCOHOLIC_FATTY_LIVER_DISEASE	1.74e-05	50	0.3226	0	0	1	0	keep	itself		True	COX7A2,NDUFS4,UQCR11,JUN,ADIPOR2,NDUFV3,ADIPOR1,PRKAA2,COX6B2,SMAD7,UQCRC2,SOCS3,PRKAA1,NDUFB7,NDUFC2-KCTD14,MAP3K5,SDHC,IL6,NDUFC2,DDIT3
WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK	WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK	2.89e-05	53	0.4417	30	19	0.013	0.6561	exclude	WP_FANCONI_ANEMIA	WP_FANCONI_ANEMIA	False	FAAP24,ERCC2,GTF2H4,DCLRE1C,FANCG,RFC3,HMGB1,ERCC6,ERCC5,FANCD2,RPA2,CUL4A,POLL,FAN1,RAD50,RFC2,FAAP100,MBD4,CENPX,RAD51
