Pathway ID	Name	pvalue	DEG number	DEG Density	Intersecton size	DEGs in Intersection	Result	Reciprocal pvalue	Filtered	Versus	Versus Name	Is Reciprocal	Top Genes
GOCC_CYTOSOLIC_RIBOSOME	GOCC_CYTOSOLIC_RIBOSOME	1.00e-10	91	0.7521	0	0	1	0	keep	itself		True	RPL10A,RPS28,RPL34,RPL21,RPL8,RPL41,RPS19,EEF1A1,RPL17,RPS3,RPS10,RPL28,RACK1,RPS9,RPL27,RPS12,RPS18,RPL38,UBC,RPS3A
GOCC_CELL_SUBSTRATE_JUNCTION	GOCC_CELL_SUBSTRATE_JUNCTION	1.00e-10	274	0.6571	0	0	1	0	keep	itself		True	NECTIN2,L1CAM,EPHA2,TPM4,PLAUR,EZR,RPL10A,ADGRE5,ITGB5,SDC4,VASP,NEDD9,RHOB,SPRY4,ITGB4,FLNC,TGFB1I1,ITGA6,MISP,AKAP12
GOCC_RIBOSOMAL_SUBUNIT	GOCC_RIBOSOMAL_SUBUNIT	5.39e-10	137	0.7486	99	83	0.002	1.78e-05	keep	GOCC_CYTOSOLIC_RIBOSOME	GOCC_CYTOSOLIC_RIBOSOME	True	RPL10A,RPS28,RPL34,RPL21,RPL8,MRPL54,RPL41,RPS19,MRPL14,RPL17,RPS3,RPS10,RPL28,MRPS18A,RACK1,RPS9,RPL27,RPS12,RPS18,RPL38
GOCC_RIBOSOME	GOCC_RIBOSOME	7.58e-09	160	0.678	183	137	2.55e-05	1	exclude	GOCC_RIBOSOMAL_SUBUNIT	GOCC_RIBOSOMAL_SUBUNIT	False	RPL10A,RPS28,RPL34,RPL21,RPL8,MRPL54,RPL41,RPS19,EEF1A1,MRPL14,RPL17,RPS3,RPS10,RPL28,MRPS18A,RACK1,RPS9,RPL27,RPS12,RPL22L1
GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	2.02e-08	44	0.7586	0	0	1	0	keep	itself		True	RPL10A,RPL34,RPL21,RPL8,RPL41,RPL17,RPL28,RPL27,RPL38,RPL23A,RPL36A,RPL3,RPL23,RPL31,RPL13,RPL10,RPL39,RPL18,UBA52,RPL18A
GOCC_TRANSCRIPTION_FACTOR_AP_1_COMPLEX	GOCC_TRANSCRIPTION_FACTOR_AP_1_COMPLEX	4.16e-08	5	0.8333	0	0	1	0	keep	itself		True	JUNB,FOS,FOSL2,JUN,JUND
GOCC_CORNIFIED_ENVELOPE	GOCC_CORNIFIED_ENVELOPE	4.81e-08	29	0.4833	0	0	1	0	keep	itself		True	DSG3,KRT10,SPRR3,KRT14,SPRR1B,SPRR2A,KRT16,SERPINB2,SPRR2D,RPTN,SPRR1A,SERPINB5,KRT17,KRT2,KLK6,SCEL,TGM1,KLK7,CDSN,JUP
GOCC_LARGE_RIBOSOMAL_SUBUNIT	GOCC_LARGE_RIBOSOMAL_SUBUNIT	2.45e-07	88	0.7857	58	49	0.0884	0.0191	keep	GOCC_CYTOSOLIC_RIBOSOME	GOCC_CYTOSOLIC_RIBOSOME	True	RPL10A,RPL34,RPL21,RPL8,MRPL54,RPL41,MRPL14,RPL17,RPL28,MRPS18A,RPL27,RPL38,MRPL10,RPL23A,RPL36A,RPL3,RPL23,RPL31,RPL13,MRPL21
GOCC_SPHERICAL_HIGH_DENSITY_LIPOPROTEIN_PARTICLE	GOCC_SPHERICAL_HIGH_DENSITY_LIPOPROTEIN_PARTICLE	1.03e-06	8	1	0	0	1	0	keep	itself		True	CLU,HPR,APOM,APOC2,APOA2,APOC3,APOA1,PON1
GOCC_TERTIARY_GRANULE	GOCC_TERTIARY_GRANULE	1.11e-05	86	0.5244	0	0	1	0	keep	itself		True	ALDOC,SLC2A3,YPEL5,MMP8,CEACAM1,FCAR,CSTB,CNN2,STX7,SERPINB6,MMP9,CD55,CST3,MGAM,PLD1,CD177,CXCL1,CDA,OSCAR,ALDOA
