"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","FOSL1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","31.16666666666666","4","5","ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=11); Enrichr--Queries(rank=404); ARCHS4--Coexpression(rank=1082); GTEx--Coexpression(rank=1124)","14","rank=4; score=1.9828; p=0.010403","rank=14; score=0.003367","rank=102; score=1.6943; direction=Activated","rank=19; score=927.7; p=0.006632; adjP=0.041425","rank=7; score=2.0696; p=0.0085193","rank=41; score=1.8339; p=0.0010321; direction=Activated"
"2","JUN","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","45.33333333333333","1","6","ENCODE--ChIP-seq(rank=1); GTEx--Coexpression(rank=7); ReMap--ChIP-seq(rank=18); Literature--ChIP-seq(rank=59); ARCHS4--Coexpression(rank=76); Enrichr--Queries(rank=338)","19","rank=30; score=0.96279; p=0.10895","rank=19; score=0.004356","rank=29; score=2.5611; direction=Activated","rank=1; score=69.942; p=0.0011599; adjP=0.12917","rank=27; score=0.87777; p=0.1325","rank=166; score=1.8467; p=0.027287; direction=Activated"
"3","ATF4","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","50.66666666666667","1","4","ReMap--ChIP-seq(rank=29); GTEx--Coexpression(rank=103); ARCHS4--Coexpression(rank=339); Enrichr--Queries(rank=1003)","276","rank=1; score=3.9923; p=0.00010179","rank=276; score=0.06409","rank=15; score=3.2007; direction=Activated","rank=6; score=540.64; p=0.00049931; adjP=0.010555","rank=2; score=3.3016; p=0.00049933","rank=4; score=2.8976; p=1.7206e-07; direction=Activated"
"4","FOS","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","58.33333333333333","2","5","GTEx--Coexpression(rank=11); ENCODE--ChIP-seq(rank=13); ARCHS4--Coexpression(rank=48); ReMap--ChIP-seq(rank=48); Enrichr--Queries(rank=173)","32","rank=2; score=2.487; p=0.003258","rank=32; score=0.006845","rank=142; score=1.3683; direction=Activated","rank=39; score=58.137; p=0.045936; adjP=0.074015","rank=20; score=1.2773; p=0.052806","rank=115; score=1.6728; p=0.013033; direction=Activated"
"5","ESR1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","71.66666666666666","12","6","Literature--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=7); Enrichr--Queries(rank=25); ReMap--ChIP-seq(rank=37); ARCHS4--Coexpression(rank=96); GTEx--Coexpression(rank=1594)","26","rank=32; score=0.85918; p=0.1383","rank=26; score=0.006098","rank=23; score=2.7352; direction=Activated","rank=12; score=133.17; p=0.00084817; adjP=0.087765","rank=23; score=1.1561; p=0.069813","rank=314; score=0.94971; p=0.078552; direction=Activated"
"6","ARNT","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","74.50000000000000","27","5","Literature--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=205); ARCHS4--Coexpression(rank=316); GTEx--Coexpression(rank=559); Enrichr--Queries(rank=983)","115","rank=39; score=0; p=1","rank=115; score=0.02439","rank=70; score=2.034; direction=Activated","rank=27; score=29.73; p=0.007411; adjP=0.27762","rank=36; score=0; p=1","rank=160; score=2.0525; p=0.025378; direction=Activated"
"7","ATF3","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","79.83333333333333","6","6","Enrichr--Queries(rank=55); ReMap--ChIP-seq(rank=59); ENCODE--ChIP-seq(rank=60); Literature--ChIP-seq(rank=68); ARCHS4--Coexpression(rank=85); GTEx--Coexpression(rank=1012)","177","rank=43; score=0; p=1","rank=177; score=0.03917","rank=189; score=1.0135; direction=Repressed","rank=24; score=774.04; p=0.007576; adjP=0.041425","rank=40; score=0; p=1","rank=6; score=3.4731; p=4.3798e-07; direction=Activated"
"8","TP53","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","86.66666666666666","5","5","Literature--ChIP-seq(rank=16); ReMap--ChIP-seq(rank=41); ARCHS4--Coexpression(rank=590); Enrichr--Queries(rank=920); GTEx--Coexpression(rank=1085)","385","rank=11; score=1.6422; p=0.022793","rank=385; score=0.09756","rank=5; score=3.9932; direction=Activated","rank=18; score=25.532; p=0.01694; adjP=0.15076","rank=28; score=0.83899; p=0.14488","rank=73; score=1.7861; p=0.0048035; direction=Activated"
"9","FOSL2","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","89.50000000000000","3","5","ENCODE--ChIP-seq(rank=6); Enrichr--Queries(rank=50); ReMap--ChIP-seq(rank=125); ARCHS4--Coexpression(rank=151); GTEx--Coexpression(rank=334)","161","rank=3; score=2.024; p=0.0094616","rank=161; score=0.03561","rank=143; score=1.3639; direction=Activated","rank=31; score=337.32; p=0.0093884; adjP=0.041425","rank=10; score=1.8489; p=0.014161","rank=189; score=1.4201; p=0.034544; direction=Activated"
"10","IRF4","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","90.50000000000000","4","5","ReMap--ChIP-seq(rank=17); ENCODE--ChIP-seq(rank=76); ARCHS4--Coexpression(rank=221); GTEx--Coexpression(rank=276); Enrichr--Queries(rank=828)","252","rank=25; score=1.2028; p=0.062688","rank=252; score=0.05724","rank=51; score=2.2135; direction=Activated","rank=10; score=506.56; p=0.010403; adjP=0.041425","rank=4; score=2.3241; p=0.0047415","rank=201; score=1.8558; p=0.0373; direction=Activated"
