"GeneID","Symbol","Ensembl","Entrez","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000148773","MKI67","ENSG00000148773","4288","-4.5867151936365076","9.117382131299860859","-67.156152150870852","0.0000000000000000000002850259004192585","0.000000000000000003766332248140082","41.094594906819452262"
"ENSG00000134057","CCNB1","ENSG00000134057","891","-4.3037866055437988","7.817503578718716817","-51.231169835797061","0.0000000000000000000293888838385108482","0.000000000000000194172355521041176","36.564152908662563846"
"ENSG00000117724","CENPF","ENSG00000117724","1063","-5.0349321586229623","7.593621930874539849","-49.322778501385557","0.0000000000000000000562452146663508921","0.000000000000000247741422200386929","35.719660604774205126"
"ENSG00000088325","TPX2","ENSG00000088325","22974","-3.8889825319517914","7.562934358179512095","-46.893001247095341","0.0000000000000000001333523346008462152","0.000000000000000375291732365101989","35.143323749382425092"
"ENSG00000171848","RRM2","ENSG00000171848","6241","-3.0935157605753556","8.439293887847936659","-46.684904720256881","0.0000000000000000001438782570440123963","0.000000000000000375291732365101989","35.185516757401543941"
"ENSG00000131747","TOP2A","ENSG00000131747","7153","-4.5003886878496751","7.388207839886939077","-46.224662709818375","0.0000000000000000001704064169964137796","0.000000000000000375291732365101989","34.767937582853029710"
"ENSG00000117399","CDC20","ENSG00000117399","991","-4.5829042965900610","7.253312232927839887","-43.090362073420856","0.0000000000000000005649232482084958130","0.000000000000000982821950862000447","33.594314842228811813"
"ENSG00000111206","FOXM1","ENSG00000111206","2305","-3.7081803166850440","7.291265006352735334","-42.959455855602165","0.0000000000000000005950185868696839676","0.000000000000000982821950862000447","33.690944749698196858"
"ENSG00000013810","TACC3","ENSG00000013810","10460","-3.7302440510777091","7.109776592797476091","-41.612516086846661","0.0000000000000000010243840522203503617","0.000000000000001504023429559967773","33.137594674025940833"
"ENSG00000183856","IQGAP3","ENSG00000183856","128239","-4.5136533490753941","6.769781962075394510","-38.862169589165433","0.0000000000000000032840949429088530920","0.000000000000004279381857826266354","31.816984405865579077"
"ENSG00000164104","HMGB2","ENSG00000164104","3148","-3.4578118548545556","7.019502696118469665","-38.676944805383307","0.0000000000000000035623732735045351196","0.000000000000004279381857826266354","31.947826577068134668"
"ENSG00000169679","BUB1","ENSG00000169679","699","-4.4491050743197000","6.623715156281167360","-37.883901610278116","0.0000000000000000050684329127241056611","0.000000000000005581189375728028283","31.378978278615058173"
"ENSG00000170312","CDK1","ENSG00000170312","983","-3.4285178930184506","6.817957760695960268","-37.278421852771906","0.0000000000000000066667581340722706339","0.000000000000006776503229510075350","31.317521760564527966"
"ENSG00000161800","RACGAP1","ENSG00000161800","29127","-3.0320595889803732","7.123913597210106197","-36.851511949282127","0.0000000000000000081093982574389990244","0.000000000000007654113469557067432","31.164207116194287295"
"ENSG00000011426","ANLN","ENSG00000011426","54443","-3.7762870635019157","6.686485583672824085","-36.351567881541861","0.0000000000000000102293590389475794036","0.000000000000009011383356043554407","30.849664924487129269"
"ENSG00000101057","MYBL2","ENSG00000101057","4605","-3.2230009221463138","7.023651991456685728","-35.085739705318524","0.0000000000000000186808272307743190043","0.000000000000015428028189215740016","30.331999765447822170"
"ENSG00000010292","NCAPD2","ENSG00000010292","9918","-2.4411159127807149","7.693340265574687642","-34.952377640655371","0.0000000000000000199289806372566517357","0.000000000000015490679420041727198","30.258302834731800601"
"ENSG00000134690","CDCA8","ENSG00000134690","55143","-3.3857036492038457","6.754019723032243405","-34.751124962574437","0.0000000000000000219822173248797445468","0.000000000000016137389985053383907","30.150672848664697767"
"ENSG00000137807","KIF23","ENSG00000137807","9493","-4.0362549973738409","6.328771741580648147","-34.534720482245973","0.0000000000000000244417793798747284755","0.000000000000016204665232769416867","29.902955167137950099"
"ENSG00000066279","ASPM","ENSG00000066279","259266","-4.9812135709299845","6.371677169821651887","-34.527681549838157","0.0000000000000000245265101146805132765","0.000000000000016204665232769416867","29.650999039783620503"
"ENSG00000164611","PTTG1","ENSG00000164611","9232","-3.6261485660454351","6.450465622831521806","-33.972330109122943","0.0000000000000000322970277627676212563","0.000000000000020322520231295777694","29.720455983050001691"
"ENSG00000237649","KIFC1","ENSG00000237649","3833","-3.4780853894213921","6.535007693780673144","-33.833642738264921","0.0000000000000000346185060506236645735","0.000000000000020793133588770050332","29.678218792149422711"
"ENSG00000123416","TUBA1B","ENSG00000123416","10376","-2.1434438434178640","8.208121729377195308","-33.225169300527405","0.0000000000000000470981762482627363848","0.000000000000027058926128023641124","29.354253035464395793"
"ENSG00000156970","BUB1B","ENSG00000156970","701","-3.6561403515244000","6.407678044421309060","-33.138932289703519","0.0000000000000000492203264497269022536","0.000000000000027099891404445471019","29.304742065993266920"
"ENSG00000126787","DLGAP5","ENSG00000126787","9787","-5.3582659584594596","6.233075675072226041","-33.047911083604284","0.0000000000000000515702537814906151245","0.000000000000027257973338744677010","28.745783997331201931"
"ENSG00000137812","KNL1","ENSG00000137812","57082","-3.9975046750023662","6.183854824580468090","-32.607755729667119","0.0000000000000000647316160722662593351","0.000000000000032898599029958706629","28.950303470724602306"
"ENSG00000138182","KIF20B","ENSG00000138182","9585","-2.9950731007653300","6.805151340949077365","-32.226059551006756","0.0000000000000000790268172475330967953","0.000000000000037581799823820166471","28.897180965509804196"
"ENSG00000122952","ZWINT","ENSG00000122952","11130","-2.5640406239709641","7.045628337186214729","-32.211492852791331","0.0000000000000000796345084809266459472","0.000000000000037581799823820166471","28.882141274627329608"
"ENSG00000165304","MELK","ENSG00000165304","9833","-2.9544174575385718","6.498211532020373049","-31.855919672372870","0.0000000000000000961090163633345762562","0.000000000000043792570421555277032","28.697923070059694339"
"ENSG00000113810","SMC4","ENSG00000113810","10051","-2.5120777558972209","7.472502137941106071","-31.726064266066910","0.0000000000000001029929900121617351865","0.000000000000044779625246980419471","28.603714964713283564"
"ENSG00000135476","ESPL1","ENSG00000135476","9700","-4.1644835886358109","6.144010924978526411","-31.667230857336438","0.0000000000000001062817408274270878749","0.000000000000044779625246980419471","28.437376074592837227"
"ENSG00000188229","TUBB4B","ENSG00000188229","10383","-2.0926076587843507","9.637979516718290895","-31.629629322745402","0.0000000000000001084416533905988700470","0.000000000000044779625246980419471","28.437137170489513949"
"ENSG00000122966","CIT","ENSG00000122966","11113","-3.4095882382623546","6.184997030225864556","-31.290723342063117","0.0000000000000001301380998879195078286","0.000000000000052110450058150559130","28.353898011021200887"
"ENSG00000112742","TTK","ENSG00000112742","7272","-4.1610749877255202","6.047729812648476866","-31.199021072727376","0.0000000000000001367664537775435954983","0.000000000000053153880006366500185","28.169698076114620733"
"ENSG00000114346","ECT2","ENSG00000114346","1894","-2.1204756614648161","7.732890236035721898","-30.661620874644598","0.0000000000000001835107561338955850369","0.000000000000069283175187237030766","27.989496853789198383"
"ENSG00000138160","KIF11","ENSG00000138160","3832","-3.7527486395698455","5.923692896054628676","-29.933029101689794","0.0000000000000002755907517786312432334","0.000000000000101157116500078702952","27.546857053178356978"
"ENSG00000142945","KIF2C","ENSG00000142945","11004","-4.5361464831493121","5.847118511122229911","-29.833981661377713","0.0000000000000002914689496082710733352","0.000000000000104093802706045793461","27.287958924404307481"
"ENSG00000138180","CEP55","ENSG00000138180","55165","-4.3917065371491377","5.937219001565580356","-29.761203145436752","0.0000000000000003037508888237019857362","0.000000000000105625374866221010672","27.330113004346110017"
"ENSG00000128944","KNSTRN","ENSG00000128944","90417","-2.7295133078535869","6.419369399433012546","-29.691016097059126","0.0000000000000003161146409680191309715","0.000000000000107106124762856529432","27.513218627770687164"
"ENSG00000105388","CEACAM5","ENSG00000105388","1048","1.7258726496598538","8.006792901391749595","29.631207884053616","0.0000000000000003270699338085148618707","0.000000000000108047552633642894761","27.315863835000797621"
"ENSG00000109805","NCAPG","ENSG00000109805","64151","-4.6512153732815449","6.088683897220768415","-29.531151934654194","0.0000000000000003463044092175169577079","0.000000000000110494115124310836311","27.202675325598384859"
"ENSG00000146918","NCAPG2","ENSG00000146918","54892","-2.4371594943863713","7.165624893560135433","-29.506624156959059","0.0000000000000003511996999561870322731","0.000000000000110494115124310836311","27.370711405444030362"
"ENSG00000072571","HMMR","ENSG00000072571","3161","-4.6405789094059831","6.049728524069060143","-29.184225725953127","0.0000000000000004228045451287731684229","0.000000000000129928819984456000082","27.004776180479918679"
"ENSG00000136108","CKAP2","ENSG00000136108","26586","-2.3746860035223136","7.010559900147861789","-29.085980201257346","0.0000000000000004475763736181388721191","0.000000000000134415322749774696069","27.131092404923812467"
"ENSG00000090889","KIF4A","ENSG00000090889","24137","-5.0227314533727023","5.718930329410298441","-28.531959297720395","0.0000000000000006192002881396577565074","0.000000000000179330923552368732084","26.365025445675421167"
"ENSG00000136824","SMC2","ENSG00000136824","10592","-2.2445071660814673","6.941599635663976642","-28.518148262610854","0.0000000000000006242789831549086209619","0.000000000000179330923552368732084","26.792325324456289337"
"ENSG00000164754","RAD21","ENSG00000164754","5885","-1.6802192076394826","8.870755484056424223","-28.242900132705849","0.0000000000000007352355675642905872136","0.000000000000206710697655202906220","26.480083795533865043"
"ENSG00000171951","SCG2","ENSG00000171951","7857","3.2671668971883947","4.341907836148934940","28.077161751112495","0.0000000000000008119489142353628517654","0.000000000000223522769848043437219","26.548011752331184709"
"ENSG00000087586","AURKA","ENSG00000087586","6790","-3.0001150857209833","6.003010612302740689","-28.031168856392650","0.0000000000000008347049230178449171982","0.000000000000223995604220329091716","26.538737453838383118"
"ENSG00000121152","NCAPH","ENSG00000121152","23397","-3.6694296264285331","5.904454994147201319","-28.005751063047459","0.0000000000000008475692607095849399679","0.000000000000223995604220329091716","26.475264956022815710"
"ENSG00000182481","KPNA2","ENSG00000182481","3838","-1.9723612642195798","7.361895061232671900","-27.927200263094782","0.0000000000000008886665702102822422447","0.000000000000230251765858013166471","26.391698731050887261"
"ENSG00000076382","SPAG5","ENSG00000076382","10615","-3.8331449513470841","5.723718869392038222","-27.864763116630424","0.0000000000000009228343274537252802662","0.000000000000234506400057183170716","26.331628062280501013"
"ENSG00000170540","ARL6IP1","ENSG00000170540","23204","-2.0465075503420449","7.215352122005532998","-27.651555918834358","0.0000000000000010503659080902585597672","0.000000000000261878020934050508884","26.233520908282280004"
"ENSG00000113368","LMNB1","ENSG00000113368","4001","-1.8486079166392759","7.905960020210564210","-27.613083383241889","0.0000000000000010752983928365653685428","0.000000000000263129499313747683988","26.150341213073147628"
"ENSG00000135451","TROAP","ENSG00000135451","10024","-4.5067269135074195","5.719298812315749103","-27.473124255933364","0.0000000000000011714084689997416450653","0.000000000000281436209261137905351","25.961318844042423848"
"ENSG00000117650","NEK2","ENSG00000117650","4751","-4.9964831522513968","5.651185337283049392","-27.392553198729686","0.0000000000000012308183955675641649430","0.000000000000290429183554103455053","25.724561788263763162"
"ENSG00000176619","LMNB2","ENSG00000176619","84823","-1.6505555980293147","8.510759384731569455","-26.965336551052175","0.0000000000000016037587324602024440690","0.000000000000371790664749633597067","25.689770925656137734"
"ENSG00000198826","ARHGAP11A","ENSG00000198826","9824","-3.3128249905786964","5.669399916929744876","-26.504032355867267","0.0000000000000021440129258947901047196","0.000000000000488465289702995777606","25.571951617606316631"
"ENSG00000140525","FANCI","ENSG00000140525","55215","-1.9465889224312978","7.078249220467849767","-26.434945114119436","0.0000000000000022402230564201324344532","0.000000000000501734024873485315112","25.463247043815030679"
"ENSG00000100526","CDKN3","ENSG00000100526","1033","-3.1129052787686042","5.745299497929761579","-26.213627140050100","0.0000000000000025803775274517051317407","0.000000000000568285144129113796559","25.408788092163838712"
"ENSG00000197943","PLCG2","ENSG00000197943","5336","2.6442669966456331","4.651561915127295777","25.999916775821269","0.0000000000000029609829238071083147498","0.000000000000641416858281756230246","25.279868822546259111"
"ENSG00000089685","BIRC5","ENSG00000089685","332","-5.0497163261036402","5.634779264471650784","-25.945281225130682","0.0000000000000030675167449858797757132","0.000000000000653776875294248581620","24.876913546982649450"
"ENSG00000180573","H2AC6","ENSG00000180573","8334","2.4348961285678419","5.107211421740577073","25.540110650513061","0.0000000000000039957527367211775424311","0.000000000000838093280365613357674","24.952270544585452683"
"ENSG00000121957","GPSM2","ENSG00000121957","29899","-2.5698873762585039","5.950833491656903895","-25.360336120192631","0.0000000000000044988009755223153335026","0.000000000000922819642976825533151","24.859627417433316054"
"ENSG00000186193","SAPCD2","ENSG00000186193","89958","-2.3915432664715679","6.131012780886149649","-25.346773885014002","0.0000000000000045393731491973407995772","0.000000000000922819642976825533151","24.835442042512362093"
"ENSG00000178999","AURKB","ENSG00000178999","9212","-5.1716573950653224","5.412054889477629693","-25.306384723848030","0.0000000000000046625060762798960760448","0.000000000000933490231696402301326","24.314034804562830061"
"ENSG00000123485","HJURP","ENSG00000123485","55355","-4.1797290805709437","5.352290124388539461","-25.156125811011311","0.0000000000000051524941818199189403358","0.000000000001016194897292065872715","24.527385994665038993"
"ENSG00000164032","H2AZ1","ENSG00000164032","3015","-1.6914702504764163","7.752228979930111841","-25.126326471864548","0.0000000000000052559772049173821778978","0.000000000001021360040967327691982","24.516496755713692579"
"ENSG00000175063","UBE2C","ENSG00000175063","11065","-4.3663973896174948","5.601430396445287840","-24.905273057854497","0.0000000000000060956626423537547044981","0.000000000001167363567479166867956","24.412861977214326714"
"ENSG00000111665","CDCA3","ENSG00000111665","83461","-4.4084829228632039","5.293232636671519664","-24.799208607428053","0.0000000000000065478395448476492651705","0.000000000001236045024937383401811","24.222768693840258436"
"ENSG00000196230","TUBB","ENSG00000196230","203068","-1.5074693264261683","9.516622668559625353","-24.560282429887465","0.0000000000000077013738731228763274634","0.000000000001433323300837263170860","24.012018165915709034"
"ENSG00000157456","CCNB2","ENSG00000157456","9133","-4.6014187786294940","5.498285106098017572","-24.418180015418212","0.0000000000000084876874542946409461844","0.000000000001557726416959019092613","24.017901358703234393"
"ENSG00000079616","KIF22","ENSG00000079616","3835","-2.2949164297497511","6.804277951532717417","-24.385791331293426","0.0000000000000086785105206037032112790","0.000000000001570929287935032019723","24.114125686385257552"
"ENSG00000167325","RRM1","ENSG00000167325","6240","-1.6707678071901135","7.563575598860235338","-24.363395552526899","0.0000000000000088131060608476421487165","0.000000000001573734912000550737656","23.997370805835238627"
