"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ENRICHR","TRRUST","CollecTRI"
"1","FOXO3","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","19.00000000000000","2","4","Literature--ChIP-seq(rank=87); Enrichr--Queries(rank=882); GTEx--Coexpression(rank=934); ARCHS4--Coexpression(rank=1010)","1313","rank=34; score=150.93; p=0.00089848; adjP=0.027681","rank=21; score=2.1254; p=0.0074916","rank=2; score=3.3167; p=0.00091088; direction=Activated"
"2","NFYA","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","21.66666666666667","8","5","ENCODE--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=109); GTEx--Coexpression(rank=785); Enrichr--Queries(rank=1017); ARCHS4--Coexpression(rank=1597)","1032","rank=38; score=74.718; p=0.00097469; adjP=0.027681","rank=8; score=3.0111; p=0.00097471","rank=19; score=2.6011; p=0.0092928; direction=Repressed"
"3","FOXO4","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","41.00000000000000","18","3","GTEx--Coexpression(rank=708); Enrichr--Queries(rank=789); ARCHS4--Coexpression(rank=1278)","1169","rank=84; score=105.48; p=0.0073528; adjP=0.068632","rank=18; score=2.1335; p=0.0073529","rank=21; score=2.5291; p=0.011437; direction=Activated"
"4","ATF4","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","42.66666666666666","9","4","GTEx--Coexpression(rank=100); ReMap--ChIP-seq(rank=257); Enrichr--Queries(rank=1350); ARCHS4--Coexpression(rank=1557)","247","rank=39; score=48.863; p=0.0011236; adjP=0.02901","rank=9; score=2.9494; p=0.0011237","rank=80; score=1.7748; p=0.075923; direction=Activated"
"5","IRF9","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","57.66666666666667","25","4","ReMap--ChIP-seq(rank=251); Enrichr--Queries(rank=431); ARCHS4--Coexpression(rank=488); GTEx--Coexpression(rank=738)","890","rank=122; score=61.815; p=0.013316; adjP=0.09454","rank=26; score=1.8756; p=0.013316","rank=25; score=2.4523; p=0.014196; direction=Activated"
"6","EZH2","ENRICHR;TRRUST;CollecTRI","3","ENRICHR;TRRUST;CollecTRI","67.33333333333333","5","0","",NA,"rank=5; score=98.236; p=4.183e-14; adjP=3.9007e-12","rank=115; score=0.6341; p=0.23222","rank=82; score=1.7625; p=0.07799; direction=Repressed"
"7","NFIC","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","70.00000000000000","26","5","ENCODE--ChIP-seq(rank=18); ReMap--ChIP-seq(rank=25); Enrichr--Queries(rank=725); ARCHS4--Coexpression(rank=784); GTEx--Coexpression(rank=992)","324","rank=113; score=35.194; p=0.024999; adjP=0.12879","rank=71; score=0.89992; p=0.12592","rank=26; score=2.3378; p=0.019396; direction=Repressed"
"8","BRCA1","ENRICHR;TRRUST;CollecTRI","3","ENRICHR;TRRUST;CollecTRI","76.33333333333333","12","0","",NA,"rank=56; score=31.951; p=0.0018662; adjP=0.033125","rank=12; score=2.729; p=0.0018662","rank=161; score=1.3588; p=0.17422; direction=Repressed"
"9","RFXANK","ENRICHR;TRRUST;CollecTRI","3","ENRICHR;TRRUST;CollecTRI","77.00000000000000","10","0","",NA,"rank=179; score=20.486; p=0.04495; adjP=0.1964","rank=42; score=1.3473; p=0.044951","rank=10; score=2.8335; p=0.0046034; direction=Activated"
"10","NFIL3","ENRICHR;TRRUST;CollecTRI","4","ChEA3;ENRICHR;TRRUST;CollecTRI","85.33333333333333","31","3","GTEx--Coexpression(rank=173); Enrichr--Queries(rank=272); ARCHS4--Coexpression(rank=741)","394","rank=141; score=41.588; p=0.020764; adjP=0.12095","rank=31; score=1.6827; p=0.020764","rank=84; score=1.7407; p=0.081743; direction=Repressed"
