"TF","HVL_CRC29"
"AHR","1.10826304056740743"
"AR","0.90560575948748601"
"ARID2","-0.80414794523839384"
"ARID3A","1.01124322923822363"
"ARNT","0.29496737407783152"
"ARNTL","-0.98477298911777544"
"ASCL1","1.23167446050405371"
"ATF1","-2.53907651350204855"
"ATF2","1.59271482109581886"
"ATF3","-1.72938251004041788"
"ATF4","-1.64056204514715764"
"ATF6","-2.66199546136469722"
"ATF7","0.58085932335547941"
"BACH1","0.39690210408829207"
"BACH2","-0.79468078762395833"
"BATF","-0.20880016979784127"
"BCL11A","-0.56817149271916134"
"BCL6","-1.87043455470133924"
"BHLHE22","0.21798408671884639"
"BHLHE40","-0.62953925573723890"
"CDX2","1.37342840287141654"
"CEBPA","-0.69484685644217214"
"CEBPB","1.84263341714537043"
"CEBPD","-0.09088736808109869"
"CEBPG","-0.83234309689078056"
"CLOCK","1.50585391245111433"
"CREB1","-2.19368172503204928"
"CREB3","-0.65125742763786321"
"CREB3L1","0.93731683962469559"
"CREM","-0.75155633918729103"
"CTCF","0.02781258028453608"
"CTCFL","-0.29732793380588990"
"CUX1","1.24774742527767635"
"DUX4","-0.19417179847383001"
"E2F1","-8.88236957105734426"
"E2F2","-7.86219181392606536"
"E2F3","-5.20689091098078283"
"E2F4","-14.86902927506929117"
"E2F5","-3.92702315828405091"
"E2F6","2.01450784730109866"
"E2F7","-2.36035889890064521"
"EBF1","2.61670085524003415"
"EGR1","0.79141058799386765"
"EHF","2.79678751541916482"
"ELF1","-0.07996414554192763"
"ELF3","2.52138087862276539"
"ELF5","1.32202496425487692"
"ELK1","-0.40642711805127746"
"ELK4","-1.43798917690730343"
"EOMES","1.37103709318065237"
"EPAS1","-2.11074778931742557"
"ERG","1.11134228796554035"
"ESR1","1.35472367527600657"
"ESR2","2.68096097770499098"
"ESRRA","3.01849384313150715"
"ETS1","0.24599922174181529"
"ETS2","-1.17122742985574235"
"ETV1","1.21464196166583527"
"ETV4","0.39798770172332104"
"FLI1","-1.49111748506708097"
"FOS","1.10440309684134430"
"FOSL2","-1.22554370251745004"
"FOXA1","0.46921361836065650"
"FOXA2","1.71445004150825442"
"FOXJ2","-0.21044726159460325"
"FOXK2","-0.32138234604342369"
"FOXL2","1.27119711807922697"
"FOXM1","-4.28283911258117467"
"FOXO1","0.71113704802144295"
"FOXO3","1.21929795275303365"
"FOXO4","2.58931376236752397"
"FOXP1","-0.54441386202224007"
"FOXP2","0.09377642685148849"
"GABPA","-0.16138368621085084"
"GATA1","0.18508292564640935"
"GATA2","-1.21692247980496671"
"GATA3","2.63567575828935086"
"GATA4","1.57767239225776423"
"GATA6","1.97112088410181507"
"GFI1B","1.55946724725007813"
"GLI2","-1.44933427538445359"
"GRHL2","3.36720060988350234"
"HBP1","-0.16332693341924681"
"HHEX","-0.74495871253510326"
"HIF1A","-3.13185405938026795"
"HINFP","-1.00889046327192533"
"HMBOX1","-0.51058404303462723"
"HNF1B","1.06199081457848488"
"HNF4A","2.43614184552372803"
"HNF4G","2.88156963433205648"
"HOXA9","1.02083210685757941"
"HOXB13","0.63288447854207830"
"HSF1","0.41682734925557335"
"IKZF1","-0.84196587480292806"
"IRF1","1.42615696192943719"
"IRF2","-0.80268119314952890"
"IRF3","1.01571644285457552"
"IRF4","0.88183369329986849"
"IRF9","2.44196908353473452"
"JUN","2.13854014942866044"
"JUNB","0.98865002685986714"
"JUND","-1.24439519676922838"
"KDM5B","1.30204084230977779"
"KLF1","2.50901762804224226"
"KLF13","0.42976534416022999"
"KLF3","-0.97193601001966468"
"KLF4","1.83295532058358401"
"KLF5","6.05371745998681021"
"KLF6","1.24297874930420660"
"KLF9","1.66775081751232657"
"KMT2A","-0.24085115393473955"
"LEF1","-0.46598355466203928"
"LHX2","1.83454406274707393"
"LYL1","2.74213065510969534"
"MAF","-0.18012154899975083"
"MAFB","1.77705309269726253"
"MAFF","-0.04095022098736879"
"MAFG","1.42368301712639389"
"MAFK","1.12652331897270219"
"MAX","1.23153018506327117"
"MAZ","0.38907459097496749"
"MBD1","0.63634039674194731"
"MBD2","1.83781666555642520"
"MEF2A","0.46628138788024898"
"MEF2B","-0.05976055794943613"
"MEF2C","0.13489527930736528"
"MEIS1","1.85761655849064677"
"MEIS2","-0.49133542527866964"
"MITF","0.17742194327007788"
"MNT","-0.18467937028002582"
"MXI1","0.43314650292107532"
"MYB","-0.43261557742544549"
"MYBL2","-3.11274701563298573"
"MYC","-7.38972093236035210"
"MYCN","-4.46273588509712038"
"MYOD1","1.17131809122894959"
"NANOG","2.01694489451197878"
"NCOA1","1.51000396555705363"
"NCOA2","2.23353166274220483"
"NCOA3","-0.53593710160503683"
"NEUROD1","1.64120533027673177"
"NFATC1","1.08822719161470127"
"NFE2","0.90097979330113254"
"NFE2L1","1.22180619650820166"
"NFE2L2","2.88096300893126944"
"NFIC","-0.91476784208545803"
"NFKB1","3.21056697048775597"
"NFKB2","0.13486778954697157"
"NFYA","-1.31543482749029295"
"NFYB","-2.11722794550118687"
"NR1H2","2.13783683190442853"
"NR1H3","2.41702036025118883"
"NR2C2","-2.14341837060713836"
"NR2F1","3.03910035196846362"
"NR2F6","-0.04572950920341946"
"NR3C1","0.93791737351570803"
"NR4A1","0.84617951731099939"
"NR5A2","1.06639711103782941"
"NRF1","-0.44361093992813938"
"ONECUT1","1.17689340230489359"
"OTX2","1.39281472296835007"
"PAX5","0.10066060944638411"
"PAX8","-1.31079336575671412"
"PBX2","0.70360615588599795"
"PBX3","3.18122274349318523"
"PDX1","0.95746965258950201"
"PGR","-1.21661481231923463"
"PKNOX1","-0.25678193181230935"
"POU2F1","1.18152058105788060"
"POU4F2","1.39906732598982653"
"POU5F1","2.38379336105793760"
"PPARA","0.73694280179689331"
"PPARG","-0.69188280243144551"
"PRDM1","0.73785708440858611"
"PRDM14","2.90679057484931791"
"PROX1","1.82873272226976025"
"RARA","3.37134013819280920"
"RBPJ","0.78372194176852783"
"REL","2.97168013220651117"
"RELA","2.93393808205319484"
"RELB","0.77445382310210542"
"REST","-1.92822598604273510"
"RFX1","3.43217579134765494"
"RFX2","2.64237559958588886"
"RFX5","3.64381172067099701"
"RUNX1","1.98977498592251356"
"RUNX2","2.26181138165384477"
"RUNX3","-0.27353065531734172"
"RXRA","0.47664380507918214"
"SIX2","1.23690943615737270"
"SIX5","1.26154864147086188"
"SMAD1","0.97475027631887845"
"SMAD3","3.86829275380756021"
"SMAD4","2.16852058235571299"
"SMAD5","-2.93548070451039855"
"SNAI2","-0.29589309627376781"
"SNAPC4","-1.01929205225789654"
"SOX10","1.23316479502862886"
"SOX11","0.43875159189535612"
"SOX13","0.58042783788496743"
"SOX6","0.86398757598086229"
"SOX9","1.06340931558380869"
"SP1","0.73281740031149789"
"SP2","-1.38289111780903173"
"SP3","2.72958590706455340"
"SP4","-1.60679328212896633"
"SPI1","2.43204740901167416"
"SPIB","-0.73236866334374606"
"SREBF1","-1.22381375320138042"
"SREBF2","-2.07059361628855632"
"SRF","-1.22240450555101399"
"STAT1","3.83286538425808754"
"STAT2","3.78706906798951959"
"STAT3","1.24046469916161706"
"STAT4","1.95193508190420295"
"STAT5A","0.41400774542534857"
"STAT5B","2.60596261269167817"
"STAT6","0.05226583853683376"
"TAL1","1.95158958487344769"
"TBP","2.07820129862521208"
"TBX21","0.01657881052132954"
"TCF12","2.06293344814521173"
"TCF3","-1.29261629896588603"
"TCF4","1.58784135278290406"
"TCF7","-0.22461738138566203"
"TCF7L2","-0.02135304405487348"
"TEAD1","3.26337913894215959"
"TEAD2","3.17296780073090412"
"TEAD4","3.91479648333612129"
"TFAP2A","-0.39109965943012875"
"TFAP2C","-1.11137480195399996"
"TFAP4","1.87301404214113587"
"TFDP1","-6.50387319315368906"
"TGIF2","0.26746099796013023"
"THAP1","2.39145711273219019"
"THAP11","2.04223049159066905"
"TP53","5.14081581233974472"
"TP63","0.17391076070602693"
"TP73","0.51082748159044278"
"TWIST1","0.55019287872612299"
"USF1","-0.82871912011096505"
"USF2","0.14559195743230699"
"VDR","0.90691333074499192"
"WT1","0.53071922651162140"
"XBP1","-0.74285193437153374"
"YY1","-0.93738579567874514"
"ZBED1","-1.17521305330319725"
"ZBTB11","-1.81339592373361147"
"ZBTB33","-2.33977653175563605"
"ZBTB7A","-4.23428355090383501"
"ZEB1","-1.55144331879502140"
"ZEB2","-0.13876854393370355"
"ZFX","-5.22033654893262700"
"ZKSCAN1","0.85660402769954569"
"ZNF143","1.67093338652101497"
"ZNF217","1.21857918441149593"
"ZNF24","-0.31356656991076809"
"ZNF263","-5.73554679541846824"
"ZNF274","-0.25608944782550097"
"ZNF384","-0.28604510494148333"
"ZNF592","-0.10256259232300427"
"ZNF639","3.26073244664840312"
"ZNF740","-0.86376997745338180"
