"TF","Best_Rank","Mean_Rank","Library_Count","Best_P_Value","Best_Adjusted_P_Value","Best_Combined_Score","Library","Top_Terms","Rank","Score","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"SUZ12","1","6.000000000000000","4","0.0000000000000000000001009279590642146","0.00000000000000000007529225746190407","140.3852071450222922521789","ChEA_2022(rank=1, adjP=7.53e-20); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=1, adjP=3.34e-11); ENCODE_TF_ChIP-seq_2015(rank=1, adjP=0.00195); Transcription_Factor_PPIs(rank=21, adjP=0.999)","SUZ12 20075857 ChIP-Seq MESCs Mouse; SUZ12 CHEA; SUZ12 NT2-D1 hg19; SUZ12","1","140.3852071450222922521789","enrichr","1","140.3852071450222922521789","0.0000000000000000000001009279590642146","0.00000000000000000007529225746190407","","0","",NA,NA,NA
"NFKB1","1","9.666666666666666","3","0.0000000000000004246041730423566388984","0.00000000000010558490436319937723384","82.6653715354877078880236","TRRUST_Transcription_Factors_2019(rank=1, adjP=0.00659); ChEA_2022(rank=3, adjP=1.06e-13); Transcription_Factor_PPIs(rank=25, adjP=0.999)","NFKB1 human; NFKB1 27076634 ChIP-Seq BEAS2B Human Lung Inflammation; NFKB1","2","82.6653715354877078880236","enrichr","2","82.6653715354877078880236","0.0000000000000004246041730423566388984","0.00000000000010558490436319937723384","","4","ReMap--ChIP-seq(rank=146); ARCHS4--Coexpression(rank=326); Enrichr--Queries(rank=814); GTEx--Coexpression(rank=1195)","644","0.20019999999999999","ARCHS4 Coexpression,0.2002"
"MAFK","1","82.000000000000000","2","0.0087472896059798792289807778388421866","0.99900647128972597244001008220948279","38.2180652530642674946648","Transcription_Factor_PPIs(rank=1, adjP=0.999); ENCODE_TF_ChIP-seq_2015(rank=163, adjP=1)","MAFK; MAFK ES-E14 mm9","3","38.2180652530642674946648","enrichr","3","38.2180652530642674946648","0.0087472896059798792289807778388421866","0.99900647128972597244001008220948279","","5","ENCODE--ChIP-seq(rank=37); ReMap--ChIP-seq(rank=206); GTEx--Coexpression(rank=321); Enrichr--Queries(rank=329); ARCHS4--Coexpression(rank=965)","642","0.19980000000000001","GTEx Coexpression,0.1998"
"MTF2","2","22.000000000000000","2","0.0000000000000000000006479639768075168","0.00000000000000000024169056334920377","146.1692179082369023035426","ChEA_2022(rank=2, adjP=2.42e-19); Transcription_Factor_PPIs(rank=42, adjP=0.999)","MTF2 20144788 ChIP-Seq MESCs Mouse; MTF2","4","146.1692179082369023035426","enrichr","4","146.1692179082369023035426","0.0000000000000000000006479639768075168","0.00000000000000000024169056334920377","","3","Literature--ChIP-seq(rank=1); GTEx--Coexpression(rank=1412); ARCHS4--Coexpression(rank=1628)","28","0.00609800000000000","Literature ChIP-seq,0.006098"
"EZH2","2","45.600000000000001","5","0.0000000000000418301631821590451599411","0.00000000000390066271673633201034951","98.2362049919535991193698","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=2, adjP=6.73e-06); ENCODE_TF_ChIP-seq_2015(rank=2, adjP=0.00863); ChEA_2022(rank=7, adjP=3.9e-12); Transcription_Factor_PPIs(rank=30, adjP=0.999); TRRUST_Transcription_Factors_2019(rank=187, adjP=0.349)","EZH2 CHEA; EZH2 B cell hg19; EZH2 18974828 ChIP-Seq MESCs Mouse; EZH2; EZH2 human","5","98.2362049919535991193698","enrichr","5","98.2362049919535991193698","0.0000000000000418301631821590451599411","0.00000000000390066271673633201034951","","0","",NA,NA,NA
"JUN","2","52.000000000000000","4","0.0000477572575064472672136568764944542","0.00659103448892127928571138539837193","43.7934278521044362264547","TRRUST_Transcription_Factors_2019(rank=2, adjP=0.00659); ENCODE_TF_ChIP-seq_2015(rank=16, adjP=0.334); Transcription_Factor_PPIs(rank=23, adjP=0.999); ChEA_2022(rank=167, adjP=0.00669)","JUN mouse; JUN HeLa-S3 hg19; JUN; JUN 21703547 ChIP-Seq K562 Human","6","43.7934278521044362264547","enrichr","6","43.7934278521044362264547","0.0000477572575064472672136568764944542","0.00659103448892127928571138539837193","","6","ENCODE--ChIP-seq(rank=9); Literature--ChIP-seq(rank=45); GTEx--Coexpression(rank=56); ReMap--ChIP-seq(rank=73); ARCHS4--Coexpression(rank=200); Enrichr--Queries(rank=219)","148","0.03485000000000000","GTEx Coexpression,0.03485"
"POU2F2","2","324.000000000000000","2","0.0344047544409055855441081916978873778","0.99900647128972597244001008220948279","26.2994029781566673875659","Transcription_Factor_PPIs(rank=2, adjP=0.999); ENCODE_TF_ChIP-seq_2015(rank=646, adjP=1)","POU2F2; POU2F2 GM12878 hg19","7","26.2994029781566673875659","enrichr","7","26.2994029781566673875659","0.0344047544409055855441081916978873778","0.99900647128972597244001008220948279","","5","ENCODE--ChIP-seq(rank=113); ReMap--ChIP-seq(rank=187); GTEx--Coexpression(rank=474); ARCHS4--Coexpression(rank=1006); Enrichr--Queries(rank=1039)","874","0.29499999999999998","GTEx Coexpression,0.295"
"SMC3","3","55.750000000000000","4","0.0000050891590958546620377593409922934","0.00006223791287717343767051103586851","23.7338147352697284020451","ENCODE_TF_ChIP-seq_2015(rank=3, adjP=0.0183); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=17, adjP=0.191); ChEA_2022(rank=61, adjP=6.22e-05); Transcription_Factor_PPIs(rank=142, adjP=0.999)","SMC3 SK-N-SH hg19; SMC3 ENCODE; SMC3 22415368 ChIP-Seq MEFs Mouse; SMC3","8","23.7338147352697284020451","enrichr","8","23.7338147352697284020451","0.0000050891590958546620377593409922934","0.00006223791287717343767051103586851","","0","",NA,NA,NA
"RELA","3","94.250000000000000","4","0.0000696236037562106968709305099274331","0.00094862700663470901369517251922048","28.3615763279784900419145","TRRUST_Transcription_Factors_2019(rank=3, adjP=0.00659); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=61, adjP=1); ChEA_2022(rank=99, adjP=0.000949); ENCODE_TF_ChIP-seq_2015(rank=214, adjP=1)","RELA human; RELA ENCODE; RELA 24523406 ChIP-Seq FIBROSARCOMA Human; RELA GM12878 hg19","9","28.3615763279784900419145","enrichr","9","28.3615763279784900419145","0.0000696236037562106968709305099274331","0.00094862700663470901369517251922048","","6","Literature--ChIP-seq(rank=21); ENCODE--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=87); Enrichr--Queries(rank=963); GTEx--Coexpression(rank=1064); ARCHS4--Coexpression(rank=1095)","460","0.12800000000000000","Literature ChIP-seq,0.128"
"AR","3","94.500000000000000","4","0.0000000017877407891112619245002469831","0.00000006668273143385006968046163590","47.1816579746306388187804","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=3, adjP=6.82e-06); ChEA_2022(rank=20, adjP=6.67e-08); Transcription_Factor_PPIs(rank=78, adjP=0.999); TRRUST_Transcription_Factors_2019(rank=277, adjP=0.647)","AR CHEA; AR 22383394 ChIP-Seq PROSTATE CANCER Human; AR; AR human","10","47.1816579746306388187804","enrichr","10","47.1816579746306388187804","0.0000000017877407891112619245002469831","0.00000006668273143385006968046163590","","5","Literature--ChIP-seq(rank=9); ReMap--ChIP-seq(rank=68); ARCHS4--Coexpression(rank=150); Enrichr--Queries(rank=242); GTEx--Coexpression(rank=962)","223","0.05488000000000000","Literature ChIP-seq,0.05488"
