"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ENRICHR","TRRUST","CollecTRI"
"1","E2F4","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","1.333333333333333","1","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=2); Enrichr--Queries(rank=61); ARCHS4--Coexpression(rank=178); GTEx--Coexpression(rank=540)","19","rank=1; score=8795; p=1.1927e-202; adjP=1.2404e-200","rank=2; score=9.8379; p=1.4524e-10","rank=1; score=14.003; p=1.4862e-44; direction=Repressed"
"2","E2F1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","1.666666666666667","1","6","Literature--ChIP-seq(rank=3); Enrichr--Queries(rank=6); ENCODE--ChIP-seq(rank=7); GTEx--Coexpression(rank=7); ReMap--ChIP-seq(rank=8); ARCHS4--Coexpression(rank=11)","12","rank=2; score=517.27; p=3.5594e-63; adjP=6.6651e-61","rank=1; score=17.569; p=2.6986e-18","rank=2; score=5.5779; p=2.4347e-08; direction=Repressed"
"3","MYC","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","8.000000000000000","4","6","Literature--ChIP-seq(rank=5); ENCODE--ChIP-seq(rank=14); ReMap--ChIP-seq(rank=31); Enrichr--Queries(rank=111); ARCHS4--Coexpression(rank=118); GTEx--Coexpression(rank=271)","111","rank=4; score=110.96; p=1.2177e-22; adjP=1.0134e-20","rank=12; score=2.931; p=0.0011721","rank=8; score=3.3817; p=0.00072036; direction=Repressed"
"4","E2F3","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","11.000000000000000","3","3","ARCHS4--Coexpression(rank=18); Enrichr--Queries(rank=29); GTEx--Coexpression(rank=839)","36","rank=23; score=183.68; p=1.7278e-05; adjP=0.00049241","rank=7; score=4.7625; p=1.7279e-05","rank=3; score=4.9645; p=6.8867e-07; direction=Repressed"
"5","FOXM1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","13.333333333333334","3","6","Enrichr--Queries(rank=1); GTEx--Coexpression(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=2); ARCHS4--Coexpression(rank=5)","2","rank=3; score=7497.4; p=3.8138e-109; adjP=2.8566e-106","rank=17; score=2.0892; p=0.0081425","rank=20; score=2.5136; p=0.01195; direction=Repressed"
"6","TFDP1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","18.000000000000000","4","4","GTEx--Coexpression(rank=4); ReMap--ChIP-seq(rank=6); ARCHS4--Coexpression(rank=16); Enrichr--Queries(rank=16)","9","rank=15; score=379.35; p=2.4013e-06; adjP=9.7766e-05","rank=4; score=5.6195; p=2.4015e-06","rank=35; score=2.1416; p=0.032228; direction=Repressed"
"7","YBX1","ENRICHR;TRRUST;CollecTRI","4","ChEA3;ENRICHR;TRRUST;CollecTRI","18.333333333333332","6","3","ARCHS4--Coexpression(rank=74); Enrichr--Queries(rank=193); GTEx--Coexpression(rank=529)","169","rank=20; score=97.756; p=8.7629e-06; adjP=0.00027749","rank=6; score=5.0573; p=8.7635e-06","rank=29; score=2.3116; p=0.020802; direction=Repressed"
"8","ARID3A","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","20.333333333333332","8","5","ENCODE--ChIP-seq(rank=73); ReMap--ChIP-seq(rank=129); GTEx--Coexpression(rank=502); Enrichr--Queries(rank=629); ARCHS4--Coexpression(rank=1186)","1001","rank=31; score=368.49; p=7.9071e-05; adjP=0.0018779","rank=8; score=4.102; p=7.9074e-05","rank=22; score=2.5024; p=0.012335; direction=Repressed"
"9","RB1","ENRICHR;TRRUST;CollecTRI","3","ENRICHR;TRRUST;CollecTRI","27.333333333333332","9","0","",NA,"rank=33; score=63.227; p=9.227e-05; adjP=0.0020228","rank=9; score=4.0349; p=9.2274e-05","rank=40; score=2.0172; p=0.043677; direction=Repressed"
"10","MSC","ENRICHR;TRRUST;CollecTRI","4","ChEA3;ENRICHR;TRRUST;CollecTRI","30.666666666666664","10","3","GTEx--Coexpression(rank=86); Enrichr--Queries(rank=1217); ARCHS4--Coexpression(rank=1459)","202","rank=63; score=31; p=0.014357; adjP=0.17521","rank=19; score=1.8429; p=0.014358","rank=10; score=3.0944; p=0.0019723; direction=Repressed"
