"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ChEA3","ENRICHR","CollecTRI"
"1","E2F4","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6.666666666666666","1","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=4); Enrichr--Queries(rank=73); GTEx--Coexpression(rank=830); ARCHS4--Coexpression(rank=1173)","18","rank=18; score=0.006098","rank=1; score=328.19; p=1.2895e-39; adjP=1.3411e-37","rank=1; score=9.161; p=5.1434e-20; direction=Repressed"
"2","FOXO3","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","50.000000000000000","2","4","ARCHS4--Coexpression(rank=43); Literature--ChIP-seq(rank=125); Enrichr--Queries(rank=447); GTEx--Coexpression(rank=876)","100","rank=100; score=0.02641","rank=48; score=43.988; p=0.0007953; adjP=0.025184","rank=2; score=5.8045; p=6.4571e-09; direction=Activated"
"3","STAT1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","51.666666666666664","14","6","GTEx--Coexpression(rank=21); ENCODE--ChIP-seq(rank=69); Literature--ChIP-seq(rank=130); ReMap--ChIP-seq(rank=163); ARCHS4--Coexpression(rank=174); Enrichr--Queries(rank=437)","47","rank=47; score=0.01307","rank=94; score=21.729; p=1.3091e-07; adjP=3.223e-06","rank=14; score=3.5298; p=0.00041581; direction=Activated"
"4","E2F3","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","65.000000000000000","17","3","Enrichr--Queries(rank=29); ARCHS4--Coexpression(rank=47); GTEx--Coexpression(rank=864)","76","rank=76; score=0.02066","rank=17; score=108.91; p=6.538e-05; adjP=0.003882","rank=102; score=2.0854; p=0.037032; direction=Repressed"
"5","SMAD3","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","69.666666666666671","22","5","Literature--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=30); Enrichr--Queries(rank=440); GTEx--Coexpression(rank=628); ARCHS4--Coexpression(rank=897)","116","rank=116; score=0.03049","rank=22; score=51.244; p=3.7318e-13; adjP=3.5172e-11","rank=71; score=2.3683; p=0.017868; direction=Activated"
"6","FOS","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","86.000000000000000","33","5","ENCODE--ChIP-seq(rank=6); ReMap--ChIP-seq(rank=7); Enrichr--Queries(rank=451); GTEx--Coexpression(rank=609); ARCHS4--Coexpression(rank=829)","87","rank=87; score=0.02357","rank=33; score=12.002; p=0.00011757; adjP=0.0076263","rank=138; score=1.8617; p=0.062646; direction=Activated"
"7","NFYA","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","88.333333333333343","9","5","ENCODE--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=17); GTEx--Coexpression(rank=548); Enrichr--Queries(rank=634); ARCHS4--Coexpression(rank=1495)","232","rank=232; score=0.05724","rank=24; score=18.441; p=1.8459e-06; adjP=2.3997e-05","rank=9; score=3.9958; p=6.4464e-05; direction=Repressed"
"8","E2F1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","89.333333333333343","4","6","ENCODE--ChIP-seq(rank=3); Enrichr--Queries(rank=3); GTEx--Coexpression(rank=3); Literature--ChIP-seq(rank=4); ARCHS4--Coexpression(rank=24); ReMap--ChIP-seq(rank=40)","6","rank=6; score=0.001867","rank=4; score=50.114; p=4.0413e-14; adjP=6.0942e-12","rank=258; score=1.4065; p=0.15957; direction=Repressed"
"9","IRF3","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","95.666666666666671","23","5","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=39); GTEx--Coexpression(rank=835); ARCHS4--Coexpression(rank=977); Enrichr--Queries(rank=1022)","131","rank=131; score=0.0339","rank=23; score=18.401; p=2.2523e-06; adjP=0.00022974","rank=133; score=1.8718; p=0.06123; direction=Activated"
"10","FOXM1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","105.666666666666657","6","6","ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=3); Enrichr--Queries(rank=5); GTEx--Coexpression(rank=5); ARCHS4--Coexpression(rank=10)","11","rank=11; score=0.003111","rank=6; score=157.88; p=1.7469e-17; adjP=6.5859e-15","rank=300; score=1.2402; p=0.21491; direction=Repressed"
