"Dataset","Data_Type","Analysis_Name","Analysis_Column","Contrast","Samples_Used","Experiment_Group","Control_Group","Up","Down","Total_Significant_Genes","P_Value_Column","P_Value_Cutoff","LogFC_Cutoff","Genes_Filtered_By_EdgeR","Gene_Biotype_Filter","Target_Gene","Target_Gene_LogFC","Target_Gene_P_Value","Target_Gene_adj_P_Val","Target_Gene_Significant","Target_Gene_Status"
"GSE282081","ngs","2D_J2_hepatocyte_vs_2D_none","analysis_2D_J2_hepatocyte_vs_2D_none","2D_J2_hepatocyte_vs_2D_none_vs_2D_none","6","2D_J2_hepatocyte_vs_2D_none","2D_none","997","965","1962","P.Value","0.05","0.5","6141","coding","ATF3","-1.23770679077517","0.0000000001166062008074084","0.000000008784372040909402",TRUE,"OK"
