"statistic","source","condition","score","p_value","TF","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ora","NFKB1","HMVL_HUB098","4.6199855891037549","0.00002398912519169384","NFKB1","1","trrust","1","4.6199855891037549","0.00002398912519169384",NA,"","4","ReMap--ChIP-seq(rank=146); ARCHS4--Coexpression(rank=326); Enrichr--Queries(rank=814); GTEx--Coexpression(rank=1195)","644","0.20019999999999999","ARCHS4 Coexpression,0.2002"
"ora","RELA","HMVL_HUB098","4.1572206649719661","0.00006962726481732633","RELA","2","trrust","2","4.1572206649719661","0.00006962726481732633",NA,"","6","Literature--ChIP-seq(rank=21); ENCODE--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=87); Enrichr--Queries(rank=963); GTEx--Coexpression(rank=1064); ARCHS4--Coexpression(rank=1095)","460","0.12800000000000000","Literature ChIP-seq,0.128"
"ora","ZNF300","HMVL_HUB098","3.9410413239320254","0.00011454039489327052","ZNF300","3","trrust","3","3.9410413239320254","0.00011454039489327052",NA,"","3","ARCHS4--Coexpression(rank=87); Enrichr--Queries(rank=363); GTEx--Coexpression(rank=1112)","218","0.05344000000000000","ARCHS4 Coexpression,0.05344"
"ora","EGR1","HMVL_HUB098","3.7408312900765481","0.00018162210712508161","EGR1","4","trrust","4","3.7408312900765481","0.00018162210712508161",NA,"","6","GTEx--Coexpression(rank=2); ReMap--ChIP-seq(rank=29); ENCODE--ChIP-seq(rank=34); Literature--ChIP-seq(rank=58); Enrichr--Queries(rank=96); ARCHS4--Coexpression(rank=475)","5","0.00124500000000000","GTEx Coexpression,0.001245"
"ora","NFYB","HMVL_HUB098","3.6487736751745654","0.00022450515875854253","NFYB","5","trrust","5","3.6487736751745654","0.00022450515875854253",NA,"","5","ENCODE--ChIP-seq(rank=60); ReMap--ChIP-seq(rank=97); GTEx--Coexpression(rank=433); Enrichr--Queries(rank=1248); ARCHS4--Coexpression(rank=1437)","819","0.26939999999999997","GTEx Coexpression,0.2694"
"ora","HDAC2","HMVL_HUB098","3.4885527452663410","0.00032467380798857160","HDAC2","6","trrust","6","3.4885527452663410","0.00032467380798857160",NA,"","0","",NA,NA,NA
"ora","ZFP36","HMVL_HUB098","3.2151534207508901","0.00060932160762345493","ZFP36","7","trrust","7","3.2151534207508901","0.00060932160762345493",NA,"","0","",NA,NA,NA
"ora","NFYA","HMVL_HUB098","3.0111243633939337","0.00097471048229114468","NFYA","8","trrust","8","3.0111243633939337","0.00097471048229114468",NA,"","5","ENCODE--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=109); GTEx--Coexpression(rank=785); Enrichr--Queries(rank=1017); ARCHS4--Coexpression(rank=1597)","1032","0.36699999999999999","ReMap ChIP-seq,0.367"
"ora","ATF4","HMVL_HUB098","2.9493625879612204","0.00112366644477002566","ATF4","9","trrust","9","2.9493625879612204","0.00112366644477002566",NA,"","4","GTEx--Coexpression(rank=100); ReMap--ChIP-seq(rank=257); Enrichr--Queries(rank=1350); ARCHS4--Coexpression(rank=1557)","247","0.06223000000000000","GTEx Coexpression,0.06223"
"ora","GATA3","HMVL_HUB098","2.7844594300323089","0.00164263310039746021","GATA3","10","trrust","10","2.7844594300323089","0.00164263310039746021",NA,"","6","ENCODE--ChIP-seq(rank=8); Literature--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=78); Enrichr--Queries(rank=250); GTEx--Coexpression(rank=339); ARCHS4--Coexpression(rank=410)","268","0.06780000000000000","ENCODE ChIP-seq,0.0678"
"ora","EP300","HMVL_HUB098","2.7690321305336414","0.00170203258177044456","EP300","11","trrust","11","2.7690321305336414","0.00170203258177044456",NA,"","0","",NA,NA,NA
"ora","BRCA1","HMVL_HUB098","2.7290317209758759","0.00186624337498090555","BRCA1","12","trrust","12","2.7290317209758759","0.00186624337498090555",NA,"","0","",NA,NA,NA
"ora","FOXO1","HMVL_HUB098","2.7013978600375399","0.00198885050510229583","FOXO1","13","trrust","13","2.7013978600375399","0.00198885050510229583",NA,"","5","Literature--ChIP-seq(rank=56); ARCHS4--Coexpression(rank=85); ReMap--ChIP-seq(rank=119); Enrichr--Queries(rank=258); GTEx--Coexpression(rank=902)","213","0.05221000000000000","ARCHS4 Coexpression,0.05221"
