"TF","Score","Activity_Score_Mean","Method_P_Value","Condition_Scores","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"E2F4","7.532630503404320166","-7.532630503404320166","0.00000000000004972818341343836","ALL=-7.533","Repressed","1","collectri","1","7.532630503404320166",NA,"6","ENCODE--ChIP-seq(rank=54); Literature--ChIP-seq(rank=139); ReMap--ChIP-seq(rank=261); ARCHS4--Coexpression(rank=713); Enrichr--Queries(rank=1066); GTEx--Coexpression(rank=1463)","1240","0.438000000000000000","ARCHS4 Coexpression,0.438"
"FOXO3","5.797363653422487495","5.797363653422487495","0.00000000673655100477309866733","ALL=5.797","Activated","2","collectri","2","5.797363653422487495",NA,"4","Literature--ChIP-seq(rank=134); Enrichr--Queries(rank=409); GTEx--Coexpression(rank=566); ARCHS4--Coexpression(rank=615)","961","0.291300000000000003","Enrichr Queries,0.2913"
"NR3C1","5.248679587939559354","5.248679587939559354","0.00000015319325425373248692894","ALL=5.249","Activated","3","collectri","3","5.248679587939559354",NA,"6","ENCODE--ChIP-seq(rank=8); ARCHS4--Coexpression(rank=25); ReMap--ChIP-seq(rank=69); Literature--ChIP-seq(rank=110); Enrichr--Queries(rank=357); GTEx--Coexpression(rank=1133)","58","0.015360000000000000","ARCHS4 Coexpression,0.01536"
"STAT1","4.761271030681789362","4.761271030681789362","0.00000192377479951748447408420","ALL=4.761","Activated","4","collectri","4","4.761271030681789362",NA,"6","ReMap--ChIP-seq(rank=44); ARCHS4--Coexpression(rank=80); ENCODE--ChIP-seq(rank=87); Literature--ChIP-seq(rank=130); Enrichr--Queries(rank=180); GTEx--Coexpression(rank=881)","199","0.049140000000000003","ARCHS4 Coexpression,0.04914"
"ATF3","4.564647125675338479","4.564647125675338479","0.00000500335212032765202404749","ALL=4.565","Activated","5","collectri","5","4.564647125675338479",NA,"6","ARCHS4--Coexpression(rank=1); GTEx--Coexpression(rank=1); Literature--ChIP-seq(rank=5); Enrichr--Queries(rank=13); ENCODE--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=45)","1","0.000614300000000000","ARCHS4 Coexpression,6.143E-4"
"PAX6","4.094381308255291785","4.094381308255291785","0.00004232971881052226108006070","ALL=4.094","Activated","6","collectri","6","4.094381308255291785",NA,"5","ARCHS4--Coexpression(rank=60); ReMap--ChIP-seq(rank=77); Literature--ChIP-seq(rank=137); Enrichr--Queries(rank=978); GTEx--Coexpression(rank=1060)","151","0.036859999999999997","ARCHS4 Coexpression,0.03686"
"ATF4","4.075000000659964705","4.075000000659964705","0.00004601434692653871572900690","ALL=4.075","Activated","7","collectri","7","4.075000000659964705",NA,"4","ReMap--ChIP-seq(rank=150); GTEx--Coexpression(rank=347); Enrichr--Queries(rank=685); ARCHS4--Coexpression(rank=762)","767","0.215900000000000009","GTEx Coexpression,0.2159"
"MYC","4.026505451957629766","-4.026505451957629766","0.00005661192742318363682607618","ALL=-4.027","Repressed","8","collectri","8","4.026505451957629766",NA,"6","GTEx--Coexpression(rank=34); ENCODE--ChIP-seq(rank=44); Literature--ChIP-seq(rank=67); Enrichr--Queries(rank=125); ReMap--ChIP-seq(rank=284); ARCHS4--Coexpression(rank=1116)","86","0.021160000000000002","GTEx Coexpression,0.02116"
"NPAS2","3.922376138300425197","3.922376138300425197","0.00008767997024726592440214967","ALL=3.922","Activated","9","collectri","9","3.922376138300425197",NA,"3","Enrichr--Queries(rank=119); GTEx--Coexpression(rank=588); ARCHS4--Coexpression(rank=693)","346","0.084760000000000002","Enrichr Queries,0.08476"
"ETV4","3.842632162503244686","3.842632162503244686","0.00012172182963820734518181621","ALL=3.843","Activated","10","collectri","10","3.842632162503244686",NA,"4","ReMap--ChIP-seq(rank=213); Enrichr--Queries(rank=523); ARCHS4--Coexpression(rank=710); GTEx--Coexpression(rank=1355)","1119","0.372499999999999998","Enrichr Queries,0.3725"
"BMAL1","3.772573126716965319","3.772573126716965319","0.00016157258924943577538604900","ALL=3.773","Activated","11","collectri","11","3.772573126716965319",NA,"0","",NA,NA,NA
"HCFC1","3.761925140266182854","-3.761925140266182854","0.00016861051886840651968003935","ALL=-3.762","Repressed","12","collectri","12","3.761925140266182854",NA,"0","",NA,NA,NA
"IRF3","3.757092745242390563","3.757092745242390563","0.00017189880063573899447032511","ALL=3.757","Activated","13","collectri","13","3.757092745242390563",NA,"5","ENCODE--ChIP-seq(rank=80); ReMap--ChIP-seq(rank=235); ARCHS4--Coexpression(rank=456); Enrichr--Queries(rank=1055); GTEx--Coexpression(rank=1533)","937","0.280100000000000016","ARCHS4 Coexpression,0.2801"
"SRSF2","3.726362913310945935","-3.726362913310945935","0.00019426264827732098953300133","ALL=-3.726","Repressed","14","collectri","14","3.726362913310945935",NA,"0","",NA,NA,NA
"TFE3","3.686439448501959149","3.686439448501959149","0.00022741351998176181719267530","ALL=3.686","Activated","15","collectri","15","3.686439448501959149",NA,"3","GTEx--Coexpression(rank=176); Enrichr--Queries(rank=749); ARCHS4--Coexpression(rank=814)","433","0.109500000000000000","GTEx Coexpression,0.1095"
"PML","3.632315113756060310","3.632315113756060310","0.00028088981883577922478434363","ALL=3.632","Activated","16","collectri","16","3.632315113756060310",NA,"0","",NA,NA,NA
"SMAD3","3.620094074380326710","3.620094074380326710","0.00029449592476523295562704230","ALL=3.62","Activated","17","collectri","17","3.620094074380326710",NA,"5","Literature--ChIP-seq(rank=6); ReMap--ChIP-seq(rank=14); ARCHS4--Coexpression(rank=347); GTEx--Coexpression(rank=429); Enrichr--Queries(rank=507)","150","0.036589999999999998","Literature ChIP-seq,0.03659"
"STAT6","3.553538948759016769","3.553538948759016769","0.00038008491045125799298945446","ALL=3.554","Activated","18","collectri","18","3.553538948759016769",NA,"4","Literature--ChIP-seq(rank=118); Enrichr--Queries(rank=217); ARCHS4--Coexpression(rank=530); GTEx--Coexpression(rank=749)","580","0.154599999999999987","Enrichr Queries,0.1546"
"SREBF2","3.320750428845748559","-3.320750428845748559","0.00089775776918637909072146153","ALL=-3.321","Repressed","19","collectri","19","3.320750428845748559",NA,"6","ENCODE--ChIP-seq(rank=90); Literature--ChIP-seq(rank=140); ReMap--ChIP-seq(rank=271); GTEx--Coexpression(rank=729); Enrichr--Queries(rank=1074); ARCHS4--Coexpression(rank=1457)","1267","0.453600000000000003","GTEx Coexpression,0.4536"
"EGR1","3.319669293351277695","3.319669293351277695","0.00090124141546423419592976023","ALL=3.32","Activated","20","collectri","20","3.319669293351277695",NA,"6","ARCHS4--Coexpression(rank=4); Enrichr--Queries(rank=7); GTEx--Coexpression(rank=59); ENCODE--ChIP-seq(rank=66); Literature--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=237)","8","0.002457000000000000","ARCHS4 Coexpression,0.002457"
"SMAD4","3.292312017812249803","3.292312017812249803","0.00099367301836039917742326999","ALL=3.292","Activated","21","collectri","21","3.292312017812249803",NA,"5","Literature--ChIP-seq(rank=47); ReMap--ChIP-seq(rank=74); ARCHS4--Coexpression(rank=724); GTEx--Coexpression(rank=999); Enrichr--Queries(rank=1330)","862","0.249200000000000005","ReMap ChIP-seq,0.2492"
"IRF9","3.260179527436805280","3.260179527436805280","0.00111341713695632844871585831","ALL=3.26","Activated","22","collectri","22","3.260179527436805280",NA,"4","ReMap--ChIP-seq(rank=32); Enrichr--Queries(rank=115); ARCHS4--Coexpression(rank=181); GTEx--Coexpression(rank=368)","335","0.081909999999999997","Enrichr Queries,0.08191"
"HSF1","3.248018412118804932","3.248018412118804932","0.00116211750344426484674031919","ALL=3.248","Activated","23","collectri","23","3.248018412118804932",NA,"5","ENCODE--ChIP-seq(rank=31); Literature--ChIP-seq(rank=40); ReMap--ChIP-seq(rank=161); GTEx--Coexpression(rank=777); ARCHS4--Coexpression(rank=1431)","847","0.243900000000000006","Literature ChIP-seq,0.2439"
"BMAL2","3.224638497898629996","3.224638497898629996","0.00126131829939023242838358474","ALL=3.225","Activated","24","collectri","24","3.224638497898629996",NA,"0","",NA,NA,NA
"SMAD2","3.206423368798981155","3.206423368798981155","0.00134396095541943470276502470","ALL=3.206","Activated","25","collectri","25","3.206423368798981155",NA,"0","",NA,NA,NA
"CIITA","3.151853966549929442","3.151853966549929442","0.00162237390336038007736252364","ALL=3.152","Activated","26","collectri","26","3.151853966549929442",NA,"0","",NA,NA,NA
"STAT2","3.138306651269660019","3.138306651269660019","0.00169927000932549427357487470","ALL=3.138","Activated","27","collectri","27","3.138306651269660019",NA,"5","ENCODE--ChIP-seq(rank=118); ReMap--ChIP-seq(rank=118); ARCHS4--Coexpression(rank=239); Enrichr--Queries(rank=243); GTEx--Coexpression(rank=1377)","558","0.146800000000000014","ARCHS4 Coexpression,0.1468"
"SMAD7","3.114029485549866472","3.114029485549866472","0.00184551045891994790898449352","ALL=3.114","Activated","28","collectri","28","3.114029485549866472",NA,"0","",NA,NA,NA
"REST","3.112602100017783258","3.112602100017783258","0.00185445856163921432048502513","ALL=3.113","Activated","29","collectri","29","3.112602100017783258",NA,"6","ENCODE--ChIP-seq(rank=56); Literature--ChIP-seq(rank=100); ReMap--ChIP-seq(rank=221); GTEx--Coexpression(rank=941); Enrichr--Queries(rank=1014); ARCHS4--Coexpression(rank=1624)","1305","0.474600000000000022","ENCODE ChIP-seq,0.4746"
"KLF6","3.103962121221252257","3.103962121221252257","0.00190947775835527259503943132","ALL=3.104","Activated","30","collectri","30","3.103962121221252257",NA,"4","Enrichr--Queries(rank=57); ARCHS4--Coexpression(rank=77); ReMap--ChIP-seq(rank=90); GTEx--Coexpression(rank=159)","168","0.040599999999999997","Enrichr Queries,0.0406"
"PPARG","3.097818350665622056","3.097818350665622056","0.00194950883222649992351782622","ALL=3.098","Activated","31","collectri","31","3.097818350665622056",NA,"5","ReMap--ChIP-seq(rank=4); Literature--ChIP-seq(rank=18); GTEx--Coexpression(rank=22); Enrichr--Queries(rank=303); ARCHS4--Coexpression(rank=308)","50","0.013469999999999999","ReMap ChIP-seq,0.01347"
"BRCA1","3.055844351361511002","3.055844351361511002","0.00224427727797868068956854692","ALL=3.056","Activated","32","collectri","32","3.055844351361511002",NA,"0","",NA,NA,NA
