"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER"
"1","E2F4","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6.666666666666666","1","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=4); Enrichr--Queries(rank=73); GTEx--Coexpression(rank=830); ARCHS4--Coexpression(rank=1173)","18","rank=1; score=26.145; p=7.159e-27","rank=18; score=0.006098","rank=1; score=9.9455; direction=Repressed"
"2","E2F2","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","6.666666666666667","3","3","Enrichr--Queries(rank=4); ARCHS4--Coexpression(rank=9); GTEx--Coexpression(rank=1411)","9","rank=3; score=8.8702; p=1.3485e-09","rank=9; score=0.002849","rank=8; score=5.771; direction=Repressed"
"3","TP53","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","12.000000000000000","2","5","Literature--ChIP-seq(rank=8); ARCHS4--Coexpression(rank=14); ReMap--ChIP-seq(rank=57); GTEx--Coexpression(rank=70); Enrichr--Queries(rank=575)","29","rank=2; score=9.4016; p=3.966e-10","rank=29; score=0.0086","rank=5; score=6.1647; direction=Activated"
"4","E2F1","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","14.000000000000000","5","6","ENCODE--ChIP-seq(rank=3); Enrichr--Queries(rank=3); GTEx--Coexpression(rank=3); Literature--ChIP-seq(rank=4); ARCHS4--Coexpression(rank=24); ReMap--ChIP-seq(rank=40)","6","rank=5; score=6.9967; p=1.0076e-07","rank=6; score=0.001867","rank=31; score=3.6979; direction=Repressed"
"5","TFDP1","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","24.333333333333332","8","4","GTEx--Coexpression(rank=4); Enrichr--Queries(rank=16); ARCHS4--Coexpression(rank=21); ReMap--ChIP-seq(rank=23)","8","rank=31; score=2.4863; p=0.0032639","rank=8; score=0.002489","rank=34; score=3.543; direction=Repressed"
"6","FOXM1","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","33.333333333333336","11","6","ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=3); Enrichr--Queries(rank=5); GTEx--Coexpression(rank=5); ARCHS4--Coexpression(rank=10)","11","rank=15; score=3.7449; p=0.00017991","rank=11; score=0.003111","rank=74; score=2.7707; direction=Repressed"
"7","STAT1","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","38.666666666666664","11","6","GTEx--Coexpression(rank=21); ENCODE--ChIP-seq(rank=69); Literature--ChIP-seq(rank=130); ReMap--ChIP-seq(rank=163); ARCHS4--Coexpression(rank=174); Enrichr--Queries(rank=437)","47","rank=58; score=1.6539; p=0.022187","rank=47; score=0.01307","rank=11; score=5.2037; direction=Activated"
"8","E2F3","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","46.000000000000000","4","3","Enrichr--Queries(rank=29); ARCHS4--Coexpression(rank=47); GTEx--Coexpression(rank=864)","76","rank=4; score=7.9443; p=1.137e-08","rank=76; score=0.02066","rank=58; score=2.9295; direction=Repressed"
"9","GRHL2","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","50.666666666666664","20","5","ReMap--ChIP-seq(rank=5); Literature--ChIP-seq(rank=140); ARCHS4--Coexpression(rank=268); GTEx--Coexpression(rank=539); Enrichr--Queries(rank=730)","61","rank=71; score=1.498; p=0.03177","rank=61; score=0.01684","rank=20; score=4.1102; direction=Activated"
"10","TEAD4","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","53.666666666666664","23","6","ENCODE--ChIP-seq(rank=9); Enrichr--Queries(rank=40); ReMap--ChIP-seq(rank=64); Literature--ChIP-seq(rank=86); ARCHS4--Coexpression(rank=87); GTEx--Coexpression(rank=858)","109","rank=29; score=2.5467; p=0.0028396","rank=109; score=0.02849","rank=23; score=3.9924; direction=Activated"
