"GeneID","Symbol","Ensembl","Entrez","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000163395","IGFN1","ENSG00000163395","91156","1.3660848752086636","-1.26922185228837781","3.951221266365148","0.0002531214767836480","0.1568629951839236","-2.9087776782359427"
"ENSG00000105499","PLA2G4C","ENSG00000105499","8605","1.4136569464659283","-0.94883288840516988","3.731118741002231","0.0005023204076179839","0.2334713494550158","-2.9286987987518374"
"ENSG00000162772","ATF3","ENSG00000162772","467","1.2268593185098133","3.65107520268085217","3.635170168024836","0.0006735392492173373","0.2578070526268949","-0.5759058097639089"
"ENSG00000186517","ARHGAP30","ENSG00000186517","257106","0.7832467996449154","0.19999109095464374","3.163716704995629","0.0026959384695625422","0.5968302579753449","-2.9181861893625589"
"ENSG00000158406","H4C8","ENSG00000158406","8365","0.9651084974079596","-0.14109403710658150","3.162433194803874","0.0027057772568422739","0.5968302579753449","-3.0650482967257240"
"ENSG00000148926","ADM","ENSG00000148926","133","0.7695048208754800","3.89815208796736279","3.123200376614168","0.0030233542587303234","0.6369992316921803","-1.7193402979474257"
"ENSG00000172602","RND1","ENSG00000172602","27289","0.7802944144852368","0.87122705142851531","3.041317198776866","0.0038023935807399941","0.7035135818390766","-2.7762169089978235"
"ENSG00000184205","TSPYL2","ENSG00000184205","64061","0.7980214488121007","4.69095580832634695","2.998540966657345","0.0042806541728940264","0.7546457549003184","-1.9948572508154978"
"ENSG00000126368","NR1D1","ENSG00000126368","9572","0.8017680275690218","5.24264131370404218","2.956979130192769","0.0047987248686027209","0.8110468238960495","-2.1028010595881903"
"ENSG00000175197","DDIT3","ENSG00000175197","1649","0.8339209262520413","4.71782671997338543","2.936119644952663","0.0050802591834514677","0.8266802077798602","-2.1371810451157569"
"ENSG00000156804","FBXO32","ENSG00000156804","114907","0.8339818052232819","4.24646332044389840","2.934064424050982","0.0051088157206254908","0.8266802077798602","-2.1341716907263071"
"ENSG00000131480","AOC2","ENSG00000131480","314","1.0355662795286535","0.83652272655369453","2.916159709952546","0.0053639987844748792","0.8310366688232865","-2.9552938337426973"
"ENSG00000173110","HSPA6","ENSG00000173110","3310","1.0357230060884843","-0.23371391298622513","2.888534659684412","0.0057810946663044843","0.8478688251311268","-3.3592530366125000"
"ENSG00000223573","TINCR","ENSG00000223573","257000","1.6362554583578794","-0.35579278966599204","2.887429260636759","0.0057983959917527507","0.8478688251311268","-3.4176366098075022"
"ENSG00000118523","CCN2","ENSG00000118523","1490","1.1691347276105826","1.56260975062346219","2.819599133875888","0.0069569324205697395","0.8714895426578360","-2.8261096036334452"
"ENSG00000172361","CFAP53","ENSG00000172361","220136","0.7088039251638414","0.33667278973903758","2.819545268165297","0.0069579322170262529","0.8714895426578360","-3.2312980063990984"
"ENSG00000240891","PLCXD2","ENSG00000240891","257068","0.6442535113757797","0.37963184793946264","2.817957539772734","0.0069874617314874916","0.8714895426578360","-3.2171227553594193"
"ENSG00000118503","TNFAIP3","ENSG00000118503","7128","0.6948829749177765","2.74805355204586022","2.816954143223573","0.0070061832987611886","0.8714895426578360","-2.4852543629232264"
"ENSG00000196611","MMP1","ENSG00000196611","4312","2.6128447212110988","-0.83515854145500656","2.812050453047942","0.0070983472815222539","0.8714895426578360","-3.6517293483299440"
