"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ChEA3","ENRICHR","TRRUST"
"1","EGR1","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","7.666666666666667","4","6","GTEx--Coexpression(rank=2); ReMap--ChIP-seq(rank=29); ENCODE--ChIP-seq(rank=34); Literature--ChIP-seq(rank=58); Enrichr--Queries(rank=96); ARCHS4--Coexpression(rank=475)","5","rank=5; score=0.001245","rank=14; score=42.634; p=0.00018161; adjP=0.0028898","rank=4; score=3.7408; p=0.00018162"
"2","SOX2","ChEA3;ENRICHR;TRRUST","5","DoRothEA;ChEA3;ENRICHR;TRRUST;CollecTRI","52.000000000000000","17","5","Literature--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=95); Enrichr--Queries(rank=358); ARCHS4--Coexpression(rank=428); GTEx--Coexpression(rank=432)","84","rank=84; score=0.01829","rank=17; score=79.327; p=5.7318e-14; adjP=4.751e-12","rank=55; score=1.0499; p=0.089154"
"3","HIF1A","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","55.666666666666664","15","5","ARCHS4--Coexpression(rank=28); ReMap--ChIP-seq(rank=46); Literature--ChIP-seq(rank=66); GTEx--Coexpression(rank=226); Enrichr--Queries(rank=739)","80","rank=80; score=0.0172","rank=72; score=23.286; p=0.0028968; adjP=0.037107","rank=15; score=2.5381; p=0.0028968"
"4","FOSL2","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","61.333333333333329","15","5","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=35); Enrichr--Queries(rank=138); GTEx--Coexpression(rank=395); ARCHS4--Coexpression(rank=866)","41","rank=41; score=0.008475","rank=15; score=20.04; p=0.00021942; adjP=0.037324","rank=128; score=0.533; p=0.29309"
"5","HES1","ChEA3;ENRICHR;TRRUST","4","ChEA3;ENRICHR;TRRUST;CollecTRI","67.000000000000000","21","4","GTEx--Coexpression(rank=7); Enrichr--Queries(rank=90); ReMap--ChIP-seq(rank=250); ARCHS4--Coexpression(rank=1455)","21","rank=21; score=0.004356","rank=87; score=105.48; p=0.0073528; adjP=0.068632","rank=93; score=0.77248; p=0.16886"
"6","KLF4","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","70.666666666666671","44","5","Enrichr--Queries(rank=15); Literature--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=103); ARCHS4--Coexpression(rank=233); GTEx--Coexpression(rank=249)","52","rank=52; score=0.01068","rank=44; score=17.194; p=6.2091e-05; adjP=0.00053241","rank=116; score=0.6341; p=0.23222"
"7","ZEB1","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","73.666666666666671","28","5","ENCODE--ChIP-seq(rank=6); GTEx--Coexpression(rank=24); ARCHS4--Coexpression(rank=70); Enrichr--Queries(rank=71); ReMap--ChIP-seq(rank=188)","69","rank=69; score=0.01493","rank=28; score=19.638; p=0.0013361; adjP=0.13611","rank=124; score=0.58567; p=0.25962"
"8","SNAI1","ChEA3;ENRICHR;TRRUST","4","ChEA3;ENRICHR;TRRUST;CollecTRI","93.000000000000000","32","3","Enrichr--Queries(rank=33); GTEx--Coexpression(rank=64); ARCHS4--Coexpression(rank=68)","103","rank=103; score=0.0235","rank=144; score=41.588; p=0.020764; adjP=0.12095","rank=32; score=1.6827; p=0.020764"
"9","FOXO1","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","94.666666666666671","13","5","Literature--ChIP-seq(rank=56); ARCHS4--Coexpression(rank=85); ReMap--ChIP-seq(rank=119); Enrichr--Queries(rank=258); GTEx--Coexpression(rank=902)","213","rank=213; score=0.05221","rank=58; score=53.615; p=0.0019888; adjP=0.033225","rank=13; score=2.7014; p=0.0019889"
"10","AHR","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","94.666666666666671","16","5","Enrichr--Queries(rank=5); ARCHS4--Coexpression(rank=32); Literature--ChIP-seq(rank=51); GTEx--Coexpression(rank=129); ReMap--ChIP-seq(rank=228)","16","rank=16; score=0.003561","rank=215; score=10.656; p=0.0037031; adjP=0.013952","rank=53; score=1.0499; p=0.089154"
