"statistic","source","condition","score","p_value","TF","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ora","E2F4","RKO","26.14514526217921642","0.000000000000000000000000007159039156740255","E2F4","1","dorothea","1","26.14514526217921642","0.000000000000000000000000007159039156740255",NA,"","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=4); Enrichr--Queries(rank=73); GTEx--Coexpression(rank=830); ARCHS4--Coexpression(rank=1173)","18","0.00609800000000000","Literature ChIP-seq,0.006098"
"ora","TP53","RKO","9.40164804893385408","0.000000000396599307057599584374619336980491","TP53","2","dorothea","2","9.40164804893385408","0.000000000396599307057599584374619336980491",NA,"","5","Literature--ChIP-seq(rank=8); ARCHS4--Coexpression(rank=14); ReMap--ChIP-seq(rank=57); GTEx--Coexpression(rank=70); Enrichr--Queries(rank=575)","29","0.00860000000000000","ARCHS4 Coexpression,0.0086"
"ora","E2F2","RKO","8.87015359399299008","0.000000001348485888362442593620268544666197","E2F2","3","dorothea","3","8.87015359399299008","0.000000001348485888362442593620268544666197",NA,"","3","Enrichr--Queries(rank=4); ARCHS4--Coexpression(rank=9); GTEx--Coexpression(rank=1411)","9","0.00284900000000000","Enrichr Queries,0.002849"
"ora","E2F3","RKO","7.94425807927180561","0.000000011369514522225384510871075199531233","E2F3","4","dorothea","4","7.94425807927180561","0.000000011369514522225384510871075199531233",NA,"","3","Enrichr--Queries(rank=29); ARCHS4--Coexpression(rank=47); GTEx--Coexpression(rank=864)","76","0.02066000000000000","Enrichr Queries,0.02066"
"ora","E2F1","RKO","6.99669104184724233","0.000000100764825735599744287301622429342540","E2F1","5","dorothea","5","6.99669104184724233","0.000000100764825735599744287301622429342540",NA,"","6","ENCODE--ChIP-seq(rank=3); Enrichr--Queries(rank=3); GTEx--Coexpression(rank=3); Literature--ChIP-seq(rank=4); ARCHS4--Coexpression(rank=24); ReMap--ChIP-seq(rank=40)","6","0.00186700000000000","GTEx Coexpression,0.001867"
"ora","MYCN","RKO","6.55373632011165785","0.000000279423983613523267434251189447746988","MYCN","6","dorothea","6","6.55373632011165785","0.000000279423983613523267434251189447746988",NA,"","5","Literature--ChIP-seq(rank=29); ReMap--ChIP-seq(rank=49); ARCHS4--Coexpression(rank=81); Enrichr--Queries(rank=431); GTEx--Coexpression(rank=929)","200","0.04975000000000000","ARCHS4 Coexpression,0.04975"
"ora","MYC","RKO","6.24590563789203213","0.000000567667933072338962750358424408370084","MYC","7","dorothea","7","6.24590563789203213","0.000000567667933072338962750358424408370084",NA,"","6","Literature--ChIP-seq(rank=13); ENCODE--ChIP-seq(rank=31); ReMap--ChIP-seq(rank=115); Enrichr--Queries(rank=200); ARCHS4--Coexpression(rank=248); GTEx--Coexpression(rank=723)","324","0.07926999999999999","Literature ChIP-seq,0.07927"
"ora","HIF1A","RKO","6.16050147759692912","0.000000691032578305868410525512283287818960","HIF1A","8","dorothea","8","6.16050147759692912","0.000000691032578305868410525512283287818960",NA,"","5","Literature--ChIP-seq(rank=16); ReMap--ChIP-seq(rank=59); ARCHS4--Coexpression(rank=418); GTEx--Coexpression(rank=512); Enrichr--Queries(rank=633)","403","0.09755999999999999","Literature ChIP-seq,0.09756"
"ora","FOXO1","RKO","4.65010226239846691","0.000022381940537189385493060250764685292779","FOXO1","9","dorothea","9","4.65010226239846691","0.000022381940537189385493060250764685292779",NA,"","5","Literature--ChIP-seq(rank=31); ARCHS4--Coexpression(rank=184); ReMap--ChIP-seq(rank=203); GTEx--Coexpression(rank=281); Enrichr--Queries(rank=356)","460","0.11300000000000000","ARCHS4 Coexpression,0.113"
"ora","MAFK","RKO","4.46324567747231260","0.000034415518940680000505808605604229910568","MAFK","10","dorothea","10","4.46324567747231260","0.000034415518940680000505808605604229910568",NA,"","5","ENCODE--ChIP-seq(rank=38); ReMap--ChIP-seq(rank=85); Enrichr--Queries(rank=307); GTEx--Coexpression(rank=400); ARCHS4--Coexpression(rank=1167)","809","0.21870000000000001","Enrichr Queries,0.2187"
