"Feature","AUC","Direction"
"EMT3","0.7556865394157127",">"
"WNT_target","0.7554354648764660",">"
"Pan_F_TBRs","0.7463489577417638",">"
"EMT2","0.7088730937763408",">"
"CellCycle_Reg","0.6732563769943981",">"
"DDR","0.6206921288131947",">"
"Immune_Checkpoint","0.5989442913421136",">"
"Histones","0.5630047644382807","<"
"FGFR3_related","0.5351354905817154","<"
"EMT1","0.5303889861968781",">"
"APM","0.5266706918299147","<"
"CD_8_T_effector","0.5226056754801792","<"
