Pathway ID	Name	pvalue	DEG number	DEG Density	Intersecton size	DEGs in Intersection	Result	Reciprocal pvalue	Filtered	Versus	Versus Name	Is Reciprocal	Top Genes
GOCC_RIBOSOME	GOCC_RIBOSOME	3.73e-04	100	0.4237	0	0	1	0	keep	itself		True	RNF14,RPL23,MTG1,NEMF,RIOK3,PNPT1,ASCC2,FXR1,MRPL24,DAP3,UBC,MRPL44,RNF25,RPS27,RPS20,RPS16,RPS15A,RPL39,RPL36AL,RPL34
GOCC_ATPASE_COMPLEX	GOCC_ATPASE_COMPLEX	5.34e-04	80	0.5263	0	0	1	0	keep	itself		True	DDX21,ATP6V0E1,ACTR5,DEK,AFG2B,LUZP1,VPS72,SS18,SMARCE1,SMARCD1,RBBP4,MTA3,GATAD2B,YY1AP1,PBRM1,ING3,ATP6V0A1,ATP6V1G2,ATP6V0B,RSF1
GOCC_INTEGRIN_COMPLEX	GOCC_INTEGRIN_COMPLEX	7.80e-04	18	0.6	0	0	1	0	keep	itself		True	ITGB8,ITGB7,ITGAV,ITGAD,ITGA9,ITGA7,ITGA5,ITGA4,ITGA3,ITGA2B,ITGA11,TSPAN32,ITGAL,ITGA10,ITGB5,ITGB4,ITGB2,ITGAX
GOCC_CYTOSOLIC_RIBOSOME	GOCC_CYTOSOLIC_RIBOSOME	0.001	59	0.4876	0	0	1	0	keep	itself		True	RNF14,RPL23,NEMF,RIOK3,ASCC2,UBC,RNF25,RPS27,RPS20,RPS16,RPS15A,RPL39,RPL36AL,RPL34,RPL27A,RPL27,RPL24,RPL22,RPL11,RPL7
GOCC_LEWY_BODY	GOCC_LEWY_BODY	0.0022	9	0.75	0	0	1	0	keep	itself		True	GPX1,WSB1,ARIH1,LRRK2,SNCA,PRKN,HERPUD1,PINK1,NUB1
GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX	0.0022	12	0.2449	0	0	1	0	keep	itself		True	CUL2,ZYG11B,ELOC,ZSWIM4,ZSWIM6,ZSWIM5,ASB4,ZYG11A,LRRC75A,PRAME,APPBP2,PRAMEF17
GOCC_CYTOSOLIC_4FE_4S_ASSEMBLY_TARGETING_COMPLEX	GOCC_CYTOSOLIC_4FE_4S_ASSEMBLY_TARGETING_COMPLEX	0.003	4	0.5714	0	0	1	0	keep	itself		True	CIAO1,CIAO2A,MMS19,CIAPIN1
GOCC_IRON_SULFUR_CLUSTER_ASSEMBLY_COMPLEX	GOCC_IRON_SULFUR_CLUSTER_ASSEMBLY_COMPLEX	0.0031	9	0.375	7	4	0.2076	1	keep	GOCC_CYTOSOLIC_4FE_4S_ASSEMBLY_TARGETING_COMPLEX	GOCC_CYTOSOLIC_4FE_4S_ASSEMBLY_TARGETING_COMPLEX	False	CIAO1,CIAO2A,ISCA1,MMS19,CIAPIN1,BOLA2,BOLA1,NUBP1,ISCU
GOCC_CENTRIOLAR_SUBDISTAL_APPENDAGE	GOCC_CENTRIOLAR_SUBDISTAL_APPENDAGE	0.0034	7	0.7	0	0	1	0	keep	itself		True	CCDC68,CCDC61,NIN,KIF2A,CNTRL,CEP170,CCDC120
GOCC_PERICENTRIOLAR_MATERIAL	GOCC_PERICENTRIOLAR_MATERIAL	0.0039	18	0.7826	0	0	1	0	keep	itself		True	DYRK3,TCP1,CEP85,BBS4,NIN,NEK1,LCK,NEDD1,RABL2B,TNKS,HOOK3,TNKS2,TUBG1,CDK5RAP2,CEP192,TUBE1,PCM1,CEP85L
GOCC_UBIQUITIN_LIGASE_COMPLEX	GOCC_UBIQUITIN_LIGASE_COMPLEX	0.0042	83	0.2005	49	11	0.3883	1	keep	GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX	False	RNF144A,DEPDC5,RNF14,FBXO44,TMEM183A,MED30,RNF8,UBE3D,KBTBD6,SOCS2,DCAF5,KBTBD8,CUL2,CUL4A,CUL4B,FBXW9,DCUN1D5,PCGF6,BRAP,CUL5
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX	GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX	0.0048	27	0.5294	28	17	0.1724	0.2306	keep	GOCC_ATPASE_COMPLEX	GOCC_ATPASE_COMPLEX	False	ATP6V0E1,ATP5MK,ATP6V0A1,ATP6V1G2,ATP6V0B,ATP5MC2,ATP6V1H,ATP5F1E,ATP6V1C2,ATP6V0A2,ATP5MG,ATP5MJ,ATP6V1G1,ATP6V1F,ATP6V0D1,ATP6V1E1,ATP6V1C1,ATP6V0C,ATP6V1B2,ATP6V1A
GOCC_RNA_POLYMERASE_TRANSCRIPTION_FACTOR_SL1_COMPLEX	GOCC_RNA_POLYMERASE_TRANSCRIPTION_FACTOR_SL1_COMPLEX	0.0052	5	1	0	0	1	0	keep	itself		True	TAF1B,TBP,TAF1A,TAF1C,TAF1D
GOCC_MICROBODY_MEMBRANE	GOCC_MICROBODY_MEMBRANE	0.0053	26	0.3939	0	0	1	0	keep	itself		True	PEX11G,ACBD5,ATAD1,GNPAT,ABCD3,PEX13,PEX10,PEX7,RAB8B,ACOX1,MGST1,HSD17B4,CNOT1,ABCD2,ALDH3A2,ACSL1,PXMP4,DHRS4,TMEM35A,SYT7
GOCC_DNA_REPAIR_COMPLEX	GOCC_DNA_REPAIR_COMPLEX	0.0059	22	0.8462	0	0	1	0	keep	itself		True	ASCC2,CYREN,XRCC4,FANCD2,ASCC3,MSH4,NHEJ1,XRCC5,BRCA2,FIGNL1,PRKDC,FIRRM,FANCI,PHF21A,ASCC1,ATM,MSH5,LIG4,PAXX,XRCC6
GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX	0.0063	56	0.2044	49	11	0.4154	1	keep	GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX	False	DEPDC5,FBXO44,TMEM183A,KBTBD6,SOCS2,DCAF5,KBTBD8,CUL2,CUL4A,CUL4B,FBXW9,CUL5,KLHL15,KLHL36,ZYG11B,WDR77,ELOC,ZSWIM4,ZSWIM6,ZSWIM5
GOCC_GLYCOPROTEIN_IB_IX_V_COMPLEX	GOCC_GLYCOPROTEIN_IB_IX_V_COMPLEX	0.0068	3	0.6	0	0	1	0	keep	itself		True	GP5,GP1BA,FLNA
GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX	GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX	0.0075	45	0.4639	0	0	1	0	keep	itself		True	DDX21,ACTR5,DEK,LUZP1,VPS72,SS18,SMARCE1,SMARCD1,RBBP4,MTA3,GATAD2B,YY1AP1,PBRM1,ING3,RSF1,NFRKB,BRD7,SUZ12,BICRAL,SF3B1
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_CATALYTIC_DOMAIN	GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_CATALYTIC_DOMAIN	0.0083	10	0.7692	12	10	0.2308	0.0247	keep	GOCC_ATPASE_COMPLEX	GOCC_ATPASE_COMPLEX	True	ATP6V1G2,ATP6V1H,ATP6V1C2,ATP6V1G1,ATP6V1F,ATP6V1E1,ATP6V1C1,ATP6V1B2,ATP6V1A,ATP6V1D
GOCC_RIBOSOMAL_SUBUNIT	GOCC_RIBOSOMAL_SUBUNIT	0.0086	78	0.4262	99	46	0.1609	0.9047	keep	GOCC_CYTOSOLIC_RIBOSOME	GOCC_CYTOSOLIC_RIBOSOME	False	RPL23,MRPL24,DAP3,MRPL44,RPS27,RPS20,RPS16,RPS15A,RPL39,RPL36AL,RPL34,RPL27A,RPL27,RPL24,MRPL23,RPL22,RPL11,RPL7,MRPS35,PTCD3
GOCC_SPERM_PLASMA_MEMBRANE	GOCC_SPERM_PLASMA_MEMBRANE	0.009	3	0.25	0	0	1	0	keep	itself		True	HSP90AA1,ABHD2,ADAM21
GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX_CLASS_I	GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX_CLASS_I	0.009	4	0.4444	0	0	1	0	keep	itself		True	PIK3R2,PIK3R1,PIK3CB,PIK3R6
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX	GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX	0.009	17	0.6071	12	10	0.0398	0.2308	exclude	GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_CATALYTIC_DOMAIN	GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_CATALYTIC_DOMAIN	False	ATP6V0E1,ATP6V0A1,ATP6V1G2,ATP6V0B,ATP6V1H,ATP6V1C2,ATP6V0A2,ATP6V1G1,ATP6V1F,ATP6V0D1,ATP6V1E1,ATP6V1C1,ATP6V0C,ATP6V1B2,ATP6V1A,ATP6V1D,ATP6V0A4
GOCC_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEIN_COMPLEX	GOCC_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEIN_COMPLEX	0.009	5	1	0	0	1	0	keep	itself		True	IGFALS,IGF1,IGFBP6,IGFBP5,IGFBP3
GOCC_CALCITONIN_FAMILY_RECEPTOR_COMPLEX	GOCC_CALCITONIN_FAMILY_RECEPTOR_COMPLEX	0.0097	3	0.6	0	0	1	0	keep	itself		True	RAMP1,RAMP2,CALCRL
GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX	GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX	0.012	6	0.3158	9	4	0.2585	1	keep	GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX_CLASS_I	GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX_CLASS_I	False	PIK3R2,PIK3R1,PIK3CB,PIK3R4,NRBF2,PIK3R6
GOCC_OOPLASM	GOCC_OOPLASM	0.0147	2	0.4	0	0	1	0	keep	itself		True	TLE6,NLRP5
GOCC_T_TUBULE	GOCC_T_TUBULE	0.0166	27	0.5	0	0	1	0	keep	itself		True	STBD1,CAV3,CACNB4,CACNA1S,CACNA1C,SLC9A1,SCN5A,PPP3CB,OPRK1,ATP1A2,KCNJ12,ANK3,ANK2,NOS1AP,CACNA2D2,CASQ1,DYSF,CAPN3,AHNAK,CACNA2D1
GOCC_CIS_GOLGI_NETWORK	GOCC_CIS_GOLGI_NETWORK	0.0166	30	0.3846	0	0	1	0	keep	itself		True	GOSR1,RAB29,BLZF1,GOLGA6L7,GOLGA8J,GOLGA8S,BCL9,RETREG1,TMED5,MAP6,LIMK2,YIPF6,GOLIM4,GORASP2,SCFD1,UBXN2A,VPS13B,AZIN2,TMED10,BET1
GOCC_COSTAMERE	GOCC_COSTAMERE	0.0167	7	0.4375	0	0	1	0	keep	itself		True	HOMER1,FXR1,VCL,SDC4,ANK3,ANK2,SMPX
GOCC_ELONGIN_COMPLEX	GOCC_ELONGIN_COMPLEX	0.0171	4	0.8	0	0	1	0	keep	itself		True	ELOC,EPOP,ELOA,ELOB
GOCC_CCR4_NOT_CORE_COMPLEX	GOCC_CCR4_NOT_CORE_COMPLEX	0.0189	6	1	0	0	1	0	keep	itself		True	CNOT9,CNOT7,CNOT1,CNOT8,CNOT3,CNOT2
GOCC_NADPH_OXIDASE_COMPLEX	GOCC_NADPH_OXIDASE_COMPLEX	0.0195	8	0.4	0	0	1	0	keep	itself		True	CYBA,NOXA1,DUOX2,RAC3,DUOX1,NCF4,DUOXA2,NOXO1
GOCC_PRESYNAPTIC_CYTOSOL	GOCC_PRESYNAPTIC_CYTOSOL	0.0213	16	0.5517	0	0	1	0	keep	itself		True	USP14,CALM3,CALM1,SUMO1,SH3GL2,SENP7,PNKD,FUS,PIAS1,CALM2,CALB1,UBE2I,SYT1,STXBP1,PRKCG,PRKCB
GOCC_PRESYNAPTIC_ACTIVE_ZONE_CYTOPLASMIC_COMPONENT	GOCC_PRESYNAPTIC_ACTIVE_ZONE_CYTOPLASMIC_COMPONENT	0.0228	7	0.5	0	0	1	0	keep	itself		True	RIMS3,BSN,PPFIA3,ERC2,RIMS1,OSBPL2,RIMS2
GOCC_PCG_PROTEIN_COMPLEX	GOCC_PCG_PROTEIN_COMPLEX	0.023	28	0.4746	33	18	0.1672	4.32e-06	keep	GOCC_UBIQUITIN_LIGASE_COMPLEX	GOCC_UBIQUITIN_LIGASE_COMPLEX	True	EED,PCGF6,BAP1,ASXL3,BCORL1,RBBP4,BCOR,PHF1,SUZ12,RYBP,E2F6,ASXL1,CSNK2A2,CSNK2A1,YAF2,EPOP,CBX4,PCGF1,LCOR,L3MBTL2
GOCC_ISWI_TYPE_COMPLEX	GOCC_ISWI_TYPE_COMPLEX	0.0232	10	0.6667	0	0	1	0	keep	itself		True	LUZP1,RBBP4,RSF1,BAZ1A,BAZ2A,BAZ1B,SMARCA5,SMARCA1,RBBP7,POLE3
GOCC_THO_COMPLEX	GOCC_THO_COMPLEX	0.0241	5	0.8333	0	0	1	0	keep	itself		True	THOC5,THOC2,THOC1,THOC3,THOC7
GOCC_CYTOPLASMIC_REGION	GOCC_CYTOPLASMIC_REGION	0.0248	65	0.1836	14	5	0.0929	1	keep	GOCC_PRESYNAPTIC_ACTIVE_ZONE_CYTOPLASMIC_COMPONENT	GOCC_PRESYNAPTIC_ACTIVE_ZONE_CYTOPLASMIC_COMPONENT	False	SEPTIN7,RIMS3,IFT140,KIF3B,IFT70A,TPGS1,BSN,DNAH11,CFAP74,PPFIA3,AGBL4,TCHP,DRC7,RSPH3,ROPN1L,ARMC10,NDEL1,CIMIP2B,TRAK2,TMEM108
GOCC_NUCLEAR_PORE	GOCC_NUCLEAR_PORE	0.0265	24	0.2449	0	0	1	0	keep	itself		True	NUP153,NUP58,NUP93,POM121L2,SUMO1,RGPD2,SENP2,RANBP2,ENY2,PCID2,NUP98,NUP88,RGPD1,IPO5,KPNA3,KPNA1,NXT1,CHMP2B,AHCTF1,NUP205
