"Feature","AUC","Direction"
"Pan_F_TBRs","0.7397193943125635",">"
"EMT2","0.7074204482278316",">"
"Homologous_recombination","0.6403656123528676","<"
"EMT3","0.6355115045940662",">"
"EMT1","0.6348778402807254","<"
"Cell_cycle","0.6272977803815136","<"
"DDR","0.6097285405993501","<"
"Mismatch_Repair","0.5953754461056542","<"
"APM","0.5919201822083803","<"
"CD_8_T_effector","0.5631123678122438","<"
"Immune_Checkpoint","0.5489625241360352",">"
"CellCycle_Reg","0.5054967390199719","<"
