"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","VIPER","CollecTRI"
"1","STAT1","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","11.66666666666667","8","6","ARCHS4--Coexpression(rank=34); ReMap--ChIP-seq(rank=37); ENCODE--ChIP-seq(rank=44); Enrichr--Queries(rank=117); Literature--ChIP-seq(rank=134); GTEx--Coexpression(rank=875)","95","rank=8; score=2.8833; p=0.0013084","rank=8; score=4.7208; direction=Activated","rank=19; score=3.2845; p=0.00017041; direction=Activated"
"2","ATF4","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","12.00000000000000","2","4","ReMap--ChIP-seq(rank=184); GTEx--Coexpression(rank=631); ARCHS4--Coexpression(rank=844); Enrichr--Queries(rank=933)","1161","rank=2; score=4.4304; p=3.7119e-05","rank=18; score=3.5274; direction=Activated","rank=16; score=2.3074; p=0.0001341; direction=Activated"
"3","FOXO3","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","12.33333333333333","2","4","Literature--ChIP-seq(rank=94); Enrichr--Queries(rank=330); ARCHS4--Coexpression(rank=385); GTEx--Coexpression(rank=919)","790","rank=24; score=1.9642; p=0.010858","rank=11; score=4.0856; direction=Activated","rank=2; score=6.1236; p=1.8548e-10; direction=Activated"
"4","HIF1A","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","12.66666666666667","1","5","Literature--ChIP-seq(rank=6); ReMap--ChIP-seq(rank=75); ARCHS4--Coexpression(rank=132); Enrichr--Queries(rank=237); GTEx--Coexpression(rank=553)","163","rank=1; score=4.4555; p=3.5034e-05","rank=14; score=3.9514; direction=Activated","rank=23; score=2.6986; p=0.00022772; direction=Activated"
"5","MYC","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","12.66666666666667","2","6","ENCODE--ChIP-seq(rank=21); Literature--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=209); GTEx--Coexpression(rank=334); Enrichr--Queries(rank=373); ARCHS4--Coexpression(rank=1132)","643","rank=32; score=1.6529; p=0.022238","rank=2; score=5.4079; direction=Repressed","rank=4; score=3.8728; p=6.7951e-06; direction=Repressed"
"6","FOXO1","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","34.00000000000000","6","5","ReMap--ChIP-seq(rank=28); Literature--ChIP-seq(rank=46); Enrichr--Queries(rank=48); ARCHS4--Coexpression(rank=275); GTEx--Coexpression(rank=354)","153","rank=6; score=3.1223; p=0.00075451","rank=15; score=3.9241; direction=Activated","rank=81; score=1.4191; p=0.0075118; direction=Activated"
"7","E2F4","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","38.33333333333333","1","6","ENCODE--ChIP-seq(rank=59); ReMap--ChIP-seq(rank=125); Literature--ChIP-seq(rank=126); ARCHS4--Coexpression(rank=808); Enrichr--Queries(rank=1227); GTEx--Coexpression(rank=1510)","1213","rank=111; score=0.20137; p=0.62897","rank=3; score=5.3175; direction=Repressed","rank=1; score=4.8202; p=3.1125e-21; direction=Repressed"
"8","SREBF2","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","44.66666666666666","13","6","ENCODE--ChIP-seq(rank=117); Literature--ChIP-seq(rank=130); ReMap--ChIP-seq(rank=258); Enrichr--Queries(rank=634); GTEx--Coexpression(rank=1054); ARCHS4--Coexpression(rank=1456)","1271","rank=61; score=1.1911; p=0.064396","rank=13; score=3.9839; direction=Repressed","rank=60; score=1.5494; p=0.0037617; direction=Repressed"
"9","CLOCK","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","45.33333333333334","29","5","Literature--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=74); ARCHS4--Coexpression(rank=254); Enrichr--Queries(rank=1002); GTEx--Coexpression(rank=1531)","577","rank=29; score=1.7049; p=0.01973","rank=48; score=2.6867; direction=Activated","rank=59; score=1.6378; p=0.0036968; direction=Activated"
"10","FOS","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","52.00000000000000","20","5","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=18); Enrichr--Queries(rank=92); ARCHS4--Coexpression(rank=204)","14","rank=20; score=2.2044; p=0.0062458","rank=87; score=2.1965; direction=Activated","rank=49; score=2.4248; p=0.0027584; direction=Activated"
