"Intersection_Name","Selected_Analyses","Number_Of_Analyses","Total_Intersected_Genes","Common_Up","Common_Down","Mixed_Direction","Gene_List_File","DEG_Analysis_Name","Used_In_Intersection","DEG_Output_Rows","DEG_Output_Up","DEG_Output_Down","DEG_Output_No_change","DEG_Source_File","DEG_Output_File"
"DLD1_HCT15","DLD1;HCT15",2,101,84,7,10,"results/ngs/GSE114012/intersect/DLD1_HCT15/gene_list.csv","DLD1",TRUE,101,89,12,0,"results/ngs/GSE114012/tables/DLD1/DEG/all_genes.csv","results/ngs/GSE114012/intersect/DLD1_HCT15/DLD1/deg_results.csv"
"DLD1_HCT15","DLD1;HCT15",2,101,84,7,10,"results/ngs/GSE114012/intersect/DLD1_HCT15/gene_list.csv","HCT15",TRUE,101,89,12,0,"results/ngs/GSE114012/tables/HCT15/DEG/all_genes.csv","results/ngs/GSE114012/intersect/DLD1_HCT15/HCT15/deg_results.csv"
