"TF","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"EZH2","EZH2 B cell hg19","78/2000","0.000004736240239497779","0.003850563314711694","0","0","1.8276757746486370","22.4077928685997527225027","FBXO27;PTPRK;NAT16;FOXQ1;C1QTNF2;FGF9;PLAU;TRIM2;PSD3;PMEPA1;SLC16A8;SOX8;JARID2;PHLDA2;PRKCG;UNC13A;UNC5B;ITGA1;EBF2;RTN4RL2;DUSP8;CPT1C;RGMB;UPB1;BCAN;TMEM37;HOXB9;VGF;RTN4RL1;CD8A;MAK;ESRP1;CLDN7;HOXB8;SGK1;SYNC;CHST3;FOXC2;PLEKHH2;NEXN;FBLN1;FSTL1;NCALD;SLC25A27;DLL4;SOCS3;NT5E;MAP7;HBQ1;RHBG;SEC31B;MCOLN3;AFAP1L1;MYO10;EGR4;SMOX;PLK2;FN1;SYT16;FZD8;HMGA2;PNMA2;TSPEAR;ARID3C;DHRS3;NFATC4;FOSL1;TMEM158;ZNF419;GIPC2;RAET1L;SP5;HOXD4;COL9A3;INHA;MDGA1;SDK2;HCN2"
"GATA3","GATA3 SK-N-SH hg19","51/1185","0.000021036706140666793","0.008551421046181052","0","0","1.9793739399002557","21.3163564419535127569816","CXCL2;DMBT1;TMEM88;PLAU;AKT3;BDKRB1;JARID2;SYNPO;KLF10;TLE3;TNFRSF12A;TEX14;FBXO10;SYTL2;ZNF93;RASA3;CDC42EP3;TRIM59;TLR6;PLEKHH2;CAMK2D;KRT80;SEMA3C;CFI;NEXN;TFPI;PCDH18;RASGRP3;PLAC8;GCNT2;HIVEP1;CCL2;TBL1X;RHBG;JUP;LAMB3;HMGA2;OXR1;TMEM154;GULP1;COL3A1;MARCKS;COL1A2;TMEM158;BFSP1;ZNF737;DLC1;GIPC2;ZNF736;PI15;GNRH1"
"RAD21","RAD21 A549 hg19","103/3040","0.000053078518379816668","0.009408519720595880","0","0","1.5900225314482084","15.6517656300280556536109","MAML2;IL1RAP;CLDN1;ALCAM;PLAU;ANKRD31;PRKCG;TLE4;TLE3;UNC5CL;LIMCH1;HPCAL1;MYO7A;SYTL2;FRMD3;MTNR1A;CD8A;MALL;SPNS1;EPHA1;RIN1;HOXB5;INO80C;ZNF20;IQGAP2;SOCS3;ZNF708;MAP2;COBLL1;HIVEP1;MAP7;PCDHA4;IGFBP7;HBQ1;KIAA0319;SEC31B;JAG1;JUP;PLK2;TRAPPC5;NFATC4;GULP1;IL6;COL1A2;RNF224;XKR9;CD24;SDK2;DOCK4;ZNF491;DDX47;LAMC2;PTPRK;ZCCHC18;CXCL2;RND3;CALB2;C1QTNF2;CA2;TMSB4X;ENOSF1;PSD3;PMEPA1;JARID2;KLF10;FGFBP2;GPR37;ITGA1;RHOF;TMC5;RGMB;TUBB2A;RTN4RL1;NME9;TRIM59;TLR6;SGK1;MET;CREB5;CAMK2D;C1S;SEMA3C;AMIGO2;NTN4;NRXN2;NCALD;CCDC85B;FLNB;STAT6;TBL1X;PDLIM5;ZNF224;DNAI1;NTRK2;TM4SF18;MYO10;STYK1;OXR1;PCDHB10;TMEM158;APBA1;ZNF611;SSBP2"
"RAD21","RAD21 SK-N-SH hg19","108/3228","0.000055806396479501628","0.009408519720595880","0","0","1.5736096313658641","15.4113380041329648406645","MAML2;RORA;CLDN1;BACH2;ALCAM;UBASH3B;ZNF83;ANKRD31;NUSAP1;PHLDA2;SLC39A1;RPS10;PRKCG;TLE4;TLE3;UNC5B;HPCAL1;PIPOX;MYO7A;FRMD3;CD8A;MALL;SPNS1;RIN1;HOXB5;INO80C;KHDRBS3;ZNF20;FBLN1;IQGAP2;EFNA5;EFNB2;SOCS3;MAP2;COBLL1;MAP7;PCDHA4;HBQ1;IGFBP6;SEC31B;SLC38A4;ZNF540;JAG1;PLK2;CCDC14;TRAPPC5;FZD8;NFATC4;GULP1;MLLT11;COL1A2;RNF224;XKR9;SDK2;ZNF491;DDX47;ZCCHC18;RND3;CALB2;CALB1;CA2;TMSB4X;ENOSF1;PSD3;PMEPA1;CTSC;FGFBP2;GPR37;ITGA1;RHOF;TMC5;RGMB;TUBB2A;RASA3;RTN4RL1;DPYD;NME9;TLR6;SGK1;MET;MGLL;CREB5;ZNF594;CAMK2D;C1S;SEMA3C;SYNPO2;NRXN2;NCALD;PBLD;FLNB;STAT6;PDLIM5;NTRK2;TM4SF18;MYO10;STYK1;C1ORF21;OXR1;PCDHB10;MARCKS;TMEM158;ZNF737;CAMK4;APBA1;SPRY1;ZNF611;SSBP2"
"RAD21","RAD21 HCT116 hg19","73/1973","0.000057862974911413781","0.009408519720595880","0","0","1.7106100478468900","16.6911626642319212976417","PIWIL1;MAML2;ZNF491;DDX47;LAMC2;CLDN1;RND3;FOXQ1;CALB2;ALCAM;CALB1;CA2;ANKRD31;UNC5CL;FGFBP2;ITGA1;FOXL1;MYO7A;RHOF;DUSP8;RGMB;SLC7A5;MTNR1A;RTN4RL1;CD8A;TLR6;EPHA1;MET;CREB5;CAMK2D;C1S;SEMA3C;SYNPO2;CFI;AMIGO2;ZNF20;NRXN2;FBXL22;STK31;EFNB2;PDE11A;MAP2;MAP7;PCDHA4;CHST13;FLNB;STAT6;HBQ1;IGFBP6;TBL1X;SEC31B;NTRK2;TM4SF18;JAG1;MYO10;PLK2;TRAPPC5;STYK1;SNX22;INHBA;PCDHB10;DHRS3;NFATC4;MARCKS;IL6;COL1A2;RNF224;XKR9;TMEM158;APBA1;ZNF611;CD24;HCN2"
"SMC3","SMC3 SK-N-SH hg19","73/2000","0.000088979258786960722","0.012056689565633178","0","0","1.6840590649620228","15.7073995356725735206282","MAML2;DDX47;ZCCHC18;CLDN1;RND3;BACH2;CALB2;ALCAM;CA2;ANKRD31;NUSAP1;PHLDA2;ZNF440;FGFBP2;MYEOV;MYO7A;RHOF;RGMB;FRMD3;TUBB2A;LTB4R2;VGF;RTN4RL1;CD8A;MET;CES3;HOXB5;CREB5;CAMK2D;C1S;SEMA3C;SYNPO2;ZNF20;DNAJC22;NRXN2;IQGAP2;EFNA5;NCALD;EFNB2;SOCS3;PDE11A;MAP2;PCDHA4;CHST13;FLNB;STAT6;HBQ1;IGFBP6;SEC31B;ZNF540;NTRK2;TM4SF18;JAG1;MYO10;PLK2;TRAPPC5;STYK1;FZD8;DHRS3;NFATC4;GULP1;MARCKS;IL6;COL1A2;RNF224;XKR9;TMEM158;SP5;APBA1;SPRY1;ZNF611;SSBP2;HCN2"
"RAD21","RAD21 ECC-1 hg19","45/1070","0.000112320463465445799","0.013045219542486776","0","0","1.9161757938334101","17.4259987018027651117791","INO80C;KRT80;MAML2;C1S;SEMA3C;DDX47;AMIGO2;LAMC2;CLDN1;RND3;ALCAM;MAP2;CA2;ANKRD31;MAP7;PCDHA4;FLNB;NTRK2;UNC5CL;JAG1;FGFBP2;MYO10;PLK2;TRAPPC5;ITGA1;STYK1;RHOF;PCDHB10;NFATC4;FRMD3;MTNR1A;IL6;RNF224;XKR9;CD8A;MALL;NME9;APBA1;TLR6;EPHA1;RIN1;SSBP2;MET;HOXB5;CREB5"
"SUZ12","SUZ12 NT2-D1 hg19","28/563","0.000167573839586399742","0.017029691447967874","0","0","2.2543836226079215","19.5998061526007205657152","FOXC2;RASGRF1;DNAJC22;FOXQ1;DLL4;SOCS3;FGF9;HOXA3;NTSR1;NTRK2;EGR3;EGR4;EBF2;RTN4RL2;FOXL1;TSPEAR;ARID3C;KIAA1217;HOXB9;GIPC2;SIDT1;HOXB2;LHX4;HOXB8;MDGA1;HOXB6;MGLL;HOXB5"
"EP300","EP300 HeLa-S3 hg19","65/1770","0.000191575804017515903","0.017305680962915602","0","0","1.6821375685955693","14.3994794058879396203565","TES;TXNDC12;IL1RAP;CLDN1;CXCL2;CALB2;GLIPR1;DMBT1;TUBB3;PLAU;TMSB4X;TRIM2;ENOSF1;BDKRB1;UPP1;CTSC;KLF10;TNFRSF12A;LIMCH1;TEX14;RHOF;RGMB;SERPINB5;SLC7A5;CLDN4;LTB4R2;ESRP1;IL1B;CLDN7;DPYD;TXNIP;TLR6;KRT80;AMIGO2;NTN4;IL20RB;TMEM160;TFPI;FSTL1;SLC7A2;RHOBTB2;SLC25A27;CLN3;SH3TC2;MAP2;CALD1;COBLL1;HIVEP1;FLNB;TBL1X;KIAA0319;TSPAN1;EGLN3;MYO10;LAMB3;PLK2;KLRC4;TMEM154;IL6;RNF224;TMEM158;BFSP1;AADAC;FABP6;RAET1L"
"FOSL2","FOSL2 MCF-7 hg19","19/329","0.000306003770025781749","0.024878106503096055","0","0","2.6179139784946237","21.1839325108234994843315","KRT80;TES;TNFRSF12A;SEMA3C;LAMB3;ATG9B;TACSTD2;ARAP2;SLC7A2;RHOBTB2;BFSP1;TUBB3;RAET1L;SFN;STAT6;UPP1;RIN1;INHA;KIAA0319"
"RAD21","RAD21 MCF-7 hg19","84/2508","0.000440745300054388165","0.032575084449474323","0","0","1.5397839783978398","11.8979776281070712684595","PIWIL1;MAML2;ZNF491;DDX47;AVIL;LAMC2;PTPRK;ZCCHC18;CLDN1;RND3;CALB2;ALCAM;CA2;ANKRD31;PMEPA1;PHLDA2;TLE3;UNC5CL;PRKCH;FGFBP2;GPR37;MYEOV;ITGA1;MYO7A;RHOF;TMC5;RGMB;CDYL2;SYTL2;FRMD3;CLDN4;RTN4RL1;CD8A;ESRP1;TLR6;EPHA1;RIN1;MET;HOXB5;CREB5;CAMK2D;C1S;SEMA3C;SYNPO2;AMIGO2;ZNF20;TACSTD2;IQGAP2;HIF1A;EFNB2;SOCS3;PDE11A;MAP2;P2RY2;MAP7;CHST13;FLNB;STAT6;HBQ1;IGFBP6;TBL1X;SEC31B;NTRK2;TM4SF18;JAG1;JUP;PLK2;KLRC4;TRAPPC5;STYK1;SNX22;PCDHB10;DHRS3;NFATC4;GULP1;MLLT11;MARCKS;IL6;COL1A2;RNF224;XKR9;TMEM158;APBA1;SSBP2"
"GATA2","GATA2 endothelial cell of umbilical vein hg19","69/2000","0.000700520556673234576","0.047460267714611641","0","0","1.5722423614707406","11.4202761611586751655523","TES;ZBTB20;HSF2BP;IL1RAP;CXCL2;ALCAM;UBASH3B;TMEM88;ZNF83;TMSB4X;AKT3;UPP1;JARID2;SYNPO;CTSC;KLF10;SRGN;PRKCH;RNASE4;TEX14;IL17RE;SDCBP2;SYTL2;RASA3;CD8A;PLSCR4;TXNIP;TLR6;MET;CCDC82;HOXB6;MGLL;INO80C;CAMK2D;KRT80;SEMA3C;AMIGO2;TFPI;PBLD;NT5E;SH3TC2;CCDC85B;CALD1;GCNT2;ZNF547;CCL2;IGFBP6;TBL1X;SEC31B;KLRG1;TM4SF18;JAG1;MYO10;PLK2;SPDYC;STYK1;HMGA1;IFFO2;HMGA2;PNMA2;INHBA;TMEM154;IL6;AADAC;FABP6;ZNF419;ZNF737;SP5;SPRY1"
"FOSL2","FOSL2 SK-N-SH hg19","23/469","0.000760826626557133904","0.047580926722380762","0","0","2.2067355064449310","15.8467994876733513365252","KLF10;KRT80;SEMA3C;TNFRSF12A;NEXN;RNASE4;INHBA;DHRS3;SYTL2;RHOBTB2;RASGRP3;FOSL1;ALCAM;BFSP1;TUBB3;PLAU;CALD1;AKT3;ASB9;IGFBP6;UPP1;TLR6;RIN1"
"JUN","JUN HeLa-S3 hg19","24/506","0.000934968771174592823","0.054294972211781714","0","0","2.1314560119352883","14.8669002033746462387853","KRT80;TES;TNFRSF12A;LAMB3;AMIGO2;NTN4;NEXN;RHOF;SLC7A2;RHOBTB2;IL6;RNF224;TMEM158;BFSP1;PLAU;CALD1;TMSB4X;HIVEP1;RAET1L;SFN;IGFBP6;TLR6;TBL1X;RIN1"
"TCF12","TCF12 SK-N-SH hg19","35/857","0.001089554321601087297","0.059053844230778932","0","0","1.8355113413389843","12.5218336749475831481959","KRT80;SEMA3C;ZNF491;PCDH18;RASGRP3;PLAC8;PLAU;CALD1;AKT3;HIVEP1;CCL2;BDKRB1;UPP1;TBL1X;SYNPO;TLE3;JAG1;TNFRSF12A;LAMB3;IL11RA;C1ORF21;RGMB;DHRS3;NFATC4;MLLT11;COL3A1;COL1A2;TMEM158;BFSP1;CDC42EP5;DLC1;GNRH1;TRIM59;TLR6;SYNC"
"RAD21","RAD21 H1-hESC hg19","84/2750","0.006170835609265625313","0.313555584395809606","0","0","1.3802086885357705","7.0223927973326079055028","ANKRD37;MAML2;DDX47;RASGRF1;RASEF;KLHDC7A;LAMC2;PTPRK;CLDN1;RND3;BACH2;CALB2;CALB1;FGF9;ZNF83;CA2;TMSB4X;PSD3;ANKRD31;GYG2;RPS10;PRKCG;KLF10;UNC5CL;FGFBP2;UNC5B;IL11RA;ITGA1;HPCAL1;PIPOX;SERPINB9;RHOF;TMC5;RGMB;SYTL2;CLDN4;MTNR1A;TUBB2A;MAK;MALL;TLR6;EPHA1;CES3;INO80C;DNAH3;ZNF594;CAMK2D;C1S;SYNPO2;TACSTD2;IQGAP2;HIF1A;FSTL1;PCDH18;PBLD;MAP2;P2RY2;COBLL1;GCNT2;PCDHA4;ZNF701;PIP5K1B;FLNB;HBQ1;PDLIM5;ZNF224;AP1M2;SLC38A4;MUTYH;PLK2;TRAPPC5;STYK1;LHFPL5;LCA5;C1ORF21;TSPEAR;OXR1;PCDHB10;EHD1;MLLT11;RNF224;ZNF611;CD24;SSBP2"
"CTCF","CTCF ECC-1 hg19","42/1220","0.008281116238451218664","0.374506010931238698","0","0","1.5324389768710514","7.3461715001116312251384","MAML2;ZNF491;DDX47;ZNF20;NRXN2;IQGAP2;CLDN1;RND3;CALB2;DLL4;SOCS3;MAP2;PCDHA4;CHST13;STAT6;HBQ1;IGFBP6;PHLDA2;SEC31B;UNC5CL;TRAPPC5;ITGA1;SNX22;MYO7A;RHOF;NFATC4;FRMD3;MARCKS;IL6;COL1A2;RNF224;XKR9;TMEM158;LTB4R2;CD8A;APBA1;TLR6;EPHA1;MET;CES3;HOXB5;CREB5"
"EP300","EP300 MCF-7 hg19","10/175","0.008446601320518658251","0.374506010931238698","0","0","2.5570740080544003","12.2074486309318555044001","KLF10;SERPINA1;SEMA3C;COBLL1;ESRP1;RASEF;DOK7;MYZAP;TBL1X;SSBP2"
"ESR1","ESR1 ECC-1 hg19","25/637","0.008752292998393031501","0.374506010931238698","0","0","1.7406192957663549","8.2478193229688958609813","KRT80;TES;GDA;KLHDC7A;FBXL22;PBLD;GCNT2;PMEPA1;KLF10;TNFRSF12A;LAMB3;PIPOX;RHOF;DHRS3;EHD1;SLC7A5;TMEM37;RNF224;RASA3;MALL;DOK7;COL9A3;MYZAP;HCN2;HOXB5"
"ZEB1","ZEB1 HepG2 hg19","10/188","0.013512240372985106357","0.549272571161844581","0","0","2.3687302636410368","10.1953924172277154980293","DLL4;JUP;COBLL1;GIPC2;ITGA1;MAP7;IL17RE;EPHA1;RHOBTB2;NFATC4"
"JUND","JUND SK-N-SH hg19","50/1565","0.015856170474144084398","0.613860314070435287","0","0","1.4190631473648558","5.8808765996206560089377","ECM1;BACH2;CALB2;TUBB3;AKT3;BDKRB1;UPP1;PHLDA2;SYNPO;TNFRSF12A;SLC11A1;DUSP8;TUBB2A;VGF;TRIM59;FAM76B;TLR6;RIN1;CAPS2;INO80C;CAMK2D;KRT80;SEMA3C;NTN4;NEXN;RHOBTB2;RASGRP3;PLAC8;ZNF827;CCDC85B;ZNF547;CCL2;SFN;STAT6;IGFBP6;TBL1X;DNAI1;LAMB3;TNFRSF9;OXR1;GPR137C;FOSL1;IL6;XKR9;TMEM158;BFSP1;AADAC;ASB9;FSIP1;SSBP2"
"RXRA","RXRA SK-N-SH hg19","8/139","0.016873083284929056569","0.623537123211241884","0","0","2.5699193588448610","10.4905023936314023558225","KLF10;ZNF827;TNFRSF12A;HIVEP1;ZBTB20;BDKRB1;IGFBP6;DHRS3"
"BCL11A","BCL11A H1-hESC hg19","7/117","0.020387657980677008351","0.720659388621322061","0","0","2.6750688705234160","10.4135764797283343341405","INO80C;CLDN4;ZNF827;PIPOX;FZD8;SSBP2;DHRS3"
"FOSL1","FOSL1 HCT116 hg19","15/360","0.023445043101849010608","0.730135074650230531","0","0","1.8373874736640490","6.8958919233212059296534","KRT80;TNFRSF12A;LAMB3;PLK2;IL20RB;LAMC2;TFPI;SLC7A2;BFSP1;ZNF827;FGF9;GJB3;ASB9;TLR6;C11ORF68"
"JUND","JUND HeLa-S3 hg19","47/1492","0.023772857244687445322","0.730135074650230531","0","0","1.3939913740796013","5.2124276024853832822714","ECM1;KRT80;TES;CCDC120;AMIGO2;NTN4;NEXN;TXNDC12;TFPI;SLC7A2;RHOBTB2;SH3TC2;TUBB3;PLAU;CALD1;TMSB4X;GCNT2;HIVEP1;ZNF547;SFN;STAT6;IGFBP6;UPP1;TBL1X;PHLDA2;KIAA0319;TNFRSF12A;LAMB3;PLK2;RHOF;DHRS3;GPR137C;FOSL1;IL6;RNF224;TMEM158;BFSP1;CLDN7;ASB9;RAET1L;SPINK13;FAM76B;TLR6;RIN1;MET;MDGA1;ZNF233"
"CTCF","CTCF mammary epithelial cell hg19","74/2522","0.024119751311293135404","0.730135074650230531","0","0","1.3073363944734011","4.8694675291147211382281","MAML2;DDX47;RORA;HSF2BP;LAMC2;IL1RAP;PTPRK;CLDN1;CXCL2;RND3;BACH2;CALB2;ALCAM;FGF9;ENOSF1;PSD3;ANKRD31;SLC39A1;CTSC;PRKCG;KLF10;TLE3;PRKCH;FGFBP2;UNC5B;ITGA1;TMC5;RGMB;TUBB2A;LTB4R2;CD8A;MALL;TRIM59;TLR6;EPHA1;SGK1;CES3;CREB5;ZNF594;CAMK2D;C1S;SEMA3C;ARL6;SYNPO2;FBLN1;IQGAP2;PBLD;MAP2;P2RY2;COBLL1;MAP7;PCDHA4;ZNF701;SFN;FLNB;HBQ1;SLC38A4;NTRK2;KCNIP2;PLK2;TRAPPC5;STYK1;INHBA;OXR1;PCDHB10;GULP1;EHD1;MLLT11;FAM111A;RNF224;ZNF419;CAMK4;ZNF611;CD24"
"NFIC","NFIC SK-N-SH hg19","24/663","0.024248028309417250098","0.730135074650230531","0","0","1.5945138998786728","5.9306668444136185769366","KLF10;KRT80;SEMA3C;TNFRSF12A;LAMB3;IL11RA;PIPOX;HMGA2;SLC7A2;GPR137C;RHOBTB2;PBLD;RASGRP3;GULP1;IL6;BFSP1;CALD1;CCL2;BDKRB1;COL9A3;IGFBP6;UPP1;TBL1X;SYNPO"
"CTBP2","CTBP2 H1-hESC hg19","59/2000","0.038601295670526510062","0.999995500685318839","0","0","1.3040926854399919","4.2441297871025538412937","ANKRD37;LAMC2;IL1RAP;CXCL2;CALB2;TMEM88;TRIM2;ENOSF1;PSD3;ANKRD31;NUSAP1;CTSC;OXGR1;PRKCG;PRKCH;UNC5B;IL11RA;ITGA1;ARAP2;PIPOX;FBXO10;CPT1C;SYTL2;KIAA1217;MTNR1A;DPYD;TRIM59;MET;CCDC82;CAPS2;FOXC2;KHDRBS3;AMIGO2;ADRB2;FSTL1;SLC7A2;SH3TC2;MAP2;CALD1;COBLL1;ZNF547;CHST13;IGFBP7;FAM47E;IGFBP6;ZNF224;KIAA0319;RIMKLB;AFAP1L1;PLK2;STYK1;FN1;LCA5;DCBLD2;TMEM154;FAM111A;CAMK4;SP5;MDGA1"
"JUN","JUN endothelial cell of umbilical vein hg19","32/988","0.041043271681981755017","0.999995500685318839","0","0","1.4227856342694101","4.5431371617613942603953","CAMK2D;KRT80;SEMA3C;NTN4;NEXN;HSF2BP;TFPI;RHOBTB2;ZNF827;SH3TC2;PLAU;CALD1;COBLL1;AKT3;HIVEP1;ZNF547;CCL2;UPP1;TBL1X;C16ORF74;KLRG1;SRGN;TM4SF18;TNFRSF12A;DUSP8;GPR137C;TMEM154;IL6;BFSP1;GNRH1;TLR6;RIN1"
"RAD21","RAD21 HeLa-S3 hg19","58/2000","0.052537725320554055919","0.999995500685318839","0","0","1.2781390244085786","3.7656836005165010838880","ECM1;DOCK4;MAML2;DDX47;SLC2A3;RND3;CALB2;ALCAM;HMGN5;TUBB3;ZNF83;TRIM2;ENOSF1;PDK4;JARID2;SLC39A1;PRKCG;KLF10;TLE3;FGFBP2;UNC5B;IL11RA;ITGA1;TMC5;SERPINB5;CLDN4;TUBB2A;IL1B;DPYD;EFHC1;TLR6;CES3;ZNF233;C1S;IL20RB;TFPI;HIF1A;PBLD;CALD1;COBLL1;PCDHA4;CHST13;FLNB;ZNF585A;ANKRD34A;EGLN3;JUP;TRAPPC5;STYK1;FZD8;OXR1;PCDHB10;EHD1;FOSL1;MLLT11;IL6;RAET1L;ZNF611"
"RAD21","RAD21 IMR-90 hg19","58/2000","0.052537725320554055919","0.999995500685318839","0","0","1.2781390244085786","3.7656836005165010838880","ECM1;DOCK4;DDX47;HSF2BP;TXNDC12;CXCL2;CALB2;C1QTNF2;ZNF83;TMSB4X;ANKRD31;BDKRB1;RPS10;CTSC;PRKCG;FGFBP2;GPR37;UNC5B;HPCAL1;FOXL1;FBXO10;CDYL2;SYTL2;MALL;SPIN2B;TLR6;MET;CES3;DNAH3;FOXC2;C1S;SYNPO2;ZNF20;NEXN;FBLN1;ADRB2;PBLD;EFNB2;SOCS3;ZNF547;HBQ1;PDLIM5;ZNF224;SLC38A4;NIPSNAP3B;TRAPPC5;STYK1;FN1;FZD9;INHBA;PCDHB10;EHD1;FOSL1;MLLT11;RNF224;CAMK4;ZNF214;SSBP2"
"PRDM1","PRDM1 HeLa-S3 hg19","48/1625","0.057619299361126703751","0.999995500685318839","0","0","1.2980417732939509","3.7044784430507977646130","TES;CCDC120;MAML2;ARL6;AMIGO2;ZBTB20;KIF12;SLC2A3;NR3C1;TFPI;CLDN1;FSTL1;CXCL2;RND3;SLC7A2;RHOBTB2;CALB2;ALCAM;HINT2;CALD1;TMSB4X;HIVEP1;MAP7;ZNF547;FLNB;STAT6;IGFBP7;CA9;TBL1X;JARID2;PHLDA2;ZNF224;TNFRSF12A;IL11RA;PLK2;RHOF;RGMB;SERPINB5;BCAN;IL6;CDCP1;LTB4R2;DPYD;TXNIP;TLR6;SSBP2;MET;HOXB6"
"HDAC2","HDAC2 MCF-7 hg19","29/913","0.061030333353040561173","0.999995500685318839","0","0","1.3902792060880296","3.8877549032617064739270","ANKRD37;KRT80;SEMA3C;ARL6;DNAJC22;DLL4;CALB1;MAP2;CA2;MAP7;TBL1X;ANKRD34A;MYO10;UNC5B;C1ORF21;TSPEAR;NFATC4;EHD1;MLLT11;FRMD3;FAM111A;GOLGA8B;XKR9;VGF;ESRP1;RAET1L;TRIM59;SSBP2;CAPS2"
"POLR2A","POLR2A ECC-1 hg19","40/1329","0.062823873452857240118","0.999995500685318839","0","0","1.3195390076693412","3.6517188084808998027597","ZNF594;PLEKHH2;CCDC120;ZNF491;HSF2BP;TXNDC12;RND3;DLL4;SOCS3;FGF9;PLAU;P2RY2;PSD3;IGFBP7;FAM47E;PHLDA2;C16ORF74;ZNF224;ZNF345;EGLN3;MCOLN3;LAMB3;SMOX;LIMCH1;TRAPPC5;ARAP2;CPT1C;PRAP1;OXR1;EHD1;FRMD3;MARCKS;TUBB2A;DOK7;SPIN2B;SPRY1;MYZAP;ZNF611;UBE2V1;FSIP1"
"TEAD4","TEAD4 A549 hg19","16/447","0.063051807809259965976","0.999995500685318839","0","0","1.5652289710770682","4.3259775518423149165415","KRT80;TNFRSF12A;AMIGO2;RNASE4;KLHDC7A;RND3;SLC7A2;DHRS3;SLC7A5;XKR9;CCDC85B;PLAU;CALD1;UPP1;TBL1X;SSBP2"
"CTCF","CTCF fibroblast of foreskin  hg19","64/2261","0.063772574503195594842","0.999995500685318839","0","0","1.2467910787437415","3.4317077220100618006882","MAML2;ZNF491;DDX47;IL1RAP;PTPRK;CLDN1;CXCL2;RND3;CALB2;ALCAM;ENOSF1;ANKRD31;SLC39A1;PRKCG;TLE3;UNC5CL;FGFBP2;ITGA1;HPCAL1;TMC5;RGMB;FRMD3;MTNR1A;TUBB2A;CD8A;MALL;NME9;TLR6;RIN1;CES3;HOXB5;CREB5;ZNF594;CAMK2D;C1S;NEXN;FBLN1;IQGAP2;HIF1A;PBLD;MAP2;P2RY2;COBLL1;MAP7;SFN;FLNB;HBQ1;SLC38A4;NTRK2;JUP;KCNIP2;PLK2;TRAPPC5;STYK1;OXR1;PCDHB10;GULP1;EHD1;MLLT11;FAM111A;RNF224;DLC1;ZNF611;CD24"
"JUND","JUND HCT116 hg19","13/348","0.067741105188541650417","0.999995500685318839","0","0","1.6335951819848129","4.3977397032349729855127","INO80C;KRT80;TNFRSF12A;LAMB3;IL20RB;TFPI;FOSL1;BFSP1;ZNF827;GJB3;CCDC85B;TLR6;CAPS2"
