Pathway ID	Name	pvalue	DEG number	DEG Density	Intersecton size	DEGs in Intersection	Result	Reciprocal pvalue	Filtered	Versus	Versus Name	Is Reciprocal	Top Genes
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	5.22e-10	67	0.7614	0	0	1	0	keep	itself		True	RPL41,RPS26,FAU,RPL35,RPL19,RPS15,RPL38,RPL36,RPL8,RPL26,RPL13,RPL14,RPL28,RPL12,RPL36A,RPSA,RPL10,RPS2,RPL29,RPL7A
WP_BURN_WOUND_HEALING	WP_BURN_WOUND_HEALING	4.05e-07	30	0.2655	0	0	1	0	keep	itself		True	CNN2,CXCL14,COL1A1,VIM,TAGLN,F13A1,PDGFRB,KLF4,SERPINH1,S100A6,PFN1,S100A11,TIMP2,MYD88,NFKB1,SPARC,TGFB2,SMAD3,ICAM1,BAX
WP_VEGFAVEGFR2_SIGNALING	WP_VEGFAVEGFR2_SIGNALING	1.10e-06	96	0.2227	0	0	1	0	keep	itself		True	CAV1,CCN1,ANXA1,ACTG1,IGFBP3,EPHA2,F3,JAG1,BCL2L1,EZR,PLAUR,MYH9,NFATC2,MAP2K3,FJX1,TMSB4X,ITGB5,PPM1G,CCN2,GATA2
WP_CAFFEINE_IN_MYOCYTES	WP_CAFFEINE_IN_MYOCYTES	1.43e-05	8	0.2222	0	0	1	0	keep	itself		True	TNNC1,ACTB,ACTG1,TPM1,MYL9,TPM4,MYL6,TPM3
WP_FOCAL_ADHESION	WP_FOCAL_ADHESION	1.54e-05	54	0.2714	0	0	1	0	keep	itself		True	THBS1,CAV1,EGFR,ITGA3,ACTB,ACTG1,ZYX,CAV2,CCND3,COL1A1,MYL9,PDGFRB,ITGB5,PARVA,FLNA,CCND1,COL4A2,VCL,COL5A3,FLT1
WP_EBOLA_VIRUS_INFECTION_IN_HOST	WP_EBOLA_VIRUS_INFECTION_IN_HOST	1.62e-05	26	0.2016	0	0	1	0	keep	itself		True	CAV1,EGFR,AXL,ITGA3,ACTB,ACTG1,CAV2,NPC2,RHOB,FLNA,CLTB,CTSB,NFKB1,PIK3R1,FLNB,ITGA2,ACTN1,RELB,C1QBP,VPS11
WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	2.43e-05	25	0.5319	0	0	1	0	keep	itself		True	SQLE,CH25H,DHCR24,LBR,FASN,GGPS1,CYP27A1,SREBF2,FDFT1,MVK,HSD17B7,TM7SF2,FADS1,MSMO1,IDI1,SC5D,ACSL3,MYLIP,HMGCS1,HMGCR
WP_PROTEASOME_DEGRADATION	WP_PROTEASOME_DEGRADATION	1.81e-04	34	0.5484	0	0	1	0	keep	itself		True	PSMC4,PSMC3,PSMD6,PSMD13,PSMD11,PSMB3,PSMB7,PSMC5,PSMA7,H2AX,PSMB6,PSME3,H2AZ1,PSMD3,PSMB5,PSMD9,PSMB4,PSMA5,PSMD8,PSMD5
WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	2.18e-04	50	0.4762	0	0	1	0	keep	itself		True	NDUFA12,COX8A,UCP2,NDUFV1,NDUFS6,SLC25A5,NDUFB2,ATP5F1D,ATP5MF,NDUFAB1,COX4I1,ATP5MC1,COX6B1,NDUFS3,ATP5MC2,SLC25A14,NDUFV3,SCO1,SURF1,UQCRC1
WP_ANGIOPOIETINLIKE_PROTEIN_8_REGULATORY_PATHWAY	WP_ANGIOPOIETINLIKE_PROTEIN_8_REGULATORY_PATHWAY	2.82e-04	40	0.303	0	0	1	0	keep	itself		True	PIK3C2A,MAPK1,PIK3CB,MAP4K3,MAP2K5,PRKAA1,FASN,PIK3CA,MAP3K7,MAP3K2,TRIP10,SREBF2,INSR,MAP4K5,MAPK13,CBLB,MAP3K10,MAP4K2,RPS6KA5,MAPK3
WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALING	WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALING	3.04e-04	22	0.3099	0	0	1	0	keep	itself		True	PRKAA1,MBTPS1,FASN,PIK3CA,FGF21,YY1,SREBF2,FDFT1,PRKAB2,PRKAA2,SEC24C,SEC24A,IDI1,LPL,ACACA,SEC24D,HMGCS1,HMGCR,LPIN1,INSIG1
WP_TGFBETA_RECEPTOR_SIGNALING_IN_SKELETAL_DYSPLASIAS	WP_TGFBETA_RECEPTOR_SIGNALING_IN_SKELETAL_DYSPLASIAS	3.64e-04	13	0.2203	0	0	1	0	keep	itself		True	THBS1,SERPINE1,LIF,BMP4,RUNX3,SMAD7,SMAD6,LTBP3,NFKB1,TFE3,SMAD3,HRAS,LEF1
WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	5.07e-04	22	0.4	0	0	1	0	keep	itself		True	ACTB,ACTG1,TUBB6,EZR,TUBB2A,KRT18,TUBA1C,NCL,TUBB,TUBB4B,ARPC4,CLDN1,TUBB2B,CTTN,TUBA4A,ARPC5L,YWHAZ,ROCK1,ARPC5,ARPC2
WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES	WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES	5.17e-04	36	0.3243	40	21	8.03e-04	0.7353	exclude	WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	False	ELOVL5,BAAT,SERINC1,SLC27A5,ABCD3,ACOT1,OSBP,CH25H,DHCR24,LBR,HSD17B12,PRKAA1,GGPS1,CYP27A1,OSBPL2,FDFT1,MVK,HSD17B7,OSBPL9,TM7SF2
WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS	WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS	5.57e-04	10	0.5556	8	7	0.023	0.0371	keep	WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	True	PRKAA1,FASN,SREBF2,PPARGC1A,HMGCS1,HMGCR,ABCA1,PPARA,SREBF1,SCD
WP_SENESCENCE_AND_AUTOPHAGY_IN_CANCER	WP_SENESCENCE_AND_AUTOPHAGY_IN_CANCER	5.60e-04	23	0.219	0	0	1	0	keep	itself		True	THBS1,SERPINE1,IGFBP3,CXCL14,COL1A1,MAP2K3,HMGA1,SQSTM1,CD44,ATG12,GABARAPL1,SPARC,ATG16L1,SMAD3,PLAU,HRAS,IGFBP7,MAP1LC3B,CDC25B,PLAT
WP_CHOLESTEROL_METABOLISM	WP_CHOLESTEROL_METABOLISM	6.93e-04	25	0.3472	25	15	0.0013	0.2408	exclude	WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	False	LIPC,ANGPTL8,DGAT1,SQLE,DHCR24,LBR,STARD3,CYP27A1,CD36,FDFT1,MVK,HSD17B7,TM7SF2,MSMO1,IDI1,LPL,SC5D,PLTP,MYLIP,HMGCS1
WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS	WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS	7.50e-04	6	0.1395	17	4	0.1553	0.7289	keep	WP_FOCAL_ADHESION	WP_FOCAL_ADHESION	False	THBS1,ITGB5,COL4A2,COL5A3,COL6A1,COL6A3
WP_NUCLEAR_RECEPTORS_METAPATHWAY	WP_NUCLEAR_RECEPTORS_METAPATHWAY	8.54e-04	57	0.1815	0	0	1	0	keep	itself		True	ANKRD1,EGFR,ENC1,PLK2,ANGPTL4,SLC2A3,EPHA2,CYP1A1,SLC5A3,SLC2A1,MAFF,PDK4,TNS4,FTL,SQSTM1,CCND1,TXNRD1,SCNN1A,PDE4B,MYOF
WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION	WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION	9.04e-04	10	0.2174	0	0	1	0	keep	itself		True	ANXA1,ANXA2,S100A6,ANXA3,HPGD,S100A10,EDN1,PPARG,ANXA8,HSD11B2
WP_GLUCOCORTICOID_RECEPTOR_PATHWAY	WP_GLUCOCORTICOID_RECEPTOR_PATHWAY	9.77e-04	11	0.1571	69	11	0.8429	0.7596	keep	WP_NUCLEAR_RECEPTORS_METAPATHWAY	WP_NUCLEAR_RECEPTORS_METAPATHWAY	False	ANKRD1,ENC1,PLK2,ANGPTL4,TNS4,SCNN1A,PDE4B,CAVIN2,ACKR3,GADD45B,HSP90AA1
WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY	WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY	9.97e-04	7	0.1842	23	6	0.1394	0.3817	keep	WP_CAFFEINE_IN_MYOCYTES	WP_CAFFEINE_IN_MYOCYTES	False	TNNC1,ACTG1,TPM1,VIM,MYL9,TPM4,TPM3
WP_PYRIMIDINE_METABOLISM	WP_PYRIMIDINE_METABOLISM	0.0011	37	0.4405	0	0	1	0	keep	itself		True	RRM2,POLE3,UMPS,NME1,UPP1,POLR2L,POLR3D,POLR3E,POLR1C,TK1,DTYMK,CTPS1,POLR3H,UCKL1,POLE4,POLR2J,POLD2,DCTD,RRM2B,TYMS
WP_HIPPOMERLIN_SIGNALING_DYSREGULATION	WP_HIPPOMERLIN_SIGNALING_DYSREGULATION	0.0012	30	0.2479	0	0	1	0	keep	itself		True	EGFR,ITGA3,AJUBA,EPHA2,NGFR,PDGFRB,ITGB5,CCN2,CCND1,NTRK2,CD44,LATS2,TEAD4,FLT1,ITGB4,ITGA2,WWTR1,HRAS,ITGB8,MYC
WP_BETAGLOBIN_GENE_EXPRESSION_REGULATION	WP_BETAGLOBIN_GENE_EXPRESSION_REGULATION	0.0012	10	0.4167	0	0	1	0	keep	itself		True	NR2C1,NR2C2,PPARGC1A,GATAD2B,CHD3,LDB1,LMO2,KDM1A,BCL11A,MYB
WP_TGFBETA_RECEPTOR_SIGNALING	WP_TGFBETA_RECEPTOR_SIGNALING	0.0013	12	0.2182	0	0	1	0	keep	itself		True	THBS1,SERPINE1,LIF,BMP4,RUNX3,SMAD7,SMAD6,NFKB1,TFE3,SMAD3,HRAS,LEF1
WP_THYROID_HORMONES_PRODUCTION_AND_PERIPHERAL_DOWNSTREAM_SIGNALING_EFFECTS	WP_THYROID_HORMONES_PRODUCTION_AND_PERIPHERAL_DOWNSTREAM_SIGNALING_EFFECTS	0.0014	24	0.2581	0	0	1	0	keep	itself		True	PIK3CA,FGF21,PPARGC1A,MAP4K5,PRDM16,PLCB1,NOTCH1,RPS6KA6,MAP2K1,SHH,ITPR2,TBC1D4,SLC16A10,MAPK14,ZNF516,GSK3B,CTNNB1,KDM1A,FRS2,SECISBP2L
WP_EXERCISE_AND_HYPERTROPHY_IN_SKELETAL_MUSCLE	WP_EXERCISE_AND_HYPERTROPHY_IN_SKELETAL_MUSCLE	0.0015	5	0.25	0	0	1	0	keep	itself		True	ANKRD1,CCN1,WDR1,IFRD1,DUSP14
WP_NRF2_PATHWAY	WP_NRF2_PATHWAY	0.0019	35	0.2482	0	0	1	0	keep	itself		True	SLC2A3,EPHA2,SLC5A3,SLC2A1,MAFF,FTL,SQSTM1,TXNRD1,ABCC3,SLC6A20,NQO1,TGFB2,SLC2A8,TXN,HSP90AA1,KEAP1,HSP90AB1,HBEGF,PRDX6,G6PD
