"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER"
"1","E2F1","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","4.666666666666667","2","6","ENCODE--ChIP-seq(rank=3); Enrichr--Queries(rank=4); Literature--ChIP-seq(rank=4); GTEx--Coexpression(rank=7); ARCHS4--Coexpression(rank=14); ReMap--ChIP-seq(rank=98)","10","rank=2; score=17.662; p=2.1775e-18","rank=10; score=0.002849","rank=2; score=8.8824; direction=Repressed"
"2","E2F2","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","5.666666666666667","3","3","ARCHS4--Coexpression(rank=6); Enrichr--Queries(rank=8); GTEx--Coexpression(rank=1005)","11","rank=3; score=8.9522; p=1.1164e-09","rank=11; score=0.003686","rank=3; score=7.8622; direction=Repressed"
"3","E2F4","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6.000000000000000","1","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=2); Enrichr--Queries(rank=90); ARCHS4--Coexpression(rank=820); GTEx--Coexpression(rank=971)","16","rank=1; score=31.54; p=2.8864e-32","rank=16; score=0.006098","rank=1; score=14.869; direction=Repressed"
"4","TFDP1","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","7.000000000000000","5","4","GTEx--Coexpression(rank=4); Enrichr--Queries(rank=14); ReMap--ChIP-seq(rank=15); ARCHS4--Coexpression(rank=22)","9","rank=7; score=6.0347; p=9.2322e-07","rank=9; score=0.002489","rank=5; score=6.5039; direction=Repressed"
"5","FOXM1","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","7.333333333333333","2","6","GTEx--Coexpression(rank=1); ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=2); Enrichr--Queries(rank=3); ARCHS4--Coexpression(rank=7)","2","rank=8; score=5.7475; p=1.7885e-06","rank=2; score=0.0006223","rank=12; score=4.2828; direction=Repressed"
"6","TP53","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","10.000000000000000","5","5","ARCHS4--Coexpression(rank=9); Literature--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=99); GTEx--Coexpression(rank=114); Enrichr--Queries(rank=257)","15","rank=5; score=7.8735; p=1.3382e-08","rank=15; score=0.005528","rank=10; score=5.1408; direction=Activated"
"7","E2F3","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","17.000000000000000","9","3","ARCHS4--Coexpression(rank=17); Enrichr--Queries(rank=25); GTEx--Coexpression(rank=1247)","33","rank=9; score=5.4702; p=3.387e-06","rank=33; score=0.01044","rank=9; score=5.2069; direction=Repressed"
"8","MYBL2","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","21.000000000000000","6","6","Enrichr--Queries(rank=2); ARCHS4--Coexpression(rank=5); Literature--ChIP-seq(rank=8); GTEx--Coexpression(rank=13); ENCODE--ChIP-seq(rank=79); ReMap--ChIP-seq(rank=160)","6","rank=28; score=2.5233; p=0.0029971","rank=6; score=0.001425","rank=29; score=3.1127; direction=Repressed"
"9","E2F7","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","24.666666666666664","7","5","ARCHS4--Coexpression(rank=3); Literature--ChIP-seq(rank=5); Enrichr--Queries(rank=7); GTEx--Coexpression(rank=8); ReMap--ChIP-seq(rank=100)","7","rank=10; score=5.2255; p=5.9496e-06","rank=7; score=0.001843","rank=57; score=2.3604; direction=Repressed"
"10","STAT1","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","29.333333333333332","17","6","GTEx--Coexpression(rank=24); ENCODE--ChIP-seq(rank=48); Enrichr--Queries(rank=75); Literature--ChIP-seq(rank=96); ARCHS4--Coexpression(rank=99); ReMap--ChIP-seq(rank=118)","52","rank=19; score=2.7635; p=0.0017237","rank=52; score=0.01493","rank=17; score=3.8329; direction=Activated"
