"statistic","source","condition","score","p_value","TF","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ora","HIF1A","SW948","8.78843713378295099","0.000000001627656909763734","HIF1A","1","dorothea","1","8.78843713378295099","0.000000001627656909763734",NA,"","5","Literature--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=58); ARCHS4--Coexpression(rank=86); Enrichr--Queries(rank=504); GTEx--Coexpression(rank=883)","94","0.02439000000000000","Literature ChIP-seq,0.02439"
"ora","FOXO3","SW948","6.48866566102595588","0.000000324589404373679257","FOXO3","2","dorothea","2","6.48866566102595588","0.000000324589404373679257",NA,"","4","Literature--ChIP-seq(rank=70); ARCHS4--Coexpression(rank=143); GTEx--Coexpression(rank=208); Enrichr--Queries(rank=419)","333","0.08784000000000000","ARCHS4 Coexpression,0.08784"
"ora","FOXO1","SW948","6.05088001531307551","0.000000889446815792187671","FOXO1","3","dorothea","3","6.05088001531307551","0.000000889446815792187671",NA,"","5","ReMap--ChIP-seq(rank=70); Literature--ChIP-seq(rank=71); ARCHS4--Coexpression(rank=174); Enrichr--Queries(rank=187); GTEx--Coexpression(rank=604)","393","0.10690000000000000","ARCHS4 Coexpression,0.1069"
"ora","NFKB1","SW948","5.02462484746467286","0.000009448767278759620156","NFKB1","4","dorothea","4","5.02462484746467286","0.000009448767278759620156",NA,"","4","ARCHS4--Coexpression(rank=16); ReMap--ChIP-seq(rank=229); Enrichr--Queries(rank=244); GTEx--Coexpression(rank=1185)","36","0.00982800000000000","ARCHS4 Coexpression,0.009828"
"ora","SP3","SW948","4.98700603218360516","0.000010303718088734143459","SP3","5","dorothea","5","4.98700603218360516","0.000010303718088734143459",NA,"","3","GTEx--Coexpression(rank=368); ARCHS4--Coexpression(rank=935); Enrichr--Queries(rank=1202)","756","0.22900000000000001","GTEx Coexpression,0.229"
"ora","RELA","SW948","4.90138455356605274","0.000012549182824746606615","RELA","6","dorothea","6","4.90138455356605274","0.000012549182824746606615",NA,"","6","Literature--ChIP-seq(rank=7); ENCODE--ChIP-seq(rank=26); ReMap--ChIP-seq(rank=48); GTEx--Coexpression(rank=476); Enrichr--Queries(rank=568); ARCHS4--Coexpression(rank=1122)","165","0.04268000000000000","Literature ChIP-seq,0.04268"
"ora","TP53","SW948","4.89626146778769922","0.000012698093839670371324","TP53","7","dorothea","7","4.89626146778769922","0.000012698093839670371324",NA,"","5","Literature--ChIP-seq(rank=44); ReMap--ChIP-seq(rank=167); Enrichr--Queries(rank=786); GTEx--Coexpression(rank=1095); ARCHS4--Coexpression(rank=1260)","855","0.26829999999999998","Literature ChIP-seq,0.2683"
"ora","MEF2A","SW948","4.79010805349847413","0.000016214066373481666344","MEF2A","8","dorothea","8","4.79010805349847413","0.000016214066373481666344",NA,"","6","ENCODE--ChIP-seq(rank=27); Literature--ChIP-seq(rank=94); ARCHS4--Coexpression(rank=175); ReMap--ChIP-seq(rank=200); GTEx--Coexpression(rank=259); Enrichr--Queries(rank=709)","395","0.10750000000000000","ARCHS4 Coexpression,0.1075"
"ora","NR1H3","SW948","4.33179395232581221","0.000046580703967038373907","NR1H3","9","dorothea","9","4.33179395232581221","0.000046580703967038373907",NA,"","5","Literature--ChIP-seq(rank=33); GTEx--Coexpression(rank=152); ReMap--ChIP-seq(rank=223); Enrichr--Queries(rank=250); ARCHS4--Coexpression(rank=486)","352","0.09458999999999999","GTEx Coexpression,0.09459"
"ora","NR1H2","SW948","4.17832960219146088","0.000066323952227062156332","NR1H2","10","dorothea","10","4.17832960219146088","0.000066323952227062156332",NA,"","4","ReMap--ChIP-seq(rank=21); GTEx--Coexpression(rank=68); Enrichr--Queries(rank=816); ARCHS4--Coexpression(rank=1127)","162","0.04231000000000000","GTEx Coexpression,0.04231"
