term_id	term_name	p_value	term_size	intersection_size	intersection
BIOCARTA_ATRBRCA_PATHWAY	BIOCARTA_ATRBRCA_PATHWAY	2.9004263e-07	22	16	BRCA2,ATR,CHEK1,BRCA1,RAD1,NBN,CHEK2,FANCD2,FANCG,MRE11,FANCF,FANCE,FANCC,RAD51,FANCA,RAD50
BIOCARTA_RANMS_PATHWAY	BIOCARTA_RANMS_PATHWAY	1.1986878307e-06	10	9	KPNA2,TPX2,RAN,AURKA,RANGAP1,KPNB1,RANBP1,KIF15,RCC1
BIOCARTA_RB_PATHWAY	BIOCARTA_RB_PATHWAY	7.1423150347e-06	13	9	CDK2,CHEK1,CDK4,CDK1,CDC25A,CDC25B,WEE1,RB1,CDC25C
BIOCARTA_SM_PATHWAY	BIOCARTA_SM_PATHWAY	5.81848004915e-05	14	12	SNRPG,SNRPE,SNRPF,SNRPC,SNRPD2,SNRPD1,SNRPB,SNRPA1,SNRPB2,SNRPA,U2AF1,SRSF2
BIOCARTA_PROTEASOME_PATHWAY	BIOCARTA_PROTEASOME_PATHWAY	4.68893084461e-05	18	12	RPN2,PSMA2,PSMA7,PSMA1,PSMA3,PSMB5,PSMB7,PSMB2,PSMB3,PSMB4,RPN1,PSMA5
BIOCARTA_CELLCYCLE_PATHWAY	BIOCARTA_CELLCYCLE_PATHWAY	3.50666362014e-05	23	13	E2F1,CDK2,RBL1,CDK4,CCND1,CDK1,CDC25A,CCNE1,CDK7,CCNB1,RB1,TFDP1,CDKN2A
BIOCARTA_MCM_PATHWAY	BIOCARTA_MCM_PATHWAY	5.56598310734e-05	18	13	MCM6,CDK2,CDC6,ORC6,MCM3,ORC5,CCNE1,CDT1,MCM2,ORC1,ORC3,MCM7,MCM4
BIOCARTA_ETC_PATHWAY	BIOCARTA_ETC_PATHWAY	0.0001534833747185	10	6	NDUFA1,SDHB,UQCRC1,SDHD,SDHA,ATP5F1A
BIOCARTA_G2_PATHWAY	BIOCARTA_G2_PATHWAY	0.000137581056392	24	12	ATR,CHEK1,BRCA1,CDK1,PRKDC,CDC25A,CDC25B,CHEK2,CCNB1,WEE1,PLK1,CDC25C
BIOCARTA_NKCELLS_PATHWAY	BIOCARTA_NKCELLS_PATHWAY	0.0005764419914096	20	11	IL18,KLRD1,LAT,VAV1,B2M,KLRC1,KLRC3,KLRC2,KLRC4,MAPK3,PTK2B
BIOCARTA_NPC_PATHWAY	BIOCARTA_NPC_PATHWAY	0.0002275776147044	11	11	KPNA2,RAN,NUTF2,RANGAP1,KPNB1,RCC1,RANBP2,NUP153,NUP62,NUP214,NUP210
BIOCARTA_NO2IL12_PATHWAY	BIOCARTA_NO2IL12_PATHWAY	0.0007915847479824	15	12	CXCR3,IL12RB1,CCR5,JAK2,CD4,CD2,IL12RB2,STAT4,CD3G,CD3D,CD247,CD3E
BIOCARTA_PTC1_PATHWAY	BIOCARTA_PTC1_PATHWAY	0.0004591372949514	11	9	CDK1,CDC25A,CDC25B,SHH,XPO1,CDK7,CCNB1,CDC25C,MNAT1
BIOCARTA_BARD1_PATHWAY	BIOCARTA_BARD1_PATHWAY	0.0006457526432145	8	8	BRCA1,BARD1,FANCD2,FANCG,FANCF,FANCE,FANCC,FANCA
BIOCARTA_CDC25_PATHWAY	BIOCARTA_CDC25_PATHWAY	0.0003013103635802	9	6	CHEK1,CDK1,CDC25A,CDC25B,WEE1,CDC25C
BIOCARTA_P27_PATHWAY	BIOCARTA_P27_PATHWAY	0.0013105032763807	13	12	E2F1,CDK2,CKS1B,SKP2,CCNE1,RB1,TFDP1,CUL1,UBE2M,RBX1,CDKN1B,NEDD8
