"TF","Best_Rank","Mean_Rank","Library_Count","Best_P_Value","Best_Adjusted_P_Value","Best_Combined_Score","Library","Top_Terms","Rank","Score","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"E2F4","1","1.60000000000000","5","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005875380177680581","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006110395384787807","1541.178659054031641062465","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=1, adjP=6.11e-109); ENCODE_TF_ChIP-seq_2015(rank=1, adjP=1.59e-78); Transcription_Factor_PPIs(rank=1, adjP=0.00879); ChEA_2022(rank=2, adjP=4.68e-40); TRRUST_Transcription_Factors_2019(rank=3, adjP=5.75e-05)","E2F4 ENCODE; E2F4 HeLa-S3 hg19; E2F4; E2F4 17652178 ChIP-ChIP JURKAT Human; E2F4 human","1","1541.178659054031641062465","enrichr","1","1541.178659054031641062465","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005875380177680581","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006110395384787807","","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=2); Enrichr--Queries(rank=90); ARCHS4--Coexpression(rank=820); GTEx--Coexpression(rank=971)","16","0.006098000000000000","Literature ChIP-seq,0.006098"
"E2F1","1","4.40000000000000","5","0.000000000000000000000000000000000000067681417670840160827431679458548292505726098119294936860806250220604233345691137871255262","0.0000000000000000000000000000000000127917879397887911272186878335003742751351727812800693052227781954184534513029080702762479","163.215569024057629121671","TRRUST_Transcription_Factors_2019(rank=1, adjP=5.38e-09); ChEA_2022(rank=4, adjP=1.28e-35); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=4, adjP=3.32e-20); ENCODE_TF_ChIP-seq_2015(rank=6, adjP=8.71e-15); Transcription_Factor_PPIs(rank=7, adjP=0.119)","E2F1 human; E2F1 26619117 ChIP-Seq Hepatocytes Mouse Liver; E2F1 CHEA; E2F1 HeLa-S3 hg19; E2F1","2","163.215569024057629121671","enrichr","2","163.215569024057629121671","0.000000000000000000000000000000000000067681417670840160827431679458548292505726098119294936860806250220604233345691137871255262","0.0000000000000000000000000000000000127917879397887911272186878335003742751351727812800693052227781954184534513029080702762479","","6","ENCODE--ChIP-seq(rank=3); Enrichr--Queries(rank=4); Literature--ChIP-seq(rank=4); GTEx--Coexpression(rank=7); ARCHS4--Coexpression(rank=14); ReMap--ChIP-seq(rank=98)","10","0.002849000000000000","Enrichr Queries,0.002849"
"FOXM1","1","39.60000000000000","5","0.000000000000000000000000000000000000000000000000013173147636191906853410014425317414162557103381044919728818644635750292943746","0.0000000000000000000000000000000000000000000000099588996129610799194536153975751842990757729827274573263178744611368523665106","901.025099507609638749273","ChEA_2022(rank=1, adjP=9.96e-48); ENCODE_TF_ChIP-seq_2015(rank=2, adjP=3.34e-41); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=2, adjP=3.61e-30); TRRUST_Transcription_Factors_2019(rank=35, adjP=0.0587); Transcription_Factor_PPIs(rank=158, adjP=0.993)","FOXM1 25889361 ChIP-Seq OE33 AND U2OS Human; FOXM1 ECC-1 hg19; FOXM1 ENCODE; FOXM1 human; FOXM1","3","901.025099507609638749273","enrichr","3","901.025099507609638749273","0.000000000000000000000000000000000000000000000000013173147636191906853410014425317414162557103381044919728818644635750292943746","0.0000000000000000000000000000000000000000000000099588996129610799194536153975751842990757729827274573263178744611368523665106","","6","GTEx--Coexpression(rank=1); ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=2); Enrichr--Queries(rank=3); ARCHS4--Coexpression(rank=7)","2","0.000622300000000000","GTEx Coexpression,6.223E-4"
"MYC","2","39.20000000000000","5","0.000000000010583953064574642588898653611194762775085664863183865236351266503334045410156250000000000000000000000000000000000000","0.0000000004211299219378119065015074715558349507937840883187163854017853736877441406250000000000000000000000000000000000000000","35.675037803462444685465","Transcription_Factor_PPIs(rank=2, adjP=0.0199); TRRUST_Transcription_Factors_2019(rank=7, adjP=0.000268); ChEA_2022(rank=19, adjP=4.21e-10); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=23, adjP=0.0231); ENCODE_TF_ChIP-seq_2015(rank=145, adjP=1)","MYC; MYC human; MYC 19030024 ChIP-ChIP MESCs Mouse; MYC CHEA; MYC CH12.LX mm9","4","35.675037803462444685465","enrichr","4","35.675037803462444685465","0.000000000010583953064574642588898653611194762775085664863183865236351266503334045410156250000000000000000000000000000000000000","0.0000000004211299219378119065015074715558349507937840883187163854017853736877441406250000000000000000000000000000000000000000","","6","Literature--ChIP-seq(rank=7); ENCODE--ChIP-seq(rank=26); ReMap--ChIP-seq(rank=63); Enrichr--Queries(rank=70); ARCHS4--Coexpression(rank=224); GTEx--Coexpression(rank=643)","165","0.042680000000000003","Literature ChIP-seq,0.04268"
"MYCN","2","52.00000000000000","3","0.000000028239305401954280725409159881998666374869344508624635636806488037109375000000000000000000000000000000000000000000000000","0.0000009924641239433586012072801424421797378272458445280790328979492187500000000000000000000000000000000000000000000000000000","97.801633797967014061214","TRRUST_Transcription_Factors_2019(rank=2, adjP=7.48e-06); ChEA_2022(rank=66, adjP=9.92e-07); Transcription_Factor_PPIs(rank=88, adjP=0.833)","MYCN human; MYCN 21190229 ChIP-Seq SHEP-21N Human; MYCN","5","97.801633797967014061214","enrichr","5","97.801633797967014061214","0.000000028239305401954280725409159881998666374869344508624635636806488037109375000000000000000000000000000000000000000000000000","0.0000009924641239433586012072801424421797378272458445280790328979492187500000000000000000000000000000000000000000000000000000","","5","Literature--ChIP-seq(rank=12); ReMap--ChIP-seq(rank=50); ARCHS4--Coexpression(rank=61); Enrichr--Queries(rank=204); GTEx--Coexpression(rank=469)","144","0.037470000000000003","ARCHS4 Coexpression,0.03747"
"POLE","3","3.00000000000000","1","0.000226356565718648208894794859880050807987572625279426574707031250000000000000000000000000000000000000000000000000000000000000","0.0203720909146783389631618632620302378199994564056396484375000000000000000000000000000000000000000000000000000000000000000000","51.478728675964788408237","Transcription_Factor_PPIs(rank=3, adjP=0.0204)","POLE","6","51.478728675964788408237","enrichr","6","51.478728675964788408237","0.000226356565718648208894794859880050807987572625279426574707031250000000000000000000000000000000000000000000000000000000000000","0.0203720909146783389631618632620302378199994564056396484375000000000000000000000000000000000000000000000000000000000000000000","","0","",NA,NA,NA
"E2F6","3","52.75000000000000","4","0.000000000000000000000003455573128899657827951694084096624901402773991958817941037508572176689680688355110760312527418136596680","0.0000000000000000000001197932018018548066614826462858288431965237270916484849870762251222711114451158209703862667083740234375","87.656942843715242474900","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=3, adjP=1.2e-22); ENCODE_TF_ChIP-seq_2015(rank=12, adjP=3.14e-06); Transcription_Factor_PPIs(rank=72, adjP=0.79); TRRUST_Transcription_Factors_2019(rank=124, adjP=0.392)","E2F6 ENCODE; E2F6 H1-hESC hg19; E2F6; E2F6 human","7","87.656942843715242474900","enrichr","7","87.656942843715242474900","0.000000000000000000000003455573128899657827951694084096624901402773991958817941037508572176689680688355110760312527418136596680","0.0000000000000000000001197932018018548066614826462858288431965237270916484849870762251222711114451158209703862667083740234375","","5","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=37); ARCHS4--Coexpression(rank=52); Enrichr--Queries(rank=73); GTEx--Coexpression(rank=1554)","122","0.031940000000000003","ARCHS4 Coexpression,0.03194"
"TP53","4","42.75000000000000","4","0.000000433768470988577242606422422824263840368530509294942021369934082031250000000000000000000000000000000000000000000000000000","0.0000574743224059864963714633345759352778259199112653732299804687500000000000000000000000000000000000000000000000000000000000","35.534452921030464267460","TRRUST_Transcription_Factors_2019(rank=4, adjP=5.75e-05); Transcription_Factor_PPIs(rank=10, adjP=0.223); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=19, adjP=0.00549); ChEA_2022(rank=138, adjP=0.000193)","TP53 human; TP53; TP53 CHEA; TP53 23651856 ChIP-Seq MEFs Mouse","8","35.534452921030464267460","enrichr","8","35.534452921030464267460","0.000000433768470988577242606422422824263840368530509294942021369934082031250000000000000000000000000000000000000000000000000000","0.0000574743224059864963714633345759352778259199112653732299804687500000000000000000000000000000000000000000000000000000000000","","5","ARCHS4--Coexpression(rank=9); Literature--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=99); GTEx--Coexpression(rank=114); Enrichr--Queries(rank=257)","15","0.005528000000000000","ARCHS4 Coexpression,0.005528"
"CHD1","4","184.75000000000000","4","0.000713950569815761069969450858252457692287862300872802734375000000000000000000000000000000000000000000000000000000000000000000","0.0303623317627450262090604837794671766459941864013671875000000000000000000000000000000000000000000000000000000000000000000000","18.212975803793614915094","Transcription_Factor_PPIs(rank=4, adjP=0.0482); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=50, adjP=0.333); ChEA_2022(rank=310, adjP=0.0304); ENCODE_TF_ChIP-seq_2015(rank=375, adjP=1)","CHD1; CHD1 ENCODE; CHD1 26751641 Chip-Seq LNCaP Human; CHD1 GM12878 hg19","9","18.212975803793614915094","enrichr","9","18.212975803793614915094","0.000713950569815761069969450858252457692287862300872802734375000000000000000000000000000000000000000000000000000000000000000000","0.0303623317627450262090604837794671766459941864013671875000000000000000000000000000000000000000000000000000000000000000000000","","0","",NA,NA,NA
"AIRE","5","5.00000000000000","1","0.001406935335040555411917351236184003937523812055587768554687500000000000000000000000000000000000000000000000000000000000000000","0.0759745080921899879067282768119184765964746475219726562500000000000000000000000000000000000000000000000000000000000000000000","15.428230435536027798094","Transcription_Factor_PPIs(rank=5, adjP=0.076)","AIRE","10","15.428230435536027798094","enrichr","10","15.428230435536027798094","0.001406935335040555411917351236184003937523812055587768554687500000000000000000000000000000000000000000000000000000000000000000","0.0759745080921899879067282768119184765964746475219726562500000000000000000000000000000000000000000000000000000000000000000000","","3","Enrichr--Queries(rank=538); GTEx--Coexpression(rank=764); ARCHS4--Coexpression(rank=1303)","1146","0.383199999999999985","Enrichr Queries,0.3832"
