"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","ENRICHR","TRRUST"
"1","JUN","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","5.50","2","6","ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=8); ENCODE--ChIP-seq(rank=9); Literature--ChIP-seq(rank=24); Enrichr--Queries(rank=31); ARCHS4--Coexpression(rank=40)","11","rank=2; score=6.2086; p=6.1864e-07","rank=11; score=0.003367","rank=7; score=86.872; p=7.0332e-08; adjP=1.3363e-05","rank=2; score=7.1528; p=7.0341e-08"
"2","NFKB1","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","10.25","4","4","ARCHS4--Coexpression(rank=6); ReMap--ChIP-seq(rank=160); Enrichr--Queries(rank=416); GTEx--Coexpression(rank=458)","13","rank=13; score=3.4183; p=0.00038167","rank=13; score=0.003686","rank=11; score=63.987; p=3.1196e-07; adjP=3.3704e-05","rank=4; score=6.3531; p=4.4352e-07"
"3","JUND","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","24.25","10","6","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=3); Literature--ChIP-seq(rank=7); ARCHS4--Coexpression(rank=357); GTEx--Coexpression(rank=508); Enrichr--Queries(rank=521)","39","rank=35; score=1.9014; p=0.012548","rank=39; score=0.0101","rank=10; score=54.469; p=8.7224e-11; adjP=1.0997e-08","rank=13; score=2.7524; p=0.0017683"
"4","FOS","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","24.50","6","5","ReMap--ChIP-seq(rank=2); GTEx--Coexpression(rank=4); ENCODE--ChIP-seq(rank=6); Enrichr--Queries(rank=38); ARCHS4--Coexpression(rank=274)","8","rank=6; score=3.9257; p=0.00011865","rank=8; score=0.002489","rank=27; score=14.865; p=0.00052858; adjP=0.04937","rank=57; score=1.7869; p=0.016336"
"5","RELA","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","24.75","3","6","Literature--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=77); ARCHS4--Coexpression(rank=531); Enrichr--Queries(rank=588); GTEx--Coexpression(rank=656)","68","rank=14; score=3.3943; p=0.0004034","rank=68; score=0.01829","rank=14; score=76.197; p=1.6891e-12; adjP=3.1416e-10","rank=3; score=6.407; p=3.9176e-07"
"6","ATF3","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","31.50","1","6","ARCHS4--Coexpression(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=2); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=12); ENCODE--ChIP-seq(rank=71)","1","rank=30; score=2.0186; p=0.0095811","rank=1; score=0.0006143","rank=5; score=125.53; p=6.0719e-19; adjP=4.5175e-16","rank=90; score=1.1931; p=0.0641"
"7","PPARG","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","37.25","23","5","ReMap--ChIP-seq(rank=14); Literature--ChIP-seq(rank=15); GTEx--Coexpression(rank=18); Enrichr--Queries(rank=93); ARCHS4--Coexpression(rank=108)","43","rank=44; score=1.6639; p=0.021682","rank=43; score=0.0112","rank=23; score=23.648; p=1.1182e-06; adjP=3.746e-05","rank=39; score=2.1287; p=0.0074352"
"8","FOSL2","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","37.50","18","5","ENCODE--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=4); Enrichr--Queries(rank=39); ARCHS4--Coexpression(rank=52); GTEx--Coexpression(rank=241)","51","rank=49; score=1.5746; p=0.026631","rank=51; score=0.01347","rank=18; score=47.418; p=0.00027799; adjP=0.045313","rank=32; score=2.1962; p=0.0063649"
"9","EGR1","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.00","24","6","GTEx--Coexpression(rank=12); Enrichr--Queries(rank=16); Literature--ChIP-seq(rank=19); ReMap--ChIP-seq(rank=68); ENCODE--ChIP-seq(rank=77); ARCHS4--Coexpression(rank=363)","28","rank=24; score=2.279; p=0.0052596","rank=28; score=0.007467","rank=63; score=20.149; p=2.4811e-06; adjP=6.2576e-05","rank=41; score=2.088; p=0.008165"
"10","SMAD3","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","41.00","11","5","ReMap--ChIP-seq(rank=8); Literature--ChIP-seq(rank=16); Enrichr--Queries(rank=160); ARCHS4--Coexpression(rank=166); GTEx--Coexpression(rank=619)","100","rank=18; score=2.8122; p=0.0015409","rank=100; score=0.02694","rank=35; score=48.961; p=4.813e-05; adjP=0.00055951","rank=11; score=2.9388; p=0.0011514"
