"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ENRICHR","TRRUST","CollecTRI"
"1","E2F4","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","1.666666666666667","1","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=3); Enrichr--Queries(rank=81); ARCHS4--Coexpression(rank=811); GTEx--Coexpression(rank=1127)","27","rank=2; score=1642.8; p=7.1929e-113; adjP=7.4806e-111","rank=2; score=8.2913; p=5.1137e-09","rank=1; score=14.093; p=4.1865e-45; direction=Repressed"
"2","E2F1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","2.000000000000000","1","6","Literature--ChIP-seq(rank=4); Enrichr--Queries(rank=6); GTEx--Coexpression(rank=7); ENCODE--ChIP-seq(rank=9); ARCHS4--Coexpression(rank=14); ReMap--ChIP-seq(rank=19)","12","rank=3; score=92.119; p=4.2626e-24; adjP=5.3709e-22","rank=1; score=9.8144; p=1.5333e-10","rank=2; score=6.5732; p=4.9261e-11; direction=Repressed"
"3","MYC","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","12.333333333333334","6","6","Literature--ChIP-seq(rank=41); ENCODE--ChIP-seq(rank=42); ReMap--ChIP-seq(rank=106); Enrichr--Queries(rank=108); ARCHS4--Coexpression(rank=654); GTEx--Coexpression(rank=1145)","312","rank=23; score=19.534; p=0.00023489; adjP=0.0068236","rank=8; score=3.6291; p=0.0002349","rank=6; score=4.3698; p=1.2437e-05; direction=Repressed"
"4","CDX2","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","14.666666666666666","5","5","ARCHS4--Coexpression(rank=46); GTEx--Coexpression(rank=60); Literature--ChIP-seq(rank=73); ReMap--ChIP-seq(rank=154); Enrichr--Queries(rank=719)","111","rank=30; score=22.328; p=0.0014734; adjP=0.013621","rank=9; score=2.8317; p=0.0014734","rank=5; score=4.5586; p=5.1507e-06; direction=Activated"
"5","TP53","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","14.666666666666668","3","5","ARCHS4--Coexpression(rank=13); Literature--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=149); GTEx--Coexpression(rank=168); Enrichr--Queries(rank=271)","26","rank=5; score=41.375; p=1.1959e-07; adjP=2.0011e-05","rank=3; score=6.9222; p=1.1961e-07","rank=36; score=2.6806; p=0.0073493; direction=Repressed"
"6","TFDP1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","25.666666666666668","6","4","GTEx--Coexpression(rank=4); Enrichr--Queries(rank=15); ARCHS4--Coexpression(rank=19); ReMap--ChIP-seq(rank=20)","8","rank=16; score=119.01; p=0.00013071; adjP=0.0093735","rank=6; score=3.8837; p=0.00013071","rank=55; score=2.4773; p=0.013236; direction=Repressed"
"7","FOXA1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","26.000000000000000","19","6","Literature--ChIP-seq(rank=35); ENCODE--ChIP-seq(rank=37); GTEx--Coexpression(rank=156); ReMap--ChIP-seq(rank=232); ARCHS4--Coexpression(rank=325); Enrichr--Queries(rank=329)","382","rank=19; score=39.489; p=9.9381e-13; adjP=9.3915e-11","rank=30; score=1.5505; p=0.02815","rank=29; score=2.9647; p=0.0030298; direction=Activated"
"8","REST","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","26.333333333333332","17","6","ENCODE--ChIP-seq(rank=14); ReMap--ChIP-seq(rank=25); Literature--ChIP-seq(rank=54); GTEx--Coexpression(rank=109); ARCHS4--Coexpression(rank=187); Enrichr--Queries(rank=1197)","275","rank=43; score=15.815; p=0.0031134; adjP=0.034208","rank=17; score=2.2983; p=0.0050317","rank=19; score=3.4328; p=0.00059744; direction=Activated"
"9","E2F3","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","28.666666666666668","8","3","ARCHS4--Coexpression(rank=18); Enrichr--Queries(rank=28); GTEx--Coexpression(rank=1222)","36","rank=59; score=23.987; p=0.0073768; adjP=0.16833","rank=19; score=2.1321; p=0.0073769","rank=8; score=3.8674; p=0.00011001; direction=Repressed"
"10","YBX1","ENRICHR;TRRUST;CollecTRI","4","ChEA3;ENRICHR;TRRUST;CollecTRI","44.333333333333336","13","3","ARCHS4--Coexpression(rank=198); Enrichr--Queries(rank=1155); GTEx--Coexpression(rank=1318)","464","rank=41; score=19.377; p=0.0028347; adjP=0.076991","rank=13; score=2.5475; p=0.0028347","rank=79; score=2.1566; p=0.031035; direction=Repressed"
