"Dataset","Analysis_Name","Contrast","Target_Gene","Status","Samples_Used","Patients_Used","Paired_Design_Used","Experiment_Group","Control_Group","Feature_ID","GeneID","Symbol","Ensembl","Entrez","logFC","AveExpr","t","P.Value","adj.P.Val","B","Rank_By_PValue","Significant_By_Config","Direction"
"GSE50760","Liver_metastasis_vs_normal","Liver_metastasis_vs_normal_vs_Normal_colon","ATF3","OK","36","18",TRUE,"Liver_metastasis_vs_normal","Normal_colon","ENSG00000162772","ENSG00000162772","ATF3","ENSG00000162772","467","0.1482636551318338","5.562895351040363","0.5314556312178165","0.6008622106179348776","0.667676959175293350","-7.542843760320299","15324",FALSE,"Higher_in_experiment_group"
"GSE50760","Liver_metastasis_vs_primary","Liver_metastasis_vs_primary_vs_Primary_tumor","ATF3","OK","36","18",TRUE,"Liver_metastasis_vs_primary","Primary_tumor","ENSG00000162772","ENSG00000162772","ATF3","ENSG00000162772","467","0.7657815811984132","5.329452252988893","4.2079434623887035","0.0004343395035209736","0.008667486092485206","-1.065025693519417","855",TRUE,"Higher_in_experiment_group"
"GSE50760","Primary_tumor_vs_normal","Primary_tumor_vs_normal_vs_Normal_colon","ATF3","OK","36","18",TRUE,"Primary_tumor_vs_normal","Normal_colon","ENSG00000162772","ENSG00000162772","ATF3","ENSG00000162772","467","-0.5812361802583842","5.276107296495976","-1.9824614511518857","0.0611831899450325165","0.107132163502388925","-5.240732532703278","9687",FALSE,"Lower_in_experiment_group"
