"TF","HT55","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ZNF592","0.852550642243195544","0.852550642243195544","0.852550642243195544","Activated","160","viper","160","0.852550642243195544",NA,NA,"4","ReMap--ChIP-seq(rank=125); GTEx--Coexpression(rank=292); ARCHS4--Coexpression(rank=1306); Enrichr--Queries(rank=1388)","604","0.18170000000000000","GTEx Coexpression,0.1817"
"TP73","-0.839345742154374963","-0.839345742154374963","0.839345742154374963","Repressed","161","viper","161","0.839345742154374963",NA,NA,"3","GTEx--Coexpression(rank=158); ARCHS4--Coexpression(rank=282); Enrichr--Queries(rank=921)","361","0.09832000000000000","GTEx Coexpression,0.09832"
"BHLHE40","-0.837493380359756623","-0.837493380359756623","0.837493380359756623","Repressed","162","viper","162","0.837493380359756623",NA,NA,"4","ENCODE--ChIP-seq(rank=52); ReMap--ChIP-seq(rank=61); GTEx--Coexpression(rank=65); ARCHS4--Coexpression(rank=67)","162","0.04045000000000000","GTEx Coexpression,0.04045"
"E2F6","-0.831577219414342816","-0.831577219414342816","0.831577219414342816","Repressed","163","viper","163","0.831577219414342816",NA,NA,"5","ENCODE--ChIP-seq(rank=85); ReMap--ChIP-seq(rank=238); Enrichr--Queries(rank=670); GTEx--Coexpression(rank=727); ARCHS4--Coexpression(rank=742)","1193","0.45240000000000002","GTEx Coexpression,0.4524"
"SOX6","0.824216222087317485","0.824216222087317485","0.824216222087317485","Activated","164","viper","164","0.824216222087317485",NA,NA,"4","ReMap--ChIP-seq(rank=44); ARCHS4--Coexpression(rank=739); Enrichr--Queries(rank=793); GTEx--Coexpression(rank=1096)","507","0.14810000000000001","ReMap ChIP-seq,0.1481"
"ZNF274","-0.807981459560899173","-0.807981459560899173","0.807981459560899173","Repressed","165","viper","165","0.807981459560899173",NA,NA,"6","ENCODE--ChIP-seq(rank=89); Literature--ChIP-seq(rank=123); Enrichr--Queries(rank=139); ReMap--ChIP-seq(rank=279); ARCHS4--Coexpression(rank=616); GTEx--Coexpression(rank=1112)","363","0.09900000000000000","Enrichr Queries,0.099"
"SP4","0.781248608643219322","0.781248608643219322","0.781248608643219322","Activated","166","viper","166","0.781248608643219322",NA,NA,"5","ENCODE--ChIP-seq(rank=107); ReMap--ChIP-seq(rank=262); Enrichr--Queries(rank=1051); GTEx--Coexpression(rank=1442); ARCHS4--Coexpression(rank=1578)","1551","0.74860000000000004","Enrichr Queries,0.7486"
"FOXP2","-0.773999365529677852","-0.773999365529677852","0.773999365529677852","Repressed","167","viper","167","0.773999365529677852",NA,NA,"6","ENCODE--ChIP-seq(rank=75); ReMap--ChIP-seq(rank=75); Literature--ChIP-seq(rank=88); GTEx--Coexpression(rank=179); Enrichr--Queries(rank=824); ARCHS4--Coexpression(rank=1069)","397","0.11140000000000001","GTEx Coexpression,0.1114"
"RBPJ","-0.773359430886376931","-0.773359430886376931","0.773359430886376931","Repressed","168","viper","168","0.773359430886376931",NA,NA,"5","Literature--ChIP-seq(rank=113); ReMap--ChIP-seq(rank=122); ARCHS4--Coexpression(rank=681); Enrichr--Queries(rank=742); GTEx--Coexpression(rank=1097)","1123","0.41080000000000000","ReMap ChIP-seq,0.4108"
"E2F5","0.770208203734385033","0.770208203734385033","0.770208203734385033","Activated","169","viper","169","0.770208203734385033",NA,NA,"4","ReMap--ChIP-seq(rank=265); Enrichr--Queries(rank=652); ARCHS4--Coexpression(rank=748); GTEx--Coexpression(rank=1466)","1206","0.45950000000000002","ARCHS4 Coexpression,0.4595"
"FOXM1","0.769835705440402918","0.769835705440402918","0.769835705440402918","Activated","170","viper","170","0.769835705440402918",NA,NA,"6","Literature--ChIP-seq(rank=14); ENCODE--ChIP-seq(rank=39); ReMap--ChIP-seq(rank=208); Enrichr--Queries(rank=1371); ARCHS4--Coexpression(rank=1425); GTEx--Coexpression(rank=1452)","317","0.08537000000000000","Literature ChIP-seq,0.08537"
"CTCF","-0.740453677956434353","-0.740453677956434353","0.740453677956434353","Repressed","171","viper","171","0.740453677956434353",NA,NA,"6","ENCODE--ChIP-seq(rank=18); Literature--ChIP-seq(rank=76); ReMap--ChIP-seq(rank=104); ARCHS4--Coexpression(rank=1360); Enrichr--Queries(rank=1394); GTEx--Coexpression(rank=1514)","524","0.15250000000000000","ENCODE ChIP-seq,0.1525"
"NR2F6","-0.738095096361562342","-0.738095096361562342","0.738095096361562342","Repressed","172","viper","172","0.738095096361562342",NA,NA,"4","ReMap--ChIP-seq(rank=37); Enrichr--Queries(rank=728); GTEx--Coexpression(rank=835); ARCHS4--Coexpression(rank=1099)","437","0.12460000000000000","ReMap ChIP-seq,0.1246"
"NR3C1","0.730459848114605848","0.730459848114605848","0.730459848114605848","Activated","173","viper","173","0.730459848114605848",NA,NA,"6","ENCODE--ChIP-seq(rank=3); Literature--ChIP-seq(rank=57); ReMap--ChIP-seq(rank=60); ARCHS4--Coexpression(rank=471); Enrichr--Queries(rank=663); GTEx--Coexpression(rank=1533)","99","0.02542000000000000","ENCODE ChIP-seq,0.02542"
"MEF2A","-0.729087862992844005","-0.729087862992844005","0.729087862992844005","Repressed","174","viper","174","0.729087862992844005",NA,NA,"6","ENCODE--ChIP-seq(rank=60); Literature--ChIP-seq(rank=72); ReMap--ChIP-seq(rank=152); ARCHS4--Coexpression(rank=335); Enrichr--Queries(rank=934); GTEx--Coexpression(rank=952)","674","0.20580000000000001","ARCHS4 Coexpression,0.2058"
"OTX2","-0.706911377032538035","-0.706911377032538035","0.706911377032538035","Repressed","175","viper","175","0.706911377032538035",NA,NA,"4","ReMap--ChIP-seq(rank=268); GTEx--Coexpression(rank=482); Enrichr--Queries(rank=757); ARCHS4--Coexpression(rank=1266)","899","0.29990000000000000","GTEx Coexpression,0.2999"
"SNAI2","-0.699424332934719284","-0.699424332934719284","0.699424332934719284","Repressed","176","viper","176","0.699424332934719284",NA,NA,"4","ARCHS4--Coexpression(rank=42); Enrichr--Queries(rank=91); ReMap--ChIP-seq(rank=92); GTEx--Coexpression(rank=110)","102","0.02580000000000000","ARCHS4 Coexpression,0.0258"
"SMAD1","-0.686015436323102801","-0.686015436323102801","0.686015436323102801","Repressed","177","viper","177","0.686015436323102801",NA,NA,"5","Literature--ChIP-seq(rank=61); ReMap--ChIP-seq(rank=177); Enrichr--Queries(rank=464); ARCHS4--Coexpression(rank=1218); GTEx--Coexpression(rank=1240)","962","0.33050000000000002","Enrichr Queries,0.3305"
"HNF1B","0.669320501967164971","0.669320501967164971","0.669320501967164971","Activated","178","viper","178","0.669320501967164971",NA,NA,"3","ReMap--ChIP-seq(rank=90); Enrichr--Queries(rank=119); ARCHS4--Coexpression(rank=126)","292","0.07740000000000000","ARCHS4 Coexpression,0.0774"
"ZNF217","0.659057280318303351","0.659057280318303351","0.659057280318303351","Activated","179","viper","179","0.659057280318303351",NA,NA,"6","Literature--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=19); ENCODE--ChIP-seq(rank=20); ARCHS4--Coexpression(rank=495); Enrichr--Queries(rank=656); GTEx--Coexpression(rank=993)","170","0.04268000000000000","Literature ChIP-seq,0.04268"
"ATF3","0.652168948475379984","0.652168948475379984","0.652168948475379984","Activated","180","viper","180","0.652168948475379984",NA,NA,"6","ARCHS4--Coexpression(rank=2); Enrichr--Queries(rank=3); GTEx--Coexpression(rank=6); Literature--ChIP-seq(rank=29); ReMap--ChIP-seq(rank=29); ENCODE--ChIP-seq(rank=106)","4","0.00122900000000000","ARCHS4 Coexpression,0.001229"
"ELF3","0.640292107179028736","0.640292107179028736","0.640292107179028736","Activated","181","viper","181","0.640292107179028736",NA,NA,"4","ReMap--ChIP-seq(rank=21); GTEx--Coexpression(rank=37); ARCHS4--Coexpression(rank=50); Enrichr--Queries(rank=65)","91","0.02302000000000000","GTEx Coexpression,0.02302"
"TWIST1","0.639392497468045828","0.639392497468045828","0.639392497468045828","Activated","182","viper","182","0.639392497468045828",NA,NA,"4","ARCHS4--Coexpression(rank=26); GTEx--Coexpression(rank=67); ReMap--ChIP-seq(rank=148); Enrichr--Queries(rank=471)","61","0.01597000000000000","ARCHS4 Coexpression,0.01597"
"PAX6","0.635816417176056747","0.635816417176056747","0.635816417176056747","Activated","183","viper","183","0.635816417176056747",NA,NA,"5","Literature--ChIP-seq(rank=118); ReMap--ChIP-seq(rank=203); ARCHS4--Coexpression(rank=363); GTEx--Coexpression(rank=484); Enrichr--Queries(rank=559)","713","0.22300000000000000","ARCHS4 Coexpression,0.223"
"ZBTB11","-0.619863812756331289","-0.619863812756331289","0.619863812756331289","Repressed","184","viper","184","0.619863812756331289",NA,NA,"4","ReMap--ChIP-seq(rank=286); Enrichr--Queries(rank=1391); GTEx--Coexpression(rank=1408); ARCHS4--Coexpression(rank=1557)","1615","0.87619999999999998","GTEx Coexpression,0.8762"
"ZNF740","-0.609743027423592210","-0.609743027423592210","0.609743027423592210","Repressed","185","viper","185","0.609743027423592210",NA,NA,"4","ReMap--ChIP-seq(rank=229); Enrichr--Queries(rank=1224); ARCHS4--Coexpression(rank=1562); GTEx--Coexpression(rank=1590)","1566","0.77100000000000002","ReMap ChIP-seq,0.771"
"HMBOX1","-0.608410889543432698","-0.608410889543432698","0.608410889543432698","Repressed","186","viper","186","0.608410889543432698",NA,NA,"4","ReMap--ChIP-seq(rank=196); GTEx--Coexpression(rank=520); Enrichr--Queries(rank=1093); ARCHS4--Coexpression(rank=1255)","944","0.32360000000000000","GTEx Coexpression,0.3236"
"TEAD4","0.603822965230667030","0.603822965230667030","0.603822965230667030","Activated","187","viper","187","0.603822965230667030",NA,NA,"6","ENCODE--ChIP-seq(rank=12); ReMap--ChIP-seq(rank=55); Literature--ChIP-seq(rank=137); ARCHS4--Coexpression(rank=480); Enrichr--Queries(rank=614); GTEx--Coexpression(rank=798)","371","0.10170000000000001","ENCODE ChIP-seq,0.1017"
"LHX2","-0.602290640706824476","-0.602290640706824476","0.602290640706824476","Repressed","188","viper","188","0.602290640706824476",NA,NA,"4","ReMap--ChIP-seq(rank=231); GTEx--Coexpression(rank=353); Enrichr--Queries(rank=503); ARCHS4--Coexpression(rank=988)","705","0.21970000000000001","GTEx Coexpression,0.2197"
"CLOCK","0.592302202262047994","0.592302202262047994","0.592302202262047994","Activated","189","viper","189","0.592302202262047994",NA,NA,"5","Literature--ChIP-seq(rank=30); ReMap--ChIP-seq(rank=154); ARCHS4--Coexpression(rank=1211); GTEx--Coexpression(rank=1284); Enrichr--Queries(rank=1358)","608","0.18290000000000001","Literature ChIP-seq,0.1829"
"TCF7L2","0.590443324551142235","0.590443324551142235","0.590443324551142235","Activated","190","viper","190","0.590443324551142235",NA,NA,"6","ENCODE--ChIP-seq(rank=25); ReMap--ChIP-seq(rank=49); Literature--ChIP-seq(rank=101); GTEx--Coexpression(rank=357); ARCHS4--Coexpression(rank=418); Enrichr--Queries(rank=461)","558","0.16500000000000001","ReMap ChIP-seq,0.165"
"PKNOX1","0.572926945928784015","0.572926945928784015","0.572926945928784015","Activated","191","viper","191","0.572926945928784015",NA,NA,"4","ReMap--ChIP-seq(rank=111); Enrichr--Queries(rank=837); ARCHS4--Coexpression(rank=1134); GTEx--Coexpression(rank=1454)","1059","0.37369999999999998","ReMap ChIP-seq,0.3737"
"FOXA2","0.538038592918362091","0.538038592918362091","0.538038592918362091","Activated","192","viper","192","0.538038592918362091",NA,NA,"6","ReMap--ChIP-seq(rank=18); ENCODE--ChIP-seq(rank=33); Literature--ChIP-seq(rank=91); Enrichr--Queries(rank=203); ARCHS4--Coexpression(rank=211); GTEx--Coexpression(rank=776)","235","0.06061000000000000","ReMap ChIP-seq,0.06061"
"HINFP","0.528407362440098227","0.528407362440098227","0.528407362440098227","Activated","193","viper","193","0.528407362440098227",NA,NA,"3","ReMap--ChIP-seq(rank=164); GTEx--Coexpression(rank=646); ARCHS4--Coexpression(rank=1025)","1111","0.40200000000000002","GTEx Coexpression,0.402"
"ZNF24","0.469060306006313044","0.469060306006313044","0.469060306006313044","Activated","194","viper","194","0.469060306006313044",NA,NA,"4","ReMap--ChIP-seq(rank=99); GTEx--Coexpression(rank=1071); Enrichr--Queries(rank=1367); ARCHS4--Coexpression(rank=1559)","967","0.33329999999999999","ReMap ChIP-seq,0.3333"
"ERG","0.467378808974610427","0.467378808974610427","0.467378808974610427","Activated","195","viper","195","0.467378808974610427",NA,NA,"5","Literature--ChIP-seq(rank=34); GTEx--Coexpression(rank=109); ReMap--ChIP-seq(rank=271); ARCHS4--Coexpression(rank=531); Enrichr--Queries(rank=600)","260","0.06783000000000000","GTEx Coexpression,0.06783"
"JUNB","0.462179113836184818","0.462179113836184818","0.462179113836184818","Activated","196","viper","196","0.462179113836184818",NA,NA,"4","GTEx--Coexpression(rank=62); ReMap--ChIP-seq(rank=88); ARCHS4--Coexpression(rank=91); Enrichr--Queries(rank=163)","155","0.03858000000000000","GTEx Coexpression,0.03858"
"PRDM1","-0.457448221935485622","-0.457448221935485622","0.457448221935485622","Repressed","197","viper","197","0.457448221935485622",NA,NA,"5","ENCODE--ChIP-seq(rank=24); Enrichr--Queries(rank=42); ReMap--ChIP-seq(rank=134); ARCHS4--Coexpression(rank=178); GTEx--Coexpression(rank=440)","117","0.02991000000000000","Enrichr Queries,0.02991"
"TCF3","0.457107743776649478","0.457107743776649478","0.457107743776649478","Activated","198","viper","198","0.457107743776649478",NA,NA,"6","ENCODE--ChIP-seq(rank=29); Literature--ChIP-seq(rank=45); ReMap--ChIP-seq(rank=216); Enrichr--Queries(rank=1166); ARCHS4--Coexpression(rank=1460); GTEx--Coexpression(rank=1499)","768","0.24579999999999999","ENCODE ChIP-seq,0.2458"
"SP2","0.444443102462112660","0.444443102462112660","0.444443102462112660","Activated","199","viper","199","0.444443102462112660",NA,NA,"5","ENCODE--ChIP-seq(rank=112); ReMap--ChIP-seq(rank=283); Enrichr--Queries(rank=928); GTEx--Coexpression(rank=959); ARCHS4--Coexpression(rank=1092)","1403","0.59680000000000000","GTEx Coexpression,0.5968"
"BCL11A","-0.440862891434200210","-0.440862891434200210","0.440862891434200210","Repressed","200","viper","200","0.440862891434200210",NA,NA,"5","ENCODE--ChIP-seq(rank=23); GTEx--Coexpression(rank=127); ReMap--ChIP-seq(rank=192); Enrichr--Queries(rank=417); ARCHS4--Coexpression(rank=998)","298","0.07903000000000000","GTEx Coexpression,0.07903"
"NCOA3","-0.435846164350181420","-0.435846164350181420","0.435846164350181420","Repressed","201","viper","201","0.435846164350181420",NA,NA,"4","ReMap--ChIP-seq(rank=189); ARCHS4--Coexpression(rank=340); Enrichr--Queries(rank=954); GTEx--Coexpression(rank=1176)","682","0.20880000000000001","ARCHS4 Coexpression,0.2088"
"MEIS1","-0.435404493770844780","-0.435404493770844780","0.435404493770844780","Repressed","202","viper","202","0.435404493770844780",NA,NA,"5","Literature--ChIP-seq(rank=102); Enrichr--Queries(rank=118); ReMap--ChIP-seq(rank=191); GTEx--Coexpression(rank=561); ARCHS4--Coexpression(rank=564)","313","0.08405000000000000","Enrichr Queries,0.08405"
"ZNF639","0.432487194193665492","0.432487194193665492","0.432487194193665492","Activated","203","viper","203","0.432487194193665492",NA,NA,"4","ReMap--ChIP-seq(rank=204); GTEx--Coexpression(rank=704); ARCHS4--Coexpression(rank=731); Enrichr--Queries(rank=1223)","1165","0.43809999999999999","GTEx Coexpression,0.4381"
"ASCL1","-0.419985659975308179","-0.419985659975308179","0.419985659975308179","Repressed","204","viper","204","0.419985659975308179",NA,NA,"4","ReMap--ChIP-seq(rank=199); ARCHS4--Coexpression(rank=612); Enrichr--Queries(rank=649); GTEx--Coexpression(rank=1323)","1063","0.37590000000000001","ARCHS4 Coexpression,0.3759"
"MEF2C","0.406848522118692713","0.406848522118692713","0.406848522118692713","Activated","205","viper","205","0.406848522118692713",NA,NA,"5","ENCODE--ChIP-seq(rank=71); ReMap--ChIP-seq(rank=169); ARCHS4--Coexpression(rank=332); Enrichr--Queries(rank=389); GTEx--Coexpression(rank=629)","670","0.20390000000000000","ARCHS4 Coexpression,0.2039"
"HOXA9","0.397732065442055527","0.397732065442055527","0.397732065442055527","Activated","206","viper","206","0.397732065442055527",NA,NA,"4","GTEx--Coexpression(rank=28); ReMap--ChIP-seq(rank=236); Enrichr--Queries(rank=454); ARCHS4--Coexpression(rank=685)","69","0.01742000000000000","GTEx Coexpression,0.01742"
"NR2F1","-0.392462482743603902","-0.392462482743603902","0.392462482743603902","Repressed","207","viper","207","0.392462482743603902",NA,NA,"4","ReMap--ChIP-seq(rank=171); Enrichr--Queries(rank=182); ARCHS4--Coexpression(rank=189); GTEx--Coexpression(rank=744)","411","0.11609999999999999","ARCHS4 Coexpression,0.1161"
"LYL1","-0.370951766257921589","-0.370951766257921589","0.370951766257921589","Repressed","208","viper","208","0.370951766257921589",NA,NA,"5","Literature--ChIP-seq(rank=122); ReMap--ChIP-seq(rank=222); ARCHS4--Coexpression(rank=457); Enrichr--Queries(rank=594); GTEx--Coexpression(rank=1207)","862","0.28070000000000001","ARCHS4 Coexpression,0.2807"
"KLF3","0.357191542284392316","0.357191542284392316","0.357191542284392316","Activated","209","viper","209","0.357191542284392316",NA,NA,"4","GTEx--Coexpression(rank=59); ReMap--ChIP-seq(rank=136); ARCHS4--Coexpression(rank=442); Enrichr--Queries(rank=534)","146","0.03671000000000000","GTEx Coexpression,0.03671"
"USF1","0.353071352177389386","0.353071352177389386","0.353071352177389386","Activated","210","viper","210","0.353071352177389386",NA,NA,"5","ENCODE--ChIP-seq(rank=50); ReMap--ChIP-seq(rank=155); ARCHS4--Coexpression(rank=586); Enrichr--Queries(rank=590); GTEx--Coexpression(rank=675)","1031","0.35999999999999999","ARCHS4 Coexpression,0.36"
"ELK4","-0.351044160868663635","-0.351044160868663635","0.351044160868663635","Repressed","211","viper","211","0.351044160868663635",NA,NA,"5","ENCODE--ChIP-seq(rank=115); ReMap--ChIP-seq(rank=240); ARCHS4--Coexpression(rank=728); Enrichr--Queries(rank=1181); GTEx--Coexpression(rank=1243)","1182","0.44719999999999999","ARCHS4 Coexpression,0.4472"
"RUNX3","-0.346873640579759446","-0.346873640579759446","0.346873640579759446","Repressed","212","viper","212","0.346873640579759446",NA,NA,"5","ENCODE--ChIP-seq(rank=90); ReMap--ChIP-seq(rank=137); Enrichr--Queries(rank=304); GTEx--Coexpression(rank=466); ARCHS4--Coexpression(rank=639)","698","0.21650000000000000","Enrichr Queries,0.2165"
"FOXJ2","0.343435830886329008","0.343435830886329008","0.343435830886329008","Activated","213","viper","213","0.343435830886329008",NA,NA,"4","ReMap--ChIP-seq(rank=109); ARCHS4--Coexpression(rank=570); Enrichr--Queries(rank=691); GTEx--Coexpression(rank=1233)","1015","0.35010000000000002","ARCHS4 Coexpression,0.3501"
"GFI1B","0.332876266874569282","0.332876266874569282","0.332876266874569282","Activated","214","viper","214","0.332876266874569282",NA,NA,"5","ReMap--ChIP-seq(rank=101); Literature--ChIP-seq(rank=142); ARCHS4--Coexpression(rank=235); Enrichr--Queries(rank=943); GTEx--Coexpression(rank=982)","492","0.14430000000000001","ARCHS4 Coexpression,0.1443"
"SRF","0.325875531587812461","0.325875531587812461","0.325875531587812461","Activated","215","viper","215","0.325875531587812461",NA,NA,"6","ENCODE--ChIP-seq(rank=83); Literature--ChIP-seq(rank=148); GTEx--Coexpression(rank=211); ReMap--ChIP-seq(rank=256); Enrichr--Queries(rank=630); ARCHS4--Coexpression(rank=1467)","457","0.13130000000000000","GTEx Coexpression,0.1313"
"PBX2","0.320501055861999451","0.320501055861999451","0.320501055861999451","Activated","216","viper","216","0.320501055861999451",NA,NA,"4","ReMap--ChIP-seq(rank=42); GTEx--Coexpression(rank=739); Enrichr--Queries(rank=840); ARCHS4--Coexpression(rank=1084)","482","0.14140000000000000","ReMap ChIP-seq,0.1414"
"E2F7","0.317953291085310341","0.317953291085310341","0.317953291085310341","Activated","217","viper","217","0.317953291085310341",NA,NA,"5","ReMap--ChIP-seq(rank=24); Literature--ChIP-seq(rank=161); Enrichr--Queries(rank=1249); GTEx--Coexpression(rank=1382); ARCHS4--Coexpression(rank=1532)","305","0.08081000000000001","ReMap ChIP-seq,0.08081"
"PBX3","-0.314560412528836209","-0.314560412528836209","0.314560412528836209","Repressed","218","viper","218","0.314560412528836209",NA,NA,"5","ENCODE--ChIP-seq(rank=73); ReMap--ChIP-seq(rank=255); Enrichr--Queries(rank=609); GTEx--Coexpression(rank=650); ARCHS4--Coexpression(rank=1062)","1114","0.40450000000000003","GTEx Coexpression,0.4045"
"NR4A1","-0.298315981906955463","-0.298315981906955463","0.298315981906955463","Repressed","219","viper","219","0.298315981906955463",NA,NA,"4","ARCHS4--Coexpression(rank=3); Enrichr--Queries(rank=82); GTEx--Coexpression(rank=108); ReMap--ChIP-seq(rank=178)","7","0.00184300000000000","ARCHS4 Coexpression,0.001843"
"SIX2","0.291673808189876982","0.291673808189876982","0.291673808189876982","Activated","220","viper","220","0.291673808189876982",NA,NA,"4","ReMap--ChIP-seq(rank=235); ARCHS4--Coexpression(rank=252); Enrichr--Queries(rank=410); GTEx--Coexpression(rank=518)","530","0.15479999999999999","ARCHS4 Coexpression,0.1548"
"RUNX2","-0.277942177339322416","-0.277942177339322416","0.277942177339322416","Repressed","221","viper","221","0.277942177339322416",NA,NA,"5","Literature--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=65); GTEx--Coexpression(rank=119); Enrichr--Queries(rank=186); ARCHS4--Coexpression(rank=229)","119","0.03049000000000000","Literature ChIP-seq,0.03049"
"YY1","-0.276583787623885857","-0.276583787623885857","0.276583787623885857","Repressed","222","viper","222","0.276583787623885857",NA,NA,"6","ENCODE--ChIP-seq(rank=95); Literature--ChIP-seq(rank=128); ReMap--ChIP-seq(rank=162); GTEx--Coexpression(rank=765); Enrichr--Queries(rank=1304); ARCHS4--Coexpression(rank=1500)","1230","0.47599999999999998","GTEx Coexpression,0.476"
"E2F4","0.265931323901076933","0.265931323901076933","0.265931323901076933","Activated","223","viper","223","0.265931323901076933",NA,NA,"6","ENCODE--ChIP-seq(rank=49); Literature--ChIP-seq(rank=149); ReMap--ChIP-seq(rank=258); GTEx--Coexpression(rank=1084); Enrichr--Queries(rank=1322); ARCHS4--Coexpression(rank=1404)","1130","0.41530000000000000","ENCODE ChIP-seq,0.4153"
"NFYA","0.261959169878818843","0.261959169878818843","0.261959169878818843","Activated","224","viper","224","0.261959169878818843",NA,NA,"5","ENCODE--ChIP-seq(rank=92); ReMap--ChIP-seq(rank=282); GTEx--Coexpression(rank=818); Enrichr--Queries(rank=894); ARCHS4--Coexpression(rank=1344)","1284","0.50900000000000001","GTEx Coexpression,0.509"
"MAFF","-0.251431035759374699","-0.251431035759374699","0.251431035759374699","Repressed","225","viper","225","0.251431035759374699",NA,NA,"5","GTEx--Coexpression(rank=30); Enrichr--Queries(rank=48); ReMap--ChIP-seq(rank=62); ENCODE--ChIP-seq(rank=94); ARCHS4--Coexpression(rank=1147)","76","0.01867000000000000","GTEx Coexpression,0.01867"
"FOSL1","-0.229957940537328459","-0.229957940537328459","0.229957940537328459","Repressed","226","viper","226","0.229957940537328459",NA,NA,"5","ENCODE--ChIP-seq(rank=16); ReMap--ChIP-seq(rank=22); Enrichr--Queries(rank=161); ARCHS4--Coexpression(rank=256); GTEx--Coexpression(rank=647)","282","0.07407000000000000","ReMap ChIP-seq,0.07407"
"ETS2","-0.221534638500524905","-0.221534638500524905","0.221534638500524905","Repressed","227","viper","227","0.221534638500524905",NA,NA,"4","GTEx--Coexpression(rank=22); ARCHS4--Coexpression(rank=39); Literature--ChIP-seq(rank=64); Enrichr--Queries(rank=78)","55","0.01369000000000000","GTEx Coexpression,0.01369"
"NANOG","-0.218071672572304587","-0.218071672572304587","0.218071672572304587","Repressed","228","viper","228","0.218071672572304587",NA,NA,"6","Literature--ChIP-seq(rank=41); ReMap--ChIP-seq(rank=64); ENCODE--ChIP-seq(rank=118); ARCHS4--Coexpression(rank=347); GTEx--Coexpression(rank=505); Enrichr--Queries(rank=744)","692","0.21310000000000001","ARCHS4 Coexpression,0.2131"
"GATA2","0.217159205230470359","0.217159205230470359","0.217159205230470359","Activated","229","viper","229","0.217159205230470359",NA,NA,"6","Literature--ChIP-seq(rank=32); ENCODE--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=45); GTEx--Coexpression(rank=71); Enrichr--Queries(rank=84); ARCHS4--Coexpression(rank=575)","178","0.04418000000000000","GTEx Coexpression,0.04418"
"NFATC1","-0.215953027490837418","-0.215953027490837418","0.215953027490837418","Repressed","230","viper","230","0.215953027490837418",NA,NA,"5","ENCODE--ChIP-seq(rank=104); ReMap--ChIP-seq(rank=263); Enrichr--Queries(rank=320); ARCHS4--Coexpression(rank=406); GTEx--Coexpression(rank=548)","727","0.22789999999999999","Enrichr Queries,0.2279"
"AHR","0.211341296820711677","0.211341296820711677","0.211341296820711677","Activated","231","viper","231","0.211341296820711677",NA,NA,"5","Literature--ChIP-seq(rank=4); Enrichr--Queries(rank=103); ARCHS4--Coexpression(rank=105); ReMap--ChIP-seq(rank=119); GTEx--Coexpression(rank=849)","96","0.02439000000000000","Literature ChIP-seq,0.02439"
"MAFG","0.208086087227493305","0.208086087227493305","0.208086087227493305","Activated","232","viper","232","0.208086087227493305",NA,NA,"4","ReMap--ChIP-seq(rank=220); Enrichr--Queries(rank=286); GTEx--Coexpression(rank=536); ARCHS4--Coexpression(rank=655)","669","0.20369999999999999","Enrichr Queries,0.2037"
"TBP","0.190376827339925586","0.190376827339925586","0.190376827339925586","Activated","233","viper","233","0.190376827339925586",NA,NA,"5","ENCODE--ChIP-seq(rank=53); Literature--ChIP-seq(rank=56); ReMap--ChIP-seq(rank=180); ARCHS4--Coexpression(rank=1156); GTEx--Coexpression(rank=1445)","989","0.34150000000000003","Literature ChIP-seq,0.3415"
"TFDP1","0.184636215385740765","0.184636215385740765","0.184636215385740765","Activated","234","viper","234","0.184636215385740765",NA,NA,"4","ReMap--ChIP-seq(rank=241); GTEx--Coexpression(rank=1026); Enrichr--Queries(rank=1347); ARCHS4--Coexpression(rank=1427)","1452","0.63849999999999985","GTEx Coexpression,0.6385"
"ZEB2","0.177544705742927744","0.177544705742927744","0.177544705742927744","Activated","235","viper","235","0.177544705742927744",NA,NA,"4","ReMap--ChIP-seq(rank=15); Enrichr--Queries(rank=314); ARCHS4--Coexpression(rank=604); GTEx--Coexpression(rank=893)","201","0.05051000000000000","ReMap ChIP-seq,0.05051"
"HHEX","-0.175503916285227018","-0.175503916285227018","0.175503916285227018","Repressed","236","viper","236","0.175503916285227018",NA,NA,"4","Enrichr--Queries(rank=18); ReMap--ChIP-seq(rank=73); ARCHS4--Coexpression(rank=718); GTEx--Coexpression(rank=957)","50","0.01282000000000000","Enrichr Queries,0.01282"
"PROX1","0.173578604300359957","0.173578604300359957","0.173578604300359957","Activated","237","viper","237","0.173578604300359957",NA,NA,"4","ReMap--ChIP-seq(rank=79); Enrichr--Queries(rank=280); ARCHS4--Coexpression(rank=356); GTEx--Coexpression(rank=824)","656","0.19939999999999999","Enrichr Queries,0.1994"
"EOMES","0.170292589777811143","0.170292589777811143","0.170292589777811143","Activated","238","viper","238","0.170292589777811143",NA,NA,"5","Literature--ChIP-seq(rank=54); Enrichr--Queries(rank=79); ReMap--ChIP-seq(rank=85); GTEx--Coexpression(rank=249); ARCHS4--Coexpression(rank=640)","221","0.05627000000000000","Enrichr Queries,0.05627"
