"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ENRICHR","TRRUST","CollecTRI"
"1","SMAD7","ENRICHR;TRRUST;CollecTRI","3","ENRICHR;TRRUST;CollecTRI","6.666666666666667","3","0","",NA,"rank=6; score=1027.1; p=0.00020937; adjP=0.011411","rank=3; score=3.6791; p=0.00020938","rank=11; score=3.2172; p=4.2273e-05; direction=Activated"
"2","ATF4","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","16.666666666666668","5","4","ReMap--ChIP-seq(rank=18); Enrichr--Queries(rank=368); GTEx--Coexpression(rank=438); ARCHS4--Coexpression(rank=553)","222","rank=26; score=146.58; p=0.0033227; adjP=0.045272","rank=5; score=2.4785; p=0.0033228","rank=19; score=2.673; p=0.00015291; direction=Activated"
"3","ATF3","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","19.000000000000000","3","6","GTEx--Coexpression(rank=2); ReMap--ChIP-seq(rank=5); ARCHS4--Coexpression(rank=6); Enrichr--Queries(rank=7); Literature--ChIP-seq(rank=12); ENCODE--ChIP-seq(rank=50)","5","rank=33; score=90.184; p=0.00050031; adjP=0.025593","rank=21; score=1.4145; p=0.038502","rank=3; score=4.1843; p=1.9183e-08; direction=Activated"
"4","CEBPB","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","29.333333333333332","5","6","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=8); Enrichr--Queries(rank=51); Literature--ChIP-seq(rank=51); GTEx--Coexpression(rank=69); ARCHS4--Coexpression(rank=188)","33","rank=5; score=52.561; p=0.00014889; adjP=0.043672","rank=50; score=0.86312; p=0.13705","rank=33; score=2.2084; p=0.00051592; direction=Activated"
"5","SMAD4","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","29.333333333333332","17","5","Literature--ChIP-seq(rank=46); ReMap--ChIP-seq(rank=237); ARCHS4--Coexpression(rank=511); GTEx--Coexpression(rank=1006); Enrichr--Queries(rank=1302)","901","rank=35; score=46.219; p=0.054312; adjP=0.095749","rank=36; score=1.2088; p=0.061824","rank=17; score=3.1734; p=0.00013122; direction=Activated"
"6","CLOCK","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","37.666666666666664","4","5","ReMap--ChIP-seq(rank=20); Literature--ChIP-seq(rank=45); ARCHS4--Coexpression(rank=1045); Enrichr--Queries(rank=1399); GTEx--Coexpression(rank=1497)","250","rank=15; score=533.96; p=0.00052513; adjP=0.012163","rank=4; score=3.2797; p=0.00052514","rank=94; score=2.2504; p=0.0043575; direction=Activated"
"7","ZBTB7A","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","38.000000000000000","11","5","ENCODE--ChIP-seq(rank=45); ReMap--ChIP-seq(rank=222); GTEx--Coexpression(rank=676); Enrichr--Queries(rank=1151); ARCHS4--Coexpression(rank=1430)","1130","rank=64; score=351.21; p=0.014612; adjP=0.080692","rank=11; score=1.8353; p=0.014612","rank=39; score=2.3464; p=0.00089457; direction=Activated"
"8","PPARG","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.333333333333336","4","5","Literature--ChIP-seq(rank=32); GTEx--Coexpression(rank=79); ARCHS4--Coexpression(rank=102); ReMap--ChIP-seq(rank=113); Enrichr--Queries(rank=131)","177","rank=63; score=18.26; p=0.013962; adjP=0.13996","rank=51; score=0.82479; p=0.1497","rank=4; score=3.5864; p=6.9941e-08; direction=Activated"
"9","CTNNB1","ENRICHR;TRRUST;CollecTRI","3","ENRICHR;TRRUST;CollecTRI","39.333333333333336","6","0","",NA,"rank=28; score=8.4205; p=0.073689; adjP=0.32239","rank=84; score=0; p=1","rank=6; score=3.6286; p=1.429e-06; direction=Activated"
"10","VDR","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","45.666666666666664","25","5","Literature--ChIP-seq(rank=55); Enrichr--Queries(rank=192); ReMap--ChIP-seq(rank=193); ARCHS4--Coexpression(rank=427); GTEx--Coexpression(rank=651)","492","rank=69; score=23.5; p=0.078675; adjP=0.12566","rank=43; score=1.0088; p=0.097992","rank=25; score=2.6829; p=0.00019762; direction=Activated"
