Data_Type,Dataset_ID,Plot_Category,Analysis_Name,GeneSet_Name,GSEA_Result_File,GMT_File,PathwayDenester_Input_File,PathwayDenester_Official_File,PathwayDenester_Result_File,Stdout_File,Stderr_File,PValue_Threshold,To_Test_Threshold,Top_N,Input_GSEA_Terms,Prepared_Terms,Evaluated_Terms,Kept_Terms,Excluded_Terms,Reciprocal_Terms,Excluded_Percent,Status,Error_Message
ngs,GSE114012,Main_DE,ALL,C6,results/ngs/GSE114012/tables/ALL/GSEA/C6/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/C6.gmt,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/C6/pathway_denester_input.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/C6/pathway_denester_official.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/C6/pathway_denester_result.csv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/C6/pathway_denester_stdout.log,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/C6/pathway_denester_stderr.log,0.05,0.5,20,95,95,95,94,1,89,1.0526,OK,
ngs,GSE114012,Main_DE,ALL,CP_BIOCARTA,results/ngs/GSE114012/tables/ALL/GSEA/CP_BIOCARTA/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/CP_BIOCARTA.gmt,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_BIOCARTA/pathway_denester_input.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_BIOCARTA/pathway_denester_official.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_BIOCARTA/pathway_denester_result.csv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_BIOCARTA/pathway_denester_stdout.log,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_BIOCARTA/pathway_denester_stderr.log,0.05,0.5,20,44,41,41,40,1,27,2.439,OK,
ngs,GSE114012,Main_DE,ALL,CP_KEGG_LEGACY,results/ngs/GSE114012/tables/ALL/GSEA/CP_KEGG_LEGACY/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/CP_KEGG_LEGACY.gmt,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_KEGG_LEGACY/pathway_denester_input.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_KEGG_LEGACY/pathway_denester_official.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_KEGG_LEGACY/pathway_denester_result.csv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_KEGG_LEGACY/pathway_denester_stdout.log,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_KEGG_LEGACY/pathway_denester_stderr.log,0.05,0.5,20,67,67,67,61,6,51,8.9552,OK,
ngs,GSE114012,Main_DE,ALL,CP_KEGG_MEDICUS,results/ngs/GSE114012/tables/ALL/GSEA/CP_KEGG_MEDICUS/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/CP_KEGG_MEDICUS.gmt,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_KEGG_MEDICUS/pathway_denester_input.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_KEGG_MEDICUS/pathway_denester_official.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_KEGG_MEDICUS/pathway_denester_result.csv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_KEGG_MEDICUS/pathway_denester_stdout.log,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_KEGG_MEDICUS/pathway_denester_stderr.log,0.05,0.5,20,121,118,118,104,14,75,11.8644,OK,
ngs,GSE114012,Main_DE,ALL,CP_REACTOME,results/ngs/GSE114012/tables/ALL/GSEA/CP_REACTOME/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/CP_REACTOME.gmt,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_REACTOME/pathway_denester_input.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_REACTOME/pathway_denester_official.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_REACTOME/pathway_denester_result.csv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_REACTOME/pathway_denester_stdout.log,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_REACTOME/pathway_denester_stderr.log,0.05,0.5,20,565,556,556,334,222,222,39.9281,OK,
ngs,GSE114012,Main_DE,ALL,CP_WIKIPATHWAYS,results/ngs/GSE114012/tables/ALL/GSEA/CP_WIKIPATHWAYS/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/CP_WIKIPATHWAYS.gmt,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_WIKIPATHWAYS/pathway_denester_input.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_WIKIPATHWAYS/pathway_denester_official.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_WIKIPATHWAYS/pathway_denester_result.csv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_WIKIPATHWAYS/pathway_denester_stdout.log,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/CP_WIKIPATHWAYS/pathway_denester_stderr.log,0.05,0.5,20,232,227,227,181,46,133,20.2643,OK,
ngs,GSE114012,Main_DE,ALL,GO_BP,results/ngs/GSE114012/tables/ALL/GSEA/GO_BP/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/GO_BP.gmt,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/GO_BP/pathway_denester_input.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/GO_BP/pathway_denester_official.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/GO_BP/pathway_denester_result.csv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/GO_BP/pathway_denester_stdout.log,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/GO_BP/pathway_denester_stderr.log,0.05,0.5,20,1443,1416,1414,1072,342,639,24.1867,OK,
ngs,GSE114012,Main_DE,ALL,GO_CC,results/ngs/GSE114012/tables/ALL/GSEA/GO_CC/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/GO_CC.gmt,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/GO_CC/pathway_denester_input.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/GO_CC/pathway_denester_official.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/GO_CC/pathway_denester_result.csv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/GO_CC/pathway_denester_stdout.log,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/GO_CC/pathway_denester_stderr.log,0.05,0.5,20,291,279,279,234,45,183,16.129,OK,
ngs,GSE114012,Main_DE,ALL,GO_MF,results/ngs/GSE114012/tables/ALL/GSEA/GO_MF/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/GO_MF.gmt,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/GO_MF/pathway_denester_input.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/GO_MF/pathway_denester_official.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/GO_MF/pathway_denester_result.csv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/GO_MF/pathway_denester_stdout.log,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/GO_MF/pathway_denester_stderr.log,0.05,0.5,20,366,343,343,313,30,241,8.7464,OK,
ngs,GSE114012,Main_DE,ALL,HPO,results/ngs/GSE114012/tables/ALL/GSEA/HPO/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/HPO.gmt,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/HPO/pathway_denester_input.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/HPO/pathway_denester_official.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/HPO/pathway_denester_result.csv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/HPO/pathway_denester_stdout.log,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/HPO/pathway_denester_stderr.log,0.05,0.5,20,630,621,621,413,208,228,33.4944,OK,
ngs,GSE114012,Main_DE,ALL,IMMUNESIGDB,results/ngs/GSE114012/tables/ALL/GSEA/IMMUNESIGDB/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/IMMUNESIGDB.gmt,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/IMMUNESIGDB/pathway_denester_input.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/IMMUNESIGDB/pathway_denester_official.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/IMMUNESIGDB/pathway_denester_result.csv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/IMMUNESIGDB/pathway_denester_stdout.log,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/IMMUNESIGDB/pathway_denester_stderr.log,0.05,0.5,20,2446,2446,2446,2368,78,2280,3.1889,OK,
ngs,GSE114012,Main_DE,ALL,TFT_GTRD,results/ngs/GSE114012/tables/ALL/GSEA/TFT_GTRD/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/TFT_GTRD.gmt,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/TFT_GTRD/pathway_denester_input.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/TFT_GTRD/pathway_denester_official.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/TFT_GTRD/pathway_denester_result.csv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/TFT_GTRD/pathway_denester_stdout.log,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/TFT_GTRD/pathway_denester_stderr.log,0.05,0.5,20,58,55,55,52,3,46,5.4545,OK,
ngs,GSE114012,Main_DE,ALL,TFT_TFT_LEGACY,results/ngs/GSE114012/tables/ALL/GSEA/TFT_TFT_LEGACY/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/TFT_TFT_LEGACY.gmt,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/TFT_TFT_LEGACY/pathway_denester_input.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/TFT_TFT_LEGACY/pathway_denester_official.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/TFT_TFT_LEGACY/pathway_denester_result.csv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/TFT_TFT_LEGACY/pathway_denester_stdout.log,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/TFT_TFT_LEGACY/pathway_denester_stderr.log,0.05,0.5,20,278,278,278,256,22,209,7.9137,OK,
ngs,GSE114012,Main_DE,ALL,hallmark,results/ngs/GSE114012/tables/ALL/GSEA/hallmark/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/hallmark.gmt,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/hallmark/pathway_denester_input.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/hallmark/pathway_denester_official.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/hallmark/pathway_denester_result.csv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/hallmark/pathway_denester_stdout.log,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/ALL/hallmark/pathway_denester_stderr.log,0.05,0.5,20,34,34,34,32,2,31,5.8824,OK,
ngs,GSE114012,Main_DE,DLD1,C6,results/ngs/GSE114012/tables/DLD1/GSEA/C6/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/C6.gmt,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/DLD1/C6/pathway_denester_input.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/DLD1/C6/pathway_denester_official.tsv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/DLD1/C6/pathway_denester_result.csv,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/DLD1/C6/pathway_denester_stdout.log,results/ngs/GSE114012/tables/PathwayDenester/Main_DE/DLD1/C6/pathway_denester_stderr.log,0.05,0.5,20,111,111,111,108,3,99,2.7027,OK,
