Pathway,CSR LATE UP.V1 UP,RB P130 DN.V1 UP,PKCA DN.V1 UP,SIRNA EIF4GI DN,MYC UP.V1 UP,IL2 UP.V1 UP,IL15 UP.V1 UP,RPS14 DN.V1 DN,HOXA9 DN.V1 DN,MTOR UP.N4.V1 UP,VEGF A UP.V1 DN,ERBB2 UP.V1 DN,TBK1.DF DN,CSR EARLY UP.V1 UP,RB P107 DN.V1 UP,RB DN.V1 UP,GCNP SHH UP LATE.V1 UP,GCNP SHH UP EARLY.V1 UP,E2F1 UP.V1 UP,PRC2 EED DN.V1 DN,PRC2 EZH2 UP.V1 DN,KRAS.KIDNEY UP.V1 UP,CAHOY NEURONAL,MEL18 DN.V1 UP,BMI1 DN MEL18 DN.V1 UP,BMI1 DN.V1 UP,RPS14 DN.V1 UP,E2F1 UP.V1 DN,E2F3 UP.V1 DN,SRC UP.V1 DN,LEF1 UP.V1 DN,LTE2 UP.V1 UP,ERBB2 UP.V1 UP,KRAS.600.LUNG.BREAST UP.V1 DN,KRAS.LUNG.BREAST UP.V1 DN,KRAS.600 UP.V1 DN,BMI1 DN.V1 DN,MEL18 DN.V1 DN,BMI1 DN MEL18 DN.V1 DN,ALK DN.V1 DN
VEGF A UP.V1 DN,0.031088082901554404,0.025906735751295335,0.0051813471502590676,0.010362694300518135,0.010362694300518135,0.02072538860103627,0.03626943005181347,0.046632124352331605,0.02072538860103627,0.031088082901554404,1.0,0.07772020725388601,0.07772020725388601,0.02072538860103627,0.025906735751295335,0.010362694300518135,0.03626943005181347,0.010362694300518135,0.046632124352331605,0.03626943005181347,0.06735751295336788,0.010362694300518135,0.0051813471502590676,0.015544041450777202,0.015544041450777202,0.015544041450777202,0.010362694300518135,0.02072538860103627,0.02072538860103627,0.031088082901554404,0.010362694300518135,0.031088082901554404,0.025906735751295335,0.0051813471502590676,0.0051813471502590676,0.010362694300518135,0.0051813471502590676,0.0051813471502590676,0.0,0.0
ERBB2 UP.V1 DN,0.005076142131979695,0.005076142131979695,0.025380710659898477,0.005076142131979695,0.030456852791878174,0.025380710659898477,0.015228426395939087,0.03553299492385787,0.025380710659898477,0.03553299492385787,0.07614213197969544,1.0,0.08629441624365482,0.025380710659898477,0.005076142131979695,0.005076142131979695,0.01015228426395939,0.015228426395939087,0.02030456852791878,0.0,0.03553299492385787,0.015228426395939087,0.0,0.005076142131979695,0.005076142131979695,0.015228426395939087,0.02030456852791878,0.025380710659898477,0.015228426395939087,0.025380710659898477,0.03553299492385787,0.01015228426395939,0.0,0.01015228426395939,0.005076142131979695,0.03553299492385787,0.030456852791878174,0.04568527918781726,0.030456852791878174,0.030456852791878174
TBK1.DF DN,0.006993006993006993,0.0034965034965034965,0.013986013986013986,0.013986013986013986,0.01048951048951049,0.01048951048951049,0.01048951048951049,0.017482517482517484,0.017482517482517484,0.013986013986013986,0.05244755244755245,0.05944055944055944,1.0,0.02097902097902098,0.0034965034965034965,0.0034965034965034965,0.024475524475524476,0.027972027972027972,0.013986013986013986,0.0034965034965034965,0.02097902097902098,0.0034965034965034965,0.0,0.006993006993006993,0.013986013986013986,0.013986013986013986,0.006993006993006993,0.03146853146853147,0.024475524475524476,0.006993006993006993,0.006993006993006993,0.03146853146853147,0.017482517482517484,0.006993006993006993,0.0034965034965034965,0.0,0.01048951048951049,0.013986013986013986,0.006993006993006993,0.006993006993006993
CSR EARLY UP.V1 UP,0.058823529411764705,0.006535947712418301,0.0,0.013071895424836602,0.013071895424836602,0.032679738562091505,0.0457516339869281,0.013071895424836602,0.013071895424836602,0.0196078431372549,0.026143790849673203,0.032679738562091505,0.0392156862745098,1.0,0.0,0.006535947712418301,0.006535947712418301,0.0,0.0,0.006535947712418301,0.013071895424836602,0.006535947712418301,0.0,0.05228758169934641,0.05228758169934641,0.05228758169934641,0.0,0.0196078431372549,0.0,0.0,0.006535947712418301,0.0,0.006535947712418301,0.006535947712418301,0.006535947712418301,0.006535947712418301,0.006535947712418301,0.0,0.0,0.006535947712418301
RB P107 DN.V1 UP,0.06923076923076923,0.0,0.007692307692307693,0.015384615384615385,0.007692307692307693,0.0,0.015384615384615385,0.06153846153846154,0.06153846153846154,0.0,0.038461538461538464,0.007692307692307693,0.007692307692307693,0.0,1.0,0.14615384615384616,0.06153846153846154,0.06153846153846154,0.07692307692307693,0.06923076923076923,0.046153846153846156,0.007692307692307693,0.0,0.023076923076923078,0.023076923076923078,0.038461538461538464,0.0,0.007692307692307693,0.0,0.038461538461538464,0.007692307692307693,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.007692307692307693,0.03076923076923077,0.023076923076923078,0.007692307692307693,0.015384615384615385,0.0
RB DN.V1 UP,0.04310344827586207,0.0,0.017241379310344827,0.0,0.0,0.0,0.017241379310344827,0.02586206896551724,0.017241379310344827,0.008620689655172414,0.017241379310344827,0.008620689655172414,0.008620689655172414,0.008620689655172414,0.16379310344827586,1.0,0.02586206896551724,0.034482758620689655,0.0603448275862069,0.02586206896551724,0.034482758620689655,0.017241379310344827,0.0,0.008620689655172414,0.008620689655172414,0.008620689655172414,0.008620689655172414,0.034482758620689655,0.0,0.017241379310344827,0.02586206896551724,0.02586206896551724,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.0,0.0,0.0,0.02586206896551724
GCNP SHH UP LATE.V1 UP,0.022099447513812154,0.027624309392265192,0.016574585635359115,0.016574585635359115,0.016574585635359115,0.016574585635359115,0.022099447513812154,0.06077348066298342,0.016574585635359115,0.011049723756906077,0.03867403314917127,0.011049723756906077,0.03867403314917127,0.0055248618784530384,0.04419889502762431,0.016574585635359115,1.0,0.2154696132596685,0.13812154696132597,0.027624309392265192,0.055248618784530384,0.011049723756906077,0.0055248618784530384,0.0055248618784530384,0.0,0.0055248618784530384,0.0055248618784530384,0.027624309392265192,0.0,0.027624309392265192,0.0055248618784530384,0.0055248618784530384,0.0055248618784530384,0.027624309392265192,0.011049723756906077,0.011049723756906077,0.011049723756906077,0.011049723756906077,0.011049723756906077,0.0055248618784530384
GCNP SHH UP EARLY.V1 UP,0.028901734104046242,0.017341040462427744,0.023121387283236993,0.011560693641618497,0.005780346820809248,0.011560693641618497,0.011560693641618497,0.023121387283236993,0.011560693641618497,0.0,0.011560693641618497,0.017341040462427744,0.046242774566473986,0.0,0.046242774566473986,0.023121387283236993,0.2254335260115607,1.0,0.13872832369942195,0.023121387283236993,0.03468208092485549,0.0,0.011560693641618497,0.011560693641618497,0.011560693641618497,0.005780346820809248,0.0,0.023121387283236993,0.005780346820809248,0.011560693641618497,0.0,0.0,0.0,0.005780346820809248,0.005780346820809248,0.0,0.0,0.0,0.005780346820809248,0.0
E2F1 UP.V1 UP,0.026595744680851064,0.026595744680851064,0.02127659574468085,0.015957446808510637,0.010638297872340425,0.010638297872340425,0.02127659574468085,0.05319148936170213,0.03723404255319149,0.005319148936170213,0.047872340425531915,0.02127659574468085,0.02127659574468085,0.0,0.05319148936170213,0.03723404255319149,0.13297872340425532,0.1276595744680851,1.0,0.031914893617021274,0.06382978723404255,0.010638297872340425,0.0,0.010638297872340425,0.010638297872340425,0.005319148936170213,0.015957446808510637,0.0,0.010638297872340425,0.026595744680851064,0.010638297872340425,0.010638297872340425,0.015957446808510637,0.005319148936170213,0.005319148936170213,0.010638297872340425,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213
PRC2 EED DN.V1 DN,0.03626943005181347,0.025906735751295335,0.0051813471502590676,0.0,0.0051813471502590676,0.015544041450777202,0.015544041450777202,0.07253886010362694,0.06735751295336788,0.010362694300518135,0.03626943005181347,0.0,0.0051813471502590676,0.0051813471502590676,0.046632124352331605,0.015544041450777202,0.025906735751295335,0.02072538860103627,0.031088082901554404,1.0,0.17098445595854922,0.0,0.0051813471502590676,0.031088082901554404,0.02072538860103627,0.031088082901554404,0.010362694300518135,0.010362694300518135,0.015544041450777202,0.025906735751295335,0.015544041450777202,0.0,0.046632124352331605,0.0051813471502590676,0.0051813471502590676,0.031088082901554404,0.0051813471502590676,0.010362694300518135,0.0051813471502590676,0.031088082901554404
PRC2 EZH2 UP.V1 DN,0.020833333333333332,0.005208333333333333,0.010416666666666666,0.0,0.015625,0.036458333333333336,0.041666666666666664,0.057291666666666664,0.041666666666666664,0.015625,0.06770833333333333,0.036458333333333336,0.03125,0.010416666666666666,0.03125,0.020833333333333332,0.052083333333333336,0.03125,0.0625,0.171875,1.0,0.0,0.020833333333333332,0.010416666666666666,0.005208333333333333,0.010416666666666666,0.010416666666666666,0.0,0.015625,0.015625,0.03125,0.005208333333333333,0.010416666666666666,0.026041666666666668,0.020833333333333332,0.020833333333333332,0.0,0.015625,0.0,0.005208333333333333
KRAS.KIDNEY UP.V1 UP,0.007142857142857143,0.0,0.007142857142857143,0.0,0.007142857142857143,0.02142857142857143,0.007142857142857143,0.0,0.007142857142857143,0.014285714285714285,0.014285714285714285,0.02142857142857143,0.007142857142857143,0.007142857142857143,0.007142857142857143,0.014285714285714285,0.014285714285714285,0.0,0.014285714285714285,0.0,0.0,1.0,0.05714285714285714,0.0,0.0,0.0,0.05714285714285714,0.014285714285714285,0.0,0.02142857142857143,0.07857142857142857,0.02142857142857143,0.03571428571428571,0.05,0.02857142857142857,0.0,0.07142857142857142,0.09285714285714286,0.09285714285714286,0.02142857142857143
CAHOY NEURONAL,0.01,0.01,0.01,0.0,0.02,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.01,0.04,0.08,1.0,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.02,0.05,0.03,0.03,0.01,0.03,0.03,0.02
MEL18 DN.V1 UP,0.03546099290780142,0.014184397163120567,0.0,0.0070921985815602835,0.02127659574468085,0.07092198581560284,0.07801418439716312,0.02127659574468085,0.05673758865248227,0.07801418439716312,0.02127659574468085,0.0070921985815602835,0.014184397163120567,0.05673758865248227,0.02127659574468085,0.0070921985815602835,0.0070921985815602835,0.014184397163120567,0.014184397163120567,0.0425531914893617,0.014184397163120567,0.0,0.0070921985815602835,1.0,0.6382978723404256,0.6312056737588653,0.06382978723404255,0.05673758865248227,0.0425531914893617,0.03546099290780142,0.0070921985815602835,0.02127659574468085,0.02127659574468085,0.014184397163120567,0.0070921985815602835,0.02127659574468085,0.0,0.0,0.0,0.0
BMI1 DN MEL18 DN.V1 UP,0.034482758620689655,0.006896551724137931,0.0,0.013793103448275862,0.013793103448275862,0.05517241379310345,0.06206896551724138,0.013793103448275862,0.020689655172413793,0.08275862068965517,0.020689655172413793,0.006896551724137931,0.027586206896551724,0.05517241379310345,0.020689655172413793,0.006896551724137931,0.0,0.013793103448275862,0.013793103448275862,0.027586206896551724,0.006896551724137931,0.0,0.006896551724137931,0.6206896551724138,1.0,0.5793103448275863,0.06896551724137931,0.06206896551724138,0.027586206896551724,0.013793103448275862,0.0,0.020689655172413793,0.041379310344827586,0.020689655172413793,0.006896551724137931,0.034482758620689655,0.0,0.0,0.0,0.006896551724137931
BMI1 DN.V1 UP,0.047619047619047616,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.07482993197278912,0.07482993197278912,0.027210884353741496,0.034013605442176874,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.027210884353741496,0.05442176870748299,0.034013605442176874,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.04081632653061224,0.013605442176870748,0.0,0.006802721088435374,0.6054421768707483,0.5714285714285714,1.0,0.07482993197278912,0.047619047619047616,0.047619047619047616,0.027210884353741496,0.02040816326530612,0.02040816326530612,0.034013605442176874,0.013605442176870748,0.006802721088435374,0.047619047619047616,0.0,0.0,0.0,0.0
RPS14 DN.V1 UP,0.0,0.0,0.020942408376963352,0.005235602094240838,0.0,0.03664921465968586,0.041884816753926704,0.0,0.010471204188481676,0.015706806282722512,0.010471204188481676,0.020942408376963352,0.010471204188481676,0.0,0.0,0.005235602094240838,0.005235602094240838,0.0,0.015706806282722512,0.010471204188481676,0.010471204188481676,0.041884816753926704,0.005235602094240838,0.04712041884816754,0.05235602094240838,0.05759162303664921,1.0,0.031413612565445025,0.015706806282722512,0.020942408376963352,0.03664921465968586,0.05235602094240838,0.06806282722513089,0.02617801047120419,0.010471204188481676,0.031413612565445025,0.010471204188481676,0.020942408376963352,0.020942408376963352,0.010471204188481676
E2F1 UP.V1 DN,0.0053475935828877,0.0053475935828877,0.0053475935828877,0.0106951871657754,0.0106951871657754,0.0053475935828877,0.0053475935828877,0.0213903743315508,0.03208556149732621,0.0481283422459893,0.0213903743315508,0.026737967914438502,0.0481283422459893,0.016042780748663103,0.0053475935828877,0.0213903743315508,0.026737967914438502,0.0213903743315508,0.0,0.0106951871657754,0.0,0.0106951871657754,0.0,0.0427807486631016,0.0481283422459893,0.0374331550802139,0.03208556149732621,1.0,0.0106951871657754,0.016042780748663103,0.03208556149732621,0.0374331550802139,0.03208556149732621,0.026737967914438502,0.0106951871657754,0.03208556149732621,0.026737967914438502,0.026737967914438502,0.0213903743315508,0.0106951871657754
E2F3 UP.V1 DN,0.006134969325153374,0.0,0.0,0.0,0.024539877300613498,0.024539877300613498,0.018404907975460124,0.03067484662576687,0.012269938650306749,0.012269938650306749,0.024539877300613498,0.018404907975460124,0.04294478527607362,0.0,0.0,0.0,0.0,0.006134969325153374,0.012269938650306749,0.018404907975460124,0.018404907975460124,0.0,0.006134969325153374,0.03680981595092025,0.024539877300613498,0.04294478527607362,0.018404907975460124,0.012269938650306749,1.0,0.2331288343558282,0.006134969325153374,0.0,0.006134969325153374,0.018404907975460124,0.012269938650306749,0.049079754601226995,0.0,0.0,0.0,0.012269938650306749
SRC UP.V1 DN,0.03529411764705882,0.011764705882352941,0.011764705882352941,0.0058823529411764705,0.011764705882352941,0.0058823529411764705,0.0,0.047058823529411764,0.029411764705882353,0.011764705882352941,0.03529411764705882,0.029411764705882353,0.011764705882352941,0.0,0.029411764705882353,0.011764705882352941,0.029411764705882353,0.011764705882352941,0.029411764705882353,0.029411764705882353,0.01764705882352941,0.01764705882352941,0.0058823529411764705,0.029411764705882353,0.011764705882352941,0.023529411764705882,0.023529411764705882,0.01764705882352941,0.2235294117647059,1.0,0.01764705882352941,0.01764705882352941,0.01764705882352941,0.029411764705882353,0.029411764705882353,0.041176470588235294,0.011764705882352941,0.047058823529411764,0.01764705882352941,0.011764705882352941
LEF1 UP.V1 DN,0.0,0.0106951871657754,0.0213903743315508,0.0106951871657754,0.0,0.016042780748663103,0.0106951871657754,0.016042780748663103,0.0213903743315508,0.016042780748663103,0.0106951871657754,0.0374331550802139,0.0106951871657754,0.0053475935828877,0.0053475935828877,0.016042780748663103,0.0053475935828877,0.0,0.0106951871657754,0.016042780748663103,0.03208556149732621,0.058823529411764705,0.0053475935828877,0.0053475935828877,0.0,0.016042780748663103,0.0374331550802139,0.03208556149732621,0.0053475935828877,0.016042780748663103,1.0,0.0481283422459893,0.0427807486631016,0.0427807486631016,0.0213903743315508,0.016042780748663103,0.0481283422459893,0.0481283422459893,0.0427807486631016,0.0213903743315508
LTE2 UP.V1 UP,0.010638297872340425,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.026595744680851064,0.02127659574468085,0.015957446808510637,0.010638297872340425,0.02127659574468085,0.031914893617021274,0.010638297872340425,0.047872340425531915,0.0,0.010638297872340425,0.015957446808510637,0.005319148936170213,0.0,0.010638297872340425,0.0,0.005319148936170213,0.015957446808510637,0.0,0.015957446808510637,0.015957446808510637,0.015957446808510637,0.05319148936170213,0.03723404255319149,0.0,0.015957446808510637,0.047872340425531915,1.0,0.30319148936170215,0.010638297872340425,0.005319148936170213,0.026595744680851064,0.02127659574468085,0.02127659574468085,0.026595744680851064,0.010638297872340425
ERBB2 UP.V1 UP,0.0,0.010526315789473684,0.015789473684210527,0.010526315789473684,0.005263157894736842,0.031578947368421054,0.021052631578947368,0.010526315789473684,0.042105263157894736,0.02631578947368421,0.02631578947368421,0.0,0.02631578947368421,0.005263157894736842,0.010526315789473684,0.010526315789473684,0.005263157894736842,0.0,0.015789473684210527,0.04736842105263158,0.010526315789473684,0.02631578947368421,0.010526315789473684,0.015789473684210527,0.031578947368421054,0.02631578947368421,0.06842105263157895,0.031578947368421054,0.005263157894736842,0.015789473684210527,0.042105263157894736,0.3,1.0,0.031578947368421054,0.031578947368421054,0.031578947368421054,0.03684210526315789,0.02631578947368421,0.042105263157894736,0.021052631578947368
KRAS.600.LUNG.BREAST UP.V1 DN,0.0,0.007017543859649123,0.021052631578947368,0.0035087719298245615,0.007017543859649123,0.02456140350877193,0.02456140350877193,0.007017543859649123,0.017543859649122806,0.007017543859649123,0.0035087719298245615,0.007017543859649123,0.007017543859649123,0.0035087719298245615,0.007017543859649123,0.014035087719298246,0.017543859649122806,0.0035087719298245615,0.0035087719298245615,0.0035087719298245615,0.017543859649122806,0.02456140350877193,0.017543859649122806,0.007017543859649123,0.010526315789473684,0.007017543859649123,0.017543859649122806,0.017543859649122806,0.010526315789473684,0.017543859649122806,0.028070175438596492,0.007017543859649123,0.021052631578947368,1.0,0.4982456140350877,0.4280701754385965,0.014035087719298246,0.02456140350877193,0.021052631578947368,0.02456140350877193
KRAS.LUNG.BREAST UP.V1 DN,0.0,0.007042253521126761,0.014084507042253521,0.007042253521126761,0.007042253521126761,0.007042253521126761,0.028169014084507043,0.014084507042253521,0.02112676056338028,0.007042253521126761,0.007042253521126761,0.007042253521126761,0.007042253521126761,0.007042253521126761,0.007042253521126761,0.014084507042253521,0.014084507042253521,0.007042253521126761,0.007042253521126761,0.007042253521126761,0.028169014084507043,0.028169014084507043,0.02112676056338028,0.007042253521126761,0.007042253521126761,0.007042253521126761,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.035211267605633804,0.028169014084507043,0.007042253521126761,0.04225352112676056,1.0,1.0,0.5774647887323944,0.02112676056338028,0.035211267605633804,0.028169014084507043,0.028169014084507043
KRAS.600 UP.V1 DN,0.0,0.014285714285714285,0.017857142857142856,0.0035714285714285713,0.007142857142857143,0.014285714285714285,0.03214285714285714,0.0035714285714285713,0.007142857142857143,0.007142857142857143,0.007142857142857143,0.025,0.0,0.0035714285714285713,0.014285714285714285,0.007142857142857143,0.007142857142857143,0.0,0.007142857142857143,0.02142857142857143,0.014285714285714285,0.0,0.010714285714285714,0.010714285714285714,0.017857142857142856,0.025,0.02142857142857143,0.02142857142857143,0.02857142857142857,0.025,0.010714285714285714,0.017857142857142856,0.02142857142857143,0.4357142857142857,0.29285714285714287,1.0,0.017857142857142856,0.025,0.010714285714285714,0.03571428571428571
BMI1 DN.V1 DN,0.0,0.007142857142857143,0.04285714285714286,0.007142857142857143,0.014285714285714285,0.02857142857142857,0.02857142857142857,0.0,0.02142857142857143,0.02142857142857143,0.007142857142857143,0.04285714285714286,0.02142857142857143,0.007142857142857143,0.02142857142857143,0.0,0.014285714285714285,0.0,0.007142857142857143,0.007142857142857143,0.0,0.07142857142857142,0.007142857142857143,0.0,0.0,0.0,0.014285714285714285,0.03571428571428571,0.0,0.014285714285714285,0.06428571428571428,0.02857142857142857,0.05,0.02857142857142857,0.02142857142857143,0.03571428571428571,1.0,0.4642857142857143,0.4857142857142857,0.12142857142857143
