"TF","SW948","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"E2F6","1.07759623697983331","1.07759623697983331","1.07759623697983331","Activated","159","viper","159","1.07759623697983331",NA,NA,"5","ENCODE--ChIP-seq(rank=102); ReMap--ChIP-seq(rank=209); Enrichr--Queries(rank=650); ARCHS4--Coexpression(rank=745); GTEx--Coexpression(rank=1242)","1232","0.45760000000000001","ARCHS4 Coexpression,0.4576"
"IRF4","1.05715646156683829","1.05715646156683829","1.05715646156683829","Activated","160","viper","160","1.05715646156683829",NA,NA,"5","ARCHS4--Coexpression(rank=46); ENCODE--ChIP-seq(rank=103); ReMap--ChIP-seq(rank=123); Enrichr--Queries(rank=772); GTEx--Coexpression(rank=1140)","110","0.02826000000000000","ARCHS4 Coexpression,0.02826"
"MYCN","-1.05638125719104314","-1.05638125719104314","1.05638125719104314","Repressed","161","viper","161","1.05638125719104314",NA,NA,"5","ReMap--ChIP-seq(rank=59); Literature--ChIP-seq(rank=122); GTEx--Coexpression(rank=169); Enrichr--Queries(rank=265); ARCHS4--Coexpression(rank=838)","388","0.10520000000000000","GTEx Coexpression,0.1052"
"KMT2A","1.04519987335161502","1.04519987335161502","1.04519987335161502","Activated","162","viper","162","1.04519987335161502",NA,NA,"3","ReMap--ChIP-seq(rank=260); GTEx--Coexpression(rank=545); ARCHS4--Coexpression(rank=1279)","1010","0.33910000000000001","GTEx Coexpression,0.3391"
"NFE2","-1.04220293100520522","-1.04220293100520522","1.04220293100520522","Repressed","163","viper","163","1.04220293100520522",NA,NA,"5","ENCODE--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=105); GTEx--Coexpression(rank=203); Enrichr--Queries(rank=384); ARCHS4--Coexpression(rank=483)","461","0.12630000000000000","GTEx Coexpression,0.1263"
"IKZF1","1.03594145008038341","1.03594145008038341","1.03594145008038341","Activated","164","viper","164","1.03594145008038341",NA,NA,"6","ReMap--ChIP-seq(rank=2); ENCODE--ChIP-seq(rank=19); ARCHS4--Coexpression(rank=35); Literature--ChIP-seq(rank=43); GTEx--Coexpression(rank=624); Enrichr--Queries(rank=1128)","24","0.00673400000000000","ReMap ChIP-seq,0.006734"
"KLF1","-1.01562445906989707","-1.01562445906989707","1.01562445906989707","Repressed","165","viper","165","1.01562445906989707",NA,NA,"5","ReMap--ChIP-seq(rank=97); Literature--ChIP-seq(rank=101); ARCHS4--Coexpression(rank=805); Enrichr--Queries(rank=867); GTEx--Coexpression(rank=1186)","981","0.32660000000000000","ReMap ChIP-seq,0.3266"
"STAT6","1.00709356466002853","1.00709356466002853","1.00709356466002853","Activated","166","viper","166","1.00709356466002853",NA,NA,"4","Literature--ChIP-seq(rank=102); ARCHS4--Coexpression(rank=266); Enrichr--Queries(rank=371); GTEx--Coexpression(rank=1340)","578","0.16339999999999999","ARCHS4 Coexpression,0.1634"
"NFYA","0.99823397721224372","0.99823397721224372","0.99823397721224372","Activated","167","viper","167","0.99823397721224372",NA,NA,"5","ENCODE--ChIP-seq(rank=59); ReMap--ChIP-seq(rank=69); Enrichr--Queries(rank=898); GTEx--Coexpression(rank=1160); ARCHS4--Coexpression(rank=1262)","768","0.23230000000000001","ReMap ChIP-seq,0.2323"
"BACH1","0.98622575629232523","0.98622575629232523","0.98622575629232523","Activated","168","viper","168","0.98622575629232523",NA,NA,"6","Literature--ChIP-seq(rank=2); Enrichr--Queries(rank=50); ENCODE--ChIP-seq(rank=57); ARCHS4--Coexpression(rank=124); ReMap--ChIP-seq(rank=141); GTEx--Coexpression(rank=234)","47","0.01220000000000000","Literature ChIP-seq,0.0122"
"RFX2","-0.95508296399603043","-0.95508296399603043","0.95508296399603043","Repressed","169","viper","169","0.95508296399603043",NA,NA,"4","Enrichr--Queries(rank=117); ReMap--ChIP-seq(rank=256); ARCHS4--Coexpression(rank=617); GTEx--Coexpression(rank=1420)","313","0.08333000000000000","Enrichr Queries,0.08333"
"HINFP","0.95410547856904315","0.95410547856904315","0.95410547856904315","Activated","170","viper","170","0.95410547856904315",NA,NA,"3","ReMap--ChIP-seq(rank=126); GTEx--Coexpression(rank=378); ARCHS4--Coexpression(rank=970)","777","0.23519999999999999","GTEx Coexpression,0.2352"
"SREBF2","-0.94442162532854179","-0.94442162532854179","0.94442162532854179","Repressed","171","viper","171","0.94442162532854179",NA,NA,"6","ENCODE--ChIP-seq(rank=117); Literature--ChIP-seq(rank=117); ReMap--ChIP-seq(rank=284); Enrichr--Queries(rank=812); GTEx--Coexpression(rank=975); ARCHS4--Coexpression(rank=1306)","1395","0.57830000000000004","Enrichr Queries,0.5783"
"POU5F1","0.94405369067112588","0.94405369067112588","0.94405369067112588","Activated","172","viper","172","0.94405369067112588",NA,NA,"5","Literature--ChIP-seq(rank=68); ReMap--ChIP-seq(rank=255); ARCHS4--Coexpression(rank=493); GTEx--Coexpression(rank=903); Enrichr--Queries(rank=955)","934","0.30280000000000001","ARCHS4 Coexpression,0.3028"
"SRF","0.92476383291935005","0.92476383291935005","0.92476383291935005","Activated","173","viper","173","0.92476383291935005",NA,NA,"6","ENCODE--ChIP-seq(rank=78); GTEx--Coexpression(rank=93); Literature--ChIP-seq(rank=145); ReMap--ChIP-seq(rank=226); Enrichr--Queries(rank=657); ARCHS4--Coexpression(rank=1532)","214","0.05787000000000000","GTEx Coexpression,0.05787"
"PKNOX1","0.91996552319119285","0.91996552319119285","0.91996552319119285","Activated","174","viper","174","0.91996552319119285",NA,NA,"4","ReMap--ChIP-seq(rank=42); ARCHS4--Coexpression(rank=513); GTEx--Coexpression(rank=1016); Enrichr--Queries(rank=1021)","512","0.14140000000000000","ReMap ChIP-seq,0.1414"
"SOX6","0.91990459345339726","0.91990459345339726","0.91990459345339726","Activated","175","viper","175","0.91990459345339726",NA,NA,"4","ReMap--ChIP-seq(rank=35); Enrichr--Queries(rank=418); ARCHS4--Coexpression(rank=741); GTEx--Coexpression(rank=1062)","430","0.11780000000000000","ReMap ChIP-seq,0.1178"
"E2F2","-0.90035183079778913","-0.90035183079778913","0.90035183079778913","Repressed","176","viper","176","0.90035183079778913",NA,NA,"3","GTEx--Coexpression(rank=618); ARCHS4--Coexpression(rank=814); Enrichr--Queries(rank=1250)","1109","0.38460000000000000","GTEx Coexpression,0.3846"
"IRF9","0.89649869506131163","0.89649869506131163","0.89649869506131163","Activated","177","viper","177","0.89649869506131163",NA,NA,"4","ReMap--ChIP-seq(rank=109); Enrichr--Queries(rank=122); ARCHS4--Coexpression(rank=355); GTEx--Coexpression(rank=748)","327","0.08689000000000000","Enrichr Queries,0.08689"
"SOX9","0.88037150699294653","0.88037150699294653","0.88037150699294653","Activated","178","viper","178","0.88037150699294653",NA,NA,"5","Literature--ChIP-seq(rank=23); Enrichr--Queries(rank=162); ReMap--ChIP-seq(rank=168); ARCHS4--Coexpression(rank=344); GTEx--Coexpression(rank=880)","423","0.11540000000000000","Enrichr Queries,0.1154"
"TFAP2C","0.86712766777854799","0.86712766777854799","0.86712766777854799","Activated","179","viper","179","0.86712766777854799",NA,NA,"6","ENCODE--ChIP-seq(rank=61); Literature--ChIP-seq(rank=132); ARCHS4--Coexpression(rank=188); ReMap--ChIP-seq(rank=192); Enrichr--Queries(rank=339); GTEx--Coexpression(rank=426)","424","0.11550000000000001","ARCHS4 Coexpression,0.1155"
"GRHL2","0.84126630140059411","0.84126630140059411","0.84126630140059411","Activated","180","viper","180","0.84126630140059411",NA,NA,"5","ReMap--ChIP-seq(rank=23); Literature--ChIP-seq(rank=105); ARCHS4--Coexpression(rank=362); GTEx--Coexpression(rank=416); Enrichr--Queries(rank=1013)","290","0.07743999999999999","ReMap ChIP-seq,0.07744"
"AR","0.83672855472002239","0.83672855472002239","0.83672855472002239","Activated","181","viper","181","0.83672855472002239",NA,NA,"5","Literature--ChIP-seq(rank=20); Enrichr--Queries(rank=84); GTEx--Coexpression(rank=229); ReMap--ChIP-seq(rank=238); ARCHS4--Coexpression(rank=872)","223","0.05983000000000000","Enrichr Queries,0.05983"
"VDR","0.83270968901080189","0.83270968901080189","0.83270968901080189","Activated","182","viper","182","0.83270968901080189",NA,NA,"5","Literature--ChIP-seq(rank=10); Enrichr--Queries(rank=59); ARCHS4--Coexpression(rank=75); GTEx--Coexpression(rank=205); ReMap--ChIP-seq(rank=210)","161","0.04202000000000000","Enrichr Queries,0.04202"
"SPI1","0.81013159180467076","0.81013159180467076","0.81013159180467076","Activated","183","viper","183","0.81013159180467076",NA,NA,"6","ReMap--ChIP-seq(rank=24); ENCODE--ChIP-seq(rank=39); Literature--ChIP-seq(rank=106); GTEx--Coexpression(rank=273); ARCHS4--Coexpression(rank=491); Enrichr--Queries(rank=979)","304","0.08081000000000001","ReMap ChIP-seq,0.08081"
"MYOD1","-0.76701880242145148","-0.76701880242145148","0.76701880242145148","Repressed","184","viper","184","0.76701880242145148",NA,NA,"5","ENCODE--ChIP-seq(rank=9); ReMap--ChIP-seq(rank=71); ARCHS4--Coexpression(rank=609); Enrichr--Queries(rank=992); GTEx--Coexpression(rank=1123)","285","0.07627000000000000","ENCODE ChIP-seq,0.07627"
"MNT","0.75590054586988820","0.75590054586988820","0.75590054586988820","Activated","185","viper","185","0.75590054586988820",NA,NA,"4","ReMap--ChIP-seq(rank=52); Enrichr--Queries(rank=573); GTEx--Coexpression(rank=777); ARCHS4--Coexpression(rank=1039)","612","0.17510000000000001","ReMap ChIP-seq,0.1751"
"PRDM1","0.74533246046858270","0.74533246046858270","0.74533246046858270","Activated","186","viper","186","0.74533246046858270",NA,NA,"5","Enrichr--Queries(rank=36); ENCODE--ChIP-seq(rank=40); ReMap--ChIP-seq(rank=43); GTEx--Coexpression(rank=120); ARCHS4--Coexpression(rank=299)","99","0.02564000000000000","Enrichr Queries,0.02564"
"THAP11","-0.73153811345751363","-0.73153811345751363","0.73153811345751363","Repressed","187","viper","187","0.73153811345751363",NA,NA,"5","Literature--ChIP-seq(rank=149); ReMap--ChIP-seq(rank=211); ARCHS4--Coexpression(rank=705); GTEx--Coexpression(rank=894); Enrichr--Queries(rank=1320)","1190","0.43300000000000000","ARCHS4 Coexpression,0.433"
"CDX2","-0.72552383806949661","-0.72552383806949661","0.72552383806949661","Repressed","188","viper","188","0.72552383806949661",NA,NA,"5","Literature--ChIP-seq(rank=19); ReMap--ChIP-seq(rank=100); ARCHS4--Coexpression(rank=101); GTEx--Coexpression(rank=271); Enrichr--Queries(rank=876)","233","0.06204000000000000","ARCHS4 Coexpression,0.06204"
"USF1","-0.72418059077616348","-0.72418059077616348","0.72418059077616348","Repressed","189","viper","189","0.72418059077616348",NA,NA,"5","ENCODE--ChIP-seq(rank=24); ReMap--ChIP-seq(rank=138); ARCHS4--Coexpression(rank=776); GTEx--Coexpression(rank=808); Enrichr--Queries(rank=1076)","694","0.20340000000000000","ENCODE ChIP-seq,0.2034"
"ARID3A","0.71270181631953244","0.71270181631953244","0.71270181631953244","Activated","190","viper","190","0.71270181631953244",NA,NA,"5","ENCODE--ChIP-seq(rank=65); ReMap--ChIP-seq(rank=119); GTEx--Coexpression(rank=321); Enrichr--Queries(rank=462); ARCHS4--Coexpression(rank=1252)","685","0.19980000000000001","GTEx Coexpression,0.1998"
"SOX13","0.69547004885223485","0.69547004885223485","0.69547004885223485","Activated","191","viper","191","0.69547004885223485",NA,NA,"4","ReMap--ChIP-seq(rank=90); GTEx--Coexpression(rank=99); Enrichr--Queries(rank=311); ARCHS4--Coexpression(rank=363)","231","0.06161000000000000","GTEx Coexpression,0.06161"
"E2F4","-0.68953148849175783","-0.68953148849175783","0.68953148849175783","Repressed","192","viper","192","0.68953148849175783",NA,NA,"6","ENCODE--ChIP-seq(rank=99); Literature--ChIP-seq(rank=115); ReMap--ChIP-seq(rank=177); GTEx--Coexpression(rank=873); ARCHS4--Coexpression(rank=1215); Enrichr--Queries(rank=1291)","1349","0.54320000000000002","GTEx Coexpression,0.5432"
"TP63","-0.68922139977793251","-0.68922139977793251","0.68922139977793251","Repressed","193","viper","193","0.68922139977793251",NA,NA,"5","Literature--ChIP-seq(rank=55); ReMap--ChIP-seq(rank=224); Enrichr--Queries(rank=232); GTEx--Coexpression(rank=290); ARCHS4--Coexpression(rank=660)","585","0.16520000000000001","Enrichr Queries,0.1652"
"ERG","0.68583744400144131","0.68583744400144131","0.68583744400144131","Activated","194","viper","194","0.68583744400144131",NA,NA,"5","GTEx--Coexpression(rank=89); Literature--ChIP-seq(rank=135); ReMap--ChIP-seq(rank=275); Enrichr--Queries(rank=288); ARCHS4--Coexpression(rank=412)","204","0.05538000000000000","GTEx Coexpression,0.05538"
"POU2F1","-0.68268525937362989","-0.68268525937362989","0.68268525937362989","Repressed","195","viper","195","0.68268525937362989",NA,NA,"4","ReMap--ChIP-seq(rank=92); GTEx--Coexpression(rank=282); ARCHS4--Coexpression(rank=511); Enrichr--Queries(rank=1127)","614","0.17549999999999999","GTEx Coexpression,0.1755"
"MEF2C","0.67621207577049458","0.67621207577049458","0.67621207577049458","Activated","196","viper","196","0.67621207577049458",NA,NA,"5","Enrichr--Queries(rank=82); ENCODE--ChIP-seq(rank=83); ReMap--ChIP-seq(rank=164); ARCHS4--Coexpression(rank=240); GTEx--Coexpression(rank=1072)","216","0.05840000000000000","Enrichr Queries,0.0584"
"NFKB2","-0.65950786894272584","-0.65950786894272584","0.65950786894272584","Repressed","197","viper","197","0.65950786894272584",NA,NA,"4","ReMap--ChIP-seq(rank=117); Enrichr--Queries(rank=135); ARCHS4--Coexpression(rank=150); GTEx--Coexpression(rank=613)","345","0.09214000000000000","ARCHS4 Coexpression,0.09214"
"ETS2","0.62783860554608328","0.62783860554608328","0.62783860554608328","Activated","198","viper","198","0.62783860554608328",NA,NA,"4","Enrichr--Queries(rank=20); ARCHS4--Coexpression(rank=31); Literature--ChIP-seq(rank=151); GTEx--Coexpression(rank=324)","55","0.01425000000000000","Enrichr Queries,0.01425"
"DUX4","0.62140802231478809","0.62140802231478809","0.62140802231478809","Activated","199","viper","199","0.62140802231478809",NA,NA,"2","ReMap--ChIP-seq(rank=232); ARCHS4--Coexpression(rank=1406)","1557","0.78110000000000002","ReMap ChIP-seq,0.7811"
"GATA4","0.59861564261975087","0.59861564261975087","0.59861564261975087","Activated","200","viper","200","0.59861564261975087",NA,NA,"5","Literature--ChIP-seq(rank=100); ARCHS4--Coexpression(rank=157); ReMap--ChIP-seq(rank=193); Enrichr--Queries(rank=597); GTEx--Coexpression(rank=1283)","357","0.09644000000000000","ARCHS4 Coexpression,0.09644"
"BCL6","0.58031932061225067","0.58031932061225067","0.58031932061225067","Activated","201","viper","201","0.58031932061225067",NA,NA,"5","Enrichr--Queries(rank=72); GTEx--Coexpression(rank=75); Literature--ChIP-seq(rank=138); ARCHS4--Coexpression(rank=212); ReMap--ChIP-seq(rank=227)","177","0.04667000000000000","GTEx Coexpression,0.04667"
"E2F3","-0.57847578885540674","-0.57847578885540674","0.57847578885540674","Repressed","202","viper","202","0.57847578885540674",NA,NA,"3","GTEx--Coexpression(rank=115); Enrichr--Queries(rank=1231); ARCHS4--Coexpression(rank=1405)","270","0.07156000000000000","GTEx Coexpression,0.07156"
"SP4","0.56189530452196224","0.56189530452196224","0.56189530452196224","Activated","203","viper","203","0.56189530452196224",NA,NA,"5","ENCODE--ChIP-seq(rank=90); ReMap--ChIP-seq(rank=156); GTEx--Coexpression(rank=653); Enrichr--Queries(rank=708); ARCHS4--Coexpression(rank=1599)","1141","0.40629999999999999","GTEx Coexpression,0.4063"
"TAL1","0.54754101997177484","0.54754101997177484","0.54754101997177484","Activated","204","viper","204","0.54754101997177484",NA,NA,"6","ARCHS4--Coexpression(rank=24); ReMap--ChIP-seq(rank=50); ENCODE--ChIP-seq(rank=60); Literature--ChIP-seq(rank=75); GTEx--Coexpression(rank=494); Enrichr--Queries(rank=561)","56","0.01474000000000000","ARCHS4 Coexpression,0.01474"
"TFDP1","0.54359200769800742","0.54359200769800742","0.54359200769800742","Activated","205","viper","205","0.54359200769800742",NA,NA,"4","ReMap--ChIP-seq(rank=146); Enrichr--Queries(rank=1394); ARCHS4--Coexpression(rank=1410); GTEx--Coexpression(rank=1566)","1289","0.49159999999999998","ReMap ChIP-seq,0.4916"
"ATF2","0.52759382387304565","0.52759382387304565","0.52759382387304565","Activated","206","viper","206","0.52759382387304565",NA,NA,"5","ENCODE--ChIP-seq(rank=109); ReMap--ChIP-seq(rank=285); ARCHS4--Coexpression(rank=734); GTEx--Coexpression(rank=1155); Enrichr--Queries(rank=1254)","1221","0.45090000000000002","ARCHS4 Coexpression,0.4509"
"MYBL2","-0.52187969881981655","-0.52187969881981655","0.52187969881981655","Repressed","207","viper","207","0.52187969881981655",NA,NA,"6","ENCODE--ChIP-seq(rank=111); Literature--ChIP-seq(rank=157); ReMap--ChIP-seq(rank=197); Enrichr--Queries(rank=1391); GTEx--Coexpression(rank=1514); ARCHS4--Coexpression(rank=1548)","1471","0.66330000000000000","ReMap ChIP-seq,0.6633"
"IRF1","0.52087447387597430","0.52087447387597430","0.52087447387597430","Activated","208","viper","208","0.52087447387597430",NA,NA,"6","Literature--ChIP-seq(rank=42); ReMap--ChIP-seq(rank=74); ENCODE--ChIP-seq(rank=116); ARCHS4--Coexpression(rank=206); Enrichr--Queries(rank=254); GTEx--Coexpression(rank=311)","462","0.12650000000000000","ARCHS4 Coexpression,0.1265"
"HNF4A","-0.51149234751036399","-0.51149234751036399","0.51149234751036399","Repressed","209","viper","209","0.51149234751036399",NA,NA,"6","Literature--ChIP-seq(rank=72); ENCODE--ChIP-seq(rank=74); ReMap--ChIP-seq(rank=206); ARCHS4--Coexpression(rank=379); Enrichr--Queries(rank=548); GTEx--Coexpression(rank=801)","769","0.23280000000000001","ARCHS4 Coexpression,0.2328"
"GATA1","0.50416922672748621","0.50416922672748621","0.50416922672748621","Activated","210","viper","210","0.50416922672748621",NA,NA,"6","Literature--ChIP-seq(rank=41); ENCODE--ChIP-seq(rank=62); ARCHS4--Coexpression(rank=71); ReMap--ChIP-seq(rank=176); GTEx--Coexpression(rank=812); Enrichr--Queries(rank=826)","168","0.04361000000000000","ARCHS4 Coexpression,0.04361"
"NR2F2","0.50359006462112599","0.50359006462112599","0.50359006462112599","Activated","211","viper","211","0.50359006462112599",NA,NA,"5","ENCODE--ChIP-seq(rank=10); ReMap--ChIP-seq(rank=99); ARCHS4--Coexpression(rank=228); GTEx--Coexpression(rank=254); Enrichr--Queries(rank=332)","320","0.08475000000000001","ENCODE ChIP-seq,0.08475"
"PPARA","0.48115411393955282","0.48115411393955282","0.48115411393955282","Activated","212","viper","212","0.48115411393955282",NA,NA,"3","Enrichr--Queries(rank=408); ARCHS4--Coexpression(rank=740); GTEx--Coexpression(rank=923)","911","0.29060000000000002","Enrichr Queries,0.2906"
"TEAD2","0.48013491494639998","0.48013491494639998","0.48013491494639998","Activated","213","viper","213","0.48013491494639998",NA,NA,"4","ReMap--ChIP-seq(rank=112); Enrichr--Queries(rank=546); GTEx--Coexpression(rank=628); ARCHS4--Coexpression(rank=630)","1093","0.37709999999999999","ReMap ChIP-seq,0.3771"
"GFI1B","-0.47442399576286409","-0.47442399576286409","0.47442399576286409","Repressed","214","viper","214","0.47442399576286409",NA,NA,"5","ARCHS4--Coexpression(rank=56); ReMap--ChIP-seq(rank=98); Literature--ChIP-seq(rank=146); GTEx--Coexpression(rank=433); Enrichr--Queries(rank=868)","136","0.03440000000000000","ARCHS4 Coexpression,0.0344"
"RFX5","-0.45828191266576845","-0.45828191266576845","0.45828191266576845","Repressed","215","viper","215","0.45828191266576845",NA,NA,"5","ENCODE--ChIP-seq(rank=21); ReMap--ChIP-seq(rank=62); Enrichr--Queries(rank=722); ARCHS4--Coexpression(rank=818); GTEx--Coexpression(rank=1008)","622","0.17799999999999999","ENCODE ChIP-seq,0.178"
"ELF3","0.44557713228287743","0.44557713228287743","0.44557713228287743","Activated","216","viper","216","0.44557713228287743",NA,NA,"4","ReMap--ChIP-seq(rank=6); ARCHS4--Coexpression(rank=144); Enrichr--Queries(rank=238); GTEx--Coexpression(rank=296)","78","0.02020000000000000","ReMap ChIP-seq,0.0202"
"MAX","-0.44367293103384248","-0.44367293103384248","0.44367293103384248","Repressed","217","viper","217","0.44367293103384248",NA,NA,"5","ENCODE--ChIP-seq(rank=71); ARCHS4--Coexpression(rank=116); ReMap--ChIP-seq(rank=157); GTEx--Coexpression(rank=644); Enrichr--Queries(rank=902)","269","0.07124999999999999","ARCHS4 Coexpression,0.07125"
"ETV1","-0.44187267250703666","-0.44187267250703666","0.44187267250703666","Repressed","218","viper","218","0.44187267250703666",NA,NA,"4","Enrichr--Queries(rank=116); ReMap--ChIP-seq(rank=198); GTEx--Coexpression(rank=405); ARCHS4--Coexpression(rank=532)","310","0.08262000000000000","Enrichr Queries,0.08262"
"FLI1","-0.42560166123621679","-0.42560166123621679","0.42560166123621679","Repressed","219","viper","219","0.42560166123621679",NA,NA,"6","ENCODE--ChIP-seq(rank=118); Literature--ChIP-seq(rank=123); ARCHS4--Coexpression(rank=130); ReMap--ChIP-seq(rank=264); GTEx--Coexpression(rank=377); Enrichr--Queries(rank=440)","300","0.07985000000000000","ARCHS4 Coexpression,0.07985"
"BATF","0.41680857631182960","0.41680857631182960","0.41680857631182960","Activated","220","viper","220","0.41680857631182960",NA,NA,"5","ENCODE--ChIP-seq(rank=48); ReMap--ChIP-seq(rank=165); ARCHS4--Coexpression(rank=371); GTEx--Coexpression(rank=636); Enrichr--Queries(rank=869)","751","0.22789999999999999","ARCHS4 Coexpression,0.2279"
"KLF9","-0.40161942526156891","-0.40161942526156891","0.40161942526156891","Repressed","221","viper","221","0.40161942526156891",NA,NA,"4","Enrichr--Queries(rank=9); GTEx--Coexpression(rank=10); ARCHS4--Coexpression(rank=53); ReMap--ChIP-seq(rank=148)","23","0.00622300000000000","GTEx Coexpression,0.006223"
"TCF7L2","-0.39352061085350398","-0.39352061085350398","0.39352061085350398","Repressed","222","viper","222","0.39352061085350398",NA,NA,"6","ENCODE--ChIP-seq(rank=25); ReMap--ChIP-seq(rank=25); Literature--ChIP-seq(rank=144); ARCHS4--Coexpression(rank=160); Enrichr--Queries(rank=604); GTEx--Coexpression(rank=1043)","318","0.08418000000000000","ReMap ChIP-seq,0.08418"
"E2F7","0.38679703226654361","0.38679703226654361","0.38679703226654361","Activated","223","viper","223","0.38679703226654361",NA,NA,"5","ReMap--ChIP-seq(rank=53); Literature--ChIP-seq(rank=161); Enrichr--Queries(rank=1235); GTEx--Coexpression(rank=1505); ARCHS4--Coexpression(rank=1573)","623","0.17849999999999999","ReMap ChIP-seq,0.1785"
"FOXM1","-0.38507418144862265","-0.38507418144862265","0.38507418144862265","Repressed","224","viper","224","0.38507418144862265",NA,NA,"6","ENCODE--ChIP-seq(rank=31); Literature--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=154); Enrichr--Queries(rank=1395); ARCHS4--Coexpression(rank=1496); GTEx--Coexpression(rank=1568)","673","0.19510000000000000","Literature ChIP-seq,0.1951"
"STAT4","0.37246530414605783","0.37246530414605783","0.37246530414605783","Activated","225","viper","225","0.37246530414605783",NA,NA,"4","Literature--ChIP-seq(rank=66); ARCHS4--Coexpression(rank=389); Enrichr--Queries(rank=614); GTEx--Coexpression(rank=647)","788","0.23890000000000000","ARCHS4 Coexpression,0.2389"
"HHEX","-0.37123997089257121","-0.37123997089257121","0.37123997089257121","Repressed","226","viper","226","0.37123997089257121",NA,NA,"4","ReMap--ChIP-seq(rank=149); Enrichr--Queries(rank=167); GTEx--Coexpression(rank=260); ARCHS4--Coexpression(rank=561)","435","0.11890000000000001","Enrichr Queries,0.1189"
"CEBPD","-0.36705666142819926","-0.36705666142819926","0.36705666142819926","Repressed","227","viper","227","0.36705666142819926",NA,NA,"5","ENCODE--ChIP-seq(rank=53); Literature--ChIP-seq(rank=59); GTEx--Coexpression(rank=119); ARCHS4--Coexpression(rank=149); ReMap--ChIP-seq(rank=162)","277","0.07405000000000000","GTEx Coexpression,0.07405"
"TBX21","-0.35417982036219348","-0.35417982036219348","0.35417982036219348","Repressed","228","viper","228","0.35417982036219348",NA,NA,"4","ReMap--ChIP-seq(rank=96); ARCHS4--Coexpression(rank=179); GTEx--Coexpression(rank=641); Enrichr--Queries(rank=917)","399","0.11000000000000000","ARCHS4 Coexpression,0.11"
"CREB3","-0.33341668207124825","-0.33341668207124825","0.33341668207124825","Repressed","229","viper","229","0.33341668207124825",NA,NA,"4","ReMap--ChIP-seq(rank=66); ARCHS4--Coexpression(rank=97); Enrichr--Queries(rank=333); GTEx--Coexpression(rank=1188)","221","0.05958000000000000","ARCHS4 Coexpression,0.05958"
"RUNX1","0.31912973171494091","0.31912973171494091","0.31912973171494091","Activated","230","viper","230","0.31912973171494091",NA,NA,"5","ReMap--ChIP-seq(rank=103); Literature--ChIP-seq(rank=110); Enrichr--Queries(rank=178); ARCHS4--Coexpression(rank=999); GTEx--Coexpression(rank=1181)","463","0.12680000000000000","Enrichr Queries,0.1268"
"AHR","0.31318211191637380","0.31318211191637380","0.31318211191637380","Activated","231","viper","231","0.31318211191637380",NA,NA,"5","ARCHS4--Coexpression(rank=20); Literature--ChIP-seq(rank=36); GTEx--Coexpression(rank=82); Enrichr--Queries(rank=114); ReMap--ChIP-seq(rank=225)","48","0.01229000000000000","ARCHS4 Coexpression,0.01229"
"TWIST1","-0.31236844875450576","-0.31236844875450576","0.31236844875450576","Repressed","232","viper","232","0.31236844875450576",NA,NA,"4","ReMap--ChIP-seq(rank=65); ARCHS4--Coexpression(rank=80); Enrichr--Queries(rank=354); GTEx--Coexpression(rank=681)","186","0.04914000000000000","ARCHS4 Coexpression,0.04914"
"BCL11A","-0.31212696913507537","-0.31212696913507537","0.31212696913507537","Repressed","233","viper","233","0.31212696913507537",NA,NA,"5","ENCODE--ChIP-seq(rank=55); ReMap--ChIP-seq(rank=204); GTEx--Coexpression(rank=301); ARCHS4--Coexpression(rank=331); Enrichr--Queries(rank=609)","651","0.18729999999999999","GTEx Coexpression,0.1873"
"ZNF24","0.30993472207443334","0.30993472207443334","0.30993472207443334","Activated","234","viper","234","0.30993472207443334",NA,NA,"4","ReMap--ChIP-seq(rank=113); GTEx--Coexpression(rank=863); Enrichr--Queries(rank=1313); ARCHS4--Coexpression(rank=1372)","1099","0.38050000000000000","ReMap ChIP-seq,0.3805"
"JUND","0.29528086942899245","0.29528086942899245","0.29528086942899245","Activated","235","viper","235","0.29528086942899245",NA,NA,"6","ENCODE--ChIP-seq(rank=11); Literature--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=18); ARCHS4--Coexpression(rank=241); GTEx--Coexpression(rank=389); Enrichr--Queries(rank=402)","226","0.06061000000000000","ReMap ChIP-seq,0.06061"
"ZNF143","0.28958491233818368","0.28958491233818368","0.28958491233818368","Activated","236","viper","236","0.28958491233818368",NA,NA,"5","ENCODE--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=142); GTEx--Coexpression(rank=212); Enrichr--Queries(rank=340); ARCHS4--Coexpression(rank=689)","478","0.13189999999999999","GTEx Coexpression,0.1319"
"SPIB","0.28658098073881605","0.28658098073881605","0.28658098073881605","Activated","237","viper","237","0.28658098073881605",NA,NA,"4","ReMap--ChIP-seq(rank=41); ARCHS4--Coexpression(rank=729); GTEx--Coexpression(rank=1013); Enrichr--Queries(rank=1040)","499","0.13800000000000001","ReMap ChIP-seq,0.138"
