"Plot_Category","Analysis_Name","Display_Name","GeneSet_Name","GSEA_Terms","Terms_Plotted","Positive_NES","Negative_NES","PDF_Width","PDF_Height","CSV_File","PDF_File","PNG_File"
"ATF3_correlation","2D_J2","2D_J2","C6","35","20","22","13","13.699999999999999","10.050000000000001","results/ngs/GSE282081/tables/ATF3_function/2D_J2/GSEA/C6/gsea_result.csv","results/ngs/GSE282081/plots/GSEA/ATF3_correlation/2D_J2/C6/pdf/dotplot.pdf","results/ngs/GSE282081/plots/GSEA/ATF3_correlation/2D_J2/C6/png/dotplot.png"
"ATF3_correlation","2D_J2","2D_J2","CP_BIOCARTA","17","14","13","4","10.779999999999999","7.170000000000000","results/ngs/GSE282081/tables/ATF3_function/2D_J2/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE282081/plots/GSEA/ATF3_correlation/2D_J2/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE282081/plots/GSEA/ATF3_correlation/2D_J2/CP_BIOCARTA/png/dotplot.png"
"ATF3_correlation","2D_J2","2D_J2","CP_KEGG_LEGACY","20","20","10","10","14.779999999999999","10.050000000000001","results/ngs/GSE282081/tables/ATF3_function/2D_J2/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE282081/plots/GSEA/ATF3_correlation/2D_J2/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE282081/plots/GSEA/ATF3_correlation/2D_J2/CP_KEGG_LEGACY/png/dotplot.png"
"ATF3_correlation","2D_J2","2D_J2","CP_KEGG_MEDICUS","52","20","37","15","21.960000000000001","17.190000000000001","results/ngs/GSE282081/tables/ATF3_function/2D_J2/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE282081/plots/GSEA/ATF3_correlation/2D_J2/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE282081/plots/GSEA/ATF3_correlation/2D_J2/CP_KEGG_MEDICUS/png/dotplot.png"
"ATF3_correlation","2D_J2","2D_J2","CP_REACTOME","274","20","229","45","15.850000000000000","11.070000000000000","results/ngs/GSE282081/tables/ATF3_function/2D_J2/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE282081/plots/GSEA/ATF3_correlation/2D_J2/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE282081/plots/GSEA/ATF3_correlation/2D_J2/CP_REACTOME/png/dotplot.png"
"ATF3_correlation","2D_J2","2D_J2","CP_WIKIPATHWAYS","67","20","41","26","17.210000000000001","12.430000000000000","results/ngs/GSE282081/tables/ATF3_function/2D_J2/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE282081/plots/GSEA/ATF3_correlation/2D_J2/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE282081/plots/GSEA/ATF3_correlation/2D_J2/CP_WIKIPATHWAYS/png/dotplot.png"
"ATF3_correlation","2D_J2","2D_J2","GO_BP","395","20","242","149","16.520000000000000","11.750000000000000","results/ngs/GSE282081/tables/ATF3_function/2D_J2/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE282081/plots/GSEA/ATF3_correlation/2D_J2/GO_BP/pdf/dotplot.pdf","results/ngs/GSE282081/plots/GSEA/ATF3_correlation/2D_J2/GO_BP/png/dotplot.png"
"ATF3_correlation","2D_J2","2D_J2","GO_CC","102","20","78","22","14.740000000000000","10.050000000000001","results/ngs/GSE282081/tables/ATF3_function/2D_J2/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE282081/plots/GSEA/ATF3_correlation/2D_J2/GO_CC/pdf/dotplot.pdf","results/ngs/GSE282081/plots/GSEA/ATF3_correlation/2D_J2/GO_CC/png/dotplot.png"
"ATF3_correlation","2D_J2","2D_J2","GO_MF","150","20","98","48","15.850000000000000","11.070000000000000","results/ngs/GSE282081/tables/ATF3_function/2D_J2/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE282081/plots/GSEA/ATF3_correlation/2D_J2/GO_MF/pdf/dotplot.pdf","results/ngs/GSE282081/plots/GSEA/ATF3_correlation/2D_J2/GO_MF/png/dotplot.png"
"ATF3_correlation","2D_J2","2D_J2","hallmark","4","4","3","1","9.170000000000000","5.650000000000000","results/ngs/GSE282081/tables/ATF3_function/2D_J2/GSEA/hallmark/gsea_result.csv","results/ngs/GSE282081/plots/GSEA/ATF3_correlation/2D_J2/hallmark/pdf/dotplot.pdf","results/ngs/GSE282081/plots/GSEA/ATF3_correlation/2D_J2/hallmark/png/dotplot.png"
