"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ENRICHR","TRRUST","CollecTRI"
"1","ATF4","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","8.333333333333334","6","4","ReMap--ChIP-seq(rank=150); GTEx--Coexpression(rank=347); Enrichr--Queries(rank=685); ARCHS4--Coexpression(rank=762)","767","rank=12; score=256.47; p=0.00019907; adjP=0.0044791","rank=6; score=3.701; p=0.00019908","rank=7; score=4.075; p=4.6014e-05; direction=Activated"
"2","CEBPB","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","12.333333333333332","1","6","ENCODE--ChIP-seq(rank=5); Literature--ChIP-seq(rank=12); ReMap--ChIP-seq(rank=19); Enrichr--Queries(rank=31); GTEx--Coexpression(rank=1006); ARCHS4--Coexpression(rank=1106)","90","rank=2; score=404.44; p=1.4748e-06; adjP=0.00013273","rank=1; score=5.8312; p=1.475e-06","rank=34; score=3.0361; p=0.0023965; direction=Activated"
"3","ATF3","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","13.000000000000000","5","6","ARCHS4--Coexpression(rank=1); GTEx--Coexpression(rank=1); Literature--ChIP-seq(rank=5); Enrichr--Queries(rank=13); ENCODE--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=45)","1","rank=24; score=303.36; p=5.7567e-05; adjP=0.0048212","rank=10; score=2.9165; p=0.0012119","rank=5; score=4.5646; p=5.0034e-06; direction=Activated"
"4","FOSL1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","19.333333333333332","6","5","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=5); GTEx--Coexpression(rank=102); ARCHS4--Coexpression(rank=135); Enrichr--Queries(rank=143)","66","rank=6; score=714.41; p=7.6125e-06; adjP=0.0025019","rank=7; score=3.433; p=0.00036895","rank=45; score=2.8496; p=0.0043769; direction=Activated"
"5","EGR1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","31.333333333333332","18","6","ARCHS4--Coexpression(rank=4); Enrichr--Queries(rank=7); GTEx--Coexpression(rank=59); ENCODE--ChIP-seq(rank=66); Literature--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=237)","8","rank=56; score=65.821; p=0.0029528; adjP=0.015633","rank=18; score=2.5298; p=0.0029529","rank=20; score=3.3197; p=0.00090124; direction=Activated"
"6","SMAD4","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","37.000000000000000","21","5","Literature--ChIP-seq(rank=47); ReMap--ChIP-seq(rank=74); ARCHS4--Coexpression(rank=724); GTEx--Coexpression(rank=999); Enrichr--Queries(rank=1330)","862","rank=40; score=31.244; p=0.081203; adjP=0.11981","rank=50; score=1.0904; p=0.081204","rank=21; score=3.2923; p=0.00099367; direction=Activated"
"7","PPARG","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.000000000000000","20","5","ReMap--ChIP-seq(rank=4); Literature--ChIP-seq(rank=18); GTEx--Coexpression(rank=22); Enrichr--Queries(rank=303); ARCHS4--Coexpression(rank=308)","50","rank=20; score=16.034; p=0.0062776; adjP=0.11489","rank=66; score=0.71305; p=0.19362","rank=31; score=3.0978; p=0.0019495; direction=Activated"
"8","XBP1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","41.333333333333336","14","4","ReMap--ChIP-seq(rank=195); GTEx--Coexpression(rank=456); Enrichr--Queries(rank=715); ARCHS4--Coexpression(rank=882)","944","rank=41; score=236.85; p=0.0017161; adjP=0.011881","rank=14; score=2.7654; p=0.0017162","rank=69; score=2.4435; p=0.014546; direction=Activated"
"9","JUNB","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","47.666666666666671","9","4","Enrichr--Queries(rank=21); ReMap--ChIP-seq(rank=34); ARCHS4--Coexpression(rank=46); GTEx--Coexpression(rank=54)","57","rank=22; score=333.1; p=0.0010626; adjP=0.011881","rank=9; score=2.9736; p=0.0010627","rank=112; score=2.0767; p=0.037827; direction=Activated"
"10","FOSL2","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","49.000000000000000","3","5","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=26); Enrichr--Queries(rank=66); GTEx--Coexpression(rank=443); ARCHS4--Coexpression(rank=799)","67","rank=3; score=106.53; p=4.1911e-05; adjP=0.0033529","rank=35; score=1.3217; p=0.047673","rank=109; score=2.0941; p=0.036247; direction=Activated"
