"TF","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"E2F1","E2F1 human","25/134","0.00000003289758190257924","0.00001194182223063626","0","0","4.1772398984969747","71.97328654264117631","TOP2A;SERPINE1;CDCA7;FOXM1;RASGRP1;FHIT;AURKB;AURKA;CCNB1;RACGAP1;CHEK2;MYC;MYBL2;ECT2;RRM2;PLK1;XRCC1;AR;DBF4;CCNE1;CDK1;BIRC5;KIF2C;MCM5;ASF1B"
"E2F4","E2F4 human","9/23","0.00000131689044543521591","0.00023901561584649170","0","0","11.5879591836734672","156.90371744315532965","PLK4;AR;CCNB1;MYC;PLK1;PCLAF;BIRC5;TTK;AURKB"
"TP53","TP53 human","23/164","0.00001856527292033568335","0.00224639802336061784","0","0","2.9601029601029603","32.24800626792995928","PDGFRB;EGR1;PLK1;MKI67;FOXM1;BRCA2;DKK1;ING1;CCNA2;RECQL4;CCNB2;RASSF1;CCNB1;PTTG1;PRC1;CHEK2;MYC;BCL3;CDK1;BDKRB2;BIRC5;IER3;EPHA2"
"MYC","MYC human","15/100","0.00024116301600555519304","0.02188554370250413508","0","0","3.1872887085868831","26.55023426881169968","UBE2C;MST1;CDCA7;CDC25C;FOXM1;DKK1;CCNA2;CCNB1;TFAP4;CCNE1;CHEK2;PROM1;JUNB;ST3GAL1;IER3"
"E2F3","E2F3 human","5/13","0.00037123952946059650100","0.02695198983883929922","0","0","11.2268738140417437","88.67729360581195408","CCNA2;CCNB1;PLK1;CDK1;AURKA"
"USF1","USF1 human","11/65","0.00056096234423659867199","0.03393822182631422296","0","0","3.6711372632174162","27.48160776213464374","ISG20;CCNB1;TCN2;CEACAM5;MVP;SERPINE1;HOXB4;CYP1A1;ID4;HMOX1;BRCA2"
"SP1","SP1 human","42/472","0.00072481210544475581717","0.03611500635531030706","0","0","1.7778280853399191","12.85298255074892992","SERPINE1;PDGFB;PLAT;FOXM1;TYMP;RECQL4;RASSF1;PTTG1;MYC;MMP28;TIMP2;DNMT3B;HAS2;TNNI3;MYBL2;TK1;PROM1;MYBL1;TMPO;CHGA;EGR1;SLC15A1;F10;APOA1;LYZ;MUC5AC;EPOR;GRIN1;KLF8;ISG20;CCNA2;AR;NR4A1;DBF4;TCN2;TH;FABP6;ID4;BIRC5;KIF2C;PADI1;HBEGF"
"YBX1","YBX1 human","7/30","0.00079592300507570919697","0.03611500635531030706","0","0","5.4730533972557449","39.05575339693484693","TOP2A;CDC20;AR;CCNB1;CKS2;KPNA2;CDKN3"
"NUPR1","NUPR1 mouse","3/6","0.00262390651905979998409","0.10420760194211611815","0","0","17.9337121212121211","106.58168371199755597","CCNA2;TCF19;HMOX1"
"BRCA1","BRCA1 human","9/57","0.00287073283587096789865","0.10420760194211611815","0","0","3.3737499999999998","19.74719280682667844","MDC1;ASPM;EGR1;CCNB1;MYC;CYP1A1;TFF1;BRCA2;MAD2L1"
