"TF","HMVL_HUB098"
"AHR","2.028308917569250358"
"AR","0.431893772643342999"
"ARID2","4.605127829773562276"
"ARID3A","-1.126106311637308233"
"ARNT","2.754428274990291303"
"ARNTL","0.430026454326746244"
"ASCL1","0.514305426753703943"
"ATF1","0.233306549711947087"
"ATF2","0.863391364294371688"
"ATF3","1.715552438762334653"
"ATF4","1.053051131140132268"
"ATF6","0.134622903007768135"
"ATF7","1.836224613081950396"
"BACH1","-0.250419449500053903"
"BACH2","-0.056101359690493346"
"BATF","1.254261266107434603"
"BCL11A","1.680293026637757592"
"BCL6","-1.245830294821110629"
"BHLHE22","-0.600571030260793393"
"BHLHE40","0.449880160787450856"
"CEBPA","0.075585525315441812"
"CEBPB","0.304015309366561570"
"CEBPD","0.894919262204068033"
"CEBPG","1.485081362287683948"
"CLOCK","1.382137990983380416"
"CREB1","1.122789163995409289"
"CREB3","-2.136508091264732734"
"CREB3L1","-1.050404543582436290"
"CREM","1.045093046355077826"
"CTCF","0.183333441052691615"
"CTCFL","-1.083260393028820934"
"CUX1","-1.318044487569823842"
"DUX4","3.037026970324483877"
"E2F1","-1.291975884168810929"
"E2F2","-1.031374578196642577"
"E2F3","-2.292348601773044336"
"E2F4","-3.448675819492544203"
"E2F5","0.560357091905977156"
"E2F6","0.711052261167094968"
"E2F7","-0.798466363162571580"
"EBF1","1.711194190404418780"
"EGR1","-1.663510923734652147"
"EHF","1.084434357380990033"
"ELF1","0.001651455820277982"
"ELF3","0.170444085199446843"
"ELF5","-0.115756435851002870"
"ELK1","-1.228598930166522996"
"ELK4","-0.954059279009006778"
"EOMES","1.348396501090859179"
"EPAS1","1.539198519770681894"
"ERG","-0.943393226042256172"
"ESR1","-1.281846992561967324"
"ESR2","-0.012908389271689425"
"ESRRA","-1.059431050177636946"
"ETS1","-0.085461120881117708"
"ETS2","-1.169738825836763807"
"ETV1","2.790794734817828360"
"ETV4","-0.080125703875079946"
"FLI1","0.191884390488231693"
"FOS","0.292847441939732944"
"FOSL1","-0.092818690293670125"
"FOSL2","-0.536142814707123549"
"FOXA1","0.263689073080302538"
"FOXJ2","2.024887246542031338"
"FOXK2","-2.309161984916726418"
"FOXL2","0.849968313924638452"
"FOXM1","-1.351097381630187444"
"FOXO1","1.238959256483957772"
"FOXO3","1.530523974471165616"
"FOXO4","0.749005097400697095"
"FOXP1","-5.737114978907342788"
"FOXP2","-0.017853072147243979"
"GABPA","0.489076366779992056"
"GATA1","0.437521892180679217"
"GATA2","-0.210213424926879999"
"GATA3","2.307790141026805131"
"GATA4","0.107324940874940794"
"GATA6","1.357033943509756035"
"GFI1B","1.006945012154121688"
"GLI2","-0.099951246658158660"
"GRHL2","0.467704563189412392"
"HBP1","-1.004063134032012750"
"HHEX","0.358184942863569389"
"HIF1A","0.794960179507961495"
"HINFP","0.300791051785808672"
"HMBOX1","-3.870726566525302115"
"HNF1B","3.888619429016681561"
"HNF4A","-0.461235952165112040"
"HNF4G","1.925667306801469580"
"HOXA9","0.532951984367499132"
"HOXB13","2.536136335003533304"
"HSF1","-1.108861538482640130"
"IKZF1","0.080276201184019666"
"IRF1","2.026807602069065961"
"IRF2","1.765201340553607334"
"IRF3","-2.893875121472326839"
"IRF4","1.569833529209755829"
"IRF9","0.859356851205135608"
"JUN","-0.119175673354682515"
"JUNB","-1.570325853093974988"
"JUND","-1.108678312734962423"
"KDM5B","-1.330113021817415531"
"KLF1","-2.225623219896351479"
"KLF13","4.579442833246374356"
"KLF3","0.548816725424531082"
"KLF4","-0.246312003946626668"
"KLF5","-5.457259039245447418"
"KLF6","-1.793816587144017927"
"KLF9","-2.344372658730635717"
"KMT2A","-2.196419113861637129"
"LEF1","-0.387751100333745213"
"LHX2","0.684711203284282699"
"LYL1","-0.896499502331323139"
"MAF","-1.349715034920794920"
"MAFB","1.452977558326552954"
"MAFF","1.355572608480118957"
"MAFG","2.101757949301942041"
"MAFK","2.310503261362369276"
"MAX","-1.890512589800134924"
"MAZ","-6.735050675640023243"
"MBD1","3.074510573601518360"
"MBD2","-0.719334998586410479"
"MEF2A","4.376553192234450052"
"MEF2B","1.582898152088518140"
"MEF2C","2.287682998612055041"
"MEIS1","3.292518435057629311"
"MEIS2","3.306219651306542939"
"MITF","2.733826008604199664"
"MNT","4.869322782221695789"
"MXI1","2.159280630744834895"
"MYB","-1.708357425945607133"
"MYBL2","0.389268313227817242"
"MYC","-1.649159972160317400"
"MYCN","0.063243536409863368"
"MYOD1","2.708649028215092791"
"NANOG","3.968428432170789222"
"NCOA1","4.505627720018535065"
"NCOA2","3.656499300386977680"
"NCOA3","4.255790315248041189"
"NEUROD1","-3.011236939296211723"
"NFATC1","0.900208542826175129"
"NFE2","1.342270163567840457"
"NFE2L1","1.677866445028349141"
"NFE2L2","0.969650069029890482"
"NFIC","-1.309684725488563961"
"NFKB1","2.532893480028666655"
"NFKB2","0.060884828107814370"
"NFYA","-0.308347652303290032"
"NFYB","-0.954864058105414859"
"NR1H2","-1.895276391265860783"
"NR1H3","-1.088232939209942352"
"NR2C2","-0.217532978077585648"
"NR2F1","-1.660392171751164492"
"NR2F6","0.143320120686513425"
"NR3C1","-0.573139064149839061"
"NR4A1","1.119372119784446618"
"NR5A2","-0.167243835927518819"
"NRF1","-2.092126910347087421"
"ONECUT1","4.904859482809634130"
"OTX2","3.640715994984116133"
"PAX5","-2.512616708203720073"
"PAX6","-0.672406777236538300"
"PAX8","-0.256181271664940868"
"PBX2","1.866993351967086046"
"PBX3","2.078271451310928164"
"PDX1","4.353414303074495173"
"PGR","0.049915373801943497"
"PKNOX1","-0.686057190062509203"
"POU2F1","-0.113897896237443744"
"POU2F2","0.047084729010484820"
"POU4F2","3.374681448398775707"
"POU5F1","2.669709557001822997"
"PPARA","0.295523814125136453"
"PPARG","1.521741005773861843"
"PRDM1","1.526877361879293682"
"PRDM14","-0.846403434787734277"
"PROX1","0.163968098175401311"
"RARA","0.954749889016115239"
"RBPJ","3.336270549808195263"
"REL","-0.639833975230310603"
"RELA","2.011363613037197240"
"RELB","1.477604845809553424"
"RFX1","-0.578802172117761971"
"RFX2","-1.383436228876923302"
"RFX5","4.040810295114748207"
"RUNX1","0.593724027904274809"
"RUNX2","2.664033570542252871"
"RUNX3","-0.197226095524206224"
"RXRA","-0.088544769993121178"
"SIX2","3.527264927484337953"
"SIX5","-3.667898776088564627"
"SMAD1","0.144646173793904237"
"SMAD3","0.909136907025236640"
"SMAD4","-1.552968500938348928"
"SMAD5","0.189365788659537099"
"SNAI2","1.514181559894663298"
"SNAPC4","-3.668101996958718747"
"SOX10","0.950773689771054586"
"SOX11","1.815096421571196883"
"SOX13","-0.006847304636706725"
"SOX6","1.944035069776591351"
"SOX9","-1.940833827181617455"
"SP1","-2.436310088653867556"
"SP2","-1.248909017485365647"
"SP3","0.592957376659834501"
"SP4","-0.422969626513739649"
"SPI1","0.594028801387500027"
"SPIB","0.707588691948372039"
"SREBF1","-0.488922039055554591"
"SREBF2","-2.056786599504999202"
"SRF","-0.932756840363241357"
"STAT1","2.386520184094385488"
"STAT2","2.831436037924410787"
"STAT3","0.040206852389620108"
"STAT4","-0.176665127279038742"
"STAT5A","-0.759831289211817196"
"STAT5B","-0.062328020507704210"
"STAT6","-0.620637938979186843"
"TAL1","2.124940769149655573"
"TBP","-0.196124436710106820"
"TBX21","1.306616831487982688"
"TCF12","3.915554974373423036"
"TCF3","-0.660725837034702335"
"TCF4","2.312765900005096853"
"TCF7","1.548631688037214627"
"TCF7L2","0.968077210776225550"
"TEAD1","5.416521826426219377"
"TEAD2","-1.144680776534500843"
"TEAD4","3.183717372313805694"
"TFAP2A","-0.314010938998909028"
"TFAP2C","-1.566948367970505407"
"TFAP4","-0.916858849041533919"
"TFDP1","-0.424698763539348934"
"TGIF2","2.363851518566795651"
"THAP1","-3.227683167055768632"
"THAP11","1.539835679374847111"
"TP53","1.617413001596589517"
"TP63","-0.856074483809843856"
"TP73","1.094973189911091493"
"TWIST1","-1.309300073886953353"
"USF1","-0.581813891363845981"
"USF2","0.023551122637504671"
"VDR","0.313776692513675848"
"WT1","1.500233729156904339"
"XBP1","-0.885303372582853965"
"YY1","-1.286549085282981952"
"ZBED1","-0.018052955782851921"
"ZBTB11","3.538832185678382203"
"ZBTB33","1.280671147335356919"
"ZBTB7A","5.849952698635777715"
"ZEB1","2.591393950303882754"
"ZEB2","-2.556507453039440936"
"ZFX","0.319077466134554788"
"ZKSCAN1","-2.571504398982573658"
"ZNF143","-0.877225277157356764"
"ZNF217","0.333871381254457533"
"ZNF24","1.223783927902419411"
"ZNF263","2.269045214480043704"
"ZNF274","-2.685810827816532242"
"ZNF384","0.387449317717910302"
"ZNF592","-1.410575430721662471"
"ZNF639","-2.856808184039870468"
"ZNF740","-1.970135713341360173"
