"Total_Runtime_Seconds","Total_Runtime","Finished_At","Output_Root"
"384.4698328971863","6.41 min (384.5 sec)","2026-06-16 16:30:05.383762","/Users/solomon/Projects/CRLM_dormancy/results/iobr/core"
