"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","E2F1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","3.166666666666667","1","6","ENCODE--ChIP-seq(rank=3); Enrichr--Queries(rank=4); Literature--ChIP-seq(rank=4); GTEx--Coexpression(rank=7); ARCHS4--Coexpression(rank=14); ReMap--ChIP-seq(rank=98)","10","rank=2; score=17.662; p=2.1775e-18","rank=10; score=0.002849","rank=2; score=8.8824; direction=Repressed","rank=2; score=163.22; p=6.7681e-38; adjP=1.2792e-35","rank=1; score=10.993; p=1.0155e-11","rank=2; score=7.0474; p=1.8234e-12; direction=Repressed"
"2","E2F4","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","3.833333333333333","1","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=2); Enrichr--Queries(rank=90); ARCHS4--Coexpression(rank=820); GTEx--Coexpression(rank=971)","16","rank=1; score=31.54; p=2.8864e-32","rank=16; score=0.006098","rank=1; score=14.869; direction=Repressed","rank=1; score=1541.2; p=5.8754e-111; adjP=6.1104e-109","rank=3; score=6.4752; p=3.3484e-07","rank=1; score=14.673; p=9.6506e-49; direction=Repressed"
"3","FOXM1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","11.000000000000000","2","6","GTEx--Coexpression(rank=1); ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=2); Enrichr--Queries(rank=3); ARCHS4--Coexpression(rank=7)","2","rank=8; score=5.7475; p=1.7885e-06","rank=2; score=0.0006223","rank=12; score=4.2828; direction=Repressed","rank=3; score=901.03; p=1.3173e-50; adjP=9.9589e-48","rank=28; score=2.4119; p=0.0038735","rank=13; score=3.4345; p=0.00059355; direction=Repressed"
"4","E2F3","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","12.500000000000000","4","3","ARCHS4--Coexpression(rank=17); Enrichr--Queries(rank=25); GTEx--Coexpression(rank=1247)","33","rank=9; score=5.4702; p=3.387e-06","rank=33; score=0.01044","rank=9; score=5.2069; direction=Repressed","rank=14; score=206.07; p=3.3867e-06; adjP=0.00026835","rank=6; score=5.4702; p=3.387e-06","rank=4; score=5.1955; p=2.0416e-07; direction=Repressed"
"5","MYC","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","31.166666666666668","3","6","Literature--ChIP-seq(rank=7); ENCODE--ChIP-seq(rank=26); ReMap--ChIP-seq(rank=63); Enrichr--Queries(rank=70); ARCHS4--Coexpression(rank=224); GTEx--Coexpression(rank=643)","165","rank=4; score=8.0558; p=8.7949e-09","rank=165; score=0.04268","rank=4; score=7.3897; direction=Repressed","rank=4; score=35.675; p=1.0584e-11; adjP=4.2113e-10","rank=7; score=5.4504; p=3.5445e-06","rank=3; score=7.0265; p=2.1175e-12; direction=Repressed"
"6","TFDP1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","31.666666666666668","5","4","GTEx--Coexpression(rank=4); Enrichr--Queries(rank=14); ReMap--ChIP-seq(rank=15); ARCHS4--Coexpression(rank=22)","9","rank=7; score=6.0347; p=9.2322e-07","rank=9; score=0.002489","rank=5; score=6.5039; direction=Repressed","rank=89; score=43.563; p=0.0026728; adjP=0.044269","rank=24; score=2.573; p=0.0026729","rank=56; score=2.6561; p=0.0079039; direction=Repressed"
"7","TP53","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","35.666666666666671","4","5","ARCHS4--Coexpression(rank=9); Literature--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=99); GTEx--Coexpression(rank=114); Enrichr--Queries(rank=257)","15","rank=5; score=7.8735; p=1.3382e-08","rank=15; score=0.005528","rank=10; score=5.1408; direction=Activated","rank=8; score=35.534; p=4.3377e-07; adjP=5.7474e-05","rank=4; score=6.3627; p=4.3382e-07","rank=172; score=1.7595; p=0.078501; direction=Repressed"
"8","STAT1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","43.166666666666664","17","6","GTEx--Coexpression(rank=24); ENCODE--ChIP-seq(rank=48); Enrichr--Queries(rank=75); Literature--ChIP-seq(rank=96); ARCHS4--Coexpression(rank=99); ReMap--ChIP-seq(rank=118)","52","rank=19; score=2.7635; p=0.0017237","rank=52; score=0.01493","rank=17; score=3.8329; direction=Activated","rank=38; score=40.913; p=2.6365e-13; adjP=1.4237e-11","rank=76; score=1.1707; p=0.067497","rank=57; score=2.654; p=0.0079544; direction=Activated"
"9","E2F6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","62.833333333333336","7","5","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=37); ARCHS4--Coexpression(rank=52); Enrichr--Queries(rank=73); GTEx--Coexpression(rank=1554)","122","rank=21; score=2.7595; p=0.0017396","rank=122; score=0.03194","rank=73; score=2.0145; direction=Activated","rank=7; score=87.657; p=3.4556e-24; adjP=1.1979e-22","rank=89; score=1.0001; p=0.099981","rank=65; score=2.5579; p=0.010532; direction=Repressed"
"10","SMAD3","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","84.500000000000000","12","5","Literature--ChIP-seq(rank=14); ReMap--ChIP-seq(rank=117); Enrichr--Queries(rank=359); GTEx--Coexpression(rank=676); ARCHS4--Coexpression(rank=842)","328","rank=12; score=3.891; p=0.00012853","rank=328; score=0.08537","rank=16; score=3.8683; direction=Activated","rank=56; score=27.784; p=5.8256e-09; adjP=9.3706e-08","rank=15; score=3.0324; p=0.00092821","rank=80; score=2.394; p=0.016665; direction=Activated"
