"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","E2F4","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","4.333333333333334","1","6","ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=2); Enrichr--Queries(rank=101); ARCHS4--Coexpression(rank=306); GTEx--Coexpression(rank=715)","20","rank=1; score=20.742; p=1.8133e-21","rank=20; score=0.006734","rank=1; score=7.2723; direction=Repressed","rank=1; score=1790.7; p=3.7756e-95; adjP=3.9266e-93","rank=2; score=6.6502; p=2.2379e-07","rank=1; score=7.244; p=4.3559e-13; direction=Repressed"
"2","E2F1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6.000000000000000","1","6","GTEx--Coexpression(rank=5); ReMap--ChIP-seq(rank=7); Enrichr--Queries(rank=8); ARCHS4--Coexpression(rank=10); Literature--ChIP-seq(rank=10); ENCODE--ChIP-seq(rank=12)","12","rank=2; score=8.7711; p=1.6939e-09","rank=12; score=0.003111","rank=15; score=3.3689; direction=Repressed","rank=3; score=120.53; p=1.0285e-24; adjP=1.5428e-22","rank=1; score=8.0024; p=9.9439e-09","rank=3; score=4.8012; p=1.5771e-06; direction=Repressed"
"3","TP53","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","43.166666666666664","3","5","ARCHS4--Coexpression(rank=17); Literature--ChIP-seq(rank=34); ReMap--ChIP-seq(rank=120); GTEx--Coexpression(rank=142); Enrichr--Queries(rank=201)","33","rank=5; score=6.5186; p=3.0299e-07","rank=33; score=0.01044","rank=207; score=0.55123; direction=Repressed","rank=5; score=46.151; p=7.5764e-07; adjP=9.5463e-05","rank=3; score=6.1205; p=7.5772e-07","rank=6; score=3.5624; p=0.00036747; direction=Repressed"
"4","E2F3","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","48.833333333333336","8","3","ARCHS4--Coexpression(rank=22); Enrichr--Queries(rank=30); GTEx--Coexpression(rank=666)","47","rank=59; score=0.76875; p=0.17031","rank=47; score=0.01351","rank=109; score=1.5593; direction=Repressed","rank=19; score=76.976; p=0.00055022; adjP=0.025998","rank=8; score=3.2594; p=0.00055024","rank=51; score=2.3431; p=0.019122; direction=Repressed"
"5","CDX2","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","53.000000000000000","10","5","ReMap--ChIP-seq(rank=38); Literature--ChIP-seq(rank=56); ARCHS4--Coexpression(rank=66); GTEx--Coexpression(rank=99); Enrichr--Queries(rank=1115)","154","rank=15; score=1.8447; p=0.014298","rank=154; score=0.04054","rank=10; score=3.7919; direction=Activated","rank=97; score=10.198; p=0.023753; adjP=0.14051","rank=28; score=1.4588; p=0.034769","rank=14; score=2.7927; p=0.0052278; direction=Activated"
"6","FOXM1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","60.833333333333329","2","6","ENCODE--ChIP-seq(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); ARCHS4--Coexpression(rank=6)","2","rank=3; score=7.6649; p=2.1634e-08","rank=2; score=0.0006223","rank=77; score=2.0136; direction=Repressed","rank=2; score=5779.7; p=2.2426e-84; adjP=1.6819e-81","rank=47; score=1.1487; p=0.071001","rank=234; score=1.3492; p=0.17727; direction=Repressed"
"7","NFYA","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","63.833333333333336","5","5","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=13); GTEx--Coexpression(rank=112); ARCHS4--Coexpression(rank=512); Enrichr--Queries(rank=524)","126","rank=107; score=0.34887; p=0.44784","rank=126; score=0.0339","rank=24; score=3.0079; direction=Repressed","rank=6; score=91.497; p=1.2139e-19; adjP=4.2083e-18","rank=115; score=0.49224; p=0.32193","rank=5; score=3.7874; p=0.00015224; direction=Repressed"
"8","MYBL2","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","80.666666666666657","7","6","Enrichr--Queries(rank=3); Literature--ChIP-seq(rank=3); ARCHS4--Coexpression(rank=7); ReMap--ChIP-seq(rank=9); GTEx--Coexpression(rank=13); ENCODE--ChIP-seq(rank=30)","8","rank=7; score=3.1767; p=0.0006657","rank=8; score=0.002137","rank=168; score=0.89409; direction=Repressed","rank=20; score=47.89; p=2.1501e-11; adjP=2.0157e-09","rank=50; score=1.1323; p=0.073748","rank=231; score=1.3565; p=0.17493; direction=Repressed"
"9","TFDP1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","92.333333333333343","4","4","GTEx--Coexpression(rank=4); ReMap--ChIP-seq(rank=6); ARCHS4--Coexpression(rank=13); Enrichr--Queries(rank=22)","10","rank=4; score=7.3196; p=4.7902e-08","rank=10; score=0.002489","rank=37; score=2.648; direction=Repressed","rank=7; score=295.38; p=6.2259e-06; adjP=0.00058834","rank=4; score=5.2058; p=6.2263e-06","rank=492; score=0.48511; p=0.6276; direction=Repressed"
"10","MYC","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","96.500000000000000","6","6","ENCODE--ChIP-seq(rank=18); Literature--ChIP-seq(rank=19); Enrichr--Queries(rank=72); ReMap--ChIP-seq(rank=200); ARCHS4--Coexpression(rank=453); GTEx--Coexpression(rank=567)","193","rank=11; score=2.2594; p=0.0055031","rank=193; score=0.05128","rank=141; score=1.1312; direction=Repressed","rank=14; score=33.247; p=5.395e-05; adjP=0.0033989","rank=6; score=4.268; p=5.3953e-05","rank=214; score=1.4162; p=0.1567; direction=Repressed"
