"Feature_ID","GeneID","Symbol","Ensembl","Entrez","Biotype","Length","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000002587","ENSG00000002587","HS3ST1","ENSG00000002587","9957","protein_coding",36415,-0.576817947077519,3.09205878117382,-4.993682785915,0.000274171983206565,0.241003896378655,0.0141147415431542
"ENSG00000117000","ENSG00000117000","RLF","ENSG00000117000","6018","protein_coding",79535,0.664069794228499,5.06665486735482,4.98073437112463,0.000280368854062163,0.241003896378655,0.507026416059255
"ENSG00000151414","ENSG00000151414","NEK7","ENSG00000151414","140609","protein_coding",165569,0.511946570029724,5.03732226478496,4.72375789234102,0.000438915903333984,0.241003896378655,0.136485358053095
"ENSG00000187098","ENSG00000187098","MITF","ENSG00000187098","4286","protein_coding",229801,1.92213953840448,-0.00635373551924276,4.67937335202006,0.000474659634434272,0.241003896378655,-2.28916329933241
"ENSG00000143751","ENSG00000143751","SDE2","ENSG00000143751","163859","protein_coding",16649,0.554894266011326,4.90668071788819,4.65926938902635,0.000491834755696976,0.241003896378655,0.0300817117339047
"ENSG00000204950","ENSG00000204950","LRRC10B","ENSG00000204950","390205","protein_coding",2270,-0.845735463025773,1.59222710262059,-4.56750785347248,0.000578844280381861,0.241003896378655,-1.28228871052374
"ENSG00000165029","ENSG00000165029","ABCA1","ENSG00000165029","19","protein_coding",147150,0.977042825651498,2.31209939168595,4.55964634945018,0.000587007794261418,0.241003896378655,-0.893961549251028
"ENSG00000163376","ENSG00000163376","KBTBD8","ENSG00000163376","84541","protein_coding",12904,0.715767646484417,2.29194946630444,4.53298279076451,0.00061559802720796,0.241003896378655,-0.912204897893217
"ENSG00000144366","ENSG00000144366","GULP1","ENSG00000144366","51454","protein_coding",304839,0.614470550455211,4.22226885026875,4.51403274841831,0.000636794015803044,0.241003896378655,-0.267080867403667
"ENSG00000105499","ENSG00000105499","PLA2G4C","ENSG00000105499","8605","protein_coding",63008,1.65515935050835,0.0526063263984802,4.49187144854953,0.000662546542513944,0.241003896378655,-2.33203813436879
"ENSG00000155304","ENSG00000155304","HSPA13","ENSG00000155304","6782","protein_coding",12370,0.577271433162004,4.47555827771467,4.48372940409362,0.000672277554526319,0.241003896378655,-0.273198235457878
"ENSG00000102934","ENSG00000102934","PLLP","ENSG00000102934","51090","protein_coding",36129,-0.425365023720661,3.96110417341938,-4.48155290125274,0.000674903861470372,0.241003896378655,-0.351978522696342
"ENSG00000137710","ENSG00000137710","RDX","ENSG00000137710","5962","protein_coding",432418,0.622101594417767,4.337109469049,4.43827035134295,0.00072940238476853,0.241003896378655,-0.357787254117391
"ENSG00000133134","ENSG00000133134","BEX2","ENSG00000133134","84707","protein_coding",1954,1.29760260999916,0.0535229897956448,4.42677704244213,0.000744627558254118,0.241003896378655,-2.34129623002472
"ENSG00000147027","ENSG00000147027","TMEM47","ENSG00000147027","83604","protein_coding",30211,0.826152697486623,1.85225930835869,4.3958709054483,0.000787225340893701,0.241003896378655,-1.29979959298637
"ENSG00000188994","ENSG00000188994","ZNF292","ENSG00000188994","23036","protein_coding",114141,0.480141316932004,6.10419443477969,4.33945124225339,0.000871624985756397,0.241003896378655,-0.391275404527264
"ENSG00000164463","ENSG00000164463","CREBRF","ENSG00000164463","153222","protein_coding",82933,0.830731681327983,4.38994884062448,4.31330216128753,0.000913869031590849,0.241003896378655,-0.536827024771118
"ENSG00000005249","ENSG00000005249","PRKAR2B","ENSG00000005249","5577","protein_coding",117185,-0.901989492362031,0.725017031596427,-4.22701514993002,0.00106892862361413,0.241003896378655,-2.06834869822079
"ENSG00000166225","ENSG00000166225","FRS2","ENSG00000166225","10818","protein_coding",109445,0.543228643561158,4.93331134621017,4.22642648371577,0.00107007520015282,0.241003896378655,-0.61375181039846
"ENSG00000198342","ENSG00000198342","ZNF442","ENSG00000198342","79973","protein_coding",19962,0.990378241738204,0.0723716394442486,4.21723192372744,0.00108814979039026,0.241003896378655,-2.43422258043248
"ENSG00000118503","ENSG00000118503","TNFAIP3","ENSG00000118503","7128","protein_coding",19454,0.869091786656681,3.26121320940794,4.21067627004321,0.00110122922688067,0.241003896378655,-0.904814614062389
"ENSG00000132004","ENSG00000132004","FBXW9","ENSG00000132004","84261","protein_coding",8597,-0.467625188274563,3.82385021863656,-4.21035874106732,0.00110186684962063,0.241003896378655,-0.75833965531306
"ENSG00000134352","ENSG00000134352","IL6ST","ENSG00000134352","3572","protein_coding",59928,0.391106758405953,6.19919412330669,4.18266799920053,0.00115896486612254,0.241003896378655,-0.639390798891327
"ENSG00000121749","ENSG00000121749","TBC1D15","ENSG00000121749","64786","protein_coding",87542,0.389244255951829,5.28542947698313,4.17512622496757,0.00117503920136273,0.241003896378655,-0.675341907638495
"ENSG00000162344","ENSG00000162344","FGF19","ENSG00000162344","9965","protein_coding",6429,1.2441252906983,0.247045526347607,4.16784103136048,0.00119078524981958,0.241003896378655,-2.39140039143566
"ENSG00000116285","ENSG00000116285","ERRFI1","ENSG00000116285","54206","protein_coding",21909,0.396072253747414,6.69333141137927,4.16718343929963,0.00119221722887621,0.241003896378655,-0.66014057154446
"ENSG00000108576","ENSG00000108576","SLC6A4","ENSG00000108576","6532","protein_coding",44171,-0.495274037824655,2.99821809402872,-4.15834032461157,0.00121164765285839,0.241003896378655,-1.03098523517208
"ENSG00000204839","ENSG00000204839","MROH6","ENSG00000204839","642475","protein_coding",6581,-0.54688621687734,4.24969657797877,-4.14679600171064,0.0012375061261235,0.241003896378655,-0.788366548851609
"ENSG00000115421","ENSG00000115421","PAPOLG","ENSG00000115421","64895","protein_coding",45855,0.335362116545747,4.87338097903564,4.14229736034714,0.00124773632920565,0.241003896378655,-0.745109722953503
"ENSG00000081320","ENSG00000081320","STK17B","ENSG00000081320","9262","protein_coding",42921,0.360143760293896,6.44611891783897,4.11841350985408,0.00130352963532931,0.241003896378655,-0.740813745028046
"ENSG00000123095","ENSG00000123095","BHLHE41","ENSG00000123095","79365","protein_coding",5008,0.587414517765713,4.48210799464343,4.1168719196503,0.00130721805700425,0.241003896378655,-0.813453718469556
"ENSG00000152359","ENSG00000152359","POC5","ENSG00000152359","134359","protein_coding",43325,0.41475068882919,3.96014851027734,4.11050884779617,0.0013225566310184,0.241003896378655,-0.880775133533719
"ENSG00000113742","ENSG00000113742","CPEB4","ENSG00000113742","80315","protein_coding",73632,0.740629098422608,4.23532472239876,4.09670393690343,0.00135647543839487,0.241003896378655,-0.870736996703509
"ENSG00000221869","ENSG00000221869","CEBPD","ENSG00000221869","1052","protein_coding",1252,-0.352107771320594,4.0892490854118,-4.09487231914628,0.00136104264109546,0.241003896378655,-0.882628231893333
"ENSG00000182600","ENSG00000182600","SNORC","ENSG00000182600","389084","protein_coding",21439,-0.50707546114084,3.7450094367358,-4.09235621284029,0.00136734249158292,0.241003896378655,-0.939842453423607
"ENSG00000111897","ENSG00000111897","SERINC1","ENSG00000111897","57515","protein_coding",28507,0.496544472391279,7.38928148728423,4.08878863894325,0.00137632656856349,0.241003896378655,-0.787727848450589
"ENSG00000174738","ENSG00000174738","NR1D2","ENSG00000174738","9975","protein_coding",35352,0.494223526822609,5.96100297730446,4.08384829589867,0.00138886818022757,0.241003896378655,-0.801951623942914
"ENSG00000006652","ENSG00000006652","IFRD1","ENSG00000006652","3475","protein_coding",58131,0.735400305285291,6.01707315937537,4.08046214735698,0.00139753225824571,0.241003896378655,-0.806994475633195
"ENSG00000172458","ENSG00000172458","IL17D","ENSG00000172458","53342","protein_coding",20973,-0.338080217251697,5.7580023988072,-4.00745682186239,0.00159850193489435,0.241003896378655,-0.927673716202108
"ENSG00000102967","ENSG00000102967","DHODH","ENSG00000102967","1723","protein_coding",19077,-0.460589223527301,3.79930276193718,-4.0060141545097,0.00160276024432933,0.241003896378655,-1.05357195799302
"ENSG00000275125","ENSG00000275125","PRXL2B","ENSG00000275125","127281","protein_coding",4979,-0.363634764193827,6.02489174000758,-4.00547710842083,0.00160434841767459,0.241003896378655,-0.927463943682178
"ENSG00000139620","ENSG00000139620","KANSL2","ENSG00000139620","54934","protein_coding",29037,0.461692859010886,5.19483862231652,4.0030441896267,0.00161156344060055,0.241003896378655,-0.948359223839375
"ENSG00000228594","ENSG00000228594","FNDC10","ENSG00000228594","643988","protein_coding",2124,-0.439290188168618,3.07695798607789,-3.99492255275433,0.0016358914017563,0.241003896378655,-1.21917513839716
"ENSG00000117308","ENSG00000117308","GALE","ENSG00000117308","2582","protein_coding",5183,-0.301465794850301,6.15396824574519,-3.99063350472479,0.00164889110747493,0.241003896378655,-0.950575478760629
"ENSG00000100554","ENSG00000100554","ATP6V1D","ENSG00000100554","51382","protein_coding",65895,0.602778183367851,5.68432487013026,3.98936758229284,0.00165274826820072,0.241003896378655,-0.958362003388293
"ENSG00000137393","ENSG00000137393","RNF144B","ENSG00000137393","255488","protein_coding",81529,-1.18122657584699,-0.713783570659154,-3.96594371159148,0.00172581710569983,0.241003896378655,-2.92822108202397
"ENSG00000104140","ENSG00000104140","RHOV","ENSG00000104140","171177","protein_coding",2021,-0.508836314248609,3.2416881918099,-3.96464055512894,0.00172997841081017,0.241003896378655,-1.21969109686841
"ENSG00000105866","ENSG00000105866","SP4","ENSG00000105866","6671","protein_coding",86780,0.581677811134734,3.10837109089954,3.95714362660978,0.00175411908443395,0.241003896378655,-1.26895133036876
