"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ChEA3","ENRICHR","CollecTRI"
"1","E2F1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6.000000000000000","3","6","GTEx--Coexpression(rank=5); ReMap--ChIP-seq(rank=7); Enrichr--Queries(rank=8); ARCHS4--Coexpression(rank=10); Literature--ChIP-seq(rank=10); ENCODE--ChIP-seq(rank=12)","12","rank=12; score=0.003111","rank=3; score=120.53; p=1.0285e-24; adjP=1.5428e-22","rank=3; score=4.8012; p=1.5771e-06; direction=Repressed"
"2","E2F4","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","7.333333333333334","1","6","ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=2); Enrichr--Queries(rank=101); ARCHS4--Coexpression(rank=306); GTEx--Coexpression(rank=715)","20","rank=20; score=0.006734","rank=1; score=1790.7; p=3.7756e-95; adjP=3.9266e-93","rank=1; score=7.244; p=4.3559e-13; direction=Repressed"
"3","TP53","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","14.666666666666668","5","5","ARCHS4--Coexpression(rank=17); Literature--ChIP-seq(rank=34); ReMap--ChIP-seq(rank=120); GTEx--Coexpression(rank=142); Enrichr--Queries(rank=201)","33","rank=33; score=0.01044","rank=5; score=46.151; p=7.5764e-07; adjP=9.5463e-05","rank=6; score=3.5624; p=0.00036747; direction=Repressed"
"4","E2F3","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.000000000000000","19","3","ARCHS4--Coexpression(rank=22); Enrichr--Queries(rank=30); GTEx--Coexpression(rank=666)","47","rank=47; score=0.01351","rank=19; score=76.976; p=0.00055022; adjP=0.025998","rank=51; score=2.3431; p=0.019122; direction=Repressed"
"5","NFYA","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","45.666666666666671","5","5","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=13); GTEx--Coexpression(rank=112); ARCHS4--Coexpression(rank=512); Enrichr--Queries(rank=524)","126","rank=126; score=0.0339","rank=6; score=91.497; p=1.2139e-19; adjP=4.2083e-18","rank=5; score=3.7874; p=0.00015224; direction=Repressed"
"6","FOXM1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","79.333333333333343","2","6","ENCODE--ChIP-seq(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); ARCHS4--Coexpression(rank=6)","2","rank=2; score=0.0006223","rank=2; score=5779.7; p=2.2426e-84; adjP=1.6819e-81","rank=234; score=1.3492; p=0.17727; direction=Repressed"
"7","MYBL2","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","86.333333333333343","8","6","Enrichr--Queries(rank=3); Literature--ChIP-seq(rank=3); ARCHS4--Coexpression(rank=7); ReMap--ChIP-seq(rank=9); GTEx--Coexpression(rank=13); ENCODE--ChIP-seq(rank=30)","8","rank=8; score=0.002137","rank=20; score=47.89; p=2.1501e-11; adjP=2.0157e-09","rank=231; score=1.3565; p=0.17493; direction=Repressed"
"8","CDX2","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","88.333333333333329","14","5","ReMap--ChIP-seq(rank=38); Literature--ChIP-seq(rank=56); ARCHS4--Coexpression(rank=66); GTEx--Coexpression(rank=99); Enrichr--Queries(rank=1115)","154","rank=154; score=0.04054","rank=97; score=10.198; p=0.023753; adjP=0.14051","rank=14; score=2.7927; p=0.0052278; direction=Activated"
"9","CDX1","ChEA3;ENRICHR;CollecTRI","4","ChEA3;ENRICHR;TRRUST;CollecTRI","114.666666666666671","15","3","ARCHS4--Coexpression(rank=60); GTEx--Coexpression(rank=93); Enrichr--Queries(rank=823)","140","rank=140; score=0.03686","rank=189; score=14.225; p=0.073747; adjP=0.39824","rank=15; score=2.7525; p=0.0059141; direction=Activated"
"10","TEAD4","ChEA3;ENRICHR;CollecTRI","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","125.000000000000000","98","6","ENCODE--ChIP-seq(rank=21); Enrichr--Queries(rank=38); Literature--ChIP-seq(rank=44); ARCHS4--Coexpression(rank=69); ReMap--ChIP-seq(rank=146); GTEx--Coexpression(rank=1340)","98","rank=98; score=0.02707","rank=98; score=10.809; p=0.0058974; adjP=0.14583","rank=179; score=1.5211; p=0.12823; direction=Repressed"
