"TF","DLD1","HCT15","SW48","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"FOSL2","1.23834352794983271","2.541921875544036258","-0.31141978931579778","1.1562818713926903413","1.36389506426988905","Activated","143","viper","143","1.36389506426988905",NA,NA,"5","ENCODE--ChIP-seq(rank=6); Enrichr--Queries(rank=50); ReMap--ChIP-seq(rank=125); ARCHS4--Coexpression(rank=151); GTEx--Coexpression(rank=334)","161","0.03561000000000000","Enrichr Queries,0.03561"
"ZNF143","1.82014491726359640","-0.868310471496203551","1.39546088782149225","0.7824317778629618081","1.36130542552709710","Activated","144","viper","144","1.36130542552709710",NA,NA,"5","ENCODE--ChIP-seq(rank=64); ReMap--ChIP-seq(rank=238); Enrichr--Queries(rank=651); GTEx--Coexpression(rank=780); ARCHS4--Coexpression(rank=1439)","1309","0.46370000000000000","Enrichr Queries,0.4637"
"HNF4A","-0.07116503597344474","-2.337699699774130391","1.65786095699900282","-0.2503345929161908123","1.35557523091552601","Repressed","145","viper","145","1.35557523091552601",NA,NA,"6","ENCODE--ChIP-seq(rank=37); Literature--ChIP-seq(rank=52); ReMap--ChIP-seq(rank=138); Enrichr--Queries(rank=363); GTEx--Coexpression(rank=520); ARCHS4--Coexpression(rank=609)","874","0.25850000000000001","Enrichr Queries,0.2585"
"BCL11A","0.39683289239071695","-1.437106801371878184","2.19847412502509076","0.3860667386813098623","1.34413793959589523","Activated","146","viper","146","1.34413793959589523",NA,NA,"5","ENCODE--ChIP-seq(rank=4); GTEx--Coexpression(rank=195); ReMap--ChIP-seq(rank=218); Enrichr--Queries(rank=693); ARCHS4--Coexpression(rank=1206)","154","0.03390000000000000","ENCODE ChIP-seq,0.0339"
"TP63","0.69853687947660470","0.535215488027225295","2.79227990980644858","1.3420107591034262651","1.34201075910342627","Activated","147","viper","147","1.34201075910342627",NA,NA,"5","Literature--ChIP-seq(rank=90); Enrichr--Queries(rank=130); GTEx--Coexpression(rank=181); ARCHS4--Coexpression(rank=238); ReMap--ChIP-seq(rank=268)","372","0.09259000000000001","Enrichr Queries,0.09259"
"ELK1","2.01790542944289042","0.215246238200963447","1.77224457641137434","1.3351320813517428832","1.33513208135174288","Activated","148","viper","148","1.33513208135174288",NA,NA,"5","Literature--ChIP-seq(rank=18); ENCODE--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=262); GTEx--Coexpression(rank=435); ARCHS4--Coexpression(rank=1329)","419","0.10979999999999999","Literature ChIP-seq,0.1098"
"NFE2","2.07638917331544670","-0.283067623145466130","1.63826303662117945","1.1438615289303866174","1.33257327769403067","Activated","149","viper","149","1.33257327769403067",NA,NA,"5","ENCODE--ChIP-seq(rank=39); Enrichr--Queries(rank=61); ReMap--ChIP-seq(rank=261); ARCHS4--Coexpression(rank=477); GTEx--Coexpression(rank=693)","196","0.04345000000000000","Enrichr Queries,0.04345"
"MXI1","-2.15012353721386518","1.702935768598892619","0.13479383335631903","-0.1041313117528845228","1.32928437972302560","Repressed","150","viper","150","1.32928437972302560",NA,NA,"5","ENCODE--ChIP-seq(rank=40); ReMap--ChIP-seq(rank=144); Enrichr--Queries(rank=322); ARCHS4--Coexpression(rank=1300); GTEx--Coexpression(rank=1333)","783","0.22930000000000000","Enrichr Queries,0.2293"
"USF2","1.64896257556984871","0.535699349096738997","1.78797707677571016","1.3242130004807659560","1.32421300048076596","Activated","151","viper","151","1.32421300048076596",NA,NA,"5","ENCODE--ChIP-seq(rank=62); ReMap--ChIP-seq(rank=224); Enrichr--Queries(rank=1024); ARCHS4--Coexpression(rank=1078); GTEx--Coexpression(rank=1591)","1398","0.52539999999999998","ENCODE ChIP-seq,0.5254"
"MAF","2.83079481589929838","-0.376001977312189428","0.76344269148759525","1.0727451766915681031","1.32341316156636091","Activated","152","viper","152","1.32341316156636091",NA,NA,"4","ARCHS4--Coexpression(rank=1); Enrichr--Queries(rank=15); ReMap--ChIP-seq(rank=143); GTEx--Coexpression(rank=179)","1","0.00061430000000000","ARCHS4 Coexpression,6.143E-4"
"SNAI2","-2.12228734914256956","1.238176812228198420","-0.60603137201062252","-0.4967139696416645323","1.32216517779379683","Repressed","153","viper","153","1.32216517779379683",NA,NA,"4","ARCHS4--Coexpression(rank=52); Enrichr--Queries(rank=79); ReMap--ChIP-seq(rank=198); GTEx--Coexpression(rank=1411)","145","0.03194000000000000","ARCHS4 Coexpression,0.03194"
"PGR","-1.41999471873252459","1.215390270847634513",NA,"-0.1023022239424450364","1.31769249479007966","Repressed","154","viper","154","1.31769249479007966",NA,NA,"4","GTEx--Coexpression(rank=73); ARCHS4--Coexpression(rank=88); ReMap--ChIP-seq(rank=128); Enrichr--Queries(rank=300)","204","0.04543000000000000","GTEx Coexpression,0.04543"
"LYL1","2.69061130147331440","-0.430119157306433519","-0.80562434545191808","0.4849559329049875633","1.30878493474388868","Activated","155","viper","155","1.30878493474388868",NA,NA,"5","Literature--ChIP-seq(rank=82); ReMap--ChIP-seq(rank=110); ARCHS4--Coexpression(rank=294); Enrichr--Queries(rank=495); GTEx--Coexpression(rank=510)","627","0.18060000000000001","ARCHS4 Coexpression,0.1806"
"SP1","1.17097799248005141","1.094979434698938769","1.65696872351311209","1.3076420502307006810","1.30764205023070068","Activated","156","viper","156","1.30764205023070068",NA,NA,"5","ENCODE--ChIP-seq(rank=71); ReMap--ChIP-seq(rank=142); GTEx--Coexpression(rank=526); ARCHS4--Coexpression(rank=562); Enrichr--Queries(rank=1068)","1048","0.32729999999999998","GTEx Coexpression,0.3273"
"ATF2","-0.80766041750689455","0.716041860073517222","2.36726509002121555","0.7585488441959461481","1.29698912253387566","Activated","157","viper","157","1.29698912253387566",NA,NA,"5","ENCODE--ChIP-seq(rank=41); ReMap--ChIP-seq(rank=230); GTEx--Coexpression(rank=475); ARCHS4--Coexpression(rank=1085); Enrichr--Queries(rank=1128)","968","0.29559999999999992","GTEx Coexpression,0.2956"
"HMBOX1","-0.47475220170168858","-1.325848971896662620","-2.08718308353256399","-1.2959280857103050444","1.29592808571030504","Repressed","158","viper","158","1.29592808571030504",NA,NA,"4","ReMap--ChIP-seq(rank=31); Enrichr--Queries(rank=1022); GTEx--Coexpression(rank=1125); ARCHS4--Coexpression(rank=1211)","405","0.10440000000000001","ReMap ChIP-seq,0.1044"
"RUNX1","2.06868419844515916","0.956716698151980904","0.84978101049041888","1.2917273023625195361","1.29172730236251954","Activated","159","viper","159","1.29172730236251954",NA,NA,"5","Literature--ChIP-seq(rank=24); ReMap--ChIP-seq(rank=254); Enrichr--Queries(rank=307); ARCHS4--Coexpression(rank=455); GTEx--Coexpression(rank=671)","520","0.14630000000000001","Literature ChIP-seq,0.1463"
"CEBPG","1.80241094079697017","1.532013464448546802","0.53613784352839433","1.2901874162579705096","1.29018741625797051","Activated","160","viper","160","1.29018741625797051",NA,NA,"4","ReMap--ChIP-seq(rank=21); Enrichr--Queries(rank=584); GTEx--Coexpression(rank=622); ARCHS4--Coexpression(rank=860)","301","0.07071000000000000","ReMap ChIP-seq,0.07071"
"NFYB","-1.32642440859613386","0.956389433388756371","-1.58480362671293307","-0.6516128673067701493","1.28920582289927443","Repressed","161","viper","161","1.28920582289927443",NA,NA,"5","GTEx--Coexpression(rank=46); ENCODE--ChIP-seq(rank=102); ReMap--ChIP-seq(rank=263); Enrichr--Queries(rank=760); ARCHS4--Coexpression(rank=1174)","132","0.02862000000000000","GTEx Coexpression,0.02862"
"ZNF274","0.29975174013634198","-2.195794741647391746","-1.36992413695814941","-1.0886557128230662794","1.28849020624729449","Repressed","162","viper","162","1.28849020624729449",NA,NA,"6","ARCHS4--Coexpression(rank=44); ENCODE--ChIP-seq(rank=66); Literature--ChIP-seq(rank=150); ReMap--ChIP-seq(rank=171); Enrichr--Queries(rank=783); GTEx--Coexpression(rank=947)","126","0.02703000000000000","ARCHS4 Coexpression,0.02703"
"THAP11","2.45985357764042645","-0.241796199484710900","1.14295449347719646","1.1203372905443040874","1.28153475686744467","Activated","163","viper","163","1.28153475686744467",NA,NA,"5","Literature--ChIP-seq(rank=144); ReMap--ChIP-seq(rank=289); GTEx--Coexpression(rank=932); Enrichr--Queries(rank=1372); ARCHS4--Coexpression(rank=1576)","1465","0.57999999999999996","GTEx Coexpression,0.58"
"TCF7L2","-0.58562822066832476","-0.093002006757292768","3.13749967712309763","0.8196231498991600750","1.27204330151623846","Activated","164","viper","164","1.27204330151623846",NA,NA,"6","ENCODE--ChIP-seq(rank=18); ReMap--ChIP-seq(rank=53); Literature--ChIP-seq(rank=146); Enrichr--Queries(rank=331); GTEx--Coexpression(rank=1369); ARCHS4--Coexpression(rank=1476)","542","0.15250000000000000","ENCODE ChIP-seq,0.1525"
"MEF2C","1.29771385227293434","0.217896373570740959","2.26022715657535800","1.2586124608063444796","1.25861246080634448","Activated","165","viper","165","1.25861246080634448",NA,NA,"5","Enrichr--Queries(rank=72); GTEx--Coexpression(rank=80); ARCHS4--Coexpression(rank=97); ENCODE--ChIP-seq(rank=117); ReMap--ChIP-seq(rank=179)","224","0.04978000000000000","GTEx Coexpression,0.04978"
"KLF6","1.89956954821220636","1.472579729382929914","0.37167710988417663","1.2479421291597709853","1.24794212915977099","Activated","166","viper","166","1.24794212915977099",NA,NA,"4","Enrichr--Queries(rank=125); ReMap--ChIP-seq(rank=195); GTEx--Coexpression(rank=205); ARCHS4--Coexpression(rank=228)","360","0.08903000000000000","Enrichr Queries,0.08903"
"KLF13","-2.27491144305971327","0.585175980445374555","0.81094752315851537","-0.2929293131519410953","1.22367831555453432","Repressed","167","viper","167","1.22367831555453432",NA,NA,"4","ReMap--ChIP-seq(rank=74); Enrichr--Queries(rank=474); GTEx--Coexpression(rank=624); ARCHS4--Coexpression(rank=951)","842","0.24920000000000000","ReMap ChIP-seq,0.2492"
"KLF3","0.35997885322223944","0.781932033272437543","2.52254006606985692","1.2214836508548445604","1.22148365085484456","Activated","168","viper","168","1.22148365085484456",NA,NA,"4","ReMap--ChIP-seq(rank=87); Enrichr--Queries(rank=202); GTEx--Coexpression(rank=209); ARCHS4--Coexpression(rank=1136)","477","0.13009999999999999","GTEx Coexpression,0.1301"
"NRF1","1.30447503780426710","1.255691629345435656","-1.05343313811815786","0.5022445096771815942","1.20453326842262021","Activated","169","viper","169","1.20453326842262021",NA,NA,"5","ENCODE--ChIP-seq(rank=103); ReMap--ChIP-seq(rank=247); GTEx--Coexpression(rank=884); Enrichr--Queries(rank=945); ARCHS4--Coexpression(rank=1068)","1430","0.55010000000000003","GTEx Coexpression,0.5501"
"ONECUT1","0.36878778509086030","-1.366126796914000963","1.84797156048860001","0.2835441828884864290","1.19429538083115383","Activated","170","viper","170","1.19429538083115383",NA,NA,"4","ReMap--ChIP-seq(rank=241); Enrichr--Queries(rank=580); ARCHS4--Coexpression(rank=603); GTEx--Coexpression(rank=682)","1145","0.37040000000000001","ARCHS4 Coexpression,0.3704"
"TFAP2A","1.17062482409219060","-0.115476530708056524","2.28137385688535321","1.1121740500898289472","1.18915840389520011","Activated","171","viper","171","1.18915840389520011",NA,NA,"6","ENCODE--ChIP-seq(rank=79); ReMap--ChIP-seq(rank=85); Literature--ChIP-seq(rank=130); GTEx--Coexpression(rank=151); ARCHS4--Coexpression(rank=415); Enrichr--Queries(rank=672)","375","0.09396000000000000","GTEx Coexpression,0.09396"
"ZNF592","1.25097587943701738","1.729571665177144224","0.57699926929491441","1.1858489379696919297","1.18584893796969193","Activated","172","viper","172","1.18584893796969193",NA,NA,"4","ReMap--ChIP-seq(rank=152); ARCHS4--Coexpression(rank=407); GTEx--Coexpression(rank=1140); Enrichr--Queries(rank=1326)","846","0.25000000000000000","ARCHS4 Coexpression,0.25"
"LHX2","1.50403555245684939","0.029668741914356447","1.98696287417898243","1.1735557228500628213","1.17355572285006282","Activated","173","viper","173","1.17355572285006282",NA,NA,"4","ReMap--ChIP-seq(rank=170); Enrichr--Queries(rank=256); ARCHS4--Coexpression(rank=1179); GTEx--Coexpression(rank=1317)","634","0.18229999999999999","Enrichr Queries,0.1823"
"NANOG","1.15651530252054546","0.261331501252681953","2.09008604703162071","1.1693109502682828005","1.16931095026828280","Activated","174","viper","174","1.16931095026828280",NA,NA,"6","Literature--ChIP-seq(rank=15); GTEx--Coexpression(rank=67); ENCODE--ChIP-seq(rank=118); ReMap--ChIP-seq(rank=203); Enrichr--Queries(rank=450); ARCHS4--Coexpression(rank=1265)","187","0.04169000000000000","GTEx Coexpression,0.04169"
"HOXB13","0.57312452678046577","0.246682407932348441","2.67956955881987957","1.1664588311775645479","1.16645883117756455","Activated","175","viper","175","1.16645883117756455",NA,NA,"4","GTEx--Coexpression(rank=51); Enrichr--Queries(rank=230); ARCHS4--Coexpression(rank=277); ReMap--ChIP-seq(rank=282)","144","0.03174000000000000","GTEx Coexpression,0.03174"
"MYBL2","-2.22244154525245330","-0.189411049240686968","1.03088084636314181","-0.4603239160433327815","1.14757781361876066","Repressed","176","viper","176","1.14757781361876066",NA,NA,"6","Literature--ChIP-seq(rank=54); ENCODE--ChIP-seq(rank=74); ReMap--ChIP-seq(rank=232); GTEx--Coexpression(rank=444); ARCHS4--Coexpression(rank=795); Enrichr--Queries(rank=1313)","920","0.27629999999999999","GTEx Coexpression,0.2763"
"PKNOX1","1.15725718132214372","-1.450340243585992006","0.82587404722551405","0.1775969949872219233","1.14449049071121656","Activated","177","viper","177","1.14449049071121656",NA,NA,"4","ReMap--ChIP-seq(rank=79); Enrichr--Queries(rank=451); GTEx--Coexpression(rank=844); ARCHS4--Coexpression(rank=869)","895","0.26600000000000001","ReMap ChIP-seq,0.266"
"ZKSCAN1","2.95868563170928756","0.054561735244660521","0.35068271584085797","1.1213100275982685883","1.12131002759826859","Activated","178","viper","178","1.12131002759826859",NA,NA,"5","ENCODE--ChIP-seq(rank=15); ReMap--ChIP-seq(rank=228); ARCHS4--Coexpression(rank=519); GTEx--Coexpression(rank=706); Enrichr--Queries(rank=1304)","466","0.12709999999999999","ENCODE ChIP-seq,0.1271"
"FOXP2","-0.47793530009419111","-0.822029740118274010","-2.05128418820267822","-1.1170830761383812035","1.11708307613838120","Repressed","179","viper","179","1.11708307613838120",NA,NA,"6","Literature--ChIP-seq(rank=101); ENCODE--ChIP-seq(rank=115); GTEx--Coexpression(rank=177); ReMap--ChIP-seq(rank=229); Enrichr--Queries(rank=350); ARCHS4--Coexpression(rank=472)","420","0.11010000000000000","GTEx Coexpression,0.1101"
"EPAS1","1.84482594541932121","1.131735365201394616","-0.22438099629442060","0.9173934381087650580","1.06698076897171235","Activated","180","viper","180","1.06698076897171235",NA,NA,"4","Enrichr--Queries(rank=105); ARCHS4--Coexpression(rank=111); GTEx--Coexpression(rank=189); ReMap--ChIP-seq(rank=276)","293","0.06818000000000000","ARCHS4 Coexpression,0.06818"
"TEAD2","2.94946103515499258","-0.048852388651734614","-0.18173531424278355","0.9062911107534915578","1.06001624601650346","Activated","181","viper","181","1.06001624601650346",NA,NA,"4","ReMap--ChIP-seq(rank=80); Enrichr--Queries(rank=355); ARCHS4--Coexpression(rank=524); GTEx--Coexpression(rank=606)","857","0.25280000000000002","Enrichr Queries,0.2528"
"SOX9","1.38638461051669282","1.112664387834191082","0.65860548036886069","1.0525514929065815650","1.05255149290658157","Activated","182","viper","182","1.05255149290658157",NA,NA,"5","ReMap--ChIP-seq(rank=103); Literature--ChIP-seq(rank=121); ARCHS4--Coexpression(rank=129); Enrichr--Queries(rank=146); GTEx--Coexpression(rank=1455)","330","0.07924000000000000","ARCHS4 Coexpression,0.07924"
"ZEB2","-1.04902057069564392","0.164141055187611073","-1.93560412553135031","-0.9401612136797944386","1.04958858380486841","Repressed","183","viper","183","1.04958858380486841",NA,NA,"4","ReMap--ChIP-seq(rank=2); ARCHS4--Coexpression(rank=169); Enrichr--Queries(rank=285); GTEx--Coexpression(rank=1509)","30","0.00673400000000000","ReMap ChIP-seq,0.006734"
"KDM5B","1.76774600940452742","0.350197658679647861","1.00479025752377438","1.0409113085359831263","1.04091130853598313","Activated","184","viper","184","1.04091130853598313",NA,NA,"5","ENCODE--ChIP-seq(rank=87); Literature--ChIP-seq(rank=124); ReMap--ChIP-seq(rank=245); GTEx--Coexpression(rank=262); ARCHS4--Coexpression(rank=780)","577","0.16300000000000001","GTEx Coexpression,0.163"
"NR3C1","-0.29973592513112957","-1.132649080792346163","-1.67300129350772986","-1.0351287664770685293","1.03512876647706853","Repressed","185","viper","185","1.03512876647706853",NA,NA,"6","ReMap--ChIP-seq(rank=16); ENCODE--ChIP-seq(rank=32); Enrichr--Queries(rank=98); Literature--ChIP-seq(rank=100); ARCHS4--Coexpression(rank=401); GTEx--Coexpression(rank=989)","239","0.05387000000000000","ReMap ChIP-seq,0.05387"
"HOXA9","1.61854597397380617","1.373864006755730616","0.10560532000812832","1.0326717669125551335","1.03267176691255513","Activated","186","viper","186","1.03267176691255513",NA,NA,"4","GTEx--Coexpression(rank=241); ReMap--ChIP-seq(rank=266); Enrichr--Queries(rank=573); ARCHS4--Coexpression(rank=1487)","530","0.14999999999999999","GTEx Coexpression,0.15"
"EGR1","1.48514528213304731","0.187434118533837429","1.41963857248425529","1.0307393243837132957","1.03073932438371330","Activated","187","viper","187","1.03073932438371330",NA,NA,"6","GTEx--Coexpression(rank=43); Literature--ChIP-seq(rank=53); ENCODE--ChIP-seq(rank=78); ARCHS4--Coexpression(rank=113); Enrichr--Queries(rank=133); ReMap--ChIP-seq(rank=173)","125","0.02676000000000000","GTEx Coexpression,0.02676"
"RFX2","1.61016798693557317","-0.385291964978239532","1.09128470219678420","0.7720535747180393704","1.02891488470353232","Activated","188","viper","188","1.02891488470353232",NA,NA,"4","Enrichr--Queries(rank=168); ReMap--ChIP-seq(rank=283); ARCHS4--Coexpression(rank=430); GTEx--Coexpression(rank=1326)","446","0.11970000000000000","Enrichr Queries,0.1197"
"ATF3","-1.74805428991407741","-0.575689386153159899","-0.71680796869142627","-1.0135172149195545988","1.01351721491955460","Repressed","189","viper","189","1.01351721491955460",NA,NA,"6","Enrichr--Queries(rank=55); ReMap--ChIP-seq(rank=59); ENCODE--ChIP-seq(rank=60); Literature--ChIP-seq(rank=68); ARCHS4--Coexpression(rank=85); GTEx--Coexpression(rank=1012)","177","0.03917000000000000","Enrichr Queries,0.03917"
"GATA4","1.49322881997085366","1.467144618002694356","0.05701317106719878","1.0057955363469155419","1.00579553634691554","Activated","190","viper","190","1.00579553634691554",NA,NA,"5","Literature--ChIP-seq(rank=62); Enrichr--Queries(rank=87); ReMap--ChIP-seq(rank=209); GTEx--Coexpression(rank=1094); ARCHS4--Coexpression(rank=1608)","268","0.06197000000000000","Enrichr Queries,0.06197"
"FOXA2","-0.49362988290595494","0.663101926826186627","1.85639679695536919","0.6752896136252002357","1.00437620222917023","Activated","191","viper","191","1.00437620222917023",NA,NA,"6","ENCODE--ChIP-seq(rank=45); Literature--ChIP-seq(rank=67); Enrichr--Queries(rank=70); ReMap--ChIP-seq(rank=130); ARCHS4--Coexpression(rank=513); GTEx--Coexpression(rank=1247)","225","0.04986000000000000","Enrichr Queries,0.04986"
"PAX5","1.63439512608116355","-1.023633628637053539","0.35028363055789530","0.3203483760006684555","1.00277079509203748","Activated","192","viper","192","1.00277079509203748",NA,NA,"5","ENCODE--ChIP-seq(rank=48); Enrichr--Queries(rank=156); ReMap--ChIP-seq(rank=248); ARCHS4--Coexpression(rank=634); GTEx--Coexpression(rank=679)","423","0.11110000000000000","Enrichr Queries,0.1111"
"FOXK2","0.87508181224041315","1.777895895236714985","0.30585713707746592","0.9862782815181980745","0.98627828151819807","Activated","193","viper","193","0.98627828151819807",NA,NA,"4","ReMap--ChIP-seq(rank=46); ARCHS4--Coexpression(rank=791); GTEx--Coexpression(rank=944); Enrichr--Queries(rank=1159)","548","0.15490000000000001","ReMap ChIP-seq,0.1549"
"MITF","0.44750407146560289","1.810631076242819271","0.66113260195901080","0.9730892498891443587","0.97308924988914436","Activated","194","viper","194","0.97308924988914436",NA,NA,"5","Enrichr--Queries(rank=14); Literature--ChIP-seq(rank=57); ARCHS4--Coexpression(rank=82); ReMap--ChIP-seq(rank=114); GTEx--Coexpression(rank=609)","47","0.00997200000000000","Enrichr Queries,0.009972"
"ELK4","0.33640062999320652","1.141013904343510355","1.44141415974861276","0.9729428980284432482","0.97294289802844325","Activated","195","viper","195","0.97294289802844325",NA,NA,"5","ReMap--ChIP-seq(rank=86); ENCODE--ChIP-seq(rank=105); Enrichr--Queries(rank=762); GTEx--Coexpression(rank=808); ARCHS4--Coexpression(rank=1094)","952","0.28960000000000002","ReMap ChIP-seq,0.2896"
"FOXA1","-0.34357228849574822","0.500829591449130973","2.05722377389323219","0.7381603589488716644","0.96720855127937044","Activated","196","viper","196","0.96720855127937044",NA,NA,"6","ENCODE--ChIP-seq(rank=47); Literature--ChIP-seq(rank=61); Enrichr--Queries(rank=102); ReMap--ChIP-seq(rank=186); ARCHS4--Coexpression(rank=218); GTEx--Coexpression(rank=1266)","307","0.07265000000000001","Enrichr Queries,0.07265"
"HNF1B","0.72433210094037925","-0.756489489297246798","1.39753303032969112","0.4551252139909411909","0.95945154018910583","Activated","197","viper","197","0.95945154018910583",NA,NA,"3","ARCHS4--Coexpression(rank=33); ReMap--ChIP-seq(rank=97); Enrichr--Queries(rank=253)","96","0.02027000000000000","ARCHS4 Coexpression,0.02027"
"IRF2","0.38678052593209133","1.760096214430392214","0.71393500324387216","0.9536039145354519020","0.95360391453545190","Activated","198","viper","198","0.95360391453545190",NA,NA,"4","ReMap--ChIP-seq(rank=131); Enrichr--Queries(rank=468); ARCHS4--Coexpression(rank=787); GTEx--Coexpression(rank=879)","1065","0.33329999999999999","Enrichr Queries,0.3333"
"NFIC","-1.27610465091339065","-0.467815629607849948","-1.10753030404612618","-0.9504835281891222953","0.95048352818912230","Repressed","199","viper","199","0.95048352818912230",NA,NA,"5","ENCODE--ChIP-seq(rank=21); ReMap--ChIP-seq(rank=90); Enrichr--Queries(rank=943); GTEx--Coexpression(rank=1047); ARCHS4--Coexpression(rank=1376)","621","0.17799999999999999","ENCODE ChIP-seq,0.178"
"E2F6","0.15254305306038998","0.256723968101813915","2.42971761600751002","0.9463282123899046105","0.94632821238990461","Activated","200","viper","200","0.94632821238990461",NA,NA,"5","ENCODE--ChIP-seq(rank=91); ReMap--ChIP-seq(rank=257); Enrichr--Queries(rank=683); ARCHS4--Coexpression(rank=1183); GTEx--Coexpression(rank=1458)","1348","0.48649999999999999","Enrichr Queries,0.4865"
"SMAD1","1.11468080185513818","-0.219046999952715676","1.45798146593711109","0.7845384226131778549","0.93056975591498825","Activated","201","viper","201","0.93056975591498825",NA,NA,"5","Literature--ChIP-seq(rank=75); Enrichr--Queries(rank=117); ReMap--ChIP-seq(rank=127); GTEx--Coexpression(rank=784); ARCHS4--Coexpression(rank=973)","344","0.08333000000000000","Enrichr Queries,0.08333"
"HHEX","-1.45191948077071298","0.391413626864313469","-0.91749883808497845","-0.6593348973304592464","0.92027731524000167","Repressed","202","viper","202","0.92027731524000167",NA,NA,"4","ReMap--ChIP-seq(rank=42); Enrichr--Queries(rank=45); GTEx--Coexpression(rank=286); ARCHS4--Coexpression(rank=1034)","146","0.03205000000000000","Enrichr Queries,0.03205"
"PRDM1","-0.57012617429132251","0.687957794115304555","1.48891725736675862","0.5355829590635802218","0.91566707525779523","Activated","203","viper","203","0.91566707525779523",NA,NA,"5","ENCODE--ChIP-seq(rank=31); ReMap--ChIP-seq(rank=82); GTEx--Coexpression(rank=197); ARCHS4--Coexpression(rank=864); Enrichr--Queries(rank=958)","454","0.12260000000000000","GTEx Coexpression,0.1226"
"PAX6",NA,"1.511747266716258586","-0.30885384610956351","0.6014467103033475093","0.91030055641291108","Activated","204","viper","204","0.91030055641291108",NA,NA,"5","ReMap--ChIP-seq(rank=70); Literature--ChIP-seq(rank=143); Enrichr--Queries(rank=258); ARCHS4--Coexpression(rank=404); GTEx--Coexpression(rank=881)","639","0.18379999999999999","Enrichr Queries,0.1838"
"IRF1","1.14744544563597817","1.312225743124057376","-0.24815310403890453","0.7371726949070436241","0.90260809759964655","Activated","205","viper","205","0.90260809759964655",NA,NA,"6","Literature--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=90); ReMap--ChIP-seq(rank=112); ARCHS4--Coexpression(rank=183); Enrichr--Queries(rank=539); GTEx--Coexpression(rank=660)","86","0.01829000000000000","Literature ChIP-seq,0.01829"
"JUND","0.43292579840031487","0.552327454876129775","-1.67686337053498269","-0.2305367057528460162","0.88737220793714255","Repressed","206","viper","206","0.88737220793714255",NA,NA,"6","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=15); Literature--ChIP-seq(rank=38); GTEx--Coexpression(rank=132); Enrichr--Queries(rank=638); ARCHS4--Coexpression(rank=1077)","81","0.01695000000000000","ENCODE ChIP-seq,0.01695"
"CEBPA","-1.39898264179101250","0.959288374662367049","0.30071133079830237","-0.0463276454434476959","0.88632744908389383","Repressed","207","viper","207","0.88632744908389383",NA,NA,"5","ReMap--ChIP-seq(rank=44); Literature--ChIP-seq(rank=73); ARCHS4--Coexpression(rank=105); Enrichr--Queries(rank=172); GTEx--Coexpression(rank=215)","278","0.06450000000000000","ARCHS4 Coexpression,0.0645"
"ETS2","-1.23408822715548872","0.833256074860261098","-0.58355728745852731","-0.3281298132512516230","0.88363386315809223","Repressed","208","viper","208","0.88363386315809223",NA,NA,"4","Enrichr--Queries(rank=29); Literature--ChIP-seq(rank=44); ARCHS4--Coexpression(rank=47); GTEx--Coexpression(rank=230)","98","0.02066000000000000","Enrichr Queries,0.02066"
"NR2F6","0.47037744707221529","1.203891667233516705","-0.95154532209435649","0.2409079307371251588","0.87527147880002953","Activated","209","viper","209","0.87527147880002953",NA,NA,"4","ReMap--ChIP-seq(rank=98); Enrichr--Queries(rank=371); ARCHS4--Coexpression(rank=641); GTEx--Coexpression(rank=678)","893","0.26419999999999999","Enrichr Queries,0.2642"
"PDX1","1.23856072260938088","0.482290527536777203","0.88594766301231265","0.8689329710528236328","0.86893297105282363","Activated","210","viper","210","0.86893297105282363",NA,NA,"5","Literature--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=253); ARCHS4--Coexpression(rank=382); GTEx--Coexpression(rank=568); Enrichr--Queries(rank=858)","751","0.21950000000000000","Literature ChIP-seq,0.2195"
"E2F7","-0.72614997984539620","1.465551069361525238","-0.40558945048568817","0.1112705463434802838","0.86576349989753654","Activated","211","viper","211","0.86576349989753654",NA,NA,"5","ReMap--ChIP-seq(rank=30); Literature--ChIP-seq(rank=160); GTEx--Coexpression(rank=333); Enrichr--Queries(rank=991); ARCHS4--Coexpression(rank=1070)","397","0.10100000000000001","ReMap ChIP-seq,0.101"
"STAT2","1.02229155388027459","0.507009553200761021","1.02969271074227309","0.8529979392744362343","0.85299793927443623","Activated","212","viper","212","0.85299793927443623",NA,NA,"5","ReMap--ChIP-seq(rank=6); ENCODE--ChIP-seq(rank=38); Enrichr--Queries(rank=553); ARCHS4--Coexpression(rank=866); GTEx--Coexpression(rank=1303)","95","0.02020000000000000","ReMap ChIP-seq,0.0202"
"PPARA","0.61954818216016594","0.198848480659667703","1.69469683970643192","0.8376978341754218738","0.83769783417542187","Activated","213","viper","213","0.83769783417542187",NA,NA,"3","Enrichr--Queries(rank=354); GTEx--Coexpression(rank=1132); ARCHS4--Coexpression(rank=1149)","854","0.25209999999999999","Enrichr Queries,0.2521"
