"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","E2F1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","3.666666666666667","1","6","GTEx--Coexpression(rank=5); ReMap--ChIP-seq(rank=5); Enrichr--Queries(rank=8); ARCHS4--Coexpression(rank=9); ENCODE--ChIP-seq(rank=36); Literature--ChIP-seq(rank=37)","11","rank=2; score=8.0294; p=9.3451e-09","rank=11; score=0.003111","rank=3; score=4.6343; direction=Repressed","rank=3; score=71.973; p=6.5657e-14; adjP=9.8355e-12","rank=1; score=7.4828; p=3.2903e-08","rank=2; score=6.376; p=1.8177e-10; direction=Repressed"
"2","E2F4","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6.333333333333334","1","6","ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=3); Enrichr--Queries(rank=156); ARCHS4--Coexpression(rank=637); GTEx--Coexpression(rank=1140)","32","rank=1; score=18.752; p=1.7685e-19","rank=32; score=0.0101","rank=1; score=8.0012; direction=Repressed","rank=1; score=1160.4; p=8.2834e-73; adjP=8.6148e-71","rank=2; score=5.8804; p=1.317e-06","rank=1; score=8.6709; p=4.2871e-18; direction=Repressed"
"3","FOXM1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","24.666666666666664","2","6","ENCODE--ChIP-seq(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); ARCHS4--Coexpression(rank=6)","2","rank=3; score=7.0724; p=8.464e-08","rank=2; score=0.0006223","rank=4; score=4.4406; direction=Repressed","rank=2; score=5254.4; p=9.5523e-72; adjP=7.1547e-69","rank=46; score=1.2382; p=0.057784","rank=91; score=1.8933; p=0.05832; direction=Repressed"
"4","TP53","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","41.666666666666664","3","5","ARCHS4--Coexpression(rank=22); Literature--ChIP-seq(rank=44); ReMap--ChIP-seq(rank=136); Enrichr--Queries(rank=206); GTEx--Coexpression(rank=228)","47","rank=4; score=5.091; p=8.1094e-06","rank=47; score=0.01351","rank=182; score=0.71168; direction=Repressed","rank=6; score=32.248; p=1.8565e-05; adjP=0.0022464","rank=3; score=4.7313; p=1.8567e-05","rank=8; score=3.7784; p=0.00015785; direction=Repressed"
"5","E2F3","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","57.666666666666664","5","3","ARCHS4--Coexpression(rank=27); Enrichr--Queries(rank=30); GTEx--Coexpression(rank=845)","59","rank=12; score=2.4199; p=0.0038031","rank=59; score=0.01658","rank=228; score=0.35595; direction=Repressed","rank=11; score=88.677; p=0.00037124; adjP=0.026952","rank=5; score=3.4303; p=0.00037125","rank=31; score=2.508; p=0.012142; direction=Repressed"
"6","CDX2","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","58.833333333333329","5","5","ARCHS4--Coexpression(rank=79); GTEx--Coexpression(rank=94); ReMap--ChIP-seq(rank=104); Literature--ChIP-seq(rank=129); Enrichr--Queries(rank=1021)","181","rank=16; score=1.971; p=0.010691","rank=181; score=0.04853","rank=5; score=4.2868; direction=Activated","rank=116; score=12.225; p=0.025254; adjP=0.23083","rank=29; score=1.5977; p=0.025254","rank=6; score=4.027; p=5.6494e-05; direction=Activated"
"7","TFDP1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","66.500000000000000","7","4","GTEx--Coexpression(rank=4); ReMap--ChIP-seq(rank=7); ARCHS4--Coexpression(rank=15); Enrichr--Queries(rank=25)","9","rank=10; score=2.5611; p=0.0027472","rank=9; score=0.002489","rank=7; score=4.0414; direction=Repressed","rank=81; score=33.126; p=0.013421; adjP=0.18044","rank=23; score=1.8722; p=0.013421","rank=269; score=1.1024; p=0.27028; direction=Repressed"
"8","MYCN","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","78.333333333333329","31","5","Literature--ChIP-seq(rank=6); ARCHS4--Coexpression(rank=45); ReMap--ChIP-seq(rank=58); Enrichr--Queries(rank=97); GTEx--Coexpression(rank=734)","97","rank=48; score=0.8279; p=0.14863","rank=97; score=0.02764","rank=40; score=2.6457; direction=Activated","rank=72; score=17.964; p=0.00025936; adjP=0.0080941","rank=31; score=1.5181; p=0.030335","rank=182; score=1.4593; p=0.14448; direction=Activated"
"9","USF1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","101.666666666666657","6","5","ReMap--ChIP-seq(rank=32); ENCODE--ChIP-seq(rank=77); GTEx--Coexpression(rank=400); ARCHS4--Coexpression(rank=552); Enrichr--Queries(rank=857)","411","rank=6; score=3.0101; p=0.00097701","rank=411; score=0.1077","rank=83; score=1.8429; direction=Activated","rank=15; score=27.482; p=0.00056096; adjP=0.033938","rank=6; score=3.2511; p=0.00056098","rank=89; score=1.9023; p=0.057133; direction=Activated"
"10","NFYA","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","102.000000000000000","8","5","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=16); GTEx--Coexpression(rank=100); Enrichr--Queries(rank=722); ARCHS4--Coexpression(rank=1044)","125","rank=243; score=0; p=1","rank=125; score=0.0339","rank=27; score=2.8853; direction=Repressed","rank=8; score=59.035; p=4.3201e-14; adjP=1.4976e-12","rank=194; score=0.17828; p=0.66331","rank=15; score=3.0202; p=0.0025259; direction=Repressed"
