"Dataset","Data_Type","Analysis_Name","Analysis_Column","Contrast","Samples_Used","Patients_Used","Experiment_Group","Control_Group","Paired_Design_Used","Up","Down","Total_Significant_Genes","P_Value_Column","P_Value_Cutoff","LogFC_Cutoff","Genes_Filtered_By_EdgeR","Gene_Biotype_Filter","Target_Gene","Target_Gene_LogFC","Target_Gene_P_Value","Target_Gene_adj_P_Val","Target_Gene_Significant","Target_Gene_Status"
"GSE50760","ngs","Liver_metastasis_vs_normal","analysis_Liver_metastasis_vs_normal","Liver_metastasis_vs_normal_vs_Normal_colon","36","18","Liver_metastasis_vs_normal","Normal_colon",TRUE,"3859","3815","7674","P.Value","0.05","0.5","2833","coding","ATF3","0.1482636551318338","0.6008622106179349","0.6676769591752933",FALSE,"OK"
