"Analysis_Name","GeneSet_Name","Source","Ranked_Genes","GSEA_Terms","Positive_NES","Negative_NES","Single_Pathway_Plots","CSV_File","PDF_File","PNG_File"
"COAD_01A_ATF3_spearman_correlation","hallmark","computed","19096","31","31","0","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/tables/GSEA/COAD_01A_ATF3_spearman_correlation_hallmark_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/pdf/COAD_01A_ATF3_spearman_correlation_hallmark_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/png/COAD_01A_ATF3_spearman_correlation_hallmark_dotplot.png"
"COAD_01A_ATF3_spearman_correlation","CP_BIOCARTA","computed","19096","140","140","0","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/tables/GSEA/COAD_01A_ATF3_spearman_correlation_CP_BIOCARTA_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/pdf/COAD_01A_ATF3_spearman_correlation_CP_BIOCARTA_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/png/COAD_01A_ATF3_spearman_correlation_CP_BIOCARTA_dotplot.png"
"COAD_01A_ATF3_spearman_correlation","CP_KEGG_MEDICUS","computed","19096","180","169","5","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/tables/GSEA/COAD_01A_ATF3_spearman_correlation_CP_KEGG_MEDICUS_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/pdf/COAD_01A_ATF3_spearman_correlation_CP_KEGG_MEDICUS_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/png/COAD_01A_ATF3_spearman_correlation_CP_KEGG_MEDICUS_dotplot.png"
"COAD_01A_ATF3_spearman_correlation","CP_KEGG_LEGACY","computed","19096","79","72","0","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/tables/GSEA/COAD_01A_ATF3_spearman_correlation_CP_KEGG_LEGACY_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/pdf/COAD_01A_ATF3_spearman_correlation_CP_KEGG_LEGACY_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/png/COAD_01A_ATF3_spearman_correlation_CP_KEGG_LEGACY_dotplot.png"
"COAD_01A_ATF3_spearman_correlation","CP_REACTOME","computed","19096","592","527","14","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/tables/GSEA/COAD_01A_ATF3_spearman_correlation_CP_REACTOME_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/pdf/COAD_01A_ATF3_spearman_correlation_CP_REACTOME_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/png/COAD_01A_ATF3_spearman_correlation_CP_REACTOME_dotplot.png"
"COAD_01A_ATF3_spearman_correlation","CP_WIKIPATHWAYS","computed","19096","383","366","11","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/tables/GSEA/COAD_01A_ATF3_spearman_correlation_CP_WIKIPATHWAYS_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/pdf/COAD_01A_ATF3_spearman_correlation_CP_WIKIPATHWAYS_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/png/COAD_01A_ATF3_spearman_correlation_CP_WIKIPATHWAYS_dotplot.png"
"COAD_01A_ATF3_spearman_correlation","TFT_TFT_LEGACY","computed","19096","385","384","0","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/tables/GSEA/COAD_01A_ATF3_spearman_correlation_TFT_TFT_LEGACY_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/pdf/COAD_01A_ATF3_spearman_correlation_TFT_TFT_LEGACY_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/png/COAD_01A_ATF3_spearman_correlation_TFT_TFT_LEGACY_dotplot.png"
"COAD_01A_ATF3_spearman_correlation","TFT_GTRD","computed","19096","121","112","4","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/tables/GSEA/COAD_01A_ATF3_spearman_correlation_TFT_GTRD_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/pdf/COAD_01A_ATF3_spearman_correlation_TFT_GTRD_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/png/COAD_01A_ATF3_spearman_correlation_TFT_GTRD_dotplot.png"
"COAD_01A_ATF3_spearman_correlation","GO_BP","computed","19096","1996","1918","46","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/tables/GSEA/COAD_01A_ATF3_spearman_correlation_GO_BP_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/pdf/COAD_01A_ATF3_spearman_correlation_GO_BP_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/png/COAD_01A_ATF3_spearman_correlation_GO_BP_dotplot.png"
"COAD_01A_ATF3_spearman_correlation","GO_CC","computed","19096","249","224","10","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/tables/GSEA/COAD_01A_ATF3_spearman_correlation_GO_CC_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/pdf/COAD_01A_ATF3_spearman_correlation_GO_CC_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/png/COAD_01A_ATF3_spearman_correlation_GO_CC_dotplot.png"
"COAD_01A_ATF3_spearman_correlation","GO_MF","computed","19096","325","280","23","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/tables/GSEA/COAD_01A_ATF3_spearman_correlation_GO_MF_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/pdf/COAD_01A_ATF3_spearman_correlation_GO_MF_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/png/COAD_01A_ATF3_spearman_correlation_GO_MF_dotplot.png"
"COAD_01A_ATF3_spearman_correlation","HPO","computed","19096","733","662","36","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/tables/GSEA/COAD_01A_ATF3_spearman_correlation_HPO_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/pdf/COAD_01A_ATF3_spearman_correlation_HPO_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/png/COAD_01A_ATF3_spearman_correlation_HPO_dotplot.png"
"COAD_01A_ATF3_spearman_correlation","C6","computed","19096","89","88","0","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/tables/GSEA/COAD_01A_ATF3_spearman_correlation_C6_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/pdf/COAD_01A_ATF3_spearman_correlation_C6_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/png/COAD_01A_ATF3_spearman_correlation_C6_dotplot.png"
"COAD_01A_ATF3_spearman_correlation","IMMUNESIGDB","computed","19096","3340","3330","0","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/tables/GSEA/COAD_01A_ATF3_spearman_correlation_IMMUNESIGDB_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/pdf/COAD_01A_ATF3_spearman_correlation_IMMUNESIGDB_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/plots/GSEA/png/COAD_01A_ATF3_spearman_correlation_IMMUNESIGDB_dotplot.png"
