"Query Name","Rank","TF","Score","Library","Overlapping_Genes"
"DEG_DLD1_HCT15","1","CSRNP1","5.50000000000000","ARCHS4 Coexpression,2;GTEx Coexpression,9","TSPYL2,CD274,DUSP5,CXCL8,PHF1,TNFAIP3,NFATC1,PPP1R18,RELB,PER1,SOCS1,NR4A3,NOCT,BHLHE40,CASS4,MXD1,GBP2,OTUD1,ATF3,HBEGF"
"DEG_DLD1_HCT15","2","FOSB","10.33000000000000","ARCHS4 Coexpression,11;Enrichr Queries,8;GTEx Coexpression,12","CXCL8,PHF1,ATP2A3,TNFAIP3,IFIT1,RND3,CLU,ETS1,GPNMB,LY6G6C,APOE,GBP2,TGM2,TSPYL2,DUSP5,EDN1,GPX3,GDF15,IGFBP3,IFRD1,NR1D1,PER1,IQCN,NR4A3,GPRC5A,DDIT3,BHLHE40,LCN2,NUPR1,MXD1,OTUD1,ATF3,HBEGF,DDR2"
"DEG_DLD1_HCT15","3","ATF3","17.17000000000000","Literature ChIP-seq,1;ARCHS4 Coexpression,1;ENCODE ChIP-seq,60;Enrichr Queries,1;ReMap ChIP-seq,39;GTEx Coexpression,1","CXCL8,ZFAND2A,PHF1,TNFAIP3,PRDM1,IFIT1,RND3,CLU,ETS1,HERPUD1,NAT16,RND1,GABRR2,SESN2,PEA15,UPP1,TGM2,LRRCC1,MINAR1,DUSP5,EDN1,GPX3,IGFBP3,IFRD1,PLA2G4C,KRT7,SDCBP2,IQCN,GPRC5A,DDIT3,CLIP4,NUPR1,ABCG1,ATF3,HBEGF,DDR2,CD274,SELPLG,NPL,IGSF9,RELB,GPNMB,NOCT,NEU1,ABL2,APOE,GBP2,ZNF460,AOC2,LAMB3,GDF15,TNFRSF9,HSPA6,NR1D1,FBXO32,DHRS3,ESR2,PER1,NR4A3,DLG2,CLCF1,BHLHE40,LCN2,CD68,MXD1,OTUD1,NFKBIB"
"DEG_DLD1_HCT15","4","DDIT3","20.33000000000000","ARCHS4 Coexpression,50;Enrichr Queries,4;GTEx Coexpression,7","OSER1,CXCL8,ZFAND2A,TNFAIP3,IFIT1,CLU,RND3,HERPUD1,RELB,GPNMB,SESN2,NEU1,APOE,UPP1,GBP2,TGM2,DUSP5,EDN1,GDF15,IGFBP3,IFRD1,HSPA6,PLA2G4C,NR1D1,FBXO32,DHRS3,NR4A3,BHLHE40,NUPR1,MXD1,CD68,ATF3,DDR2,HBEGF"
"DEG_DLD1_HCT15","5","JUN","21.50000000000000","Literature ChIP-seq,6;ARCHS4 Coexpression,44;ENCODE ChIP-seq,2;Enrichr Queries,66;ReMap ChIP-seq,1;GTEx Coexpression,10","CXCL8,PHF1,ZFAND2A,GUCA1B,ATP2A3,TNFAIP3,CLU,ETS1,RND3,NAT16,HERPUD1,BDKRB1,UPP1,TGM2,TSPYL2,DUSP5,EDN1,ATG9B,IGFBP3,IFRD1,PLA2G4C,KRT7,SDCBP2,IQCN,GPRC5A,SLPI,DDIT3,ADGRF4,CLIP4,NUPR1,ATF3,ABCG1,HBEGF,DDR2,CD274,TNXB,SELPLG,ZBTB43,IGSF9,TP53INP2,NOCT,FAM241A,CMYA5,ABL2,LY6G6C,APOE,GBP2,MPZL3,APOL3,LAMB3,GDF15,NOS3,GLYCTK,GREB1,MAP1LC3B2,OSGIN1,NR1D1,FBXO32,MCC,DHRS3,PER1,NR4A3,CLCF1,BHLHE40,MXD1"
"DEG_DLD1_HCT15","6","JUNB","22.75000000000000","ARCHS4 Coexpression,19;Enrichr Queries,19;ReMap ChIP-seq,15;GTEx Coexpression,38","SLC22A4,FCMR,CXCL8,SELPLG,PHF1,TNFAIP3,HAPLN3,PPP1R18,CLU,ETS1,RND3,CORO1A,IGSF9,NAT16,HERPUD1,RELB,SOCS1,SESN2,LY6G6C,APOE,UPP1,GBP2,TGM2,DUSP5,EDN1,LAMB3,GDF15,NOS3,ATG9B,IGFBP3,IFRD1,MAP1LC3B2,NR1D1,DHRS3,PER1,IQCN,NR4A3,DDIT3,CLCF1,BHLHE40,CASS4,LCN2,NUPR1,MXD1,ATF3,HBEGF,DDR2"
"DEG_DLD1_HCT15","7","NR4A1","25.75000000000000","ARCHS4 Coexpression,10;Enrichr Queries,24;ReMap ChIP-seq,67;GTEx Coexpression,2","TNXB,CXCL8,SELPLG,TNFAIP3,PLCXD2,CLU,RND3,VSIR,HERPUD1,RELB,NOCT,ABL2,APOE,GBP2,RIMKLB,TGM2,TSPYL2,DUSP5,EDN1,GPX3,GDF15,TNFRSF9,IGFBP3,GREB1,KLHDC1,PTCH2,IFRD1,MAP1LC3B2,NFATC1,NR1D1,MCC,DHRS3,PER1,NR4A3,LTB4R2,DDIT3,BHLHE40,CASS4,LCN2,DCHS1,NUPR1,CD68,OTUD1,ATF3,HBEGF,DDR2"
"DEG_DLD1_HCT15","8","NR4A3","31.00000000000000","ARCHS4 Coexpression,5;Enrichr Queries,17;GTEx Coexpression,71","CD274,CXCL8,TNFAIP3,SLCO5A1,PRDM1,IFIT1,CLU,ETS1,RND3,RELB,SOCS1,GPNMB,NOCT,ABL2,APOE,GBP2,TGM2,DUSP5,EDN1,ZNF460,GDF15,IGFBP3,IFRD1,NFATC1,PER1,DDIT3,BHLHE40,MXD1,CD68,OTUD1,ATF3,HBEGF,DDR2"
"DEG_DLD1_HCT15","9","FOSL1","31.20000000000000","ARCHS4 Coexpression,67;ENCODE ChIP-seq,7;Enrichr Queries,25;ReMap ChIP-seq,7;GTEx Coexpression,50","SLC22A4,CXCL8,SELPLG,GUCA1B,TNFAIP3,PRDM1,IFIT1,PRSS22,RND3,CLU,ETS1,NAT16,RELB,NOCT,ABL2,BDKRB1,ITGB7,UPP1,LY6G6C,TGM2,DUSP5,EDN1,LAMB3,GDF15,NOS3,ATG9B,IGFBP3,IFRD1,MAP1LC3B2,KRT7,NR1D1,FBXO32,DHRS3,IQCN,GPRC5A,NR4A3,CLCF1,DDIT3,BHLHE40,CASS4,NUPR1,CD68,ATF3,DDR2,HBEGF"
"DEG_DLD1_HCT15","10","NFKB2","35.25000000000000","ARCHS4 Coexpression,41;Enrichr Queries,36;ReMap ChIP-seq,33;GTEx Coexpression,31","CD274,FCMR,CXCL8,TNFAIP3,PRDM1,IFIT1,PPP1R18,CLU,ETS1,CORO1A,IGSF9,RELB,HERPUD1,SOCS1,SESN2,ITGB7,TAC3,UPP1,GBP2,TGM2,SBSPON,DUSP5,EDN1,TICAM2,FAM24B,GDF15,TNFRSF9,HSPA6,MAP1LC3B2,SLC51A,NR1D1,FBXO32,NR4A3,NEURL3,DDIT3,BHLHE40,CD68,ATF3,DDR2,HBEGF"
"DEG_DLD1_HCT15","11","ELF3","36.25000000000000","ARCHS4 Coexpression,39;Enrichr Queries,28;ReMap ChIP-seq,63;GTEx Coexpression,15","SLC22A4,FCMR,CXCL8,WNK4,TNFAIP3,PRDM1,PRSS22,CLU,RND3,GPNMB,UPP1,MPZL3,GBP2,BCL2L15,TGM2,DUSP5,CCDC17,CDKN2B,EDN1,LAMB3,GPX3,GDF15,ATG9B,IGFBP3,KRT7,NR1D1,FBXO32,SDCBP2,DHRS3,GPRC5A,LTB4R2,SLPI,CEACAM6,CLCF1,CLIP4,BHLHE40,LCN2,NUPR1,ATF3,CPEB4,DDR2,HBEGF"
"DEG_DLD1_HCT15","12","HES2","41.33000000000000","ARCHS4 Coexpression,59;Enrichr Queries,30;GTEx Coexpression,35","PRDM1,CLU,GPNMB,LAMP3,ZNF385C,UPP1,MPZL3,TGM2,BCL2L15,SLC22A11,DUSP5,FGFBP1,CDKN2B,LAMB3,GDF15,ATG9B,IGFBP3,PLA2G4C,KRT7,NR1D1,SLC51A,FBXO32,SDCBP2,DHRS3,GPRC5A,LTB4R2,SLPI,ADGRF4,BHLHE40,LCN2,NUPR1,ATF3,DDR2,HBEGF"
"DEG_DLD1_HCT15","13","EGR1","43.50000000000000","Literature ChIP-seq,26;ARCHS4 Coexpression,70;ENCODE ChIP-seq,76;Enrichr Queries,15;ReMap ChIP-seq,57;GTEx Coexpression,17","TMEM151A,CXCL8,STEAP4,GOLT1A,PHF1,ZFAND2A,ATP2A3,TNFAIP3,PYGM,HAPLN3,PRSS22,ACRBP,PPP1R18,CLU,ETS1,RND3,NAT16,HERPUD1,GABRR2,PCLO,SESN2,PEA15,BDKRB1,ITGB7,TGM2,SLC22A11,MINAR1,DUSP5,PARP6,EDN1,FAM24B,GPX3,IGFBP3,ATG9B,IFRD1,TCTE1,IQCN,DDIT3,TNNT2,CLIP4,NUPR1,ATF3,ABCG1,HBEGF,DDR2,SHANK1,SLC22A4,CD274,TNXB,TTYH2,WNK4,ZBTB43,SLCO5A1,PPM1E,RELB,GPNMB,NLRP6,NOCT,TP53INP2,NEU1,ABL2,HEATR4,APOE,GBP2,RIMKLB,DNAH10,GDF15,NOS3,GLYCTK,PTCH2,OSGIN1,NEB,NFATC1,NR1D1,PRSS36,MCC,DHRS3,VIL1,PER1,NR4A3,SYNJ1,CLCF1,BHLHE40,LCN2,DCHS1,SFXN2,CD68,HOXD8,CPEB4"
"DEG_DLD1_HCT15","14","BATF3","46.67000000000000","ARCHS4 Coexpression,22;Enrichr Queries,89;GTEx Coexpression,29","CD274,TNFAIP3,PRDM1,HAPLN3,IFIT1,ETS1,PPP1R18,CORO1A,RELB,SOCS1,LAMP3,UPP1,GBP2,TGM2,DUSP5,NOS3,GDF15,TNFRSF9,ATG9B,GREB1,NR4A3,BHLHE40,NUPR1,ATF3,DDR2,HBEGF"
"DEG_DLD1_HCT15","15","NFIL3","47.67000000000000","ARCHS4 Coexpression,82;Enrichr Queries,3;GTEx Coexpression,58","OSER1,CXCL8,GOLT1A,TNFAIP3,PRDM1,PPP1R18,CLU,ETS1,RND3,RELB,HERPUD1,GPNMB,NOCT,SESN2,UPP1,GBP2,TGM2,DUSP5,ZNF460,GDF15,IGFBP3,IFRD1,DHRS3,PER1,NR4A3,SLPI,DDIT3,BHLHE40,LCN2,NUPR1,MXD1,ATF3,DDR2,HBEGF"
