"ID","P","HR","CI_low_0.95","CI_up_0.95"
"IPS_IPS","0.3615596422853340","0.9025000000000000","0.7239","1.1251"
"AZ_IPS","0.5520100526160315","0.7917999999999999","0.3668","1.7090"
"CP_IPS","0.7603097094353616","0.8651000000000000","0.3411","2.1941"
"SC_IPS","0.8163693227792040","0.9133000000000000","0.4249","1.9631"
"MHC_IPS","0.8868358113719712","0.9547000000000000","0.5039","1.8086"
"EC_IPS","0.9090832110885751","1.0846000000000000","0.2693","4.3684"
