"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ChEA3","ENRICHR","CollecTRI"
"1","TP53","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","55.33333333333333","2","5","Literature--ChIP-seq(rank=13); Enrichr--Queries(rank=38); GTEx--Coexpression(rank=45); ReMap--ChIP-seq(rank=51); ARCHS4--Coexpression(rank=503)","134","rank=134; score=0.02707","rank=30; score=34.296; p=0.079056; adjP=0.082623","rank=2; score=4.8678; p=1.1288e-06; direction=Repressed"
"2","NRF1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","82.66666666666667","45","5","ARCHS4--Coexpression(rank=38); ENCODE--ChIP-seq(rank=51); ReMap--ChIP-seq(rank=111); GTEx--Coexpression(rank=818); Enrichr--Queries(rank=923)","113","rank=113; score=0.02334","rank=90; score=0.49787; p=0.62786; adjP=0.76739","rank=45; score=1.8339; p=0.06667; direction=Repressed"
"3","ATF4","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","85.66666666666667","47","4","GTEx--Coexpression(rank=44); ARCHS4--Coexpression(rank=211); ReMap--ChIP-seq(rank=264); Enrichr--Queries(rank=557)","135","rank=135; score=0.02738","rank=47; score=932.06; p=0.0064824; adjP=0.015783","rank=75; score=1.6089; p=0.10763; direction=Repressed"
"4","JUN","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","93.00000000000000","71","6","Literature--ChIP-seq(rank=16); ARCHS4--Coexpression(rank=24); ENCODE--ChIP-seq(rank=38); ReMap--ChIP-seq(rank=156); Enrichr--Queries(rank=1044); GTEx--Coexpression(rank=1375)","71","rank=71; score=0.01474","rank=117; score=8.3184; p=0.11854; adjP=0.67066","rank=91; score=1.5197; p=0.12859; direction=Repressed"
"5","TP63","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","105.66666666666666","17","5","Literature--ChIP-seq(rank=52); ReMap--ChIP-seq(rank=66); GTEx--Coexpression(rank=82); ARCHS4--Coexpression(rank=703); Enrichr--Queries(rank=1113)","237","rank=237; score=0.05103","rank=17; score=23.852; p=0.015134; adjP=0.61414","rank=63; score=1.7079; p=0.087656; direction=Repressed"
"6","MXI1","ChEA3;ENRICHR;CollecTRI","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","111.00000000000000","47","5","ENCODE--ChIP-seq(rank=15); GTEx--Coexpression(rank=16); Enrichr--Queries(rank=56); ARCHS4--Coexpression(rank=59); ReMap--ChIP-seq(rank=134)","47","rank=47; score=0.009956","rank=89; score=2.9992; p=0.26389; adjP=0.82655","rank=197; score=1.0729; p=0.28333; direction=Repressed"
"7","ETS1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","115.66666666666667","32","6","ENCODE--ChIP-seq(rank=39); ARCHS4--Coexpression(rank=62); ReMap--ChIP-seq(rank=85); Literature--ChIP-seq(rank=102); Enrichr--Queries(rank=641); GTEx--Coexpression(rank=859)","183","rank=183; score=0.03808","rank=132; score=6.3225; p=0.15064; adjP=0.67066","rank=32; score=1.9417; p=0.05217; direction=Repressed"
"8","FOXA1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","117.00000000000000","33","6","ReMap--ChIP-seq(rank=6); ENCODE--ChIP-seq(rank=66); Literature--ChIP-seq(rank=82); ARCHS4--Coexpression(rank=607); Enrichr--Queries(rank=961); GTEx--Coexpression(rank=1245)","100","rank=100; score=0.0202","rank=33; score=40.908; p=0.021193; adjP=0.61414","rank=218; score=1.0205; p=0.30751; direction=Activated"
"9","NR3C2","ChEA3;ENRICHR;CollecTRI","4","ChEA3;ENRICHR;TRRUST;CollecTRI","119.00000000000000","104","3","Enrichr--Queries(rank=30); GTEx--Coexpression(rank=180); ARCHS4--Coexpression(rank=188)","104","rank=104; score=0.02137","rank=137; score=5.5055; p=0.16884; adjP=0.67066","rank=116; score=1.4215; p=0.15516; direction=Repressed"
"10","KLF6","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","122.00000000000000","74","4","ReMap--ChIP-seq(rank=9); GTEx--Coexpression(rank=509); ARCHS4--Coexpression(rank=645); Enrichr--Queries(rank=1084)","147","rank=147; score=0.0303","rank=74; score=14.71; p=0.044396; adjP=0.61414","rank=145; score=1.2959; p=0.19502; direction=Activated"
