"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","VDR","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","29.00000000000000","9","5","ARCHS4--Coexpression(rank=20); Literature--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=51); GTEx--Coexpression(rank=133); Enrichr--Queries(rank=195)","48","rank=9; score=3.0524; p=0.00088626","rank=48; score=0.01229","rank=25; score=3.0209; direction=Activated","rank=70; score=50.636; p=0.00098585; adjP=0.011583","rank=10; score=3.0062; p=0.00098587","rank=12; score=3.8337; p=0.00012625; direction=Activated"
"2","ESR1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","35.16666666666666","5","6","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=2); Literature--ChIP-seq(rank=12); ARCHS4--Coexpression(rank=254); Enrichr--Queries(rank=617); GTEx--Coexpression(rank=709)","26","rank=16; score=2.6195; p=0.0024015","rank=26; score=0.006734","rank=5; score=4.2814; direction=Activated","rank=29; score=54.417; p=8.739e-05; adjP=0.0015688","rank=63; score=1.2915; p=0.051109","rank=72; score=2.845; p=0.0044417; direction=Activated"
"3","PPARG","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","35.50000000000000","2","5","ReMap--ChIP-seq(rank=3); Literature--ChIP-seq(rank=17); ARCHS4--Coexpression(rank=25); Enrichr--Queries(rank=49); GTEx--Coexpression(rank=107)","41","rank=51; score=1.4078; p=0.039102","rank=41; score=0.0101","rank=57; score=2.1365; direction=Activated","rank=28; score=23.666; p=1.1819e-05; adjP=0.00041421","rank=34; score=2.1399; p=0.0072466","rank=2; score=5.3405; p=9.2686e-08; direction=Activated"
"4","CEBPB","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","37.66666666666666","4","6","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=9); Enrichr--Queries(rank=40); Literature--ChIP-seq(rank=96); GTEx--Coexpression(rank=100); ARCHS4--Coexpression(rank=175)","33","rank=95; score=0.74509; p=0.17985","rank=33; score=0.008475","rank=18; score=3.2526; direction=Activated","rank=4; score=43.178; p=7.2563e-05; adjP=0.0033209","rank=52; score=1.6141; p=0.024315","rank=24; score=3.518; p=0.00043481; direction=Activated"
"5","STAT2","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","44.50000000000000","17","5","ENCODE--ChIP-seq(rank=4); Enrichr--Queries(rank=30); ARCHS4--Coexpression(rank=40); ReMap--ChIP-seq(rank=63); GTEx--Coexpression(rank=1575)","86","rank=49; score=1.4631; p=0.034425","rank=86; score=0.02137","rank=34; score=2.6897; direction=Activated","rank=17; score=48.999; p=0.0015804; adjP=0.071591","rank=45; score=1.7811; p=0.016554","rank=36; score=3.2344; p=0.0012191; direction=Activated"
"6","IRF9","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","47.33333333333334","13","4","Enrichr--Queries(rank=5); ReMap--ChIP-seq(rank=149); ARCHS4--Coexpression(rank=279); GTEx--Coexpression(rank=385)","14","rank=13; score=2.9237; p=0.0011921","rank=14; score=0.003561","rank=31; score=2.8006; direction=Activated","rank=157; score=84.959; p=0.0087394; adjP=0.052913","rank=36; score=2.0585; p=0.0087395","rank=33; score=3.3172; p=0.00090929; direction=Activated"
"7","HIF1A","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","48.33333333333333","1","5","Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=47); ARCHS4--Coexpression(rank=117); GTEx--Coexpression(rank=624); Enrichr--Queries(rank=834)","47","rank=1; score=7.8394; p=1.4476e-08","rank=47; score=0.0122","rank=2; score=5.0817; direction=Activated","rank=42; score=96.114; p=8.2911e-07; adjP=5.0852e-05","rank=195; score=0.34504; p=0.45182","rank=3; score=4.9248; p=8.4442e-07; direction=Activated"
"8","KLF4","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","51.83333333333334","9","5","ARCHS4--Coexpression(rank=4); Enrichr--Queries(rank=9); GTEx--Coexpression(rank=32); Literature--ChIP-seq(rank=38); ReMap--ChIP-seq(rank=82)","9","rank=105; score=0.70043; p=0.19933","rank=9; score=0.002457","rank=66; score=1.9679; direction=Activated","rank=77; score=30.633; p=0.0014007; adjP=0.012129","rank=31; score=2.2179; p=0.0060552","rank=23; score=3.5218; p=0.00042868; direction=Activated"
"9","STAT1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","55.50000000000000","9","6","ReMap--ChIP-seq(rank=12); ENCODE--ChIP-seq(rank=13); ARCHS4--Coexpression(rank=52); Literature--ChIP-seq(rank=131); Enrichr--Queries(rank=215); GTEx--Coexpression(rank=1003)","126","rank=11; score=3.0015; p=0.00099658","rank=126; score=0.03194","rank=43; score=2.4712; direction=Activated","rank=52; score=34.676; p=0.00089235; adjP=0.016767","rank=9; score=3.0495; p=0.00089238","rank=92; score=2.6179; p=0.008848; direction=Activated"
"10","NFKB1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","63.66666666666667","6","4","ARCHS4--Coexpression(rank=71); ReMap--ChIP-seq(rank=130); Enrichr--Queries(rank=434); GTEx--Coexpression(rank=839)","175","rank=23; score=1.9596; p=0.010974","rank=175; score=0.04361","rank=45; score=2.4291; direction=Activated","rank=6; score=55.064; p=4.5894e-06; adjP=0.00052443","rank=40; score=1.9775; p=0.010531","rank=93; score=2.6122; p=0.008996; direction=Activated"
