"TF","HMVL_TOR10"
"AHR","2.212062463314000915"
"AR","0.603840831368954389"
"ARID2","-2.187009553725123734"
"ARID3A","0.399667352882993876"
"ARNT","2.175428265025724173"
"ARNTL","-0.488706188322770352"
"ASCL1","1.891092506801637319"
"ATF1","0.127359761940706806"
"ATF2","1.343755378742843343"
"ATF3","-0.921104550093996388"
"ATF4","0.733950157539326575"
"ATF6","-1.767295556817933599"
"ATF7","1.174093846798543561"
"BACH1","1.432799207056394630"
"BACH2","1.514029536332488934"
"BATF","2.000104951111741247"
"BCL11A","1.233092395663010432"
"BCL6","-0.450598187102461190"
"BHLHE22","0.140520359190562161"
"BHLHE40","0.553787758605188141"
"CDX2","3.791899983074028757"
"CEBPA","-0.398736342917758557"
"CEBPB","0.982350277649680970"
"CEBPD","0.824332777360485602"
"CEBPG","0.646687377646784745"
"CLOCK","0.881326734143308976"
"CREB1","0.125040304266326285"
"CREB3","0.452157246364598808"
"CREB3L1","-2.300267479469625620"
"CREM","0.199426378678257188"
"CTCF","-0.494255739335976829"
"CTCFL","-2.445641278131007290"
"CUX1","-0.298735963739411081"
"DUX4","-0.785643740945041302"
"E2F1","-3.368896988449566976"
"E2F2","-1.220147202387852792"
"E2F3","-1.559299766257326025"
"E2F4","-7.272297193803265003"
"E2F5","0.915077114655077462"
"E2F6","-0.669167644993421296"
"E2F7","-1.194400786530126268"
"EBF1","2.634250626424552433"
"EGR1","-1.206525855821522608"
"EHF","3.156130729270727464"
"ELF1","-0.677478408644781704"
"ELF3","3.034058516924841964"
"ELF5","1.308438960842765342"
"ELK1","-2.020145303722486574"
"ELK4","-1.430032303043210717"
"EOMES","-0.288550414465192417"
"EPAS1","1.602121212342369372"
"ESR1","2.535833089938051454"
"ESR2","1.590494246135250922"
"ESRRA","2.169408036531520700"
"ETS1","-1.368496124163690819"
"ETS2","-1.544577822115129839"
"ETV1","1.691950370428282113"
"ETV4","1.123949247267939988"
"FLI1","0.185777299805642920"
"FOS","-0.309731210408095314"
"FOSL1","2.841865606755806795"
"FOSL2","-0.293280828517470282"
"FOXA1","2.054740589639211912"
"FOXA2","0.699573370100398662"
"FOXJ2","-0.409288688166896786"
"FOXK2","-0.746449254177190546"
"FOXL2","-0.231714449347725060"
"FOXM1","-2.013572959543813656"
"FOXO1","0.782161083439205651"
"FOXO3","-0.681177383363129385"
"FOXO4","0.400889474500560561"
"FOXP1","-1.637435745942002807"
"FOXP2","-0.401104332392867802"
"GABPA","-1.047552252012187157"
"GATA2","0.874181156945341264"
"GATA3","0.907470429551472613"
"GATA6","0.765944305307501572"
"GFI1B","0.997128365814038631"
"GLI2","1.832496480999558308"
"GRHL2","3.969965236198644831"
"HBP1","0.682917477943482898"
"HHEX","-0.718968270785283026"
"HIF1A","-0.026813021515937150"
"HINFP","-1.102678682250995301"
"HMBOX1","-0.441828333772770199"
"HNF1A","2.314425543628607418"
"HNF1B","3.953013250191032668"
"HNF4A","3.860120740688040009"
"HNF4G","2.936494433058820075"
"HOXA9","-0.863804049980050781"
"HOXB13","1.728549033642272859"
"HSF1","0.490738077585876065"
"IKZF1","3.352184135080383598"
"IRF1","1.515279680266606199"
"IRF2","-1.586942688535337487"
"IRF3","-2.131688467822533628"
"IRF4","2.469530541853625749"
"IRF9","1.166329309932254921"
"JUN","2.320160613323662080"
"JUNB","0.568903055944677161"
"JUND","0.748365951043305944"
"KDM5B","-0.200623480946189370"
"KLF1","0.343330380518459377"
"KLF13","2.037329089667061499"
"KLF3","0.264200054546529062"
"KLF4","1.565477210976079947"
"KLF5","-0.299002891180480568"
"KLF6","-0.068727309208241591"
"KLF9","-0.635964042530586249"
"KMT2A","1.591517348598048498"
"LEF1","2.189486033434840273"
"LHX2","0.609914401896118785"
"LYL1","2.256101219691811988"
"MAF","1.820800645106633420"
"MAFB","2.580820370999461932"
"MAFF","1.870119094196976306"
"MAFG","2.723071686851628481"
"MAFK","3.000803819040678277"
"MAX","1.162932727829170565"
"MAZ","-2.048253936032980338"
"MBD1","1.397070175293568584"
"MBD2","0.997035029440934029"
"MEF2A","1.863448950211941568"
"MEF2B","-0.304240679388536606"
"MEF2C","1.600506958571570770"
"MEIS1","2.125810792881271283"
"MEIS2","2.561583683034185821"
"MITF","0.877794118560025538"
"MNT","2.579269677386140103"
"MXI1","0.097357305971357319"
"MYB","0.140770874052727424"
"MYBL2","-0.894092220767301216"
"MYC","-1.131150288830833572"
"MYCN","0.125718762798023576"
"MYOD1","0.679737331253320809"
"NANOG","2.866637721800165295"
"NCOA1","-0.938630139920778150"
"NCOA2","0.584941705539033685"
"NCOA3","-1.797335515055863864"
"NEUROD1","1.403453932995660791"
"NFATC1","1.291964259242439850"
"NFE2","1.667685005884412375"
"NFE2L1","1.151648340142486626"
"NFE2L2","4.817423277047464758"
"NFIC","0.017350305703479431"
"NFKB1","1.780773441552183867"
"NFKB2","1.523857129356083195"
"NFYA","-3.007858613082254884"
"NFYB","-2.842267186525780254"
"NR1H2","-0.884875933869710418"
"NR1H3","0.799147479772593261"
"NR2C2","-2.031935063698986355"
"NR2F1","2.067178322302106519"
"NR2F6","-0.310983975041204286"
"NR3C1","-1.380525592729958451"
"NR4A1","1.643447271390753528"
"NR5A2","0.983491542643603722"
"NRF1","-1.094736809367725217"
"ONECUT1","0.471939168657834696"
"OTX2","0.523114076599088595"
"PAX5","-0.515095665501170252"
"PAX6","-0.051687985898863267"
"PAX8","0.010369944952145341"
"PBX2","0.946627162934618682"
"PBX3","1.857013732924315486"
"PDX1","3.200028492228027766"
"PGR","0.613751609797685060"
"PKNOX1","0.027904601390832010"
"POU2F1","3.079782657547993185"
"POU4F2","2.488135668752187168"
"POU5F1","2.853418264704445928"
"PPARA","2.648570398146924632"
"PPARG","-0.908224927829807238"
"PRDM1","1.352826625074659672"
"PRDM14","2.560732127880489983"
"PROX1","1.471297383604534437"
"RARA","3.401426481664531654"
"RBPJ","2.429863219468023416"
"REL","0.184770192994852062"
"RELA","1.350638005506174633"
"RELB","-1.029514958782246969"
"REST","-0.655915517483168897"
"RFX1","1.983827939249934058"
"RFX2","2.280572874571759279"
"RUNX1","2.561870431385044888"
"RUNX2","2.958428902960233309"
"RUNX3","-0.643384098148908068"
"RXRA","-0.950988927214242552"
"SIX2","1.727595295639280160"
"SIX5","-1.593658093621317606"
"SMAD1","-0.593342633026763489"
"SMAD3","0.923302886466047301"
"SMAD4","0.475527978062472434"
"SMAD5","-2.441789245789691254"
"SNAI2","-0.577811415437147424"
"SNAPC4","-2.247878374348225350"
"SOX10","-0.619114054999016949"
"SOX11","2.375659530583210000"
"SOX13","1.279857147414325880"
"SOX2","1.134931363868097787"
"SOX6","0.435393606413217504"
"SOX9","0.413164974176090938"
"SP1","0.001664601673444224"
"SP2","-3.429311937779156327"
"SP3","3.785343753804873312"
"SP4","-0.949030836945087497"
"SPI1","1.971086560144761135"
"SPIB","-0.485765474576942469"
"SREBF1","0.958880424961367495"
"SREBF2","-0.103821852725705793"
