"statistic","source","condition","score","p_value"
"ora","AATF","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","ABL1","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","AHR","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","AIP","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","APC","HMVL_ALL","0.8438399304272672","0.1432715863518022603173563"
"ora","APEX1","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","AR","HMVL_ALL","0.1554814549728731","0.6990665873186243661763228"
"ora","ARID3A","HMVL_ALL","1.1284682473882106","0.0743929451900663396557434"
"ora","ARNT","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","ARNTL","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","ASCL1","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","ATF1","HMVL_ALL","0.5749795706185427","0.2660850224285054022033137"
"ora","ATF2","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","ATF3","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","ATF4","HMVL_ALL","0.4398705743613583","0.3631862730732055011273474"
"ora","ATF5","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","ATF6","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","ATM","HMVL_ALL","1.4967730032014599","0.0318586227134518423786957"
"ora","BCL3","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","BCL6","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","BRCA1","HMVL_ALL","2.2154492247935900","0.0060890673146370821039453"
"ora","BTF3","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","CDX1","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","CDX2","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","CEBPA","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","CEBPB","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","CEBPD","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","CEBPE","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","CEBPZ","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","CHD8","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","CIITA","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","CLOCK","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","CREB1","HMVL_ALL","0.4942709845954845","0.3204269348400380357233530"
"ora","CREB5","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","CREBBP","HMVL_ALL","0.5598934978812705","0.2754904206192492210902856"
"ora","CREM","HMVL_ALL","0.5598934978812705","0.2754904206192492210902856"
"ora","CRX","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","CTCF","HMVL_ALL","1.2507065088558671","0.0561427253850482407826483"
"ora","CTNNB1","HMVL_ALL","1.4967730032014599","0.0318586227134518423786957"
"ora","CUX1","HMVL_ALL","3.9559012950799710","0.0001106875322116434684190"
"ora","DDIT3","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","DEK","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","DNMT1","HMVL_ALL","0.4822050426747224","0.3294541308653399225292446"
"ora","DNMT3A","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","E2F1","HMVL_ALL","9.7219678945951333","0.0000000001896846141188446"
"ora","E2F3","HMVL_ALL","6.4077223299871156","0.0000003910908632721481892"
"ora","E2F4","HMVL_ALL","7.9716246974467406","0.0000000106751823577541324"
"ora","E2F6","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","EGR1","HMVL_ALL","0.5072253123941731","0.3110102394376518253338304"
"ora","EGR2","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","ELF1","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","ELF3","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","ELF4","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","ELK1","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","EP300","HMVL_ALL","1.4564959224067209","0.0349545791470551453494764"
"ora","EPAS1","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","ERCC2","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","ERG","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","ESR1","HMVL_ALL","1.7852931514789219","0.0163948273855904699813912"
"ora","ESR2","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","ESRRA","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","ETS1","HMVL_ALL","0.5712478524512722","0.2683812353157699615024967"
"ora","ETS2","HMVL_ALL","0.4710184915380272","0.3380504422729455615836969"
"ora","ETV4","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","ETV6","HMVL_ALL","1.2048953368907838","0.0623885171019491480137731"
"ora","EWSR1","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","EZH2","HMVL_ALL","0.3947121891403456","0.4029840069793819701260418"
"ora","FHL2","HMVL_ALL","1.2048953368907838","0.0623885171019491480137731"
"ora","FLI1","HMVL_ALL","0.5749795706185427","0.2660850224285054022033137"
"ora","FOS","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","FOSL1","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","FOSL2","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","FOXA1","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","FOXA2","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","FOXD3","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","FOXF2","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","FOXL2","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","FOXM1","HMVL_ALL","0.7060789194321720","0.1967528720442153211678260"
"ora","FOXO1","HMVL_ALL","0.5749795706185427","0.2660850224285054022033137"
"ora","FOXO3","HMVL_ALL","1.6611929845475242","0.0218176020215169672034072"
"ora","FOXO4","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","FOXP2","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","FOXP3","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","FOXQ1","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","GABPA","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
"ora","GATA1","HMVL_ALL","0.7814845899970440","0.1653923469637124388231797"
"ora","GATA2","HMVL_ALL","0.0000000000000000","1.0000000000000000000000000"
