"statistic","source","condition","score","p_value","TF","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ora","ATF4","DLD1_HCT15_SW48","3.9922768984145658","0.0001017942159345396","ATF4","1","dorothea","1","3.9922768984145658","0.0001017942159345396",NA,"","4","ReMap--ChIP-seq(rank=29); GTEx--Coexpression(rank=103); ARCHS4--Coexpression(rank=339); Enrichr--Queries(rank=1003)","276","0.06408999999999999","GTEx Coexpression,0.06409"
"ora","FOS","DLD1_HCT15_SW48","2.4870428185008615","0.0032580457728898005","FOS","2","dorothea","2","2.4870428185008615","0.0032580457728898005",NA,"","5","GTEx--Coexpression(rank=11); ENCODE--ChIP-seq(rank=13); ARCHS4--Coexpression(rank=48); ReMap--ChIP-seq(rank=48); Enrichr--Queries(rank=173)","32","0.00684500000000000","GTEx Coexpression,0.006845"
"ora","FOSL2","DLD1_HCT15_SW48","2.0240349490555336","0.0094616101772159161","FOSL2","3","dorothea","3","2.0240349490555336","0.0094616101772159161",NA,"","5","ENCODE--ChIP-seq(rank=6); Enrichr--Queries(rank=50); ReMap--ChIP-seq(rank=125); ARCHS4--Coexpression(rank=151); GTEx--Coexpression(rank=334)","161","0.03561000000000000","Enrichr Queries,0.03561"
"ora","FOSL1","DLD1_HCT15_SW48","1.9828375445762856","0.0104030923886533344","FOSL1","4","dorothea","4","1.9828375445762856","0.0104030923886533344",NA,"","5","ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=11); Enrichr--Queries(rank=404); ARCHS4--Coexpression(rank=1082); GTEx--Coexpression(rank=1124)","14","0.00336700000000000","ReMap ChIP-seq,0.003367"
"ora","KLF4","DLD1_HCT15_SW48","1.9452442415019409","0.0113437267998104385","KLF4","5","dorothea","5","1.9452442415019409","0.0113437267998104385",NA,"","5","Literature--ChIP-seq(rank=31); ARCHS4--Coexpression(rank=148); GTEx--Coexpression(rank=155); Enrichr--Queries(rank=158); ReMap--ChIP-seq(rank=258)","367","0.09091000000000000","ARCHS4 Coexpression,0.09091"
"ora","TFAP2C","DLD1_HCT15_SW48","1.8489198647166964","0.0141605504393416126","TFAP2C","6","dorothea","6","1.8489198647166964","0.0141605504393416126",NA,"","6","ARCHS4--Coexpression(rank=26); Literature--ChIP-seq(rank=35); ENCODE--ChIP-seq(rank=81); GTEx--Coexpression(rank=174); ReMap--ChIP-seq(rank=204); Enrichr--Queries(rank=323)","75","0.01597000000000000","ARCHS4 Coexpression,0.01597"
"ora","ESR2","DLD1_HCT15_SW48","1.7949525121518377","0.0160342070683949789","ESR2","7","dorothea","7","1.7949525121518377","0.0160342070683949789",NA,"","5","Literature--ChIP-seq(rank=22); ReMap--ChIP-seq(rank=65); Enrichr--Queries(rank=685); GTEx--Coexpression(rank=1314); ARCHS4--Coexpression(rank=1365)","488","0.13410000000000000","Literature ChIP-seq,0.1341"
"ora","JUND","DLD1_HCT15_SW48","1.7470380507861465","0.0179044897666621461","JUND","8","dorothea","8","1.7470380507861465","0.0179044897666621461",NA,"","6","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=15); Literature--ChIP-seq(rank=38); GTEx--Coexpression(rank=132); Enrichr--Queries(rank=638); ARCHS4--Coexpression(rank=1077)","81","0.01695000000000000","ENCODE ChIP-seq,0.01695"
"ora","FOXL2","DLD1_HCT15_SW48","1.6648439773686263","0.0216349563158501068","FOXL2","9","dorothea","9","1.6648439773686263","0.0216349563158501068",NA,"","3","Enrichr--Queries(rank=63); GTEx--Coexpression(rank=65); ARCHS4--Coexpression(rank=345)","182","0.04045000000000000","GTEx Coexpression,0.04045"
"ora","ATF2","DLD1_HCT15_SW48","1.6465555548199984","0.0225654732017691630","ATF2","10","dorothea","10","1.6465555548199984","0.0225654732017691630",NA,"","5","ENCODE--ChIP-seq(rank=41); ReMap--ChIP-seq(rank=230); GTEx--Coexpression(rank=475); ARCHS4--Coexpression(rank=1085); Enrichr--Queries(rank=1128)","968","0.29559999999999992","GTEx Coexpression,0.2956"
