"categorical","continuous","p_value","test_method","effect_size","n_groups","n","p_adjusted","significant","var1_feature","var2_feature","method"
"COAD_Age_Clinical","COAD_ATF3_RNAseq","0.3653715289181101","Wilcoxon","0.08918975780409022","2","103","0.3653715289181101",FALSE,"Age (Clinical, COAD)","ATF3 (RNAseq, COAD)","Wilcoxon"
