"categorical","continuous","p_value","test_method","effect_size","n_groups","n","p_adjusted","significant","var1_feature","var2_feature","method"
"COAD_APC_Mutation","COAD_ATF3_RNAseq","0.6863820510645742","Wilcoxon","0.03940389177388053","2","105","0.8431364610002277",FALSE,"APC (Mutation, COAD)","ATF3 (RNAseq, COAD)","Wilcoxon"
"COAD_TP53_Mutation","COAD_ATF3_RNAseq","0.4821679886824994","Wilcoxon","0.06858819999971907","2","105","0.8431364610002277",FALSE,"TP53 (Mutation, COAD)","ATF3 (RNAseq, COAD)","Wilcoxon"
"COAD_KRAS_Mutation","COAD_ATF3_RNAseq","0.8431364610002277","Wilcoxon","0.01931142140030529","2","105","0.8431364610002277",FALSE,"KRAS (Mutation, COAD)","ATF3 (RNAseq, COAD)","Wilcoxon"
"COAD_PIK3CA_Mutation","COAD_ATF3_RNAseq","0.7327218207462418","Wilcoxon","0.03332768557068500","2","105","0.8431364610002277",FALSE,"PIK3CA (Mutation, COAD)","ATF3 (RNAseq, COAD)","Wilcoxon"
